antigen152|Q2FYU5|BX571857.1|mhci|seq97	antigen152|Q2FYU5|BX571857.1|mhci|seq97
antigen152|Q2FYU5|CP002114.3|mhci|seq185	antigen152|Q2FYU5|CP002114.3|mhci|seq186
antigen152|Q2FYU5|CP002114.3|mhci|seq185	antigen152|Q2FYU5|BX571857.1|mhci|seq186
antigen152|Q2FYU5|CP002114.3|mhci|seq217	antigen152|Q2FYU5|CP002114.3|mhci|seq217
antigen152|Q2FYU5|CP002114.3|mhci|seq217	antigen152|Q2FYU5|BX571857.1|mhci|seq217
antigen152|Q2FYU5|CP002114.3|mhci|seq249	antigen152|Q2FYU5|CP002114.3|mhci|seq249
antigen152|Q2FYU5|CP002114.3|mhci|seq249	antigen152|Q2FYU5|BX571857.1|mhci|seq249
antigen152|Q2FYU5|CP002114.3|mhci|seq249	antigen152|Q2FYU5|CP002114.3|mhci|seq250
antigen152|Q2FYU5|CP002114.3|mhci|seq249	antigen152|Q2FYU5|BX571857.1|mhci|seq250
antigen152|Q2FYU5|CP002114.3|mhci|seq281	antigen152|Q2FYU5|CP002114.3|mhci|seq281
antigen152|Q2FYU5|CP002114.3|mhci|seq281	antigen152|Q2FYU5|BX571857.1|mhci|seq281
antigen152|Q2FYU5|CP002114.3|mhci|seq281	antigen152|Q2FYU5|CP002114.3|mhci|seq282
antigen152|Q2FYU5|CP002114.3|mhci|seq281	antigen152|Q2FYU5|BX571857.1|mhci|seq282
antigen152|Q2FYU5|CP002114.3|mhci|seq313	antigen152|Q2FYU5|CP002114.3|mhci|seq313
antigen152|Q2FYU5|CP002114.3|mhci|seq313	antigen152|Q2FYU5|BX571857.1|mhci|seq313
antigen152|Q2FYU5|CP002114.3|mhci|seq313	antigen152|Q2FYU5|CP002114.3|mhci|seq314
antigen152|Q2FYU5|CP002114.3|mhci|seq313	antigen152|Q2FYU5|BX571857.1|mhci|seq314
antigen152|Q2FYU5|CP002114.3|mhci|seq26	antigen152|Q2FYU5|CP002114.3|mhci|seq26
antigen152|Q2FYU5|CP002114.3|mhci|seq26	antigen152|Q2FYU5|BX571857.1|mhci|seq26
antigen152|Q2FYU5|CP002114.3|mhci|seq58	antigen152|Q2FYU5|CP002114.3|mhci|seq58
antigen152|Q2FYU5|CP002114.3|mhci|seq58	antigen152|Q2FYU5|BX571857.1|mhci|seq58
antigen152|Q2FYU5|CP002114.3|mhci|seq90	antigen152|Q2FYU5|CP002114.3|mhci|seq90
antigen152|Q2FYU5|CP002114.3|mhci|seq90	antigen152|Q2FYU5|BX571857.1|mhci|seq90
antigen152|Q2FYU5|CP002114.3|mhci|seq122	antigen152|Q2FYU5|CP002114.3|mhci|seq122
antigen152|Q2FYU5|CP002114.3|mhci|seq122	antigen152|Q2FYU5|BX571857.1|mhci|seq122
antigen152|Q2FYU5|CP002114.3|mhci|seq154	antigen152|Q2FYU5|CP002114.3|mhci|seq154
antigen152|Q2FYU5|CP002114.3|mhci|seq154	antigen152|Q2FYU5|BX571857.1|mhci|seq154
antigen152|Q2FYU5|CP002114.3|mhci|seq218	antigen152|Q2FYU5|CP002114.3|mhci|seq218
antigen152|Q2FYU5|CP002114.3|mhci|seq218	antigen152|Q2FYU5|BX571857.1|mhci|seq218
antigen152|Q2FYU5|CP002114.3|mhci|seq27	antigen152|Q2FYU5|CP002114.3|mhci|seq27
antigen152|Q2FYU5|CP002114.3|mhci|seq27	antigen152|Q2FYU5|BX571857.1|mhci|seq27
antigen152|Q2FYU5|CP002114.3|mhci|seq27	antigen152|Q2FYU5|CP002114.3|mhci|seq28
antigen152|Q2FYU5|CP002114.3|mhci|seq27	antigen152|Q2FYU5|BX571857.1|mhci|seq28
antigen152|Q2FYU5|CP002114.3|mhci|seq59	antigen152|Q2FYU5|CP002114.3|mhci|seq59
antigen152|Q2FYU5|CP002114.3|mhci|seq59	antigen152|Q2FYU5|BX571857.1|mhci|seq59
antigen152|Q2FYU5|CP002114.3|mhci|seq59	antigen152|Q2FYU5|CP002114.3|mhci|seq60
antigen152|Q2FYU5|CP002114.3|mhci|seq59	antigen152|Q2FYU5|BX571857.1|mhci|seq60
antigen152|Q2FYU5|CP002114.3|mhci|seq91	antigen152|Q2FYU5|CP002114.3|mhci|seq91
antigen152|Q2FYU5|CP002114.3|mhci|seq91	antigen152|Q2FYU5|BX571857.1|mhci|seq91
antigen152|Q2FYU5|CP002114.3|mhci|seq91	antigen152|Q2FYU5|CP002114.3|mhci|seq92
antigen152|Q2FYU5|CP002114.3|mhci|seq91	antigen152|Q2FYU5|BX571857.1|mhci|seq92
antigen152|Q2FYU5|CP002114.3|mhci|seq123	antigen152|Q2FYU5|CP002114.3|mhci|seq123
antigen152|Q2FYU5|CP002114.3|mhci|seq123	antigen152|Q2FYU5|BX571857.1|mhci|seq123
antigen152|Q2FYU5|CP002114.3|mhci|seq155	antigen152|Q2FYU5|CP002114.3|mhci|seq155
antigen152|Q2FYU5|CP002114.3|mhci|seq155	antigen152|Q2FYU5|BX571857.1|mhci|seq155
antigen152|Q2FYU5|CP002114.3|mhci|seq187	antigen152|Q2FYU5|CP002114.3|mhci|seq187
antigen152|Q2FYU5|CP002114.3|mhci|seq187	antigen152|Q2FYU5|BX571857.1|mhci|seq187
antigen152|Q2FYU5|CP002114.3|mhci|seq219	antigen152|Q2FYU5|CP002114.3|mhci|seq219
antigen152|Q2FYU5|CP002114.3|mhci|seq219	antigen152|Q2FYU5|BX571857.1|mhci|seq219
antigen152|Q2FYU5|CP002114.3|mhci|seq251	antigen152|Q2FYU5|CP002114.3|mhci|seq251
antigen152|Q2FYU5|CP002114.3|mhci|seq251	antigen152|Q2FYU5|BX571857.1|mhci|seq251
antigen152|Q2FYU5|CP002114.3|mhci|seq283	antigen152|Q2FYU5|CP002114.3|mhci|seq283
antigen152|Q2FYU5|CP002114.3|mhci|seq283	antigen152|Q2FYU5|BX571857.1|mhci|seq283
antigen152|Q2FYU5|CP002114.3|mhci|seq315	antigen152|Q2FYU5|CP002114.3|mhci|seq315
antigen152|Q2FYU5|CP002114.3|mhci|seq315	antigen152|Q2FYU5|BX571857.1|mhci|seq315
antigen152|Q2FYU5|CP002114.3|mhci|seq124	antigen152|Q2FYU5|CP002114.3|mhci|seq124
antigen152|Q2FYU5|CP002114.3|mhci|seq124	antigen152|Q2FYU5|BX571857.1|mhci|seq124
antigen152|Q2FYU5|CP002114.3|mhci|seq156	antigen152|Q2FYU5|CP002114.3|mhci|seq156
antigen152|Q2FYU5|CP002114.3|mhci|seq156	antigen152|Q2FYU5|BX571857.1|mhci|seq156
antigen152|Q2FYU5|CP002114.3|mhci|seq188	antigen152|Q2FYU5|CP002114.3|mhci|seq188
antigen152|Q2FYU5|CP002114.3|mhci|seq188	antigen152|Q2FYU5|BX571857.1|mhci|seq188
antigen152|Q2FYU5|CP002114.3|mhci|seq220	antigen152|Q2FYU5|CP002114.3|mhci|seq220
antigen152|Q2FYU5|CP002114.3|mhci|seq220	antigen152|Q2FYU5|BX571857.1|mhci|seq220
antigen152|Q2FYU5|CP002114.3|mhci|seq252	antigen152|Q2FYU5|CP002114.3|mhci|seq252
antigen152|Q2FYU5|CP002114.3|mhci|seq252	antigen152|Q2FYU5|BX571857.1|mhci|seq252
antigen152|Q2FYU5|CP002114.3|mhci|seq284	antigen152|Q2FYU5|CP002114.3|mhci|seq284
antigen152|Q2FYU5|CP002114.3|mhci|seq284	antigen152|Q2FYU5|BX571857.1|mhci|seq284
antigen152|Q2FYU5|CP002114.3|mhci|seq316	antigen152|Q2FYU5|CP002114.3|mhci|seq316
antigen152|Q2FYU5|CP002114.3|mhci|seq316	antigen152|Q2FYU5|BX571857.1|mhci|seq316
antigen152|Q2FYU5|BX571857.1|mhci|seq31	antigen152|Q2FYU5|BX571857.1|mhci|seq31
antigen152|Q2FYU5|BX571857.1|mhci|seq31	antigen152|Q2FYU5|CP002114.3|mhci|seq31
antigen152|Q2FYU5|BX571857.1|mhci|seq31	antigen152|Q2FYU5|BX571857.1|mhci|seq32
antigen152|Q2FYU5|BX571857.1|mhci|seq31	antigen152|Q2FYU5|CP002114.3|mhci|seq32
antigen152|Q2FYU5|BX571857.1|mhci|seq63	antigen152|Q2FYU5|BX571857.1|mhci|seq63
antigen152|Q2FYU5|BX571857.1|mhci|seq63	antigen152|Q2FYU5|CP002114.3|mhci|seq63
antigen152|Q2FYU5|BX571857.1|mhci|seq63	antigen152|Q2FYU5|BX571857.1|mhci|seq64
antigen152|Q2FYU5|BX571857.1|mhci|seq63	antigen152|Q2FYU5|CP002114.3|mhci|seq64
antigen152|Q2FYU5|BX571857.1|mhci|seq95	antigen152|Q2FYU5|BX571857.1|mhci|seq95
antigen152|Q2FYU5|BX571857.1|mhci|seq95	antigen152|Q2FYU5|CP002114.3|mhci|seq95
antigen152|Q2FYU5|BX571857.1|mhci|seq95	antigen152|Q2FYU5|BX571857.1|mhci|seq96
antigen152|Q2FYU5|BX571857.1|mhci|seq95	antigen152|Q2FYU5|CP002114.3|mhci|seq96
antigen152|Q2FYU5|BX571857.1|mhci|seq127	antigen152|Q2FYU5|BX571857.1|mhci|seq127
antigen152|Q2FYU5|BX571857.1|mhci|seq159	antigen152|Q2FYU5|BX571857.1|mhci|seq159
antigen152|Q2FYU5|BX571857.1|mhci|seq159	antigen152|Q2FYU5|CP002114.3|mhci|seq159
antigen152|Q2FYU5|BX571857.1|mhci|seq191	antigen152|Q2FYU5|BX571857.1|mhci|seq191
antigen152|Q2FYU5|BX571857.1|mhci|seq191	antigen152|Q2FYU5|CP002114.3|mhci|seq191
antigen152|Q2FYU5|BX571857.1|mhci|seq223	antigen152|Q2FYU5|BX571857.1|mhci|seq223
antigen152|Q2FYU5|BX571857.1|mhci|seq223	antigen152|Q2FYU5|CP002114.3|mhci|seq223
antigen152|Q2FYU5|BX571857.1|mhci|seq255	antigen152|Q2FYU5|BX571857.1|mhci|seq255
antigen152|Q2FYU5|BX571857.1|mhci|seq255	antigen152|Q2FYU5|CP002114.3|mhci|seq255
antigen152|Q2FYU5|BX571857.1|mhci|seq287	antigen152|Q2FYU5|BX571857.1|mhci|seq287
antigen152|Q2FYU5|BX571857.1|mhci|seq287	antigen152|Q2FYU5|CP002114.3|mhci|seq287
antigen152|Q2FYU5|BX571857.1|mhci|seq319	antigen152|Q2FYU5|BX571857.1|mhci|seq319
antigen152|Q2FYU5|BX571857.1|mhci|seq319	antigen152|Q2FYU5|CP002114.3|mhci|seq319
antigen152|Q2FYU5|CP002114.3|mhci|seq29	antigen152|Q2FYU5|CP002114.3|mhci|seq29
antigen152|Q2FYU5|CP002114.3|mhci|seq29	antigen152|Q2FYU5|BX571857.1|mhci|seq29
antigen152|Q2FYU5|CP002114.3|mhci|seq61	antigen152|Q2FYU5|CP002114.3|mhci|seq61
antigen152|Q2FYU5|CP002114.3|mhci|seq61	antigen152|Q2FYU5|BX571857.1|mhci|seq61
antigen152|Q2FYU5|CP002114.3|mhci|seq93	antigen152|Q2FYU5|CP002114.3|mhci|seq93
antigen152|Q2FYU5|CP002114.3|mhci|seq93	antigen152|Q2FYU5|BX571857.1|mhci|seq93
antigen152|Q2FYU5|CP002114.3|mhci|seq125	antigen152|Q2FYU5|CP002114.3|mhci|seq125
antigen152|Q2FYU5|CP002114.3|mhci|seq125	antigen152|Q2FYU5|BX571857.1|mhci|seq125
antigen152|Q2FYU5|CP002114.3|mhci|seq125	antigen152|Q2FYU5|CP002114.3|mhci|seq126
antigen152|Q2FYU5|CP002114.3|mhci|seq125	antigen152|Q2FYU5|BX571857.1|mhci|seq126
antigen152|Q2FYU5|CP002114.3|mhci|seq157	antigen152|Q2FYU5|CP002114.3|mhci|seq157
antigen152|Q2FYU5|CP002114.3|mhci|seq157	antigen152|Q2FYU5|BX571857.1|mhci|seq157
antigen152|Q2FYU5|CP002114.3|mhci|seq157	antigen152|Q2FYU5|CP002114.3|mhci|seq158
antigen152|Q2FYU5|CP002114.3|mhci|seq157	antigen152|Q2FYU5|BX571857.1|mhci|seq158
antigen152|Q2FYU5|CP002114.3|mhci|seq189	antigen152|Q2FYU5|CP002114.3|mhci|seq189
antigen152|Q2FYU5|CP002114.3|mhci|seq189	antigen152|Q2FYU5|BX571857.1|mhci|seq189
antigen152|Q2FYU5|CP002114.3|mhci|seq189	antigen152|Q2FYU5|CP002114.3|mhci|seq190
antigen152|Q2FYU5|CP002114.3|mhci|seq189	antigen152|Q2FYU5|BX571857.1|mhci|seq190
antigen152|Q2FYU5|CP002114.3|mhci|seq221	antigen152|Q2FYU5|CP002114.3|mhci|seq221
antigen152|Q2FYU5|CP002114.3|mhci|seq221	antigen152|Q2FYU5|BX571857.1|mhci|seq221
antigen152|Q2FYU5|CP002114.3|mhci|seq221	antigen152|Q2FYU5|CP002114.3|mhci|seq222
antigen152|Q2FYU5|CP002114.3|mhci|seq221	antigen152|Q2FYU5|BX571857.1|mhci|seq222
antigen152|Q2FYU5|CP002114.3|mhci|seq253	antigen152|Q2FYU5|CP002114.3|mhci|seq253
antigen152|Q2FYU5|CP002114.3|mhci|seq253	antigen152|Q2FYU5|BX571857.1|mhci|seq253
antigen152|Q2FYU5|CP002114.3|mhci|seq253	antigen152|Q2FYU5|CP002114.3|mhci|seq254
antigen152|Q2FYU5|CP002114.3|mhci|seq253	antigen152|Q2FYU5|BX571857.1|mhci|seq254
antigen152|Q2FYU5|CP002114.3|mhci|seq285	antigen152|Q2FYU5|CP002114.3|mhci|seq285
antigen152|Q2FYU5|CP002114.3|mhci|seq285	antigen152|Q2FYU5|BX571857.1|mhci|seq285
antigen152|Q2FYU5|CP002114.3|mhci|seq285	antigen152|Q2FYU5|CP002114.3|mhci|seq286
antigen152|Q2FYU5|CP002114.3|mhci|seq285	antigen152|Q2FYU5|BX571857.1|mhci|seq286
antigen152|Q2FYU5|CP002114.3|mhci|seq317	antigen152|Q2FYU5|CP002114.3|mhci|seq317
antigen152|Q2FYU5|CP002114.3|mhci|seq317	antigen152|Q2FYU5|BX571857.1|mhci|seq317
antigen152|Q2FYU5|CP002114.3|mhci|seq317	antigen152|Q2FYU5|CP002114.3|mhci|seq318
antigen152|Q2FYU5|CP002114.3|mhci|seq317	antigen152|Q2FYU5|BX571857.1|mhci|seq318
antigen152|Q2FYU5|BX571857.1|mhci|seq128	antigen152|Q2FYU5|BX571857.1|mhci|seq128
antigen152|Q2FYU5|BX571857.1|mhci|seq160	antigen152|Q2FYU5|BX571857.1|mhci|seq160
antigen152|Q2FYU5|BX571857.1|mhci|seq160	antigen152|Q2FYU5|CP002114.3|mhci|seq160
antigen152|Q2FYU5|BX571857.1|mhci|seq192	antigen152|Q2FYU5|BX571857.1|mhci|seq192
antigen152|Q2FYU5|BX571857.1|mhci|seq192	antigen152|Q2FYU5|CP002114.3|mhci|seq192
antigen152|Q2FYU5|BX571857.1|mhci|seq224	antigen152|Q2FYU5|BX571857.1|mhci|seq224
antigen152|Q2FYU5|BX571857.1|mhci|seq224	antigen152|Q2FYU5|CP002114.3|mhci|seq224
antigen152|Q2FYU5|BX571857.1|mhci|seq256	antigen152|Q2FYU5|BX571857.1|mhci|seq256
antigen152|Q2FYU5|BX571857.1|mhci|seq256	antigen152|Q2FYU5|CP002114.3|mhci|seq256
antigen152|Q2FYU5|BX571857.1|mhci|seq288	antigen152|Q2FYU5|BX571857.1|mhci|seq288
antigen152|Q2FYU5|BX571857.1|mhci|seq288	antigen152|Q2FYU5|CP002114.3|mhci|seq288
antigen152|Q2FYU5|BX571857.1|mhci|seq320	antigen152|Q2FYU5|BX571857.1|mhci|seq320
antigen152|Q2FYU5|BX571857.1|mhci|seq320	antigen152|Q2FYU5|CP002114.3|mhci|seq320
antigen152|Q2FYU5|CP002114.3|mhci|seq30	antigen152|Q2FYU5|CP002114.3|mhci|seq30
antigen152|Q2FYU5|CP002114.3|mhci|seq30	antigen152|Q2FYU5|BX571857.1|mhci|seq30
antigen152|Q2FYU5|CP002114.3|mhci|seq62	antigen152|Q2FYU5|CP002114.3|mhci|seq62
antigen152|Q2FYU5|CP002114.3|mhci|seq62	antigen152|Q2FYU5|BX571857.1|mhci|seq62
antigen152|Q2FYU5|CP002114.3|mhci|seq94	antigen152|Q2FYU5|CP002114.3|mhci|seq94
antigen152|Q2FYU5|CP002114.3|mhci|seq94	antigen152|Q2FYU5|BX571857.1|mhci|seq94
