antigen137|Q5HHB7|CP002114.3|mhci|seq3981	antigen137|Q5HHB7|CP002114.3|mhci|seq3981
antigen137|Q5HHB7|CP002114.3|mhci|seq2249	antigen137|Q5HHB7|CP002114.3|mhci|seq2249
antigen137|Q5HHB7|CP002114.3|mhci|seq2249	antigen137|Q5HHB7|BA000018.3|mhci|seq2241
antigen137|Q5HHB7|CP002114.3|mhci|seq2281	antigen137|Q5HHB7|CP002114.3|mhci|seq2281
antigen137|Q5HHB7|CP002114.3|mhci|seq2281	antigen137|Q5HHB7|BA000018.3|mhci|seq2273
antigen137|Q5HHB7|CP002114.3|mhci|seq2313	antigen137|Q5HHB7|CP002114.3|mhci|seq2313
antigen137|Q5HHB7|CP002114.3|mhci|seq2313	antigen137|Q5HHB7|BA000018.3|mhci|seq2309
antigen137|Q5HHB7|CP002114.3|mhci|seq2345	antigen137|Q5HHB7|CP002114.3|mhci|seq2345
antigen137|Q5HHB7|CP002114.3|mhci|seq2345	antigen137|Q5HHB7|BA000018.3|mhci|seq2337
antigen137|Q5HHB7|CP002114.3|mhci|seq2377	antigen137|Q5HHB7|CP002114.3|mhci|seq2377
antigen137|Q5HHB7|CP002114.3|mhci|seq2377	antigen137|Q5HHB7|BA000018.3|mhci|seq2369
antigen137|Q5HHB7|CP002114.3|mhci|seq2409	antigen137|Q5HHB7|CP002114.3|mhci|seq2409
antigen137|Q5HHB7|CP002114.3|mhci|seq2441	antigen137|Q5HHB7|CP002114.3|mhci|seq2441
antigen137|Q5HHB7|CP002114.3|mhci|seq2441	antigen137|Q5HHB7|BA000018.3|mhci|seq2433
antigen137|Q5HHB7|CP002114.3|mhci|seq2473	antigen137|Q5HHB7|CP002114.3|mhci|seq2473
antigen137|Q5HHB7|CP002114.3|mhci|seq2473	antigen137|Q5HHB7|BA000018.3|mhci|seq2465
antigen137|Q5HHB7|CP002114.3|mhci|seq2505	antigen137|Q5HHB7|CP002114.3|mhci|seq2505
antigen137|Q5HHB7|CP002114.3|mhci|seq2505	antigen137|Q5HHB7|BA000018.3|mhci|seq2497
antigen137|Q5HHB7|CP002114.3|mhci|seq2537	antigen137|Q5HHB7|CP002114.3|mhci|seq2537
antigen137|Q5HHB7|CP002114.3|mhci|seq2537	antigen137|Q5HHB7|BA000018.3|mhci|seq2529
antigen137|Q5HHB7|CP002114.3|mhci|seq2569	antigen137|Q5HHB7|CP002114.3|mhci|seq2569
antigen137|Q5HHB7|CP002114.3|mhci|seq2569	antigen137|Q5HHB7|BA000018.3|mhci|seq2565
antigen137|Q5HHB7|CP002114.3|mhci|seq2601	antigen137|Q5HHB7|CP002114.3|mhci|seq2601
antigen137|Q5HHB7|CP002114.3|mhci|seq2601	antigen137|Q5HHB7|BA000018.3|mhci|seq2597
antigen137|Q5HHB7|CP002114.3|mhci|seq2633	antigen137|Q5HHB7|CP002114.3|mhci|seq2633
antigen137|Q5HHB7|CP002114.3|mhci|seq2633	antigen137|Q5HHB7|BA000018.3|mhci|seq2633
antigen137|Q5HHB7|CP002114.3|mhci|seq2665	antigen137|Q5HHB7|CP002114.3|mhci|seq2665
antigen137|Q5HHB7|CP002114.3|mhci|seq2665	antigen137|Q5HHB7|BA000018.3|mhci|seq2661
antigen137|Q5HHB7|CP002114.3|mhci|seq2697	antigen137|Q5HHB7|CP002114.3|mhci|seq2697
antigen137|Q5HHB7|CP002114.3|mhci|seq2697	antigen137|Q5HHB7|BA000018.3|mhci|seq2693
antigen137|Q5HHB7|CP002114.3|mhci|seq2729	antigen137|Q5HHB7|CP002114.3|mhci|seq2729
antigen137|Q5HHB7|CP002114.3|mhci|seq2729	antigen137|Q5HHB7|BA000018.3|mhci|seq2725
antigen137|Q5HHB7|CP002114.3|mhci|seq2761	antigen137|Q5HHB7|CP002114.3|mhci|seq2761
antigen137|Q5HHB7|CP002114.3|mhci|seq2761	antigen137|Q5HHB7|BA000018.3|mhci|seq2757
antigen137|Q5HHB7|CP002114.3|mhci|seq2793	antigen137|Q5HHB7|CP002114.3|mhci|seq2793
antigen137|Q5HHB7|CP002114.3|mhci|seq2793	antigen137|Q5HHB7|BA000018.3|mhci|seq2789
antigen137|Q5HHB7|CP002114.3|mhci|seq2825	antigen137|Q5HHB7|CP002114.3|mhci|seq2825
antigen137|Q5HHB7|CP002114.3|mhci|seq2857	antigen137|Q5HHB7|CP002114.3|mhci|seq2857
antigen137|Q5HHB7|CP002114.3|mhci|seq2857	antigen137|Q5HHB7|BA000018.3|mhci|seq2853
antigen137|Q5HHB7|CP002114.3|mhci|seq2889	antigen137|Q5HHB7|CP002114.3|mhci|seq2889
antigen137|Q5HHB7|CP002114.3|mhci|seq2889	antigen137|Q5HHB7|BA000018.3|mhci|seq2885
antigen137|Q5HHB7|CP002114.3|mhci|seq2921	antigen137|Q5HHB7|CP002114.3|mhci|seq2921
antigen137|Q5HHB7|CP002114.3|mhci|seq2921	antigen137|Q5HHB7|BA000018.3|mhci|seq2921
antigen137|Q5HHB7|CP002114.3|mhci|seq2953	antigen137|Q5HHB7|CP002114.3|mhci|seq2953
antigen137|Q5HHB7|CP002114.3|mhci|seq2953	antigen137|Q5HHB7|BA000018.3|mhci|seq2953
antigen137|Q5HHB7|CP002114.3|mhci|seq2985	antigen137|Q5HHB7|CP002114.3|mhci|seq2985
antigen137|Q5HHB7|CP002114.3|mhci|seq3017	antigen137|Q5HHB7|CP002114.3|mhci|seq3017
antigen137|Q5HHB7|CP002114.3|mhci|seq3081	antigen137|Q5HHB7|CP002114.3|mhci|seq3081
antigen137|Q5HHB7|CP002114.3|mhci|seq3081	antigen137|Q5HHB7|BA000018.3|mhci|seq3141
antigen137|Q5HHB7|CP002114.3|mhci|seq3113	antigen137|Q5HHB7|CP002114.3|mhci|seq3113
antigen137|Q5HHB7|CP002114.3|mhci|seq3113	antigen137|Q5HHB7|BA000018.3|mhci|seq3109
antigen137|Q5HHB7|CP002114.3|mhci|seq3145	antigen137|Q5HHB7|CP002114.3|mhci|seq3145
antigen137|Q5HHB7|CP002114.3|mhci|seq3145	antigen137|Q5HHB7|BA000018.3|mhci|seq3145
antigen137|Q5HHB7|CP002114.3|mhci|seq3177	antigen137|Q5HHB7|CP002114.3|mhci|seq3177
antigen137|Q5HHB7|CP002114.3|mhci|seq3177	antigen137|Q5HHB7|BA000018.3|mhci|seq3177
antigen137|Q5HHB7|CP002114.3|mhci|seq3209	antigen137|Q5HHB7|CP002114.3|mhci|seq3209
antigen137|Q5HHB7|CP002114.3|mhci|seq3241	antigen137|Q5HHB7|CP002114.3|mhci|seq3241
antigen137|Q5HHB7|CP002114.3|mhci|seq3241	antigen137|Q5HHB7|BA000018.3|mhci|seq3241
antigen137|Q5HHB7|CP002114.3|mhci|seq3273	antigen137|Q5HHB7|CP002114.3|mhci|seq3273
antigen137|Q5HHB7|CP002114.3|mhci|seq3273	antigen137|Q5HHB7|BA000018.3|mhci|seq3269
antigen137|Q5HHB7|CP002114.3|mhci|seq3305	antigen137|Q5HHB7|CP002114.3|mhci|seq3305
antigen137|Q5HHB7|CP002114.3|mhci|seq3337	antigen137|Q5HHB7|CP002114.3|mhci|seq3337
antigen137|Q5HHB7|CP002114.3|mhci|seq3337	antigen137|Q5HHB7|BA000018.3|mhci|seq3333
antigen137|Q5HHB7|CP002114.3|mhci|seq3369	antigen137|Q5HHB7|CP002114.3|mhci|seq3369
antigen137|Q5HHB7|CP002114.3|mhci|seq3369	antigen137|Q5HHB7|BA000018.3|mhci|seq3369
antigen137|Q5HHB7|CP002114.3|mhci|seq3401	antigen137|Q5HHB7|CP002114.3|mhci|seq3401
antigen137|Q5HHB7|CP002114.3|mhci|seq3401	antigen137|Q5HHB7|BA000018.3|mhci|seq3401
antigen137|Q5HHB7|CP002114.3|mhci|seq3433	antigen137|Q5HHB7|CP002114.3|mhci|seq3433
antigen137|Q5HHB7|CP002114.3|mhci|seq3433	antigen137|Q5HHB7|BA000018.3|mhci|seq3433
antigen137|Q5HHB7|CP002114.3|mhci|seq3465	antigen137|Q5HHB7|CP002114.3|mhci|seq3465
antigen137|Q5HHB7|CP002114.3|mhci|seq3465	antigen137|Q5HHB7|BA000018.3|mhci|seq3465
antigen137|Q5HHB7|CP002114.3|mhci|seq3561	antigen137|Q5HHB7|CP002114.3|mhci|seq3561
antigen137|Q5HHB7|CP002114.3|mhci|seq3561	antigen137|Q5HHB7|BA000018.3|mhci|seq3561
antigen137|Q5HHB7|CP002114.3|mhci|seq3593	antigen137|Q5HHB7|CP002114.3|mhci|seq3593
antigen137|Q5HHB7|CP002114.3|mhci|seq3593	antigen137|Q5HHB7|BA000018.3|mhci|seq3593
antigen137|Q5HHB7|CP002114.3|mhci|seq3625	antigen137|Q5HHB7|CP002114.3|mhci|seq3625
antigen137|Q5HHB7|CP002114.3|mhci|seq3625	antigen137|Q5HHB7|BA000018.3|mhci|seq3625
antigen137|Q5HHB7|CP002114.3|mhci|seq3657	antigen137|Q5HHB7|CP002114.3|mhci|seq3657
antigen137|Q5HHB7|CP002114.3|mhci|seq3657	antigen137|Q5HHB7|BA000018.3|mhci|seq3657
antigen137|Q5HHB7|CP002114.3|mhci|seq3689	antigen137|Q5HHB7|CP002114.3|mhci|seq3689
antigen137|Q5HHB7|CP002114.3|mhci|seq3689	antigen137|Q5HHB7|BA000018.3|mhci|seq3689
antigen137|Q5HHB7|CP002114.3|mhci|seq3721	antigen137|Q5HHB7|CP002114.3|mhci|seq3721
antigen137|Q5HHB7|CP002114.3|mhci|seq3721	antigen137|Q5HHB7|BA000018.3|mhci|seq3721
antigen137|Q5HHB7|CP002114.3|mhci|seq3753	antigen137|Q5HHB7|CP002114.3|mhci|seq3753
antigen137|Q5HHB7|CP002114.3|mhci|seq3753	antigen137|Q5HHB7|BA000018.3|mhci|seq3753
antigen137|Q5HHB7|CP002114.3|mhci|seq3785	antigen137|Q5HHB7|CP002114.3|mhci|seq3785
antigen137|Q5HHB7|CP002114.3|mhci|seq3785	antigen137|Q5HHB7|BA000018.3|mhci|seq3785
antigen137|Q5HHB7|CP002114.3|mhci|seq3817	antigen137|Q5HHB7|CP002114.3|mhci|seq3817
antigen137|Q5HHB7|CP002114.3|mhci|seq3817	antigen137|Q5HHB7|BA000018.3|mhci|seq3813
antigen137|Q5HHB7|CP002114.3|mhci|seq3849	antigen137|Q5HHB7|CP002114.3|mhci|seq3849
antigen137|Q5HHB7|CP002114.3|mhci|seq3849	antigen137|Q5HHB7|BA000018.3|mhci|seq3841
antigen137|Q5HHB7|CP002114.3|mhci|seq3881	antigen137|Q5HHB7|CP002114.3|mhci|seq3881
antigen137|Q5HHB7|CP002114.3|mhci|seq3881	antigen137|Q5HHB7|BA000018.3|mhci|seq3873
antigen137|Q5HHB7|CP002114.3|mhci|seq3913	antigen137|Q5HHB7|CP002114.3|mhci|seq3913
antigen137|Q5HHB7|CP002114.3|mhci|seq3913	antigen137|Q5HHB7|BA000018.3|mhci|seq3905
antigen137|Q5HHB7|CP002114.3|mhci|seq3945	antigen137|Q5HHB7|CP002114.3|mhci|seq3945
antigen137|Q5HHB7|CP002114.3|mhci|seq3945	antigen137|Q5HHB7|BA000018.3|mhci|seq3937
antigen137|Q5HHB7|CP002114.3|mhci|seq3977	antigen137|Q5HHB7|CP002114.3|mhci|seq3977
antigen137|Q5HHB7|CP002114.3|mhci|seq3977	antigen137|Q5HHB7|BA000018.3|mhci|seq3969
antigen137|Q5HHB7|BA000018.3|mhci|seq2412	antigen137|Q5HHB7|BA000018.3|mhci|seq2412
antigen137|Q5HHB7|BA000018.3|mhci|seq2540	antigen137|Q5HHB7|BA000018.3|mhci|seq2540
antigen137|Q5HHB7|BA000018.3|mhci|seq2892	antigen137|Q5HHB7|BA000018.3|mhci|seq2892
antigen137|Q5HHB7|BA000018.3|mhci|seq2988	antigen137|Q5HHB7|BA000018.3|mhci|seq2988
antigen137|Q5HHB7|BA000018.3|mhci|seq3020	antigen137|Q5HHB7|BA000018.3|mhci|seq3020
antigen137|Q5HHB7|BA000018.3|mhci|seq3052	antigen137|Q5HHB7|BA000018.3|mhci|seq3052
antigen137|Q5HHB7|BA000018.3|mhci|seq3052	antigen137|Q5HHB7|CP002114.3|mhci|seq3048
antigen137|Q5HHB7|BA000018.3|mhci|seq3148	antigen137|Q5HHB7|BA000018.3|mhci|seq3148
antigen137|Q5HHB7|BA000018.3|mhci|seq3500	antigen137|Q5HHB7|BA000018.3|mhci|seq3500
antigen137|Q5HHB7|BA000018.3|mhci|seq3500	antigen137|Q5HHB7|CP002114.3|mhci|seq3496
antigen137|Q5HHB7|BA000018.3|mhci|seq3532	antigen137|Q5HHB7|BA000018.3|mhci|seq3532
antigen137|Q5HHB7|BA000018.3|mhci|seq3532	antigen137|Q5HHB7|CP002114.3|mhci|seq3528
antigen137|Q5HHB7|BA000018.3|mhci|seq3564	antigen137|Q5HHB7|BA000018.3|mhci|seq3564
antigen137|Q5HHB7|BA000018.3|mhci|seq4236	antigen137|Q5HHB7|BA000018.3|mhci|seq4236
antigen137|Q5HHB7|BA000018.3|mhci|seq4268	antigen137|Q5HHB7|BA000018.3|mhci|seq4268
antigen137|Q5HHB7|BA000018.3|mhci|seq4428	antigen137|Q5HHB7|BA000018.3|mhci|seq4428
antigen137|Q5HHB7|BA000018.3|mhci|seq4428	antigen137|Q5HHB7|CP002114.3|mhci|seq4424
antigen137|Q5HHB7|BA000018.3|mhci|seq4460	antigen137|Q5HHB7|BA000018.3|mhci|seq4460
antigen137|Q5HHB7|BA000018.3|mhci|seq4460	antigen137|Q5HHB7|CP002114.3|mhci|seq4456
antigen137|Q5HHB7|BA000018.3|mhci|seq4620	antigen137|Q5HHB7|BA000018.3|mhci|seq4620
antigen137|Q5HHB7|CP002114.3|mhci|seq10	antigen137|Q5HHB7|CP002114.3|mhci|seq10
antigen137|Q5HHB7|CP002114.3|mhci|seq10	antigen137|Q5HHB7|BA000018.3|mhci|seq10
antigen137|Q5HHB7|CP002114.3|mhci|seq106	antigen137|Q5HHB7|CP002114.3|mhci|seq106
antigen137|Q5HHB7|CP002114.3|mhci|seq106	antigen137|Q5HHB7|BA000018.3|mhci|seq106
antigen137|Q5HHB7|CP002114.3|mhci|seq138	antigen137|Q5HHB7|CP002114.3|mhci|seq138
antigen137|Q5HHB7|CP002114.3|mhci|seq138	antigen137|Q5HHB7|BA000018.3|mhci|seq138
antigen137|Q5HHB7|CP002114.3|mhci|seq170	antigen137|Q5HHB7|CP002114.3|mhci|seq170
antigen137|Q5HHB7|CP002114.3|mhci|seq170	antigen137|Q5HHB7|BA000018.3|mhci|seq170
antigen137|Q5HHB7|CP002114.3|mhci|seq234	antigen137|Q5HHB7|CP002114.3|mhci|seq234
antigen137|Q5HHB7|CP002114.3|mhci|seq298	antigen137|Q5HHB7|CP002114.3|mhci|seq298
antigen137|Q5HHB7|CP002114.3|mhci|seq522	antigen137|Q5HHB7|CP002114.3|mhci|seq522
antigen137|Q5HHB7|CP002114.3|mhci|seq554	antigen137|Q5HHB7|CP002114.3|mhci|seq554
antigen137|Q5HHB7|CP002114.3|mhci|seq559	antigen137|Q5HHB7|CP002114.3|mhci|seq559
antigen137|Q5HHB7|CP002114.3|mhci|seq559	antigen137|Q5HHB7|CP002114.3|mhci|seq560
antigen137|Q5HHB7|CP002114.3|mhci|seq687	antigen137|Q5HHB7|CP002114.3|mhci|seq687
antigen137|Q5HHB7|CP002114.3|mhci|seq687	antigen137|Q5HHB7|BA000018.3|mhci|seq707
antigen137|Q5HHB7|CP002114.3|mhci|seq719	antigen137|Q5HHB7|CP002114.3|mhci|seq719
antigen137|Q5HHB7|CP002114.3|mhci|seq719	antigen137|Q5HHB7|BA000018.3|mhci|seq739
antigen137|Q5HHB7|CP002114.3|mhci|seq751	antigen137|Q5HHB7|CP002114.3|mhci|seq751
antigen137|Q5HHB7|CP002114.3|mhci|seq751	antigen137|Q5HHB7|BA000018.3|mhci|seq771
antigen137|Q5HHB7|CP002114.3|mhci|seq751	antigen137|Q5HHB7|CP002114.3|mhci|seq752
antigen137|Q5HHB7|CP002114.3|mhci|seq751	antigen137|Q5HHB7|BA000018.3|mhci|seq772
antigen137|Q5HHB7|CP002114.3|mhci|seq1199	antigen137|Q5HHB7|CP002114.3|mhci|seq1199
antigen137|Q5HHB7|CP002114.3|mhci|seq1199	antigen137|Q5HHB7|BA000018.3|mhci|seq1199
antigen137|Q5HHB7|CP002114.3|mhci|seq1455	antigen137|Q5HHB7|CP002114.3|mhci|seq1455
antigen137|Q5HHB7|CP002114.3|mhci|seq1455	antigen137|Q5HHB7|BA000018.3|mhci|seq1443
antigen137|Q5HHB7|CP002114.3|mhci|seq1455	antigen137|Q5HHB7|BA000018.3|mhci|seq1442
antigen137|Q5HHB7|CP002114.3|mhci|seq1455	antigen137|Q5HHB7|CP002114.3|mhci|seq1454
antigen137|Q5HHB7|CP002114.3|mhci|seq1615	antigen137|Q5HHB7|CP002114.3|mhci|seq1615
antigen137|Q5HHB7|CP002114.3|mhci|seq1615	antigen137|Q5HHB7|BA000018.3|mhci|seq1607
antigen137|Q5HHB7|CP002114.3|mhci|seq1647	antigen137|Q5HHB7|CP002114.3|mhci|seq1647
antigen137|Q5HHB7|CP002114.3|mhci|seq1647	antigen137|Q5HHB7|BA000018.3|mhci|seq1643
antigen137|Q5HHB7|CP002114.3|mhci|seq1679	antigen137|Q5HHB7|CP002114.3|mhci|seq1679
antigen137|Q5HHB7|CP002114.3|mhci|seq1679	antigen137|Q5HHB7|BA000018.3|mhci|seq1675
antigen137|Q5HHB7|CP002114.3|mhci|seq1743	antigen137|Q5HHB7|CP002114.3|mhci|seq1743
antigen137|Q5HHB7|CP002114.3|mhci|seq1743	antigen137|Q5HHB7|BA000018.3|mhci|seq1735
antigen137|Q5HHB7|CP002114.3|mhci|seq1775	antigen137|Q5HHB7|CP002114.3|mhci|seq1775
antigen137|Q5HHB7|CP002114.3|mhci|seq1775	antigen137|Q5HHB7|BA000018.3|mhci|seq1767
antigen137|Q5HHB7|CP002114.3|mhci|seq1807	antigen137|Q5HHB7|CP002114.3|mhci|seq1807
antigen137|Q5HHB7|CP002114.3|mhci|seq1807	antigen137|Q5HHB7|BA000018.3|mhci|seq1799
antigen137|Q5HHB7|CP002114.3|mhci|seq1935	antigen137|Q5HHB7|CP002114.3|mhci|seq1935
antigen137|Q5HHB7|CP002114.3|mhci|seq1935	antigen137|Q5HHB7|BA000018.3|mhci|seq1927
antigen137|Q5HHB7|CP002114.3|mhci|seq2031	antigen137|Q5HHB7|CP002114.3|mhci|seq2031
antigen137|Q5HHB7|CP002114.3|mhci|seq2031	antigen137|Q5HHB7|BA000018.3|mhci|seq2027
antigen137|Q5HHB7|CP002114.3|mhci|seq2063	antigen137|Q5HHB7|CP002114.3|mhci|seq2063
antigen137|Q5HHB7|CP002114.3|mhci|seq2063	antigen137|Q5HHB7|BA000018.3|mhci|seq2059
antigen137|Q5HHB7|CP002114.3|mhci|seq2127	antigen137|Q5HHB7|CP002114.3|mhci|seq2127
antigen137|Q5HHB7|CP002114.3|mhci|seq2127	antigen137|Q5HHB7|BA000018.3|mhci|seq2123
antigen137|Q5HHB7|CP002114.3|mhci|seq2159	antigen137|Q5HHB7|CP002114.3|mhci|seq2159
antigen137|Q5HHB7|CP002114.3|mhci|seq2159	antigen137|Q5HHB7|BA000018.3|mhci|seq2155
antigen137|Q5HHB7|CP002114.3|mhci|seq2223	antigen137|Q5HHB7|CP002114.3|mhci|seq2223
antigen137|Q5HHB7|CP002114.3|mhci|seq2223	antigen137|Q5HHB7|BA000018.3|mhci|seq2219
antigen137|Q5HHB7|CP002114.3|mhci|seq2255	antigen137|Q5HHB7|CP002114.3|mhci|seq2255
antigen137|Q5HHB7|CP002114.3|mhci|seq2255	antigen137|Q5HHB7|BA000018.3|mhci|seq2247
antigen137|Q5HHB7|CP002114.3|mhci|seq2319	antigen137|Q5HHB7|CP002114.3|mhci|seq2319
antigen137|Q5HHB7|CP002114.3|mhci|seq2319	antigen137|Q5HHB7|BA000018.3|mhci|seq2315
antigen137|Q5HHB7|CP002114.3|mhci|seq2351	antigen137|Q5HHB7|CP002114.3|mhci|seq2351
antigen137|Q5HHB7|CP002114.3|mhci|seq2351	antigen137|Q5HHB7|BA000018.3|mhci|seq2343
antigen137|Q5HHB7|CP002114.3|mhci|seq2479	antigen137|Q5HHB7|CP002114.3|mhci|seq2479
antigen137|Q5HHB7|CP002114.3|mhci|seq2479	antigen137|Q5HHB7|BA000018.3|mhci|seq2471
antigen137|Q5HHB7|CP002114.3|mhci|seq2543	antigen137|Q5HHB7|CP002114.3|mhci|seq2543
antigen137|Q5HHB7|CP002114.3|mhci|seq2543	antigen137|Q5HHB7|BA000018.3|mhci|seq2535
antigen137|Q5HHB7|CP002114.3|mhci|seq2575	antigen137|Q5HHB7|CP002114.3|mhci|seq2575
antigen137|Q5HHB7|CP002114.3|mhci|seq2575	antigen137|Q5HHB7|BA000018.3|mhci|seq2571
antigen137|Q5HHB7|CP002114.3|mhci|seq2607	antigen137|Q5HHB7|CP002114.3|mhci|seq2607
antigen137|Q5HHB7|CP002114.3|mhci|seq2639	antigen137|Q5HHB7|CP002114.3|mhci|seq2639
antigen137|Q5HHB7|CP002114.3|mhci|seq2639	antigen137|Q5HHB7|CP002114.3|mhci|seq2638
antigen137|Q5HHB7|CP002114.3|mhci|seq2703	antigen137|Q5HHB7|CP002114.3|mhci|seq2703
antigen137|Q5HHB7|CP002114.3|mhci|seq2703	antigen137|Q5HHB7|BA000018.3|mhci|seq2699
antigen137|Q5HHB7|CP002114.3|mhci|seq2735	antigen137|Q5HHB7|CP002114.3|mhci|seq2735
antigen137|Q5HHB7|CP002114.3|mhci|seq2735	antigen137|Q5HHB7|BA000018.3|mhci|seq2731
antigen137|Q5HHB7|CP002114.3|mhci|seq2767	antigen137|Q5HHB7|CP002114.3|mhci|seq2767
antigen137|Q5HHB7|CP002114.3|mhci|seq2767	antigen137|Q5HHB7|BA000018.3|mhci|seq2763
antigen137|Q5HHB7|CP002114.3|mhci|seq2799	antigen137|Q5HHB7|CP002114.3|mhci|seq2799
antigen137|Q5HHB7|CP002114.3|mhci|seq2799	antigen137|Q5HHB7|BA000018.3|mhci|seq2795
antigen137|Q5HHB7|CP002114.3|mhci|seq2831	antigen137|Q5HHB7|CP002114.3|mhci|seq2831
antigen137|Q5HHB7|CP002114.3|mhci|seq2831	antigen137|Q5HHB7|BA000018.3|mhci|seq2827
antigen137|Q5HHB7|CP002114.3|mhci|seq3151	antigen137|Q5HHB7|CP002114.3|mhci|seq3151
antigen137|Q5HHB7|CP002114.3|mhci|seq3151	antigen137|Q5HHB7|BA000018.3|mhci|seq3151
antigen137|Q5HHB7|CP002114.3|mhci|seq3215	antigen137|Q5HHB7|CP002114.3|mhci|seq3215
antigen137|Q5HHB7|CP002114.3|mhci|seq3215	antigen137|Q5HHB7|BA000018.3|mhci|seq3215
antigen137|Q5HHB7|CP002114.3|mhci|seq3247	antigen137|Q5HHB7|CP002114.3|mhci|seq3247
antigen137|Q5HHB7|CP002114.3|mhci|seq3247	antigen137|Q5HHB7|BA000018.3|mhci|seq3247
antigen137|Q5HHB7|CP002114.3|mhci|seq3279	antigen137|Q5HHB7|CP002114.3|mhci|seq3279
antigen137|Q5HHB7|CP002114.3|mhci|seq3279	antigen137|Q5HHB7|BA000018.3|mhci|seq3279
antigen137|Q5HHB7|CP002114.3|mhci|seq3343	antigen137|Q5HHB7|CP002114.3|mhci|seq3343
antigen137|Q5HHB7|CP002114.3|mhci|seq3343	antigen137|Q5HHB7|BA000018.3|mhci|seq3339
antigen137|Q5HHB7|CP002114.3|mhci|seq3439	antigen137|Q5HHB7|CP002114.3|mhci|seq3439
antigen137|Q5HHB7|CP002114.3|mhci|seq3439	antigen137|Q5HHB7|BA000018.3|mhci|seq3439
antigen137|Q5HHB7|CP002114.3|mhci|seq3471	antigen137|Q5HHB7|CP002114.3|mhci|seq3471
antigen137|Q5HHB7|CP002114.3|mhci|seq3471	antigen137|Q5HHB7|BA000018.3|mhci|seq3471
antigen137|Q5HHB7|CP002114.3|mhci|seq3535	antigen137|Q5HHB7|CP002114.3|mhci|seq3535
antigen137|Q5HHB7|CP002114.3|mhci|seq3535	antigen137|Q5HHB7|BA000018.3|mhci|seq1995
antigen137|Q5HHB7|CP002114.3|mhci|seq3599	antigen137|Q5HHB7|CP002114.3|mhci|seq3599
antigen137|Q5HHB7|CP002114.3|mhci|seq3599	antigen137|Q5HHB7|BA000018.3|mhci|seq3599
antigen137|Q5HHB7|CP002114.3|mhci|seq3631	antigen137|Q5HHB7|CP002114.3|mhci|seq3631
antigen137|Q5HHB7|CP002114.3|mhci|seq3631	antigen137|Q5HHB7|BA000018.3|mhci|seq3631
antigen137|Q5HHB7|CP002114.3|mhci|seq3823	antigen137|Q5HHB7|CP002114.3|mhci|seq3823
antigen137|Q5HHB7|CP002114.3|mhci|seq3823	antigen137|Q5HHB7|BA000018.3|mhci|seq3819
antigen137|Q5HHB7|CP002114.3|mhci|seq3887	antigen137|Q5HHB7|CP002114.3|mhci|seq3887
antigen137|Q5HHB7|CP002114.3|mhci|seq3887	antigen137|Q5HHB7|BA000018.3|mhci|seq3879
antigen137|Q5HHB7|CP002114.3|mhci|seq3919	antigen137|Q5HHB7|CP002114.3|mhci|seq3919
antigen137|Q5HHB7|CP002114.3|mhci|seq3919	antigen137|Q5HHB7|BA000018.3|mhci|seq3911
antigen137|Q5HHB7|CP002114.3|mhci|seq3951	antigen137|Q5HHB7|CP002114.3|mhci|seq3951
antigen137|Q5HHB7|CP002114.3|mhci|seq3951	antigen137|Q5HHB7|BA000018.3|mhci|seq3943
antigen137|Q5HHB7|CP002114.3|mhci|seq4015	antigen137|Q5HHB7|CP002114.3|mhci|seq4015
antigen137|Q5HHB7|CP002114.3|mhci|seq4015	antigen137|Q5HHB7|BA000018.3|mhci|seq4007
antigen137|Q5HHB7|CP002114.3|mhci|seq4047	antigen137|Q5HHB7|CP002114.3|mhci|seq4047
antigen137|Q5HHB7|CP002114.3|mhci|seq4047	antigen137|Q5HHB7|BA000018.3|mhci|seq4043
antigen137|Q5HHB7|CP002114.3|mhci|seq4111	antigen137|Q5HHB7|CP002114.3|mhci|seq4111
antigen137|Q5HHB7|CP002114.3|mhci|seq4111	antigen137|Q5HHB7|BA000018.3|mhci|seq4107
antigen137|Q5HHB7|CP002114.3|mhci|seq4143	antigen137|Q5HHB7|CP002114.3|mhci|seq4143
antigen137|Q5HHB7|CP002114.3|mhci|seq4143	antigen137|Q5HHB7|BA000018.3|mhci|seq4135
antigen137|Q5HHB7|CP002114.3|mhci|seq4175	antigen137|Q5HHB7|CP002114.3|mhci|seq4175
antigen137|Q5HHB7|CP002114.3|mhci|seq4175	antigen137|Q5HHB7|BA000018.3|mhci|seq4171
antigen137|Q5HHB7|CP002114.3|mhci|seq4207	antigen137|Q5HHB7|CP002114.3|mhci|seq4207
antigen137|Q5HHB7|CP002114.3|mhci|seq4207	antigen137|Q5HHB7|BA000018.3|mhci|seq4199
antigen137|Q5HHB7|CP002114.3|mhci|seq4239	antigen137|Q5HHB7|CP002114.3|mhci|seq4239
antigen137|Q5HHB7|CP002114.3|mhci|seq4239	antigen137|Q5HHB7|BA000018.3|mhci|seq4235
antigen137|Q5HHB7|CP002114.3|mhci|seq4271	antigen137|Q5HHB7|CP002114.3|mhci|seq4271
antigen137|Q5HHB7|CP002114.3|mhci|seq4271	antigen137|Q5HHB7|BA000018.3|mhci|seq4263
antigen137|Q5HHB7|CP002114.3|mhci|seq4303	antigen137|Q5HHB7|CP002114.3|mhci|seq4303
antigen137|Q5HHB7|CP002114.3|mhci|seq4303	antigen137|Q5HHB7|BA000018.3|mhci|seq4299
