antigen63|P65177|HE681097.1|mhci|seq669	antigen63|P65177|HE681097.1|mhci|seq669
antigen63|P65177|CP002114.3|mhci|seq306	antigen63|P65177|HE681097.1|mhci|seq307
antigen63|P65177|CP002114.3|mhci|seq338	antigen63|P65177|CP002114.3|mhci|seq338
antigen63|P65177|CP002114.3|mhci|seq370	antigen63|P65177|CP002114.3|mhci|seq370
antigen63|P65177|CP002114.3|mhci|seq370	antigen63|P65177|HE681097.1|mhci|seq370
antigen63|P65177|CP002114.3|mhci|seq434	antigen63|P65177|CP002114.3|mhci|seq434
antigen63|P65177|CP002114.3|mhci|seq434	antigen63|P65177|HE681097.1|mhci|seq434
antigen63|P65177|CP002114.3|mhci|seq498	antigen63|P65177|CP002114.3|mhci|seq498
antigen63|P65177|CP002114.3|mhci|seq498	antigen63|P65177|HE681097.1|mhci|seq498
antigen63|P65177|CP002114.3|mhci|seq722	antigen63|P65177|CP002114.3|mhci|seq722
antigen63|P65177|CP002114.3|mhci|seq722	antigen63|P65177|HE681097.1|mhci|seq722
antigen63|P65177|CP002114.3|mhci|seq722	antigen63|P65177|CP002114.3|mhci|seq721
antigen63|P65177|CP002114.3|mhci|seq722	antigen63|P65177|HE681097.1|mhci|seq721
antigen63|P65177|CP002114.3|mhci|seq786	antigen63|P65177|CP002114.3|mhci|seq786
antigen63|P65177|CP002114.3|mhci|seq786	antigen63|P65177|HE681097.1|mhci|seq786
antigen63|P65177|CP002114.3|mhci|seq20	antigen63|P65177|CP002114.3|mhci|seq20
antigen63|P65177|CP002114.3|mhci|seq20	antigen63|P65177|HE681097.1|mhci|seq20
antigen63|P65177|CP002114.3|mhci|seq52	antigen63|P65177|CP002114.3|mhci|seq52
antigen63|P65177|CP002114.3|mhci|seq84	antigen63|P65177|CP002114.3|mhci|seq84
antigen63|P65177|CP002114.3|mhci|seq116	antigen63|P65177|CP002114.3|mhci|seq116
antigen63|P65177|CP002114.3|mhci|seq116	antigen63|P65177|HE681097.1|mhci|seq116
antigen63|P65177|CP002114.3|mhci|seq148	antigen63|P65177|CP002114.3|mhci|seq148
antigen63|P65177|CP002114.3|mhci|seq148	antigen63|P65177|HE681097.1|mhci|seq148
antigen63|P65177|CP002114.3|mhci|seq180	antigen63|P65177|CP002114.3|mhci|seq180
antigen63|P65177|CP002114.3|mhci|seq180	antigen63|P65177|HE681097.1|mhci|seq180
antigen63|P65177|CP002114.3|mhci|seq212	antigen63|P65177|CP002114.3|mhci|seq212
antigen63|P65177|CP002114.3|mhci|seq276	antigen63|P65177|CP002114.3|mhci|seq276
antigen63|P65177|CP002114.3|mhci|seq308	antigen63|P65177|CP002114.3|mhci|seq308
antigen63|P65177|CP002114.3|mhci|seq308	antigen63|P65177|HE681097.1|mhci|seq308
antigen63|P65177|CP002114.3|mhci|seq340	antigen63|P65177|CP002114.3|mhci|seq340
antigen63|P65177|CP002114.3|mhci|seq372	antigen63|P65177|CP002114.3|mhci|seq372
antigen63|P65177|CP002114.3|mhci|seq372	antigen63|P65177|HE681097.1|mhci|seq372
antigen63|P65177|CP002114.3|mhci|seq404	antigen63|P65177|CP002114.3|mhci|seq404
antigen63|P65177|CP002114.3|mhci|seq404	antigen63|P65177|HE681097.1|mhci|seq404
antigen63|P65177|CP002114.3|mhci|seq436	antigen63|P65177|CP002114.3|mhci|seq436
antigen63|P65177|CP002114.3|mhci|seq436	antigen63|P65177|HE681097.1|mhci|seq436
antigen63|P65177|CP002114.3|mhci|seq468	antigen63|P65177|CP002114.3|mhci|seq468
antigen63|P65177|CP002114.3|mhci|seq468	antigen63|P65177|HE681097.1|mhci|seq468
antigen63|P65177|CP002114.3|mhci|seq500	antigen63|P65177|CP002114.3|mhci|seq500
antigen63|P65177|CP002114.3|mhci|seq500	antigen63|P65177|HE681097.1|mhci|seq500
antigen63|P65177|CP002114.3|mhci|seq564	antigen63|P65177|CP002114.3|mhci|seq564
antigen63|P65177|CP002114.3|mhci|seq564	antigen63|P65177|HE681097.1|mhci|seq564
antigen63|P65177|CP002114.3|mhci|seq596	antigen63|P65177|CP002114.3|mhci|seq596
antigen63|P65177|CP002114.3|mhci|seq628	antigen63|P65177|CP002114.3|mhci|seq628
antigen63|P65177|CP002114.3|mhci|seq692	antigen63|P65177|CP002114.3|mhci|seq692
antigen63|P65177|CP002114.3|mhci|seq692	antigen63|P65177|HE681097.1|mhci|seq692
antigen63|P65177|CP002114.3|mhci|seq756	antigen63|P65177|CP002114.3|mhci|seq756
antigen63|P65177|CP002114.3|mhci|seq756	antigen63|P65177|HE681097.1|mhci|seq756
antigen63|P65177|CP002114.3|mhci|seq788	antigen63|P65177|CP002114.3|mhci|seq788
antigen63|P65177|CP002114.3|mhci|seq788	antigen63|P65177|HE681097.1|mhci|seq788
antigen63|P65177|CP002114.3|mhci|seq820	antigen63|P65177|CP002114.3|mhci|seq820
antigen63|P65177|CP002114.3|mhci|seq820	antigen63|P65177|HE681097.1|mhci|seq820
antigen63|P65177|CP002114.3|mhci|seq884	antigen63|P65177|CP002114.3|mhci|seq884
antigen63|P65177|CP002114.3|mhci|seq884	antigen63|P65177|HE681097.1|mhci|seq884
antigen63|P65177|BX571857.1|mhci|seq23	antigen63|P65177|BX571857.1|mhci|seq23
antigen63|P65177|BX571857.1|mhci|seq23	antigen63|P65177|BA000018.3|mhci|seq23
antigen63|P65177|BX571857.1|mhci|seq279	antigen63|P65177|BX571857.1|mhci|seq279
antigen63|P65177|BX571857.1|mhci|seq279	antigen63|P65177|BA000018.3|mhci|seq287
antigen63|P65177|BX571857.1|mhci|seq311	antigen63|P65177|BX571857.1|mhci|seq311
antigen63|P65177|BX571857.1|mhci|seq343	antigen63|P65177|BX571857.1|mhci|seq343
antigen63|P65177|BX571857.1|mhci|seq375	antigen63|P65177|BX571857.1|mhci|seq375
antigen63|P65177|BX571857.1|mhci|seq407	antigen63|P65177|BX571857.1|mhci|seq407
antigen63|P65177|BX571857.1|mhci|seq407	antigen63|P65177|BA000018.3|mhci|seq415
antigen63|P65177|BX571857.1|mhci|seq503	antigen63|P65177|BX571857.1|mhci|seq503
antigen63|P65177|BX571857.1|mhci|seq503	antigen63|P65177|BA000018.3|mhci|seq511
antigen63|P65177|BX571857.1|mhci|seq567	antigen63|P65177|BX571857.1|mhci|seq567
antigen63|P65177|BX571857.1|mhci|seq567	antigen63|P65177|BA000018.3|mhci|seq575
antigen63|P65177|BX571857.1|mhci|seq599	antigen63|P65177|BX571857.1|mhci|seq599
antigen63|P65177|BX571857.1|mhci|seq599	antigen63|P65177|BA000018.3|mhci|seq607
antigen63|P65177|BX571857.1|mhci|seq631	antigen63|P65177|BX571857.1|mhci|seq631
antigen63|P65177|BX571857.1|mhci|seq663	antigen63|P65177|BX571857.1|mhci|seq663
antigen63|P65177|BX571857.1|mhci|seq663	antigen63|P65177|BA000018.3|mhci|seq667
antigen63|P65177|BX571857.1|mhci|seq695	antigen63|P65177|BX571857.1|mhci|seq695
antigen63|P65177|BX571857.1|mhci|seq695	antigen63|P65177|BA000018.3|mhci|seq699
antigen63|P65177|BX571857.1|mhci|seq727	antigen63|P65177|BX571857.1|mhci|seq727
antigen63|P65177|BX571857.1|mhci|seq759	antigen63|P65177|BX571857.1|mhci|seq759
antigen63|P65177|BX571857.1|mhci|seq759	antigen63|P65177|BA000018.3|mhci|seq763
antigen63|P65177|BX571857.1|mhci|seq791	antigen63|P65177|BX571857.1|mhci|seq791
antigen63|P65177|BX571857.1|mhci|seq791	antigen63|P65177|BA000018.3|mhci|seq795
antigen63|P65177|BX571857.1|mhci|seq823	antigen63|P65177|BX571857.1|mhci|seq823
antigen63|P65177|HE681097.1|mhci|seq1	antigen63|P65177|HE681097.1|mhci|seq1
antigen63|P65177|HE681097.1|mhci|seq1	antigen63|P65177|CP002114.3|mhci|seq1
antigen63|P65177|HE681097.1|mhci|seq33	antigen63|P65177|HE681097.1|mhci|seq33
antigen63|P65177|HE681097.1|mhci|seq33	antigen63|P65177|CP002114.3|mhci|seq33
antigen63|P65177|HE681097.1|mhci|seq65	antigen63|P65177|HE681097.1|mhci|seq65
antigen63|P65177|HE681097.1|mhci|seq65	antigen63|P65177|CP002114.3|mhci|seq65
antigen63|P65177|HE681097.1|mhci|seq161	antigen63|P65177|HE681097.1|mhci|seq161
antigen63|P65177|HE681097.1|mhci|seq161	antigen63|P65177|CP002114.3|mhci|seq161
antigen63|P65177|HE681097.1|mhci|seq193	antigen63|P65177|HE681097.1|mhci|seq193
antigen63|P65177|HE681097.1|mhci|seq193	antigen63|P65177|CP002114.3|mhci|seq193
antigen63|P65177|HE681097.1|mhci|seq225	antigen63|P65177|HE681097.1|mhci|seq225
antigen63|P65177|HE681097.1|mhci|seq257	antigen63|P65177|HE681097.1|mhci|seq257
antigen63|P65177|HE681097.1|mhci|seq289	antigen63|P65177|HE681097.1|mhci|seq289
antigen63|P65177|HE681097.1|mhci|seq289	antigen63|P65177|CP002114.3|mhci|seq289
antigen63|P65177|HE681097.1|mhci|seq321	antigen63|P65177|HE681097.1|mhci|seq321
antigen63|P65177|HE681097.1|mhci|seq321	antigen63|P65177|CP002114.3|mhci|seq321
antigen63|P65177|HE681097.1|mhci|seq353	antigen63|P65177|HE681097.1|mhci|seq353
antigen63|P65177|HE681097.1|mhci|seq353	antigen63|P65177|CP002114.3|mhci|seq353
antigen63|P65177|HE681097.1|mhci|seq449	antigen63|P65177|HE681097.1|mhci|seq449
antigen63|P65177|HE681097.1|mhci|seq449	antigen63|P65177|CP002114.3|mhci|seq449
antigen63|P65177|HE681097.1|mhci|seq449	antigen63|P65177|HE681097.1|mhci|seq450
antigen63|P65177|HE681097.1|mhci|seq449	antigen63|P65177|CP002114.3|mhci|seq450
antigen63|P65177|HE681097.1|mhci|seq481	antigen63|P65177|HE681097.1|mhci|seq481
antigen63|P65177|HE681097.1|mhci|seq481	antigen63|P65177|CP002114.3|mhci|seq481
antigen63|P65177|HE681097.1|mhci|seq481	antigen63|P65177|HE681097.1|mhci|seq482
antigen63|P65177|HE681097.1|mhci|seq481	antigen63|P65177|CP002114.3|mhci|seq482
antigen63|P65177|HE681097.1|mhci|seq545	antigen63|P65177|HE681097.1|mhci|seq545
antigen63|P65177|HE681097.1|mhci|seq545	antigen63|P65177|CP002114.3|mhci|seq545
antigen63|P65177|HE681097.1|mhci|seq545	antigen63|P65177|HE681097.1|mhci|seq546
antigen63|P65177|HE681097.1|mhci|seq545	antigen63|P65177|CP002114.3|mhci|seq546
antigen63|P65177|HE681097.1|mhci|seq673	antigen63|P65177|HE681097.1|mhci|seq673
antigen63|P65177|HE681097.1|mhci|seq673	antigen63|P65177|CP002114.3|mhci|seq673
antigen63|P65177|HE681097.1|mhci|seq673	antigen63|P65177|HE681097.1|mhci|seq674
antigen63|P65177|HE681097.1|mhci|seq673	antigen63|P65177|CP002114.3|mhci|seq674
antigen63|P65177|HE681097.1|mhci|seq737	antigen63|P65177|HE681097.1|mhci|seq737
antigen63|P65177|HE681097.1|mhci|seq737	antigen63|P65177|CP002114.3|mhci|seq737
antigen63|P65177|HE681097.1|mhci|seq769	antigen63|P65177|HE681097.1|mhci|seq769
antigen63|P65177|HE681097.1|mhci|seq769	antigen63|P65177|CP002114.3|mhci|seq769
antigen63|P65177|HE681097.1|mhci|seq769	antigen63|P65177|HE681097.1|mhci|seq770
antigen63|P65177|HE681097.1|mhci|seq769	antigen63|P65177|CP002114.3|mhci|seq770
antigen63|P65177|HE681097.1|mhci|seq833	antigen63|P65177|HE681097.1|mhci|seq833
antigen63|P65177|HE681097.1|mhci|seq833	antigen63|P65177|CP002114.3|mhci|seq833
antigen63|P65177|HE681097.1|mhci|seq865	antigen63|P65177|HE681097.1|mhci|seq865
antigen63|P65177|HE681097.1|mhci|seq865	antigen63|P65177|CP002114.3|mhci|seq865
antigen63|P65177|HE681097.1|mhci|seq865	antigen63|P65177|HE681097.1|mhci|seq866
antigen63|P65177|HE681097.1|mhci|seq865	antigen63|P65177|CP002114.3|mhci|seq866
antigen63|P65177|HE681097.1|mhci|seq865	antigen63|P65177|BX571857.1|mhci|seq853
antigen63|P65177|HE681097.1|mhci|seq865	antigen63|P65177|BA000018.3|mhci|seq857
antigen63|P65177|HE681097.1|mhci|seq865	antigen63|P65177|BX571857.1|mhci|seq854
antigen63|P65177|HE681097.1|mhci|seq865	antigen63|P65177|BA000018.3|mhci|seq858
antigen63|P65177|BA000018.3|mhci|seq171	antigen63|P65177|BA000018.3|mhci|seq171
antigen63|P65177|BA000018.3|mhci|seq331	antigen63|P65177|BA000018.3|mhci|seq331
antigen63|P65177|BA000018.3|mhci|seq331	antigen63|P65177|BX571857.1|mhci|seq323
antigen63|P65177|BA000018.3|mhci|seq395	antigen63|P65177|BA000018.3|mhci|seq395
antigen63|P65177|BA000018.3|mhci|seq395	antigen63|P65177|BX571857.1|mhci|seq387
antigen63|P65177|HE681097.1|mhci|seq387	antigen63|P65177|HE681097.1|mhci|seq387
antigen63|P65177|HE681097.1|mhci|seq419	antigen63|P65177|HE681097.1|mhci|seq419
antigen63|P65177|HE681097.1|mhci|seq419	antigen63|P65177|CP002114.3|mhci|seq419
antigen63|P65177|HE681097.1|mhci|seq451	antigen63|P65177|HE681097.1|mhci|seq451
antigen63|P65177|HE681097.1|mhci|seq451	antigen63|P65177|CP002114.3|mhci|seq451
antigen63|P65177|HE681097.1|mhci|seq483	antigen63|P65177|HE681097.1|mhci|seq483
antigen63|P65177|HE681097.1|mhci|seq483	antigen63|P65177|CP002114.3|mhci|seq483
antigen63|P65177|HE681097.1|mhci|seq515	antigen63|P65177|HE681097.1|mhci|seq515
antigen63|P65177|HE681097.1|mhci|seq515	antigen63|P65177|CP002114.3|mhci|seq515
antigen63|P65177|HE681097.1|mhci|seq579	antigen63|P65177|HE681097.1|mhci|seq579
antigen63|P65177|HE681097.1|mhci|seq579	antigen63|P65177|CP002114.3|mhci|seq579
antigen63|P65177|HE681097.1|mhci|seq611	antigen63|P65177|HE681097.1|mhci|seq611
antigen63|P65177|HE681097.1|mhci|seq611	antigen63|P65177|CP002114.3|mhci|seq611
antigen63|P65177|HE681097.1|mhci|seq643	antigen63|P65177|HE681097.1|mhci|seq643
antigen63|P65177|HE681097.1|mhci|seq675	antigen63|P65177|HE681097.1|mhci|seq675
antigen63|P65177|HE681097.1|mhci|seq675	antigen63|P65177|CP002114.3|mhci|seq675
antigen63|P65177|HE681097.1|mhci|seq707	antigen63|P65177|HE681097.1|mhci|seq707
antigen63|P65177|HE681097.1|mhci|seq739	antigen63|P65177|HE681097.1|mhci|seq739
antigen63|P65177|HE681097.1|mhci|seq739	antigen63|P65177|CP002114.3|mhci|seq739
antigen63|P65177|HE681097.1|mhci|seq771	antigen63|P65177|HE681097.1|mhci|seq771
antigen63|P65177|HE681097.1|mhci|seq771	antigen63|P65177|CP002114.3|mhci|seq771
antigen63|P65177|HE681097.1|mhci|seq803	antigen63|P65177|HE681097.1|mhci|seq803
antigen63|P65177|HE681097.1|mhci|seq803	antigen63|P65177|CP002114.3|mhci|seq803
antigen63|P65177|HE681097.1|mhci|seq835	antigen63|P65177|HE681097.1|mhci|seq835
antigen63|P65177|HE681097.1|mhci|seq867	antigen63|P65177|HE681097.1|mhci|seq867
antigen63|P65177|HE681097.1|mhci|seq899	antigen63|P65177|HE681097.1|mhci|seq899
antigen63|P65177|BA000018.3|mhci|seq13	antigen63|P65177|BA000018.3|mhci|seq13
antigen63|P65177|BA000018.3|mhci|seq13	antigen63|P65177|BX571857.1|mhci|seq13
antigen63|P65177|BA000018.3|mhci|seq45	antigen63|P65177|BA000018.3|mhci|seq45
antigen63|P65177|BA000018.3|mhci|seq45	antigen63|P65177|BX571857.1|mhci|seq45
antigen63|P65177|BA000018.3|mhci|seq77	antigen63|P65177|BA000018.3|mhci|seq77
antigen63|P65177|BA000018.3|mhci|seq109	antigen63|P65177|BA000018.3|mhci|seq109
antigen63|P65177|BA000018.3|mhci|seq141	antigen63|P65177|BA000018.3|mhci|seq141
antigen63|P65177|BA000018.3|mhci|seq141	antigen63|P65177|BX571857.1|mhci|seq137
antigen63|P65177|BA000018.3|mhci|seq173	antigen63|P65177|BA000018.3|mhci|seq173
antigen63|P65177|BA000018.3|mhci|seq173	antigen63|P65177|BX571857.1|mhci|seq169
antigen63|P65177|BA000018.3|mhci|seq205	antigen63|P65177|BA000018.3|mhci|seq205
antigen63|P65177|BA000018.3|mhci|seq237	antigen63|P65177|BA000018.3|mhci|seq237
antigen63|P65177|BA000018.3|mhci|seq237	antigen63|P65177|BX571857.1|mhci|seq233
antigen63|P65177|BA000018.3|mhci|seq269	antigen63|P65177|BA000018.3|mhci|seq269
antigen63|P65177|BA000018.3|mhci|seq301	antigen63|P65177|BA000018.3|mhci|seq301
antigen63|P65177|BA000018.3|mhci|seq301	antigen63|P65177|BX571857.1|mhci|seq293
antigen63|P65177|BA000018.3|mhci|seq397	antigen63|P65177|BA000018.3|mhci|seq397
antigen63|P65177|BA000018.3|mhci|seq397	antigen63|P65177|BX571857.1|mhci|seq389
antigen63|P65177|BA000018.3|mhci|seq397	antigen63|P65177|BA000018.3|mhci|seq398
antigen63|P65177|BA000018.3|mhci|seq397	antigen63|P65177|BX571857.1|mhci|seq390
antigen63|P65177|BA000018.3|mhci|seq461	antigen63|P65177|BA000018.3|mhci|seq461
antigen63|P65177|BA000018.3|mhci|seq461	antigen63|P65177|BX571857.1|mhci|seq453
antigen63|P65177|BA000018.3|mhci|seq461	antigen63|P65177|BA000018.3|mhci|seq462
antigen63|P65177|BA000018.3|mhci|seq461	antigen63|P65177|BX571857.1|mhci|seq454
antigen63|P65177|BA000018.3|mhci|seq493	antigen63|P65177|BA000018.3|mhci|seq493
antigen63|P65177|BA000018.3|mhci|seq493	antigen63|P65177|BX571857.1|mhci|seq485
antigen63|P65177|BA000018.3|mhci|seq525	antigen63|P65177|BA000018.3|mhci|seq525
antigen63|P65177|BA000018.3|mhci|seq525	antigen63|P65177|BX571857.1|mhci|seq517
antigen63|P65177|BA000018.3|mhci|seq525	antigen63|P65177|BA000018.3|mhci|seq526
antigen63|P65177|BA000018.3|mhci|seq525	antigen63|P65177|BX571857.1|mhci|seq518
antigen63|P65177|BA000018.3|mhci|seq557	antigen63|P65177|BA000018.3|mhci|seq557
antigen63|P65177|BA000018.3|mhci|seq557	antigen63|P65177|BA000018.3|mhci|seq558
antigen63|P65177|BA000018.3|mhci|seq589	antigen63|P65177|BA000018.3|mhci|seq589
antigen63|P65177|BA000018.3|mhci|seq589	antigen63|P65177|BX571857.1|mhci|seq581
antigen63|P65177|BA000018.3|mhci|seq589	antigen63|P65177|BA000018.3|mhci|seq590
antigen63|P65177|BA000018.3|mhci|seq589	antigen63|P65177|BX571857.1|mhci|seq582
antigen63|P65177|BA000018.3|mhci|seq589	antigen63|P65177|CP002114.3|mhci|seq594
antigen63|P65177|BA000018.3|mhci|seq589	antigen63|P65177|HE681097.1|mhci|seq594
antigen63|P65177|BA000018.3|mhci|seq589	antigen63|P65177|CP002114.3|mhci|seq593
antigen63|P65177|BA000018.3|mhci|seq589	antigen63|P65177|HE681097.1|mhci|seq593
antigen63|P65177|BA000018.3|mhci|seq781	antigen63|P65177|BA000018.3|mhci|seq781
antigen63|P65177|BA000018.3|mhci|seq781	antigen63|P65177|BX571857.1|mhci|seq777
antigen63|P65177|BA000018.3|mhci|seq781	antigen63|P65177|BA000018.3|mhci|seq782
antigen63|P65177|BA000018.3|mhci|seq781	antigen63|P65177|BX571857.1|mhci|seq778
antigen63|P65177|BA000018.3|mhci|seq813	antigen63|P65177|BA000018.3|mhci|seq813
antigen63|P65177|BA000018.3|mhci|seq813	antigen63|P65177|BA000018.3|mhci|seq814
antigen63|P65177|BA000018.3|mhci|seq845	antigen63|P65177|BA000018.3|mhci|seq845
antigen63|P65177|BA000018.3|mhci|seq845	antigen63|P65177|BX571857.1|mhci|seq841
antigen63|P65177|BA000018.3|mhci|seq909	antigen63|P65177|BA000018.3|mhci|seq909
antigen63|P65177|BA000018.3|mhci|seq909	antigen63|P65177|BX571857.1|mhci|seq909
antigen63|P65177|BA000018.3|mhci|seq909	antigen63|P65177|BA000018.3|mhci|seq910
antigen63|P65177|BA000018.3|mhci|seq909	antigen63|P65177|BX571857.1|mhci|seq910
antigen63|P65177|CP002114.3|mhci|seq23	antigen63|P65177|CP002114.3|mhci|seq23
antigen63|P65177|CP002114.3|mhci|seq23	antigen63|P65177|HE681097.1|mhci|seq23
antigen63|P65177|CP002114.3|mhci|seq119	antigen63|P65177|CP002114.3|mhci|seq119
antigen63|P65177|CP002114.3|mhci|seq119	antigen63|P65177|HE681097.1|mhci|seq119
antigen63|P65177|CP002114.3|mhci|seq311	antigen63|P65177|CP002114.3|mhci|seq311
antigen63|P65177|CP002114.3|mhci|seq311	antigen63|P65177|HE681097.1|mhci|seq311
antigen63|P65177|CP002114.3|mhci|seq343	antigen63|P65177|CP002114.3|mhci|seq343
antigen63|P65177|CP002114.3|mhci|seq375	antigen63|P65177|CP002114.3|mhci|seq375
antigen63|P65177|CP002114.3|mhci|seq375	antigen63|P65177|HE681097.1|mhci|seq375
antigen63|P65177|CP002114.3|mhci|seq407	antigen63|P65177|CP002114.3|mhci|seq407
antigen63|P65177|CP002114.3|mhci|seq407	antigen63|P65177|HE681097.1|mhci|seq407
antigen63|P65177|CP002114.3|mhci|seq439	antigen63|P65177|CP002114.3|mhci|seq439
antigen63|P65177|CP002114.3|mhci|seq439	antigen63|P65177|HE681097.1|mhci|seq439
antigen63|P65177|CP002114.3|mhci|seq471	antigen63|P65177|CP002114.3|mhci|seq471
antigen63|P65177|CP002114.3|mhci|seq471	antigen63|P65177|HE681097.1|mhci|seq471
antigen63|P65177|CP002114.3|mhci|seq503	antigen63|P65177|CP002114.3|mhci|seq503
antigen63|P65177|CP002114.3|mhci|seq503	antigen63|P65177|HE681097.1|mhci|seq503
antigen63|P65177|CP002114.3|mhci|seq535	antigen63|P65177|CP002114.3|mhci|seq535
antigen63|P65177|CP002114.3|mhci|seq535	antigen63|P65177|HE681097.1|mhci|seq535
antigen63|P65177|CP002114.3|mhci|seq599	antigen63|P65177|CP002114.3|mhci|seq599
antigen63|P65177|CP002114.3|mhci|seq599	antigen63|P65177|HE681097.1|mhci|seq599
antigen63|P65177|CP002114.3|mhci|seq631	antigen63|P65177|CP002114.3|mhci|seq631
antigen63|P65177|CP002114.3|mhci|seq663	antigen63|P65177|CP002114.3|mhci|seq663
antigen63|P65177|CP002114.3|mhci|seq663	antigen63|P65177|HE681097.1|mhci|seq663
antigen63|P65177|CP002114.3|mhci|seq727	antigen63|P65177|CP002114.3|mhci|seq727
antigen63|P65177|CP002114.3|mhci|seq727	antigen63|P65177|HE681097.1|mhci|seq727
antigen63|P65177|CP002114.3|mhci|seq759	antigen63|P65177|CP002114.3|mhci|seq759
antigen63|P65177|CP002114.3|mhci|seq759	antigen63|P65177|HE681097.1|mhci|seq759
antigen63|P65177|CP002114.3|mhci|seq791	antigen63|P65177|CP002114.3|mhci|seq791
antigen63|P65177|CP002114.3|mhci|seq791	antigen63|P65177|HE681097.1|mhci|seq791
antigen63|P65177|BX571857.1|mhci|seq26	antigen63|P65177|BX571857.1|mhci|seq26
antigen63|P65177|BX571857.1|mhci|seq26	antigen63|P65177|BA000018.3|mhci|seq26
antigen63|P65177|BX571857.1|mhci|seq58	antigen63|P65177|BX571857.1|mhci|seq58
antigen63|P65177|BX571857.1|mhci|seq58	antigen63|P65177|BX571857.1|mhci|seq4
antigen63|P65177|BX571857.1|mhci|seq58	antigen63|P65177|BX571857.1|mhci|seq59
antigen63|P65177|BX571857.1|mhci|seq58	antigen63|P65177|BA000018.3|mhci|seq62
antigen63|P65177|BX571857.1|mhci|seq58	antigen63|P65177|BA000018.3|mhci|seq8
antigen63|P65177|BX571857.1|mhci|seq58	antigen63|P65177|BA000018.3|mhci|seq63
antigen63|P65177|BX571857.1|mhci|seq122	antigen63|P65177|BX571857.1|mhci|seq122
antigen63|P65177|BX571857.1|mhci|seq122	antigen63|P65177|BA000018.3|mhci|seq126
antigen63|P65177|BX571857.1|mhci|seq186	antigen63|P65177|BX571857.1|mhci|seq186
antigen63|P65177|BX571857.1|mhci|seq186	antigen63|P65177|BA000018.3|mhci|seq190
antigen63|P65177|BX571857.1|mhci|seq186	antigen63|P65177|BX571857.1|mhci|seq187
antigen63|P65177|BX571857.1|mhci|seq186	antigen63|P65177|BA000018.3|mhci|seq191
antigen63|P65177|BX571857.1|mhci|seq250	antigen63|P65177|BX571857.1|mhci|seq250
antigen63|P65177|BX571857.1|mhci|seq250	antigen63|P65177|BA000018.3|mhci|seq258
antigen63|P65177|BX571857.1|mhci|seq250	antigen63|P65177|BX571857.1|mhci|seq251
antigen63|P65177|BX571857.1|mhci|seq250	antigen63|P65177|BA000018.3|mhci|seq259
antigen63|P65177|BX571857.1|mhci|seq314	antigen63|P65177|BX571857.1|mhci|seq314
antigen63|P65177|BX571857.1|mhci|seq346	antigen63|P65177|BX571857.1|mhci|seq346
antigen63|P65177|BX571857.1|mhci|seq346	antigen63|P65177|BA000018.3|mhci|seq354
antigen63|P65177|BX571857.1|mhci|seq410	antigen63|P65177|BX571857.1|mhci|seq410
antigen63|P65177|BX571857.1|mhci|seq410	antigen63|P65177|BA000018.3|mhci|seq418
antigen63|P65177|BX571857.1|mhci|seq410	antigen63|P65177|BX571857.1|mhci|seq409
antigen63|P65177|BX571857.1|mhci|seq506	antigen63|P65177|BX571857.1|mhci|seq506
antigen63|P65177|BX571857.1|mhci|seq506	antigen63|P65177|BA000018.3|mhci|seq514
antigen63|P65177|BX571857.1|mhci|seq826	antigen63|P65177|BX571857.1|mhci|seq826
antigen63|P65177|BX571857.1|mhci|seq826	antigen63|P65177|BA000018.3|mhci|seq830
antigen63|P65177|BX571857.1|mhci|seq826	antigen63|P65177|BX571857.1|mhci|seq825
antigen63|P65177|BX571857.1|mhci|seq28	antigen63|P65177|BX571857.1|mhci|seq28
antigen63|P65177|BX571857.1|mhci|seq60	antigen63|P65177|BX571857.1|mhci|seq60
antigen63|P65177|BX571857.1|mhci|seq92	antigen63|P65177|BX571857.1|mhci|seq92
antigen63|P65177|BX571857.1|mhci|seq124	antigen63|P65177|BX571857.1|mhci|seq124
antigen63|P65177|BX571857.1|mhci|seq156	antigen63|P65177|BX571857.1|mhci|seq156
antigen63|P65177|BX571857.1|mhci|seq188	antigen63|P65177|BX571857.1|mhci|seq188
antigen63|P65177|BX571857.1|mhci|seq188	antigen63|P65177|BA000018.3|mhci|seq192
antigen63|P65177|BX571857.1|mhci|seq252	antigen63|P65177|BX571857.1|mhci|seq252
antigen63|P65177|BX571857.1|mhci|seq348	antigen63|P65177|BX571857.1|mhci|seq348
antigen63|P65177|BX571857.1|mhci|seq348	antigen63|P65177|BA000018.3|mhci|seq356
antigen63|P65177|BX571857.1|mhci|seq380	antigen63|P65177|BX571857.1|mhci|seq380
antigen63|P65177|BX571857.1|mhci|seq412	antigen63|P65177|BX571857.1|mhci|seq412
antigen63|P65177|BX571857.1|mhci|seq412	antigen63|P65177|BA000018.3|mhci|seq420
antigen63|P65177|BX571857.1|mhci|seq444	antigen63|P65177|BX571857.1|mhci|seq444
antigen63|P65177|BX571857.1|mhci|seq444	antigen63|P65177|BA000018.3|mhci|seq452
antigen63|P65177|BX571857.1|mhci|seq476	antigen63|P65177|BX571857.1|mhci|seq476
antigen63|P65177|BX571857.1|mhci|seq476	antigen63|P65177|BA000018.3|mhci|seq484
antigen63|P65177|BX571857.1|mhci|seq540	antigen63|P65177|BX571857.1|mhci|seq540
antigen63|P65177|BX571857.1|mhci|seq540	antigen63|P65177|BA000018.3|mhci|seq548
