antigen179|Q5HEW2|BX571856.1|mhcii|seq204	antigen179|Q5HEW2|BX571856.1|mhcii|seq204
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq408
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq409
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq410
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq411
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq412
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq125
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq126
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq127
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq128
antigen179|Q5HEW2|BX571856.1|mhcii|seq130	antigen179|Q5HEW2|BX571856.1|mhcii|seq1120
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq738
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq737
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq1125
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq199
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq200
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq616
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq201
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq617
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq202
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq522
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq203
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq523
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq555
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq524
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq556
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq525
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq557
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq526
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq527
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq467
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq340
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq468
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq341
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq469
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq1045
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq342
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq470
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq1046
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq343
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq439
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq471
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq1047
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq344
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq440
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq472
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq1048
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq345
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq441
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq537
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq1049
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq442
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq538
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq1050
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq539
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq540
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq541
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq733
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq542
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq734
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq735
antigen179|Q5HEW2|BX571856.1|mhcii|seq738	antigen179|Q5HEW2|BX571856.1|mhcii|seq736
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq866
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq865
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq1030
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq1031
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq1032
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq1033
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq1034
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq876
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq877
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq110
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq846
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq878
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq111
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq847
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq879
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq112
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq848
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq880
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq113
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq849
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq881
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq114
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq850
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq115
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq851
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq213
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq214
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq215
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq216
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq217
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq218
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq861
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq862
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq863
antigen179|Q5HEW2|BX571856.1|mhcii|seq866	antigen179|Q5HEW2|BX571856.1|mhcii|seq864
antigen179|Q5HEW2|BX571856.1|mhcii|seq962	antigen179|Q5HEW2|BX571856.1|mhcii|seq962
antigen179|Q5HEW2|BX571856.1|mhcii|seq131	antigen179|Q5HEW2|BX571856.1|mhcii|seq131
antigen179|Q5HEW2|BX571856.1|mhcii|seq131	antigen179|Q5HEW2|BX571856.1|mhcii|seq978
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq291
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq289
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq999
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq290
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq292
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq293
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq997
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq294
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq998
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq295
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq1101
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq938
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq1102
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq939
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq239
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq1103
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq940
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq240
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq1104
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq941
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq241
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq1105
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq942
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq242
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq1106
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq943
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq179
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq243
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq180
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq181
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq182
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq183
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq184
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq185
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq186
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq829
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq1149
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq830
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq287
antigen179|Q5HEW2|BX571856.1|mhcii|seq291	antigen179|Q5HEW2|BX571856.1|mhcii|seq288
antigen179|Q5HEW2|BX571856.1|mhcii|seq355	antigen179|Q5HEW2|BX571856.1|mhcii|seq355
antigen179|Q5HEW2|BX571856.1|mhcii|seq355	antigen179|Q5HEW2|BX571856.1|mhcii|seq353
antigen179|Q5HEW2|BX571856.1|mhcii|seq355	antigen179|Q5HEW2|BX571856.1|mhcii|seq354
antigen179|Q5HEW2|BX571856.1|mhcii|seq355	antigen179|Q5HEW2|BX571856.1|mhcii|seq356
antigen179|Q5HEW2|BX571856.1|mhcii|seq355	antigen179|Q5HEW2|BX571856.1|mhcii|seq357
antigen179|Q5HEW2|BX571856.1|mhcii|seq355	antigen179|Q5HEW2|BX571856.1|mhcii|seq358
antigen179|Q5HEW2|BX571856.1|mhcii|seq355	antigen179|Q5HEW2|BX571856.1|mhcii|seq359
antigen179|Q5HEW2|BX571856.1|mhcii|seq355	antigen179|Q5HEW2|BX571856.1|mhcii|seq360
antigen179|Q5HEW2|BX571856.1|mhcii|seq355	antigen179|Q5HEW2|BX571856.1|mhcii|seq351
antigen179|Q5HEW2|BX571856.1|mhcii|seq355	antigen179|Q5HEW2|BX571856.1|mhcii|seq352
antigen179|Q5HEW2|BX571856.1|mhcii|seq483	antigen179|Q5HEW2|BX571856.1|mhcii|seq483
antigen179|Q5HEW2|BX571856.1|mhcii|seq483	antigen179|Q5HEW2|BX571856.1|mhcii|seq40
antigen179|Q5HEW2|BX571856.1|mhcii|seq483	antigen179|Q5HEW2|BX571856.1|mhcii|seq484
antigen179|Q5HEW2|BX571856.1|mhcii|seq483	antigen179|Q5HEW2|BX571856.1|mhcii|seq41
antigen179|Q5HEW2|BX571856.1|mhcii|seq867	antigen179|Q5HEW2|BX571856.1|mhcii|seq867
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq931
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq705
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq833
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq929
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq1153
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq706
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq834
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq930
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq1154
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq707
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq835
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq1155
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq708
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq836
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq261
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq262
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq263
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq1000
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq1001
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq1002
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq1003
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq1004
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq1005
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq911
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq912
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq497
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq913
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq82
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq914
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq83
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq915
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq84
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq916
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq85
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq790
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq567
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq791
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq568
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq569
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq570
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq571
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq572
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq926
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq1150
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq831
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq927
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq1151
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq704
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq832
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq928
antigen179|Q5HEW2|BX571856.1|mhcii|seq931	antigen179|Q5HEW2|BX571856.1|mhcii|seq1152
antigen179|Q5HEW2|BX571856.1|mhcii|seq740	antigen179|Q5HEW2|BX571856.1|mhcii|seq740
antigen179|Q5HEW2|BX571856.1|mhcii|seq740	antigen179|Q5HEW2|BX571856.1|mhcii|seq739
antigen179|Q5HEW2|BX571856.1|mhcii|seq740	antigen179|Q5HEW2|BX571856.1|mhcii|seq384
antigen179|Q5HEW2|BX571856.1|mhcii|seq740	antigen179|Q5HEW2|BX571856.1|mhcii|seq385
antigen179|Q5HEW2|BX571856.1|mhcii|seq740	antigen179|Q5HEW2|BX571856.1|mhcii|seq386
antigen179|Q5HEW2|BX571856.1|mhcii|seq740	antigen179|Q5HEW2|BX571856.1|mhcii|seq383
antigen179|Q5HEW2|BX571856.1|mhcii|seq996	antigen179|Q5HEW2|BX571856.1|mhcii|seq996
antigen179|Q5HEW2|BX571856.1|mhcii|seq996	antigen179|Q5HEW2|BX571856.1|mhcii|seq176
antigen179|Q5HEW2|BX571856.1|mhcii|seq996	antigen179|Q5HEW2|BX571856.1|mhcii|seq177
antigen179|Q5HEW2|BX571856.1|mhcii|seq996	antigen179|Q5HEW2|BX571856.1|mhcii|seq566
antigen179|Q5HEW2|BX571856.1|mhcii|seq996	antigen179|Q5HEW2|BX571856.1|mhcii|seq285
antigen179|Q5HEW2|BX571856.1|mhcii|seq996	antigen179|Q5HEW2|BX571856.1|mhcii|seq286
antigen179|Q5HEW2|BX571856.1|mhcii|seq709	antigen179|Q5HEW2|BX571856.1|mhcii|seq709
antigen179|Q5HEW2|BX571856.1|mhcii|seq837	antigen179|Q5HEW2|BX571856.1|mhcii|seq837
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq70
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq65
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq66
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq67
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq771
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq68
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq772
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq69
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq773
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq774
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq775
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq296
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq776
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq682
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq683
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq684
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq685
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq686
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq687
antigen179|Q5HEW2|BX571856.1|mhcii|seq70	antigen179|Q5HEW2|BX571856.1|mhcii|seq944
