antigen41|Q5HEC4|BA000018.3|mhcii|seq5894	antigen41|Q5HEC4|BA000018.3|mhcii|seq5894
antigen41|Q5HEC4|BA000018.3|mhcii|seq4214	antigen41|Q5HEC4|BA000018.3|mhcii|seq724
antigen41|Q5HEC4|BA000018.3|mhcii|seq4214	antigen41|Q5HEC4|BA000018.3|mhcii|seq7093
antigen41|Q5HEC4|BA000018.3|mhcii|seq4214	antigen41|Q5HEC4|BA000018.3|mhcii|seq725
antigen41|Q5HEC4|BA000018.3|mhcii|seq4214	antigen41|Q5HEC4|BA000018.3|mhcii|seq602
antigen41|Q5HEC4|BA000018.3|mhcii|seq4214	antigen41|Q5HEC4|BA000018.3|mhcii|seq603
antigen41|Q5HEC4|BA000018.3|mhcii|seq5398	antigen41|Q5HEC4|BA000018.3|mhcii|seq5398
antigen41|Q5HEC4|BA000018.3|mhcii|seq5590	antigen41|Q5HEC4|BA000018.3|mhcii|seq5590
antigen41|Q5HEC4|BA000018.3|mhcii|seq5622	antigen41|Q5HEC4|BA000018.3|mhcii|seq5622
antigen41|Q5HEC4|BA000018.3|mhcii|seq6070	antigen41|Q5HEC4|BA000018.3|mhcii|seq6070
antigen41|Q5HEC4|BA000018.3|mhcii|seq6070	antigen41|Q5HEC4|BA000018.3|mhcii|seq6071
antigen41|Q5HEC4|BA000018.3|mhcii|seq6454	antigen41|Q5HEC4|BA000018.3|mhcii|seq6454
antigen41|Q5HEC4|BA000018.3|mhcii|seq6742	antigen41|Q5HEC4|BA000018.3|mhcii|seq6742
antigen41|Q5HEC4|BA000018.3|mhcii|seq6742	antigen41|Q5HEC4|BA000018.3|mhcii|seq6185
antigen41|Q5HEC4|BA000018.3|mhcii|seq6742	antigen41|Q5HEC4|BA000018.3|mhcii|seq543
antigen41|Q5HEC4|BA000018.3|mhcii|seq6742	antigen41|Q5HEC4|BA000018.3|mhcii|seq6740
antigen41|Q5HEC4|BA000018.3|mhcii|seq6742	antigen41|Q5HEC4|BA000018.3|mhcii|seq6741
antigen41|Q5HEC4|BA000018.3|mhcii|seq6742	antigen41|Q5HEC4|BA000018.3|mhcii|seq6743
antigen41|Q5HEC4|BA000018.3|mhcii|seq6742	antigen41|Q5HEC4|BA000018.3|mhcii|seq6744
antigen41|Q5HEC4|BA000018.3|mhcii|seq6742	antigen41|Q5HEC4|BA000018.3|mhcii|seq6745
antigen41|Q5HEC4|BA000018.3|mhcii|seq7030	antigen41|Q5HEC4|BA000018.3|mhcii|seq7030
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq7414
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq5793
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq9121
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq5794
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq9122
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq9123
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq5796
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq5795
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq5797
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq9124
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq9125
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq9126
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq4202
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq4203
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq4204
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq4205
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq4206
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq4207
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq1807
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq1808
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq7728
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq7727
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq1809
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq1810
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq7410
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq51
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq9575
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq890
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq1811
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq7411
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq52
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq9576
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq891
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq1812
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq7412
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq53
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq9577
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq892
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq54
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq9578
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq893
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq55
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq9579
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq894
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq7413
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq1815
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq1813
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq1814
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq7415
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq7417
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq7416
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq7418
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq5790
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq5791
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq5792
antigen41|Q5HEC4|BA000018.3|mhcii|seq7414	antigen41|Q5HEC4|BA000018.3|mhcii|seq9120
antigen41|Q5HEC4|BA000018.3|mhcii|seq7510	antigen41|Q5HEC4|BA000018.3|mhcii|seq7510
antigen41|Q5HEC4|BA000018.3|mhcii|seq7638	antigen41|Q5HEC4|BA000018.3|mhcii|seq7638
antigen41|Q5HEC4|BA000018.3|mhcii|seq7638	antigen41|Q5HEC4|BA000018.3|mhcii|seq713
antigen41|Q5HEC4|BA000018.3|mhcii|seq7638	antigen41|Q5HEC4|BA000018.3|mhcii|seq7021
antigen41|Q5HEC4|BA000018.3|mhcii|seq7638	antigen41|Q5HEC4|BA000018.3|mhcii|seq714
antigen41|Q5HEC4|BA000018.3|mhcii|seq7638	antigen41|Q5HEC4|BA000018.3|mhcii|seq7023
antigen41|Q5HEC4|BA000018.3|mhcii|seq8246	antigen41|Q5HEC4|BA000018.3|mhcii|seq8246
antigen41|Q5HEC4|BA000018.3|mhcii|seq8246	antigen41|Q5HEC4|BA000018.3|mhcii|seq8245
antigen41|Q5HEC4|BA000018.3|mhcii|seq8246	antigen41|Q5HEC4|BA000018.3|mhcii|seq2558
antigen41|Q5HEC4|BA000018.3|mhcii|seq8246	antigen41|Q5HEC4|BA000018.3|mhcii|seq8248
antigen41|Q5HEC4|BA000018.3|mhcii|seq8246	antigen41|Q5HEC4|BA000018.3|mhcii|seq1831
antigen41|Q5HEC4|BA000018.3|mhcii|seq8246	antigen41|Q5HEC4|BA000018.3|mhcii|seq1833
antigen41|Q5HEC4|BA000018.3|mhcii|seq8246	antigen41|Q5HEC4|BA000018.3|mhcii|seq706
antigen41|Q5HEC4|BA000018.3|mhcii|seq8246	antigen41|Q5HEC4|BA000018.3|mhcii|seq7631
antigen41|Q5HEC4|BA000018.3|mhcii|seq8246	antigen41|Q5HEC4|BA000018.3|mhcii|seq1832
antigen41|Q5HEC4|BA000018.3|mhcii|seq8246	antigen41|Q5HEC4|BA000018.3|mhcii|seq7632
antigen41|Q5HEC4|BA000018.3|mhcii|seq8246	antigen41|Q5HEC4|BA000018.3|mhcii|seq707
antigen41|Q5HEC4|BA000018.3|mhcii|seq8246	antigen41|Q5HEC4|BA000018.3|mhcii|seq7015
antigen41|Q5HEC4|BA000018.3|mhcii|seq8246	antigen41|Q5HEC4|BA000018.3|mhcii|seq7630
antigen41|Q5HEC4|BA000018.3|mhcii|seq8246	antigen41|Q5HEC4|BA000018.3|mhcii|seq2556
antigen41|Q5HEC4|BA000018.3|mhcii|seq8246	antigen41|Q5HEC4|BA000018.3|mhcii|seq2557
antigen41|Q5HEC4|BA000018.3|mhcii|seq8246	antigen41|Q5HEC4|BA000018.3|mhcii|seq8247
antigen41|Q5HEC4|BA000018.3|mhcii|seq8950	antigen41|Q5HEC4|BA000018.3|mhcii|seq8950
antigen41|Q5HEC4|CP000253.1|mhcii|seq17	antigen41|Q5HEC4|CP000253.1|mhcii|seq17
antigen41|Q5HEC4|CP000253.1|mhcii|seq177	antigen41|Q5HEC4|CP000253.1|mhcii|seq177
antigen41|Q5HEC4|CP000253.1|mhcii|seq241	antigen41|Q5HEC4|CP000253.1|mhcii|seq241
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq913
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq1148
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq1149
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq1150
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq639
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq1151
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq640
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq641
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq642
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq643
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq644
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq229
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq230
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq231
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq232
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq910
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq911
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq912
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq914
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq915
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq1205
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq1457
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq1206
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq1458
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq567
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq1207
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq1459
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq568
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq1208
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq1460
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq569
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq1209
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq1461
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq570
antigen41|Q5HEC4|CP000253.1|mhcii|seq913	antigen41|Q5HEC4|CP000253.1|mhcii|seq571
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq1105
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq352
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq353
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq354
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq804
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq1347
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq805
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq1348
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq806
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq1349
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq234
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq1101
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq1102
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq1039
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq1103
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq656
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq1040
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq1104
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq657
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq1041
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq1042
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq1106
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq1043
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq1107
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq1044
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq1108
antigen41|Q5HEC4|CP000253.1|mhcii|seq1105	antigen41|Q5HEC4|CP000253.1|mhcii|seq1109
antigen41|Q5HEC4|CP000253.1|mhcii|seq1201	antigen41|Q5HEC4|CP000253.1|mhcii|seq1201
antigen41|Q5HEC4|CP000253.1|mhcii|seq1201	antigen41|Q5HEC4|CP000253.1|mhcii|seq1453
antigen41|Q5HEC4|CP000253.1|mhcii|seq1201	antigen41|Q5HEC4|CP000253.1|mhcii|seq1202
antigen41|Q5HEC4|CP000253.1|mhcii|seq1201	antigen41|Q5HEC4|CP000253.1|mhcii|seq1454
antigen41|Q5HEC4|CP000253.1|mhcii|seq1297	antigen41|Q5HEC4|CP000253.1|mhcii|seq1297
antigen41|Q5HEC4|BA000018.3|mhcii|seq439	antigen41|Q5HEC4|BA000018.3|mhcii|seq439
antigen41|Q5HEC4|BA000018.3|mhcii|seq631	antigen41|Q5HEC4|BA000018.3|mhcii|seq631
antigen41|Q5HEC4|BA000018.3|mhcii|seq1111	antigen41|Q5HEC4|BA000018.3|mhcii|seq1111
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq1143
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq1141
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq1142
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq333
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq3393
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq331
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq4843
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq332
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq4844
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq4845
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq334
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq4846
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq335
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq3390
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq3391
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq6399
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq622
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq3392
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq6395
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq618
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq6394
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq617
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq6396
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq619
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq3388
antigen41|Q5HEC4|BA000018.3|mhcii|seq1143	antigen41|Q5HEC4|BA000018.3|mhcii|seq3389
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq1911
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq1908
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq1909
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq1910
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq1912
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq1913
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq1914
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq8098
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq8097
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq8099
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq8100
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq8096
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq3306
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq9411
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq9409
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq9410
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq9412
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq8101
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq9413
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq8102
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq9414
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq8103
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq9408
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq7979
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq7976
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq7977
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq7978
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq7980
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq7981
antigen41|Q5HEC4|BA000018.3|mhcii|seq1911	antigen41|Q5HEC4|BA000018.3|mhcii|seq7982
antigen41|Q5HEC4|BA000018.3|mhcii|seq2391	antigen41|Q5HEC4|BA000018.3|mhcii|seq2391
antigen41|Q5HEC4|BA000018.3|mhcii|seq3287	antigen41|Q5HEC4|BA000018.3|mhcii|seq3287
antigen41|Q5HEC4|BA000018.3|mhcii|seq3287	antigen41|Q5HEC4|BA000018.3|mhcii|seq7815
antigen41|Q5HEC4|BA000018.3|mhcii|seq3287	antigen41|Q5HEC4|BA000018.3|mhcii|seq2121
antigen41|Q5HEC4|BA000018.3|mhcii|seq3287	antigen41|Q5HEC4|BA000018.3|mhcii|seq2118
antigen41|Q5HEC4|BA000018.3|mhcii|seq3287	antigen41|Q5HEC4|BA000018.3|mhcii|seq2119
