antigen188|Q5HGH0|BX571856.1|mhcii|seq1126	antigen188|Q5HGH0|BX571856.1|mhcii|seq1126
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1537
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1953
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1154
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1538
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1954
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1539
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1955
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1540
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1956
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1957
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1705
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1706
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1834
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1707
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1835
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1836
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq2028
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1837
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq2029
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1838
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq115
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq116
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq372
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq117
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq373
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq118
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq374
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq87
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq119
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq88
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq120
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq89
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq90
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1150
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1151
antigen188|Q5HGH0|BX571856.1|mhcii|seq1155	antigen188|Q5HGH0|BX571856.1|mhcii|seq1152
antigen188|Q5HGH0|BX571856.1|mhcii|seq1187	antigen188|Q5HGH0|BX571856.1|mhcii|seq1187
antigen188|Q5HGH0|BX571856.1|mhcii|seq1187	antigen188|Q5HGH0|BX571856.1|mhcii|seq408
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1251
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1249
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1857
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1250
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1858
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1859
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq2371
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1252
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1860
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1253
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1861
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1254
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1862
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq935
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq936
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq937
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq938
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq939
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1263
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1264
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1265
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1266
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1267
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1395
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1268
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1396
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1397
antigen188|Q5HGH0|BX571856.1|mhcii|seq1251	antigen188|Q5HGH0|BX571856.1|mhcii|seq1248
antigen188|Q5HGH0|BX571856.1|mhcii|seq1379	antigen188|Q5HGH0|BX571856.1|mhcii|seq1379
antigen188|Q5HGH0|BX571856.1|mhcii|seq1379	antigen188|Q5HGH0|BX571856.1|mhcii|seq1378
antigen188|Q5HGH0|BX571856.1|mhcii|seq1379	antigen188|Q5HGH0|BX571856.1|mhcii|seq3587
antigen188|Q5HGH0|BX571856.1|mhcii|seq1379	antigen188|Q5HGH0|BX571856.1|mhcii|seq3586
antigen188|Q5HGH0|BX571856.1|mhcii|seq1379	antigen188|Q5HGH0|BX571856.1|mhcii|seq3588
antigen188|Q5HGH0|BX571856.1|mhcii|seq1379	antigen188|Q5HGH0|BX571856.1|mhcii|seq3589
antigen188|Q5HGH0|BX571856.1|mhcii|seq1379	antigen188|Q5HGH0|BX571856.1|mhcii|seq2245
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq1443
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq1441
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq1442
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq1444
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq1445
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq1446
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq2641
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq3002
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq2673
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq2642
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq3003
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq2643
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq3004
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq2644
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq3005
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq3287
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq3288
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq3289
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq3290
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq2491
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq3291
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq3292
antigen188|Q5HGH0|BX571856.1|mhcii|seq1443	antigen188|Q5HGH0|BX571856.1|mhcii|seq1440
antigen188|Q5HGH0|BX571856.1|mhcii|seq1603	antigen188|Q5HGH0|BX571856.1|mhcii|seq1603
antigen188|Q5HGH0|BX571856.1|mhcii|seq1603	antigen188|Q5HGH0|BX571856.1|mhcii|seq1604
antigen188|Q5HGH0|BX571856.1|mhcii|seq2275	antigen188|Q5HGH0|BX571856.1|mhcii|seq2275
antigen188|Q5HGH0|BX571856.1|mhcii|seq2339	antigen188|Q5HGH0|BX571856.1|mhcii|seq2339
antigen188|Q5HGH0|BX571856.1|mhcii|seq2339	antigen188|Q5HGH0|BX571856.1|mhcii|seq2340
antigen188|Q5HGH0|BX571856.1|mhcii|seq2467	antigen188|Q5HGH0|BX571856.1|mhcii|seq2467
antigen188|Q5HGH0|BX571856.1|mhcii|seq2595	antigen188|Q5HGH0|BX571856.1|mhcii|seq2595
antigen188|Q5HGH0|BX571856.1|mhcii|seq2595	antigen188|Q5HGH0|BX571856.1|mhcii|seq2594
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq3043
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq3041
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq3042
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq1893
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq1894
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq1895
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq3431
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq1896
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq3432
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq3433
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq3370
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq3434
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq2603
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq3371
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq3435
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq2604
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq3372
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq2605
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq3373
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq2606
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq3374
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq2607
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq3375
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq2608
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq690
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq691
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq692
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq693
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq1432
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq1433
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq1434
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq955
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq956
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq957
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq958
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq3038
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq959
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq3039
antigen188|Q5HGH0|BX571856.1|mhcii|seq3043	antigen188|Q5HGH0|BX571856.1|mhcii|seq3040
antigen188|Q5HGH0|BX571856.1|mhcii|seq3139	antigen188|Q5HGH0|BX571856.1|mhcii|seq3139
antigen188|Q5HGH0|BX571856.1|mhcii|seq3139	antigen188|Q5HGH0|BX571856.1|mhcii|seq3137
antigen188|Q5HGH0|BX571856.1|mhcii|seq3139	antigen188|Q5HGH0|BX571856.1|mhcii|seq3138
antigen188|Q5HGH0|BX571856.1|mhcii|seq3331	antigen188|Q5HGH0|BX571856.1|mhcii|seq3331
antigen188|Q5HGH0|BX571856.1|mhcii|seq3331	antigen188|Q5HGH0|BX571856.1|mhcii|seq3165
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq3555
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq577
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq3553
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq578
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq3554
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq579
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1507
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq580
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1124
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1508
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1125
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1509
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1510
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1511
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq40
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1512
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq41
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq42
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq43
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq44
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq45
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1389
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1390
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq3598
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1391
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq2255
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq3599
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1392
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq2256
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq3600
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq2257
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1938
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq2258
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1939
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq2259
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq3475
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1940
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq3476
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1941
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq3477
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1942
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq3478
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1943
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq3479
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq3480
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq3550
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq575
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq1823
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq3551
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq576
antigen188|Q5HGH0|BX571856.1|mhcii|seq3555	antigen188|Q5HGH0|BX571856.1|mhcii|seq3552
antigen188|Q5HGH0|BX571856.1|mhcii|seq196	antigen188|Q5HGH0|BX571856.1|mhcii|seq196
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq452
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq449
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq450
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq451
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq1923
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq1924
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq1925
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq1926
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq1927
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq1928
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq235
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq236
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq237
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq238
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq239
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq240
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq912
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq1744
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq913
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq1745
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq2993
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq914
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq1746
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq2994
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq915
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq1747
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq2995
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq1492
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq1748
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq2996
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq1493
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq2997
antigen188|Q5HGH0|BX571856.1|mhcii|seq452	antigen188|Q5HGH0|BX571856.1|mhcii|seq1494
