antigen90|A5IRH5|BX571856.1|mhcii|seq225	antigen90|A5IRH5|BX571856.1|mhcii|seq225
antigen90|A5IRH5|BX571856.1|mhcii|seq1034	antigen90|A5IRH5|BX571856.1|mhcii|seq1034
antigen90|A5IRH5|BX571856.1|mhcii|seq1034	antigen90|A5IRH5|BX571856.1|mhcii|seq1035
antigen90|A5IRH5|BX571856.1|mhcii|seq1034	antigen90|A5IRH5|BX571856.1|mhcii|seq1036
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1418
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1413
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1414
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1415
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq2503
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1416
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq2504
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1417
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq2505
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq2506
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1259
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq2507
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1260
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq2508
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1261
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1517
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1262
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1518
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1263
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1519
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1711
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq2863
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1264
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1712
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq3280
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1713
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq3057
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq3281
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1714
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq3058
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq3282
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq3283
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq3284
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq3285
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1014
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq279
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1015
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq280
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1016
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq281
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1017
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq2873
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq282
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq1018
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq2874
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq283
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq2875
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq284
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq2876
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq2877
antigen90|A5IRH5|BX571856.1|mhcii|seq1418	antigen90|A5IRH5|BX571856.1|mhcii|seq2878
antigen90|A5IRH5|BX571856.1|mhcii|seq1450	antigen90|A5IRH5|BX571856.1|mhcii|seq1450
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1834
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1829
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1830
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq743
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1831
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq744
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1832
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq745
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1833
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq746
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq747
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1003
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq748
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq3150
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq623
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq3151
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq624
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq3152
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq625
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq626
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq2002
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq627
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq2003
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq628
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq2004
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1077
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1845
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq2005
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1078
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1846
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq2006
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1847
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq2007
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1848
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1849
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1338
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq219
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1339
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq2587
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq220
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1340
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq2588
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq221
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1341
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq2589
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq222
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1342
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq2590
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq223
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq1343
antigen90|A5IRH5|BX571856.1|mhcii|seq1834	antigen90|A5IRH5|BX571856.1|mhcii|seq224
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq2090
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq2089
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq2091
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq2819
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq1224
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq1221
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq1222
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq1223
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq2025
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq2594
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq2026
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq2595
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq2027
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq2596
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq2028
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq2597
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq2088
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq1391
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq1389
antigen90|A5IRH5|BX571856.1|mhcii|seq2090	antigen90|A5IRH5|BX571856.1|mhcii|seq1390
antigen90|A5IRH5|BX571856.1|mhcii|seq2154	antigen90|A5IRH5|BX571856.1|mhcii|seq2154
antigen90|A5IRH5|BX571856.1|mhcii|seq2154	antigen90|A5IRH5|BX571856.1|mhcii|seq353
antigen90|A5IRH5|BX571856.1|mhcii|seq2154	antigen90|A5IRH5|BX571856.1|mhcii|seq1317
antigen90|A5IRH5|BX571856.1|mhcii|seq2154	antigen90|A5IRH5|BX571856.1|mhcii|seq2151
antigen90|A5IRH5|BX571856.1|mhcii|seq2154	antigen90|A5IRH5|BX571856.1|mhcii|seq2152
antigen90|A5IRH5|BX571856.1|mhcii|seq2154	antigen90|A5IRH5|BX571856.1|mhcii|seq2153
antigen90|A5IRH5|BX571856.1|mhcii|seq2154	antigen90|A5IRH5|BX571856.1|mhcii|seq859
antigen90|A5IRH5|BX571856.1|mhcii|seq2154	antigen90|A5IRH5|BX571856.1|mhcii|seq3003
antigen90|A5IRH5|BX571856.1|mhcii|seq2666	antigen90|A5IRH5|BX571856.1|mhcii|seq2666
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq3114
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq3233
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq3234
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq1763
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq1764
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq1765
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq1766
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq1767
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq3111
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq3112
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq3113
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq2410
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq2411
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq3115
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq2412
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq3116
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq2413
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq1966
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq2414
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq399
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq1967
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq400
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq1968
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq1969
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq888
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq2719
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq889
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq2720
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq890
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq2721
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq891
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq2722
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq892
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq2723
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq3229
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq3230
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq3231
antigen90|A5IRH5|BX571856.1|mhcii|seq3114	antigen90|A5IRH5|BX571856.1|mhcii|seq3232
antigen90|A5IRH5|BX571856.1|mhcii|seq75	antigen90|A5IRH5|BX571856.1|mhcii|seq75
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq171
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq97
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq365
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq2675
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq168
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq169
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq170
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq172
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq173
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq1903
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq1904
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq1905
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq153
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq154
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq155
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq156
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq188
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq2488
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq93
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq361
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq2671
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq157
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq94
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq362
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq2672
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq158
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq95
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq363
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq2673
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq96
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq364
antigen90|A5IRH5|BX571856.1|mhcii|seq171	antigen90|A5IRH5|BX571856.1|mhcii|seq2674
antigen90|A5IRH5|BX571856.1|mhcii|seq907	antigen90|A5IRH5|BX571856.1|mhcii|seq907
antigen90|A5IRH5|BX571856.1|mhcii|seq907	antigen90|A5IRH5|BX571856.1|mhcii|seq2123
antigen90|A5IRH5|BX571856.1|mhcii|seq907	antigen90|A5IRH5|BX571856.1|mhcii|seq3262
antigen90|A5IRH5|BX571856.1|mhcii|seq907	antigen90|A5IRH5|BX571856.1|mhcii|seq142
antigen90|A5IRH5|BX571856.1|mhcii|seq907	antigen90|A5IRH5|BX571856.1|mhcii|seq3263
antigen90|A5IRH5|BX571856.1|mhcii|seq907	antigen90|A5IRH5|BX571856.1|mhcii|seq143
antigen90|A5IRH5|BX571856.1|mhcii|seq1451	antigen90|A5IRH5|BX571856.1|mhcii|seq1451
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq1899
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq166
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq1896
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq1897
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq1898
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq1900
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq2480
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq2481
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq181
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq182
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq2482
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq184
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq2484
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq183
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq2483
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq152
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq185
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq2485
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq186
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq2486
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq187
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq2487
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq2012
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq2011
antigen90|A5IRH5|BX571856.1|mhcii|seq1899	antigen90|A5IRH5|BX571856.1|mhcii|seq2013
antigen90|A5IRH5|BX571856.1|mhcii|seq2187	antigen90|A5IRH5|BX571856.1|mhcii|seq2187
antigen90|A5IRH5|BX571856.1|mhcii|seq2187	antigen90|A5IRH5|BX571856.1|mhcii|seq38
antigen90|A5IRH5|BX571856.1|mhcii|seq2187	antigen90|A5IRH5|BX571856.1|mhcii|seq1570
antigen90|A5IRH5|BX571856.1|mhcii|seq2187	antigen90|A5IRH5|BX571856.1|mhcii|seq2552
