antigen169|Q7A0H5|CP002114.3|mhcii|seq289	antigen169|Q7A0H5|CP002114.3|mhcii|seq289
antigen169|Q7A0H5|CP002114.3|mhcii|seq1773	antigen169|Q7A0H5|CP002114.3|mhcii|seq1093
antigen169|Q7A0H5|CP002114.3|mhcii|seq1773	antigen169|Q7A0H5|CP002114.3|mhcii|seq1094
antigen169|Q7A0H5|CP002114.3|mhcii|seq1773	antigen169|Q7A0H5|CP002114.3|mhcii|seq2094
antigen169|Q7A0H5|CP002114.3|mhcii|seq1773	antigen169|Q7A0H5|CP002114.3|mhcii|seq1775
antigen169|Q7A0H5|CP002114.3|mhcii|seq1773	antigen169|Q7A0H5|CP002114.3|mhcii|seq165
antigen169|Q7A0H5|CP002114.3|mhcii|seq1773	antigen169|Q7A0H5|CP002114.3|mhcii|seq1776
antigen169|Q7A0H5|CP002114.3|mhcii|seq1773	antigen169|Q7A0H5|CP002114.3|mhcii|seq166
antigen169|Q7A0H5|CP002114.3|mhcii|seq1773	antigen169|Q7A0H5|CP002114.3|mhcii|seq375
antigen169|Q7A0H5|CP002114.3|mhcii|seq1773	antigen169|Q7A0H5|CP002114.3|mhcii|seq376
antigen169|Q7A0H5|CP002114.3|mhcii|seq1773	antigen169|Q7A0H5|CP002114.3|mhcii|seq1595
antigen169|Q7A0H5|CP002114.3|mhcii|seq1773	antigen169|Q7A0H5|CP002114.3|mhcii|seq1591
antigen169|Q7A0H5|CP002114.3|mhcii|seq1773	antigen169|Q7A0H5|CP002114.3|mhcii|seq1590
antigen169|Q7A0H5|CP002114.3|mhcii|seq1773	antigen169|Q7A0H5|CP002114.3|mhcii|seq1592
antigen169|Q7A0H5|CP002114.3|mhcii|seq2093	antigen169|Q7A0H5|CP002114.3|mhcii|seq2093
antigen169|Q7A0H5|CP002114.3|mhcii|seq2221	antigen169|Q7A0H5|CP002114.3|mhcii|seq2221
antigen169|Q7A0H5|CP002114.3|mhcii|seq494	antigen169|Q7A0H5|CP002114.3|mhcii|seq494
antigen169|Q7A0H5|CP002114.3|mhcii|seq494	antigen169|Q7A0H5|CP002114.3|mhcii|seq495
antigen169|Q7A0H5|CP002114.3|mhcii|seq175	antigen169|Q7A0H5|CP002114.3|mhcii|seq175
antigen169|Q7A0H5|CP002114.3|mhcii|seq175	antigen169|Q7A0H5|CP002114.3|mhcii|seq1989
antigen169|Q7A0H5|CP002114.3|mhcii|seq175	antigen169|Q7A0H5|CP002114.3|mhcii|seq1046
antigen169|Q7A0H5|CP002114.3|mhcii|seq175	antigen169|Q7A0H5|CP002114.3|mhcii|seq173
antigen169|Q7A0H5|CP002114.3|mhcii|seq175	antigen169|Q7A0H5|CP002114.3|mhcii|seq176
antigen169|Q7A0H5|CP002114.3|mhcii|seq175	antigen169|Q7A0H5|CP002114.3|mhcii|seq1990
antigen169|Q7A0H5|CP002114.3|mhcii|seq175	antigen169|Q7A0H5|CP002114.3|mhcii|seq1047
antigen169|Q7A0H5|CP002114.3|mhcii|seq175	antigen169|Q7A0H5|CP002114.3|mhcii|seq177
antigen169|Q7A0H5|CP002114.3|mhcii|seq175	antigen169|Q7A0H5|CP002114.3|mhcii|seq1991
antigen169|Q7A0H5|CP002114.3|mhcii|seq175	antigen169|Q7A0H5|CP002114.3|mhcii|seq1048
antigen169|Q7A0H5|CP002114.3|mhcii|seq175	antigen169|Q7A0H5|CP002114.3|mhcii|seq1988
antigen169|Q7A0H5|CP002114.3|mhcii|seq175	antigen169|Q7A0H5|CP002114.3|mhcii|seq174
antigen169|Q7A0H5|CP002114.3|mhcii|seq175	antigen169|Q7A0H5|CP002114.3|mhcii|seq2097
antigen169|Q7A0H5|CP002114.3|mhcii|seq175	antigen169|Q7A0H5|CP002114.3|mhcii|seq378
antigen169|Q7A0H5|CP002114.3|mhcii|seq175	antigen169|Q7A0H5|CP002114.3|mhcii|seq1095
antigen169|Q7A0H5|CP002114.3|mhcii|seq175	antigen169|Q7A0H5|CP002114.3|mhcii|seq2095
antigen169|Q7A0H5|CP002114.3|mhcii|seq175	antigen169|Q7A0H5|CP002114.3|mhcii|seq2096
antigen169|Q7A0H5|CP002114.3|mhcii|seq175	antigen169|Q7A0H5|CP002114.3|mhcii|seq377
antigen169|Q7A0H5|CP002114.3|mhcii|seq335	antigen169|Q7A0H5|CP002114.3|mhcii|seq335
antigen169|Q7A0H5|CP002114.3|mhcii|seq335	antigen169|Q7A0H5|CP002114.3|mhcii|seq334
antigen169|Q7A0H5|CP002114.3|mhcii|seq335	antigen169|Q7A0H5|CP002114.3|mhcii|seq336
antigen169|Q7A0H5|CP002114.3|mhcii|seq335	antigen169|Q7A0H5|CP002114.3|mhcii|seq1441
antigen169|Q7A0H5|CP002114.3|mhcii|seq335	antigen169|Q7A0H5|CP002114.3|mhcii|seq1442
antigen169|Q7A0H5|CP002114.3|mhcii|seq335	antigen169|Q7A0H5|CP002114.3|mhcii|seq1440
antigen169|Q7A0H5|CP002114.3|mhcii|seq335	antigen169|Q7A0H5|CP002114.3|mhcii|seq1003
antigen169|Q7A0H5|CP002114.3|mhcii|seq335	antigen169|Q7A0H5|CP002114.3|mhcii|seq1001
antigen169|Q7A0H5|CP002114.3|mhcii|seq335	antigen169|Q7A0H5|CP002114.3|mhcii|seq1002
antigen169|Q7A0H5|CP002114.3|mhcii|seq367	antigen169|Q7A0H5|CP002114.3|mhcii|seq367
antigen169|Q7A0H5|CP002114.3|mhcii|seq367	antigen169|Q7A0H5|CP002114.3|mhcii|seq1418
antigen169|Q7A0H5|CP002114.3|mhcii|seq367	antigen169|Q7A0H5|CP002114.3|mhcii|seq1906
antigen169|Q7A0H5|CP002114.3|mhcii|seq367	antigen169|Q7A0H5|CP002114.3|mhcii|seq1419
antigen169|Q7A0H5|CP002114.3|mhcii|seq367	antigen169|Q7A0H5|CP002114.3|mhcii|seq1907
antigen169|Q7A0H5|CP002114.3|mhcii|seq367	antigen169|Q7A0H5|CP002114.3|mhcii|seq1420
antigen169|Q7A0H5|CP002114.3|mhcii|seq367	antigen169|Q7A0H5|CP002114.3|mhcii|seq1908
antigen169|Q7A0H5|CP002114.3|mhcii|seq367	antigen169|Q7A0H5|CP002114.3|mhcii|seq365
antigen169|Q7A0H5|CP002114.3|mhcii|seq367	antigen169|Q7A0H5|CP002114.3|mhcii|seq366
antigen169|Q7A0H5|CP002114.3|mhcii|seq367	antigen169|Q7A0H5|CP002114.3|mhcii|seq370
antigen169|Q7A0H5|CP002114.3|mhcii|seq751	antigen169|Q7A0H5|CP002114.3|mhcii|seq751
antigen169|Q7A0H5|CP002114.3|mhcii|seq751	antigen169|Q7A0H5|CP002114.3|mhcii|seq1830
antigen169|Q7A0H5|CP002114.3|mhcii|seq751	antigen169|Q7A0H5|CP002114.3|mhcii|seq752
antigen169|Q7A0H5|CP002114.3|mhcii|seq751	antigen169|Q7A0H5|CP002114.3|mhcii|seq1831
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq1359
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq1357
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq1360
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq1342
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq114
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq2193
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq221
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq1358
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq2191
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq219
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq2192
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq220
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq113
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq2194
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq222
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq2195
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq223
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq2196
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq224
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq1344
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq116
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq1345
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq117
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq1343
antigen169|Q7A0H5|CP002114.3|mhcii|seq1359	antigen169|Q7A0H5|CP002114.3|mhcii|seq115
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1679
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1675
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq428
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1676
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq429
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1677
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq430
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq718
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1678
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq719
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq720
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1584
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq689
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1585
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq690
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1042
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1586
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1043
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1587
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1044
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1588
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq85
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1045
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1589
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq86
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq87
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq535
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq88
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq536
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq89
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1115
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1116
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1117
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1469
antigen169|Q7A0H5|CP002114.3|mhcii|seq1679	antigen169|Q7A0H5|CP002114.3|mhcii|seq1118
antigen169|Q7A0H5|CP002114.3|mhcii|seq2063	antigen169|Q7A0H5|CP002114.3|mhcii|seq2063
antigen169|Q7A0H5|CP002114.3|mhcii|seq2063	antigen169|Q7A0H5|CP002114.3|mhcii|seq2064
antigen169|Q7A0H5|CP002114.3|mhcii|seq304	antigen169|Q7A0H5|CP002114.3|mhcii|seq304
antigen169|Q7A0H5|CP002114.3|mhcii|seq304	antigen169|Q7A0H5|CP002114.3|mhcii|seq306
antigen169|Q7A0H5|CP002114.3|mhcii|seq464	antigen169|Q7A0H5|CP002114.3|mhcii|seq464
antigen169|Q7A0H5|CP002114.3|mhcii|seq944	antigen169|Q7A0H5|CP002114.3|mhcii|seq944
antigen169|Q7A0H5|CP002114.3|mhcii|seq944	antigen169|Q7A0H5|CP002114.3|mhcii|seq943
antigen169|Q7A0H5|CP002114.3|mhcii|seq944	antigen169|Q7A0H5|CP002114.3|mhcii|seq158
antigen169|Q7A0H5|CP002114.3|mhcii|seq1712	antigen169|Q7A0H5|CP002114.3|mhcii|seq1712
antigen169|Q7A0H5|CP002114.3|mhcii|seq1712	antigen169|Q7A0H5|CP002114.3|mhcii|seq1711
antigen169|Q7A0H5|CP002114.3|mhcii|seq1712	antigen169|Q7A0H5|CP002114.3|mhcii|seq421
antigen169|Q7A0H5|CP002114.3|mhcii|seq1712	antigen169|Q7A0H5|CP002114.3|mhcii|seq419
antigen169|Q7A0H5|CP002114.3|mhcii|seq1712	antigen169|Q7A0H5|CP002114.3|mhcii|seq420
antigen169|Q7A0H5|CP002114.3|mhcii|seq1712	antigen169|Q7A0H5|CP002114.3|mhcii|seq526
antigen169|Q7A0H5|CP002114.3|mhcii|seq1712	antigen169|Q7A0H5|CP002114.3|mhcii|seq1710
antigen169|Q7A0H5|CP002114.3|mhcii|seq1712	antigen169|Q7A0H5|CP002114.3|mhcii|seq527
antigen169|Q7A0H5|CP002114.3|mhcii|seq1712	antigen169|Q7A0H5|CP002114.3|mhcii|seq528
antigen169|Q7A0H5|CP002114.3|mhcii|seq1712	antigen169|Q7A0H5|CP002114.3|mhcii|seq913
antigen169|Q7A0H5|CP002114.3|mhcii|seq1712	antigen169|Q7A0H5|CP002114.3|mhcii|seq914
antigen169|Q7A0H5|CP002114.3|mhcii|seq1712	antigen169|Q7A0H5|CP002114.3|mhcii|seq915
antigen169|Q7A0H5|CP002114.3|mhcii|seq1712	antigen169|Q7A0H5|CP002114.3|mhcii|seq692
antigen169|Q7A0H5|CP002114.3|mhcii|seq1712	antigen169|Q7A0H5|CP002114.3|mhcii|seq691
antigen169|Q7A0H5|CP002114.3|mhcii|seq1712	antigen169|Q7A0H5|CP002114.3|mhcii|seq693
antigen169|Q7A0H5|CP002114.3|mhcii|seq1904	antigen169|Q7A0H5|CP002114.3|mhcii|seq1904
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq145
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq1802
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq2050
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq191
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq2051
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq192
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq2052
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq193
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq143
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq1800
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq144
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq1801
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq1137
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq147
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq1804
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq146
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq1803
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq148
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq1805
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq149
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq1806
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq1139
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq1138
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq1140
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq1141
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq1560
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq1561
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq1562
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq1563
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq1564
antigen169|Q7A0H5|CP002114.3|mhcii|seq145	antigen169|Q7A0H5|CP002114.3|mhcii|seq1565
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq1809
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq152
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq1568
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq1807
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq150
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq1566
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq1808
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq151
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq1567
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq2056
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq197
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq2053
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq194
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq2054
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq195
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq2055
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq196
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq2057
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq198
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq2058
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq199
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq2059
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq200
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq780
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq775
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq776
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq1704
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq777
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq1705
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq42
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq778
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq1706
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq43
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq459
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq779
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq1707
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq44
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq460
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq1708
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq45
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq461
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq462
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq463
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq880
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq881
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq882
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq825
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq59
antigen169|Q7A0H5|CP002114.3|mhcii|seq1809	antigen169|Q7A0H5|CP002114.3|mhcii|seq60
antigen169|Q7A0H5|CP002114.3|mhcii|seq1873	antigen169|Q7A0H5|CP002114.3|mhcii|seq1873
antigen169|Q7A0H5|CP002114.3|mhcii|seq1873	antigen169|Q7A0H5|CP002114.3|mhcii|seq1868
antigen169|Q7A0H5|CP002114.3|mhcii|seq1873	antigen169|Q7A0H5|CP002114.3|mhcii|seq1869
antigen169|Q7A0H5|CP002114.3|mhcii|seq1873	antigen169|Q7A0H5|CP002114.3|mhcii|seq398
antigen169|Q7A0H5|CP002114.3|mhcii|seq1873	antigen169|Q7A0H5|CP002114.3|mhcii|seq1870
antigen169|Q7A0H5|CP002114.3|mhcii|seq1873	antigen169|Q7A0H5|CP002114.3|mhcii|seq399
antigen169|Q7A0H5|CP002114.3|mhcii|seq1873	antigen169|Q7A0H5|CP002114.3|mhcii|seq1871
antigen169|Q7A0H5|CP002114.3|mhcii|seq1873	antigen169|Q7A0H5|CP002114.3|mhcii|seq1872
antigen169|Q7A0H5|CP002114.3|mhcii|seq1873	antigen169|Q7A0H5|CP002114.3|mhcii|seq1297
antigen169|Q7A0H5|CP002114.3|mhcii|seq1873	antigen169|Q7A0H5|CP002114.3|mhcii|seq1298
antigen169|Q7A0H5|CP002114.3|mhcii|seq1873	antigen169|Q7A0H5|CP002114.3|mhcii|seq1299
antigen169|Q7A0H5|CP002114.3|mhcii|seq1873	antigen169|Q7A0H5|CP002114.3|mhcii|seq1236
antigen169|Q7A0H5|CP002114.3|mhcii|seq1873	antigen169|Q7A0H5|CP002114.3|mhcii|seq1300
