antigen64|Q6GID8|BX571856.1|mhci|seq46	antigen64|Q6GID8|BX571856.1|mhci|seq46
antigen64|Q6GID8|BX571856.1|mhci|seq129	antigen64|Q6GID8|BX571856.1|mhci|seq129
antigen64|Q6GID8|BX571856.1|mhci|seq129	antigen64|Q6GID8|CP000253.1|mhci|seq129
antigen64|Q6GID8|BX571856.1|mhci|seq161	antigen64|Q6GID8|BX571856.1|mhci|seq161
antigen64|Q6GID8|BX571856.1|mhci|seq193	antigen64|Q6GID8|BX571856.1|mhci|seq193
antigen64|Q6GID8|BX571856.1|mhci|seq193	antigen64|Q6GID8|CP000253.1|mhci|seq189
antigen64|Q6GID8|BX571856.1|mhci|seq225	antigen64|Q6GID8|BX571856.1|mhci|seq225
antigen64|Q6GID8|BX571856.1|mhci|seq225	antigen64|Q6GID8|CP000253.1|mhci|seq221
antigen64|Q6GID8|BX571856.1|mhci|seq225	antigen64|Q6GID8|BX571856.1|mhci|seq226
antigen64|Q6GID8|BX571856.1|mhci|seq225	antigen64|Q6GID8|CP000253.1|mhci|seq222
antigen64|Q6GID8|BX571856.1|mhci|seq257	antigen64|Q6GID8|BX571856.1|mhci|seq257
antigen64|Q6GID8|BX571856.1|mhci|seq257	antigen64|Q6GID8|BX571856.1|mhci|seq258
antigen64|Q6GID8|BX571856.1|mhci|seq289	antigen64|Q6GID8|BX571856.1|mhci|seq289
antigen64|Q6GID8|BX571856.1|mhci|seq289	antigen64|Q6GID8|CP000253.1|mhci|seq281
antigen64|Q6GID8|BX571856.1|mhci|seq353	antigen64|Q6GID8|BX571856.1|mhci|seq353
antigen64|Q6GID8|BX571856.1|mhci|seq353	antigen64|Q6GID8|CP000253.1|mhci|seq353
antigen64|Q6GID8|BX571856.1|mhci|seq353	antigen64|Q6GID8|BX571856.1|mhci|seq354
antigen64|Q6GID8|BX571856.1|mhci|seq353	antigen64|Q6GID8|CP000253.1|mhci|seq354
antigen64|Q6GID8|BX571856.1|mhci|seq385	antigen64|Q6GID8|BX571856.1|mhci|seq385
antigen64|Q6GID8|BX571856.1|mhci|seq385	antigen64|Q6GID8|CP000253.1|mhci|seq385
antigen64|Q6GID8|BX571856.1|mhci|seq385	antigen64|Q6GID8|BX571856.1|mhci|seq386
antigen64|Q6GID8|BX571856.1|mhci|seq385	antigen64|Q6GID8|CP000253.1|mhci|seq386
antigen64|Q6GID8|CP000253.1|mhci|seq32	antigen64|Q6GID8|CP000253.1|mhci|seq32
antigen64|Q6GID8|CP000253.1|mhci|seq32	antigen64|Q6GID8|BX571856.1|mhci|seq32
antigen64|Q6GID8|CP000253.1|mhci|seq128	antigen64|Q6GID8|CP000253.1|mhci|seq128
antigen64|Q6GID8|CP000253.1|mhci|seq128	antigen64|Q6GID8|BX571856.1|mhci|seq128
antigen64|Q6GID8|CP000253.1|mhci|seq160	antigen64|Q6GID8|CP000253.1|mhci|seq160
antigen64|Q6GID8|CP000253.1|mhci|seq192	antigen64|Q6GID8|CP000253.1|mhci|seq192
antigen64|Q6GID8|CP000253.1|mhci|seq192	antigen64|Q6GID8|BX571856.1|mhci|seq196
antigen64|Q6GID8|CP000253.1|mhci|seq224	antigen64|Q6GID8|CP000253.1|mhci|seq224
antigen64|Q6GID8|CP000253.1|mhci|seq224	antigen64|Q6GID8|BX571856.1|mhci|seq228
antigen64|Q6GID8|CP000253.1|mhci|seq256	antigen64|Q6GID8|CP000253.1|mhci|seq256
antigen64|Q6GID8|CP000253.1|mhci|seq256	antigen64|Q6GID8|BX571856.1|mhci|seq260
antigen64|Q6GID8|CP000253.1|mhci|seq288	antigen64|Q6GID8|CP000253.1|mhci|seq288
antigen64|Q6GID8|CP000253.1|mhci|seq288	antigen64|Q6GID8|BX571856.1|mhci|seq296
antigen64|Q6GID8|CP000253.1|mhci|seq320	antigen64|Q6GID8|CP000253.1|mhci|seq320
antigen64|Q6GID8|CP000253.1|mhci|seq320	antigen64|Q6GID8|CP000253.1|mhci|seq325
antigen64|Q6GID8|CP000253.1|mhci|seq352	antigen64|Q6GID8|CP000253.1|mhci|seq352
antigen64|Q6GID8|CP000253.1|mhci|seq352	antigen64|Q6GID8|BX571856.1|mhci|seq352
antigen64|Q6GID8|CP000253.1|mhci|seq384	antigen64|Q6GID8|CP000253.1|mhci|seq384
antigen64|Q6GID8|CP000253.1|mhci|seq384	antigen64|Q6GID8|BX571856.1|mhci|seq384
antigen64|Q6GID8|BX571856.1|mhci|seq2	antigen64|Q6GID8|BX571856.1|mhci|seq2
antigen64|Q6GID8|BX571856.1|mhci|seq34	antigen64|Q6GID8|BX571856.1|mhci|seq34
antigen64|Q6GID8|BX571856.1|mhci|seq66	antigen64|Q6GID8|BX571856.1|mhci|seq66
antigen64|Q6GID8|BX571856.1|mhci|seq98	antigen64|Q6GID8|BX571856.1|mhci|seq98
antigen64|Q6GID8|BX571856.1|mhci|seq130	antigen64|Q6GID8|BX571856.1|mhci|seq130
antigen64|Q6GID8|BX571856.1|mhci|seq130	antigen64|Q6GID8|CP000253.1|mhci|seq130
antigen64|Q6GID8|BX571856.1|mhci|seq162	antigen64|Q6GID8|BX571856.1|mhci|seq162
antigen64|Q6GID8|BX571856.1|mhci|seq162	antigen64|Q6GID8|CP000253.1|mhci|seq162
antigen64|Q6GID8|BX571856.1|mhci|seq194	antigen64|Q6GID8|BX571856.1|mhci|seq194
antigen64|Q6GID8|BX571856.1|mhci|seq194	antigen64|Q6GID8|CP000253.1|mhci|seq190
antigen64|Q6GID8|BX571856.1|mhci|seq290	antigen64|Q6GID8|BX571856.1|mhci|seq290
antigen64|Q6GID8|BX571856.1|mhci|seq290	antigen64|Q6GID8|CP000253.1|mhci|seq282
antigen64|Q6GID8|CP000253.1|mhci|seq1	antigen64|Q6GID8|CP000253.1|mhci|seq1
antigen64|Q6GID8|CP000253.1|mhci|seq33	antigen64|Q6GID8|CP000253.1|mhci|seq33
antigen64|Q6GID8|CP000253.1|mhci|seq65	antigen64|Q6GID8|CP000253.1|mhci|seq65
antigen64|Q6GID8|CP000253.1|mhci|seq97	antigen64|Q6GID8|CP000253.1|mhci|seq97
antigen64|Q6GID8|CP000253.1|mhci|seq161	antigen64|Q6GID8|CP000253.1|mhci|seq161
antigen64|Q6GID8|BX571856.1|mhci|seq3	antigen64|Q6GID8|BX571856.1|mhci|seq3
antigen64|Q6GID8|BX571856.1|mhci|seq163	antigen64|Q6GID8|BX571856.1|mhci|seq163
antigen64|Q6GID8|BX571856.1|mhci|seq323	antigen64|Q6GID8|BX571856.1|mhci|seq323
antigen64|Q6GID8|CP000253.1|mhci|seq2	antigen64|Q6GID8|CP000253.1|mhci|seq2
antigen64|Q6GID8|CP000253.1|mhci|seq34	antigen64|Q6GID8|CP000253.1|mhci|seq34
antigen64|Q6GID8|CP000253.1|mhci|seq66	antigen64|Q6GID8|CP000253.1|mhci|seq66
antigen64|Q6GID8|CP000253.1|mhci|seq98	antigen64|Q6GID8|CP000253.1|mhci|seq98
antigen64|Q6GID8|BX571856.1|mhci|seq164	antigen64|Q6GID8|BX571856.1|mhci|seq164
antigen64|Q6GID8|BX571856.1|mhci|seq324	antigen64|Q6GID8|BX571856.1|mhci|seq324
antigen64|Q6GID8|CP000253.1|mhci|seq3	antigen64|Q6GID8|CP000253.1|mhci|seq3
antigen64|Q6GID8|CP000253.1|mhci|seq35	antigen64|Q6GID8|CP000253.1|mhci|seq35
antigen64|Q6GID8|CP000253.1|mhci|seq35	antigen64|Q6GID8|BX571856.1|mhci|seq35
antigen64|Q6GID8|CP000253.1|mhci|seq35	antigen64|Q6GID8|CP000253.1|mhci|seq36
antigen64|Q6GID8|CP000253.1|mhci|seq35	antigen64|Q6GID8|BX571856.1|mhci|seq36
antigen64|Q6GID8|CP000253.1|mhci|seq67	antigen64|Q6GID8|CP000253.1|mhci|seq67
antigen64|Q6GID8|CP000253.1|mhci|seq67	antigen64|Q6GID8|BX571856.1|mhci|seq67
antigen64|Q6GID8|CP000253.1|mhci|seq67	antigen64|Q6GID8|CP000253.1|mhci|seq68
antigen64|Q6GID8|CP000253.1|mhci|seq67	antigen64|Q6GID8|BX571856.1|mhci|seq68
antigen64|Q6GID8|CP000253.1|mhci|seq99	antigen64|Q6GID8|CP000253.1|mhci|seq99
antigen64|Q6GID8|CP000253.1|mhci|seq99	antigen64|Q6GID8|BX571856.1|mhci|seq99
antigen64|Q6GID8|CP000253.1|mhci|seq99	antigen64|Q6GID8|CP000253.1|mhci|seq100
antigen64|Q6GID8|CP000253.1|mhci|seq99	antigen64|Q6GID8|BX571856.1|mhci|seq100
antigen64|Q6GID8|CP000253.1|mhci|seq131	antigen64|Q6GID8|CP000253.1|mhci|seq131
antigen64|Q6GID8|CP000253.1|mhci|seq131	antigen64|Q6GID8|BX571856.1|mhci|seq131
antigen64|Q6GID8|CP000253.1|mhci|seq163	antigen64|Q6GID8|CP000253.1|mhci|seq163
antigen64|Q6GID8|CP000253.1|mhci|seq323	antigen64|Q6GID8|CP000253.1|mhci|seq323
antigen64|Q6GID8|CP000253.1|mhci|seq355	antigen64|Q6GID8|CP000253.1|mhci|seq355
antigen64|Q6GID8|CP000253.1|mhci|seq355	antigen64|Q6GID8|BX571856.1|mhci|seq355
antigen64|Q6GID8|CP000253.1|mhci|seq387	antigen64|Q6GID8|CP000253.1|mhci|seq387
antigen64|Q6GID8|CP000253.1|mhci|seq387	antigen64|Q6GID8|BX571856.1|mhci|seq387
antigen64|Q6GID8|BX571856.1|mhci|seq197	antigen64|Q6GID8|BX571856.1|mhci|seq197
antigen64|Q6GID8|BX571856.1|mhci|seq197	antigen64|Q6GID8|CP000253.1|mhci|seq193
antigen64|Q6GID8|BX571856.1|mhci|seq197	antigen64|Q6GID8|BX571856.1|mhci|seq198
antigen64|Q6GID8|BX571856.1|mhci|seq197	antigen64|Q6GID8|CP000253.1|mhci|seq194
antigen64|Q6GID8|BX571856.1|mhci|seq229	antigen64|Q6GID8|BX571856.1|mhci|seq229
antigen64|Q6GID8|BX571856.1|mhci|seq229	antigen64|Q6GID8|CP000253.1|mhci|seq225
antigen64|Q6GID8|BX571856.1|mhci|seq261	antigen64|Q6GID8|BX571856.1|mhci|seq261
antigen64|Q6GID8|BX571856.1|mhci|seq261	antigen64|Q6GID8|CP000253.1|mhci|seq257
antigen64|Q6GID8|BX571856.1|mhci|seq261	antigen64|Q6GID8|BX571856.1|mhci|seq262
antigen64|Q6GID8|BX571856.1|mhci|seq261	antigen64|Q6GID8|CP000253.1|mhci|seq258
antigen64|Q6GID8|CP000253.1|mhci|seq4	antigen64|Q6GID8|CP000253.1|mhci|seq4
antigen64|Q6GID8|CP000253.1|mhci|seq4	antigen64|Q6GID8|BX571856.1|mhci|seq4
antigen64|Q6GID8|CP000253.1|mhci|seq132	antigen64|Q6GID8|CP000253.1|mhci|seq132
antigen64|Q6GID8|CP000253.1|mhci|seq132	antigen64|Q6GID8|BX571856.1|mhci|seq132
antigen64|Q6GID8|CP000253.1|mhci|seq164	antigen64|Q6GID8|CP000253.1|mhci|seq164
antigen64|Q6GID8|CP000253.1|mhci|seq324	antigen64|Q6GID8|CP000253.1|mhci|seq324
antigen64|Q6GID8|CP000253.1|mhci|seq356	antigen64|Q6GID8|CP000253.1|mhci|seq356
antigen64|Q6GID8|CP000253.1|mhci|seq356	antigen64|Q6GID8|BX571856.1|mhci|seq356
antigen64|Q6GID8|CP000253.1|mhci|seq388	antigen64|Q6GID8|CP000253.1|mhci|seq388
antigen64|Q6GID8|CP000253.1|mhci|seq388	antigen64|Q6GID8|BX571856.1|mhci|seq388
antigen64|Q6GID8|BX571856.1|mhci|seq230	antigen64|Q6GID8|BX571856.1|mhci|seq230
antigen64|Q6GID8|BX571856.1|mhci|seq230	antigen64|Q6GID8|CP000253.1|mhci|seq226
antigen64|Q6GID8|CP000253.1|mhci|seq5	antigen64|Q6GID8|CP000253.1|mhci|seq5
antigen64|Q6GID8|CP000253.1|mhci|seq5	antigen64|Q6GID8|BX571856.1|mhci|seq5
antigen64|Q6GID8|CP000253.1|mhci|seq37	antigen64|Q6GID8|CP000253.1|mhci|seq37
antigen64|Q6GID8|CP000253.1|mhci|seq37	antigen64|Q6GID8|BX571856.1|mhci|seq37
antigen64|Q6GID8|CP000253.1|mhci|seq69	antigen64|Q6GID8|CP000253.1|mhci|seq69
antigen64|Q6GID8|CP000253.1|mhci|seq69	antigen64|Q6GID8|BX571856.1|mhci|seq69
antigen64|Q6GID8|CP000253.1|mhci|seq101	antigen64|Q6GID8|CP000253.1|mhci|seq101
antigen64|Q6GID8|CP000253.1|mhci|seq101	antigen64|Q6GID8|BX571856.1|mhci|seq101
antigen64|Q6GID8|CP000253.1|mhci|seq133	antigen64|Q6GID8|CP000253.1|mhci|seq133
antigen64|Q6GID8|CP000253.1|mhci|seq133	antigen64|Q6GID8|BX571856.1|mhci|seq133
antigen64|Q6GID8|CP000253.1|mhci|seq133	antigen64|Q6GID8|BX571856.1|mhci|seq134
antigen64|Q6GID8|CP000253.1|mhci|seq133	antigen64|Q6GID8|CP000253.1|mhci|seq134
antigen64|Q6GID8|CP000253.1|mhci|seq165	antigen64|Q6GID8|CP000253.1|mhci|seq165
antigen64|Q6GID8|CP000253.1|mhci|seq165	antigen64|Q6GID8|BX571856.1|mhci|seq165
antigen64|Q6GID8|CP000253.1|mhci|seq165	antigen64|Q6GID8|CP000253.1|mhci|seq166
antigen64|Q6GID8|CP000253.1|mhci|seq165	antigen64|Q6GID8|BX571856.1|mhci|seq166
antigen64|Q6GID8|CP000253.1|mhci|seq357	antigen64|Q6GID8|CP000253.1|mhci|seq357
antigen64|Q6GID8|CP000253.1|mhci|seq357	antigen64|Q6GID8|BX571856.1|mhci|seq357
antigen64|Q6GID8|CP000253.1|mhci|seq389	antigen64|Q6GID8|CP000253.1|mhci|seq389
antigen64|Q6GID8|CP000253.1|mhci|seq389	antigen64|Q6GID8|BX571856.1|mhci|seq389
antigen64|Q6GID8|CP000253.1|mhci|seq389	antigen64|Q6GID8|CP000253.1|mhci|seq390
antigen64|Q6GID8|CP000253.1|mhci|seq389	antigen64|Q6GID8|BX571856.1|mhci|seq390
antigen64|Q6GID8|BX571856.1|mhci|seq135	antigen64|Q6GID8|BX571856.1|mhci|seq135
antigen64|Q6GID8|BX571856.1|mhci|seq167	antigen64|Q6GID8|BX571856.1|mhci|seq167
antigen64|Q6GID8|BX571856.1|mhci|seq199	antigen64|Q6GID8|BX571856.1|mhci|seq199
antigen64|Q6GID8|BX571856.1|mhci|seq199	antigen64|Q6GID8|CP000253.1|mhci|seq195
antigen64|Q6GID8|BX571856.1|mhci|seq231	antigen64|Q6GID8|BX571856.1|mhci|seq231
antigen64|Q6GID8|BX571856.1|mhci|seq231	antigen64|Q6GID8|CP000253.1|mhci|seq227
antigen64|Q6GID8|BX571856.1|mhci|seq263	antigen64|Q6GID8|BX571856.1|mhci|seq263
antigen64|Q6GID8|CP000253.1|mhci|seq6	antigen64|Q6GID8|CP000253.1|mhci|seq6
antigen64|Q6GID8|CP000253.1|mhci|seq6	antigen64|Q6GID8|BX571856.1|mhci|seq6
antigen64|Q6GID8|CP000253.1|mhci|seq38	antigen64|Q6GID8|CP000253.1|mhci|seq38
antigen64|Q6GID8|CP000253.1|mhci|seq38	antigen64|Q6GID8|BX571856.1|mhci|seq38
antigen64|Q6GID8|CP000253.1|mhci|seq70	antigen64|Q6GID8|CP000253.1|mhci|seq70
antigen64|Q6GID8|CP000253.1|mhci|seq70	antigen64|Q6GID8|BX571856.1|mhci|seq70
antigen64|Q6GID8|CP000253.1|mhci|seq102	antigen64|Q6GID8|CP000253.1|mhci|seq102
antigen64|Q6GID8|CP000253.1|mhci|seq102	antigen64|Q6GID8|BX571856.1|mhci|seq102
antigen64|Q6GID8|CP000253.1|mhci|seq326	antigen64|Q6GID8|CP000253.1|mhci|seq326
antigen64|Q6GID8|CP000253.1|mhci|seq326	antigen64|Q6GID8|CP000253.1|mhci|seq321
antigen64|Q6GID8|CP000253.1|mhci|seq326	antigen64|Q6GID8|CP000253.1|mhci|seq296
antigen64|Q6GID8|CP000253.1|mhci|seq358	antigen64|Q6GID8|CP000253.1|mhci|seq358
antigen64|Q6GID8|CP000253.1|mhci|seq358	antigen64|Q6GID8|BX571856.1|mhci|seq358
antigen64|Q6GID8|BX571856.1|mhci|seq136	antigen64|Q6GID8|BX571856.1|mhci|seq136
antigen64|Q6GID8|BX571856.1|mhci|seq168	antigen64|Q6GID8|BX571856.1|mhci|seq168
antigen64|Q6GID8|BX571856.1|mhci|seq200	antigen64|Q6GID8|BX571856.1|mhci|seq200
antigen64|Q6GID8|BX571856.1|mhci|seq200	antigen64|Q6GID8|CP000253.1|mhci|seq196
antigen64|Q6GID8|BX571856.1|mhci|seq232	antigen64|Q6GID8|BX571856.1|mhci|seq232
antigen64|Q6GID8|BX571856.1|mhci|seq232	antigen64|Q6GID8|CP000253.1|mhci|seq228
antigen64|Q6GID8|BX571856.1|mhci|seq264	antigen64|Q6GID8|BX571856.1|mhci|seq264
antigen64|Q6GID8|BX571856.1|mhci|seq264	antigen64|Q6GID8|BX571856.1|mhci|seq325
antigen64|Q6GID8|CP000253.1|mhci|seq7	antigen64|Q6GID8|CP000253.1|mhci|seq7
antigen64|Q6GID8|CP000253.1|mhci|seq7	antigen64|Q6GID8|BX571856.1|mhci|seq7
antigen64|Q6GID8|CP000253.1|mhci|seq7	antigen64|Q6GID8|CP000253.1|mhci|seq8
antigen64|Q6GID8|CP000253.1|mhci|seq7	antigen64|Q6GID8|BX571856.1|mhci|seq8
antigen64|Q6GID8|CP000253.1|mhci|seq39	antigen64|Q6GID8|CP000253.1|mhci|seq39
antigen64|Q6GID8|CP000253.1|mhci|seq39	antigen64|Q6GID8|BX571856.1|mhci|seq39
antigen64|Q6GID8|CP000253.1|mhci|seq39	antigen64|Q6GID8|CP000253.1|mhci|seq40
antigen64|Q6GID8|CP000253.1|mhci|seq39	antigen64|Q6GID8|BX571856.1|mhci|seq40
antigen64|Q6GID8|CP000253.1|mhci|seq71	antigen64|Q6GID8|CP000253.1|mhci|seq71
antigen64|Q6GID8|CP000253.1|mhci|seq71	antigen64|Q6GID8|BX571856.1|mhci|seq71
antigen64|Q6GID8|CP000253.1|mhci|seq71	antigen64|Q6GID8|CP000253.1|mhci|seq72
antigen64|Q6GID8|CP000253.1|mhci|seq71	antigen64|Q6GID8|BX571856.1|mhci|seq72
antigen64|Q6GID8|CP000253.1|mhci|seq103	antigen64|Q6GID8|CP000253.1|mhci|seq103
antigen64|Q6GID8|CP000253.1|mhci|seq103	antigen64|Q6GID8|BX571856.1|mhci|seq103
antigen64|Q6GID8|CP000253.1|mhci|seq135	antigen64|Q6GID8|CP000253.1|mhci|seq135
antigen64|Q6GID8|CP000253.1|mhci|seq167	antigen64|Q6GID8|CP000253.1|mhci|seq167
antigen64|Q6GID8|CP000253.1|mhci|seq295	antigen64|Q6GID8|CP000253.1|mhci|seq295
antigen64|Q6GID8|CP000253.1|mhci|seq327	antigen64|Q6GID8|CP000253.1|mhci|seq327
antigen64|Q6GID8|CP000253.1|mhci|seq327	antigen64|Q6GID8|BX571856.1|mhci|seq327
antigen64|Q6GID8|CP000253.1|mhci|seq359	antigen64|Q6GID8|CP000253.1|mhci|seq359
antigen64|Q6GID8|CP000253.1|mhci|seq359	antigen64|Q6GID8|BX571856.1|mhci|seq359
antigen64|Q6GID8|CP000253.1|mhci|seq391	antigen64|Q6GID8|CP000253.1|mhci|seq391
antigen64|Q6GID8|CP000253.1|mhci|seq391	antigen64|Q6GID8|BX571856.1|mhci|seq391
antigen64|Q6GID8|BX571856.1|mhci|seq9	antigen64|Q6GID8|BX571856.1|mhci|seq9
antigen64|Q6GID8|BX571856.1|mhci|seq137	antigen64|Q6GID8|BX571856.1|mhci|seq137
antigen64|Q6GID8|BX571856.1|mhci|seq201	antigen64|Q6GID8|BX571856.1|mhci|seq201
antigen64|Q6GID8|BX571856.1|mhci|seq201	antigen64|Q6GID8|CP000253.1|mhci|seq197
antigen64|Q6GID8|BX571856.1|mhci|seq233	antigen64|Q6GID8|BX571856.1|mhci|seq233
antigen64|Q6GID8|BX571856.1|mhci|seq233	antigen64|Q6GID8|CP000253.1|mhci|seq229
antigen64|Q6GID8|BX571856.1|mhci|seq297	antigen64|Q6GID8|BX571856.1|mhci|seq297
antigen64|Q6GID8|BX571856.1|mhci|seq297	antigen64|Q6GID8|CP000253.1|mhci|seq289
antigen64|Q6GID8|BX571856.1|mhci|seq297	antigen64|Q6GID8|BX571856.1|mhci|seq298
antigen64|Q6GID8|BX571856.1|mhci|seq297	antigen64|Q6GID8|CP000253.1|mhci|seq290
antigen64|Q6GID8|CP000253.1|mhci|seq104	antigen64|Q6GID8|CP000253.1|mhci|seq104
antigen64|Q6GID8|CP000253.1|mhci|seq104	antigen64|Q6GID8|BX571856.1|mhci|seq104
antigen64|Q6GID8|CP000253.1|mhci|seq136	antigen64|Q6GID8|CP000253.1|mhci|seq136
antigen64|Q6GID8|CP000253.1|mhci|seq168	antigen64|Q6GID8|CP000253.1|mhci|seq168
antigen64|Q6GID8|CP000253.1|mhci|seq328	antigen64|Q6GID8|CP000253.1|mhci|seq328
antigen64|Q6GID8|CP000253.1|mhci|seq328	antigen64|Q6GID8|BX571856.1|mhci|seq328
antigen64|Q6GID8|CP000253.1|mhci|seq360	antigen64|Q6GID8|CP000253.1|mhci|seq360
antigen64|Q6GID8|CP000253.1|mhci|seq360	antigen64|Q6GID8|BX571856.1|mhci|seq360
antigen64|Q6GID8|CP000253.1|mhci|seq392	antigen64|Q6GID8|CP000253.1|mhci|seq392
antigen64|Q6GID8|CP000253.1|mhci|seq392	antigen64|Q6GID8|BX571856.1|mhci|seq392
antigen64|Q6GID8|BX571856.1|mhci|seq10	antigen64|Q6GID8|BX571856.1|mhci|seq10
antigen64|Q6GID8|BX571856.1|mhci|seq202	antigen64|Q6GID8|BX571856.1|mhci|seq202
antigen64|Q6GID8|BX571856.1|mhci|seq202	antigen64|Q6GID8|CP000253.1|mhci|seq198
antigen64|Q6GID8|BX571856.1|mhci|seq234	antigen64|Q6GID8|BX571856.1|mhci|seq234
antigen64|Q6GID8|BX571856.1|mhci|seq234	antigen64|Q6GID8|CP000253.1|mhci|seq230
antigen64|Q6GID8|BX571856.1|mhci|seq266	antigen64|Q6GID8|BX571856.1|mhci|seq266
antigen64|Q6GID8|BX571856.1|mhci|seq266	antigen64|Q6GID8|CP000253.1|mhci|seq322
antigen64|Q6GID8|BX571856.1|mhci|seq266	antigen64|Q6GID8|CP000253.1|mhci|seq297
antigen64|Q6GID8|BX571856.1|mhci|seq266	antigen64|Q6GID8|BX571856.1|mhci|seq173
antigen64|Q6GID8|BX571856.1|mhci|seq266	antigen64|Q6GID8|BX571856.1|mhci|seq265
antigen64|Q6GID8|BX571856.1|mhci|seq266	antigen64|Q6GID8|BX571856.1|mhci|seq326
antigen64|Q6GID8|CP000253.1|mhci|seq9	antigen64|Q6GID8|CP000253.1|mhci|seq9
antigen64|Q6GID8|CP000253.1|mhci|seq41	antigen64|Q6GID8|CP000253.1|mhci|seq41
antigen64|Q6GID8|CP000253.1|mhci|seq41	antigen64|Q6GID8|BX571856.1|mhci|seq41
antigen64|Q6GID8|CP000253.1|mhci|seq73	antigen64|Q6GID8|CP000253.1|mhci|seq73
antigen64|Q6GID8|CP000253.1|mhci|seq73	antigen64|Q6GID8|BX571856.1|mhci|seq73
antigen64|Q6GID8|CP000253.1|mhci|seq105	antigen64|Q6GID8|CP000253.1|mhci|seq105
antigen64|Q6GID8|CP000253.1|mhci|seq105	antigen64|Q6GID8|BX571856.1|mhci|seq105
antigen64|Q6GID8|CP000253.1|mhci|seq105	antigen64|Q6GID8|CP000253.1|mhci|seq106
antigen64|Q6GID8|CP000253.1|mhci|seq105	antigen64|Q6GID8|BX571856.1|mhci|seq106
antigen64|Q6GID8|CP000253.1|mhci|seq137	antigen64|Q6GID8|CP000253.1|mhci|seq137
antigen64|Q6GID8|CP000253.1|mhci|seq169	antigen64|Q6GID8|CP000253.1|mhci|seq169
antigen64|Q6GID8|CP000253.1|mhci|seq169	antigen64|Q6GID8|BX571856.1|mhci|seq169
antigen64|Q6GID8|CP000253.1|mhci|seq169	antigen64|Q6GID8|CP000253.1|mhci|seq170
antigen64|Q6GID8|CP000253.1|mhci|seq169	antigen64|Q6GID8|BX571856.1|mhci|seq170
antigen64|Q6GID8|CP000253.1|mhci|seq329	antigen64|Q6GID8|CP000253.1|mhci|seq329
antigen64|Q6GID8|CP000253.1|mhci|seq329	antigen64|Q6GID8|BX571856.1|mhci|seq329
antigen64|Q6GID8|CP000253.1|mhci|seq361	antigen64|Q6GID8|CP000253.1|mhci|seq361
antigen64|Q6GID8|CP000253.1|mhci|seq361	antigen64|Q6GID8|BX571856.1|mhci|seq361
antigen64|Q6GID8|CP000253.1|mhci|seq393	antigen64|Q6GID8|CP000253.1|mhci|seq393
antigen64|Q6GID8|CP000253.1|mhci|seq393	antigen64|Q6GID8|BX571856.1|mhci|seq393
antigen64|Q6GID8|CP000253.1|mhci|seq393	antigen64|Q6GID8|CP000253.1|mhci|seq394
antigen64|Q6GID8|CP000253.1|mhci|seq393	antigen64|Q6GID8|BX571856.1|mhci|seq394
antigen64|Q6GID8|BX571856.1|mhci|seq171	antigen64|Q6GID8|BX571856.1|mhci|seq171
antigen64|Q6GID8|BX571856.1|mhci|seq203	antigen64|Q6GID8|BX571856.1|mhci|seq203
antigen64|Q6GID8|BX571856.1|mhci|seq203	antigen64|Q6GID8|CP000253.1|mhci|seq199
antigen64|Q6GID8|BX571856.1|mhci|seq235	antigen64|Q6GID8|BX571856.1|mhci|seq235
antigen64|Q6GID8|BX571856.1|mhci|seq235	antigen64|Q6GID8|CP000253.1|mhci|seq231
antigen64|Q6GID8|BX571856.1|mhci|seq267	antigen64|Q6GID8|BX571856.1|mhci|seq267
antigen64|Q6GID8|BX571856.1|mhci|seq267	antigen64|Q6GID8|CP000253.1|mhci|seq259
antigen64|Q6GID8|BX571856.1|mhci|seq299	antigen64|Q6GID8|BX571856.1|mhci|seq299
antigen64|Q6GID8|BX571856.1|mhci|seq299	antigen64|Q6GID8|CP000253.1|mhci|seq291
antigen64|Q6GID8|BX571856.1|mhci|seq395	antigen64|Q6GID8|BX571856.1|mhci|seq395
antigen64|Q6GID8|CP000253.1|mhci|seq10	antigen64|Q6GID8|CP000253.1|mhci|seq10
antigen64|Q6GID8|CP000253.1|mhci|seq42	antigen64|Q6GID8|CP000253.1|mhci|seq42
antigen64|Q6GID8|CP000253.1|mhci|seq42	antigen64|Q6GID8|BX571856.1|mhci|seq42
antigen64|Q6GID8|CP000253.1|mhci|seq74	antigen64|Q6GID8|CP000253.1|mhci|seq74
antigen64|Q6GID8|CP000253.1|mhci|seq74	antigen64|Q6GID8|BX571856.1|mhci|seq74
antigen64|Q6GID8|CP000253.1|mhci|seq138	antigen64|Q6GID8|CP000253.1|mhci|seq138
antigen64|Q6GID8|CP000253.1|mhci|seq138	antigen64|Q6GID8|BX571856.1|mhci|seq138
antigen64|Q6GID8|CP000253.1|mhci|seq330	antigen64|Q6GID8|CP000253.1|mhci|seq330
antigen64|Q6GID8|CP000253.1|mhci|seq330	antigen64|Q6GID8|BX571856.1|mhci|seq330
antigen64|Q6GID8|CP000253.1|mhci|seq362	antigen64|Q6GID8|CP000253.1|mhci|seq362
antigen64|Q6GID8|CP000253.1|mhci|seq362	antigen64|Q6GID8|BX571856.1|mhci|seq362
antigen64|Q6GID8|BX571856.1|mhci|seq172	antigen64|Q6GID8|BX571856.1|mhci|seq172
antigen64|Q6GID8|BX571856.1|mhci|seq204	antigen64|Q6GID8|BX571856.1|mhci|seq204
