antigen76|Q5HGQ3|BA000018.3|mhci|seq495	antigen76|Q5HGQ3|BA000018.3|mhci|seq495
antigen76|Q5HGQ3|BX571856.1|mhci|seq158	antigen76|Q5HGQ3|BA000018.3|mhci|seq158
antigen76|Q5HGQ3|BX571856.1|mhci|seq158	antigen76|Q5HGQ3|BX571856.1|mhci|seq159
antigen76|Q5HGQ3|BX571856.1|mhci|seq158	antigen76|Q5HGQ3|BA000018.3|mhci|seq159
antigen76|Q5HGQ3|BX571856.1|mhci|seq190	antigen76|Q5HGQ3|BX571856.1|mhci|seq190
antigen76|Q5HGQ3|BX571856.1|mhci|seq190	antigen76|Q5HGQ3|BA000018.3|mhci|seq190
antigen76|Q5HGQ3|BX571856.1|mhci|seq190	antigen76|Q5HGQ3|BX571856.1|mhci|seq191
antigen76|Q5HGQ3|BX571856.1|mhci|seq190	antigen76|Q5HGQ3|BA000018.3|mhci|seq191
antigen76|Q5HGQ3|BA000018.3|mhci|seq4	antigen76|Q5HGQ3|BA000018.3|mhci|seq4
antigen76|Q5HGQ3|BA000018.3|mhci|seq4	antigen76|Q5HGQ3|BX571856.1|mhci|seq4
antigen76|Q5HGQ3|BA000018.3|mhci|seq36	antigen76|Q5HGQ3|BA000018.3|mhci|seq36
antigen76|Q5HGQ3|BA000018.3|mhci|seq36	antigen76|Q5HGQ3|BX571856.1|mhci|seq36
antigen76|Q5HGQ3|BA000018.3|mhci|seq68	antigen76|Q5HGQ3|BA000018.3|mhci|seq68
antigen76|Q5HGQ3|BA000018.3|mhci|seq68	antigen76|Q5HGQ3|BX571856.1|mhci|seq68
antigen76|Q5HGQ3|BA000018.3|mhci|seq100	antigen76|Q5HGQ3|BA000018.3|mhci|seq100
antigen76|Q5HGQ3|BA000018.3|mhci|seq100	antigen76|Q5HGQ3|BX571856.1|mhci|seq100
antigen76|Q5HGQ3|BA000018.3|mhci|seq132	antigen76|Q5HGQ3|BA000018.3|mhci|seq132
antigen76|Q5HGQ3|BA000018.3|mhci|seq132	antigen76|Q5HGQ3|BX571856.1|mhci|seq132
antigen76|Q5HGQ3|BA000018.3|mhci|seq164	antigen76|Q5HGQ3|BA000018.3|mhci|seq164
antigen76|Q5HGQ3|BA000018.3|mhci|seq164	antigen76|Q5HGQ3|BX571856.1|mhci|seq164
antigen76|Q5HGQ3|BA000018.3|mhci|seq196	antigen76|Q5HGQ3|BA000018.3|mhci|seq196
antigen76|Q5HGQ3|BA000018.3|mhci|seq196	antigen76|Q5HGQ3|BX571856.1|mhci|seq196
antigen76|Q5HGQ3|BA000018.3|mhci|seq280	antigen76|Q5HGQ3|BA000018.3|mhci|seq280
antigen76|Q5HGQ3|BA000018.3|mhci|seq408	antigen76|Q5HGQ3|BA000018.3|mhci|seq408
antigen76|Q5HGQ3|BX571856.1|mhci|seq19	antigen76|Q5HGQ3|BX571856.1|mhci|seq19
antigen76|Q5HGQ3|BX571856.1|mhci|seq19	antigen76|Q5HGQ3|BA000018.3|mhci|seq19
antigen76|Q5HGQ3|BX571856.1|mhci|seq51	antigen76|Q5HGQ3|BX571856.1|mhci|seq51
antigen76|Q5HGQ3|BX571856.1|mhci|seq51	antigen76|Q5HGQ3|BA000018.3|mhci|seq51
antigen76|Q5HGQ3|BX571856.1|mhci|seq211	antigen76|Q5HGQ3|BX571856.1|mhci|seq211
antigen76|Q5HGQ3|BX571856.1|mhci|seq211	antigen76|Q5HGQ3|BA000018.3|mhci|seq211
antigen76|Q5HGQ3|BX571856.1|mhci|seq243	antigen76|Q5HGQ3|BX571856.1|mhci|seq243
antigen76|Q5HGQ3|BX571856.1|mhci|seq275	antigen76|Q5HGQ3|BX571856.1|mhci|seq275
antigen76|Q5HGQ3|BX571856.1|mhci|seq275	antigen76|Q5HGQ3|BA000018.3|mhci|seq275
antigen76|Q5HGQ3|BX571856.1|mhci|seq307	antigen76|Q5HGQ3|BX571856.1|mhci|seq307
antigen76|Q5HGQ3|BX571856.1|mhci|seq307	antigen76|Q5HGQ3|BA000018.3|mhci|seq307
antigen76|Q5HGQ3|BX571856.1|mhci|seq339	antigen76|Q5HGQ3|BX571856.1|mhci|seq339
antigen76|Q5HGQ3|BX571856.1|mhci|seq339	antigen76|Q5HGQ3|BA000018.3|mhci|seq339
antigen76|Q5HGQ3|BX571856.1|mhci|seq371	antigen76|Q5HGQ3|BX571856.1|mhci|seq371
antigen76|Q5HGQ3|BX571856.1|mhci|seq371	antigen76|Q5HGQ3|BA000018.3|mhci|seq371
antigen76|Q5HGQ3|BX571856.1|mhci|seq403	antigen76|Q5HGQ3|BX571856.1|mhci|seq403
antigen76|Q5HGQ3|BX571856.1|mhci|seq403	antigen76|Q5HGQ3|BA000018.3|mhci|seq403
antigen76|Q5HGQ3|BX571856.1|mhci|seq435	antigen76|Q5HGQ3|BX571856.1|mhci|seq435
antigen76|Q5HGQ3|BX571856.1|mhci|seq435	antigen76|Q5HGQ3|BA000018.3|mhci|seq435
antigen76|Q5HGQ3|BX571856.1|mhci|seq467	antigen76|Q5HGQ3|BX571856.1|mhci|seq467
antigen76|Q5HGQ3|BX571856.1|mhci|seq467	antigen76|Q5HGQ3|BA000018.3|mhci|seq467
antigen76|Q5HGQ3|BX571856.1|mhci|seq499	antigen76|Q5HGQ3|BX571856.1|mhci|seq499
antigen76|Q5HGQ3|BX571856.1|mhci|seq531	antigen76|Q5HGQ3|BX571856.1|mhci|seq531
antigen76|Q5HGQ3|BX571856.1|mhci|seq531	antigen76|Q5HGQ3|BA000018.3|mhci|seq531
antigen76|Q5HGQ3|BX571856.1|mhci|seq20	antigen76|Q5HGQ3|BX571856.1|mhci|seq20
antigen76|Q5HGQ3|BX571856.1|mhci|seq20	antigen76|Q5HGQ3|BA000018.3|mhci|seq20
antigen76|Q5HGQ3|BX571856.1|mhci|seq52	antigen76|Q5HGQ3|BX571856.1|mhci|seq52
antigen76|Q5HGQ3|BX571856.1|mhci|seq52	antigen76|Q5HGQ3|BA000018.3|mhci|seq52
antigen76|Q5HGQ3|BX571856.1|mhci|seq84	antigen76|Q5HGQ3|BX571856.1|mhci|seq84
antigen76|Q5HGQ3|BX571856.1|mhci|seq84	antigen76|Q5HGQ3|BA000018.3|mhci|seq84
antigen76|Q5HGQ3|BX571856.1|mhci|seq116	antigen76|Q5HGQ3|BX571856.1|mhci|seq116
antigen76|Q5HGQ3|BX571856.1|mhci|seq116	antigen76|Q5HGQ3|BA000018.3|mhci|seq116
antigen76|Q5HGQ3|BX571856.1|mhci|seq148	antigen76|Q5HGQ3|BX571856.1|mhci|seq148
antigen76|Q5HGQ3|BX571856.1|mhci|seq148	antigen76|Q5HGQ3|BA000018.3|mhci|seq148
antigen76|Q5HGQ3|BX571856.1|mhci|seq180	antigen76|Q5HGQ3|BX571856.1|mhci|seq180
antigen76|Q5HGQ3|BX571856.1|mhci|seq180	antigen76|Q5HGQ3|BA000018.3|mhci|seq180
antigen76|Q5HGQ3|BX571856.1|mhci|seq212	antigen76|Q5HGQ3|BX571856.1|mhci|seq212
antigen76|Q5HGQ3|BX571856.1|mhci|seq212	antigen76|Q5HGQ3|BA000018.3|mhci|seq212
antigen76|Q5HGQ3|BX571856.1|mhci|seq244	antigen76|Q5HGQ3|BX571856.1|mhci|seq244
antigen76|Q5HGQ3|BX571856.1|mhci|seq276	antigen76|Q5HGQ3|BX571856.1|mhci|seq276
antigen76|Q5HGQ3|BX571856.1|mhci|seq276	antigen76|Q5HGQ3|BA000018.3|mhci|seq276
antigen76|Q5HGQ3|BX571856.1|mhci|seq308	antigen76|Q5HGQ3|BX571856.1|mhci|seq308
antigen76|Q5HGQ3|BX571856.1|mhci|seq308	antigen76|Q5HGQ3|BA000018.3|mhci|seq308
antigen76|Q5HGQ3|BX571856.1|mhci|seq340	antigen76|Q5HGQ3|BX571856.1|mhci|seq340
antigen76|Q5HGQ3|BX571856.1|mhci|seq340	antigen76|Q5HGQ3|BA000018.3|mhci|seq340
antigen76|Q5HGQ3|BX571856.1|mhci|seq372	antigen76|Q5HGQ3|BX571856.1|mhci|seq372
antigen76|Q5HGQ3|BX571856.1|mhci|seq372	antigen76|Q5HGQ3|BA000018.3|mhci|seq372
antigen76|Q5HGQ3|BX571856.1|mhci|seq404	antigen76|Q5HGQ3|BX571856.1|mhci|seq404
antigen76|Q5HGQ3|BX571856.1|mhci|seq404	antigen76|Q5HGQ3|BA000018.3|mhci|seq404
antigen76|Q5HGQ3|BX571856.1|mhci|seq436	antigen76|Q5HGQ3|BX571856.1|mhci|seq436
antigen76|Q5HGQ3|BX571856.1|mhci|seq436	antigen76|Q5HGQ3|BA000018.3|mhci|seq436
antigen76|Q5HGQ3|BX571856.1|mhci|seq468	antigen76|Q5HGQ3|BX571856.1|mhci|seq468
antigen76|Q5HGQ3|BX571856.1|mhci|seq468	antigen76|Q5HGQ3|BA000018.3|mhci|seq468
antigen76|Q5HGQ3|BX571856.1|mhci|seq500	antigen76|Q5HGQ3|BX571856.1|mhci|seq500
antigen76|Q5HGQ3|BX571856.1|mhci|seq532	antigen76|Q5HGQ3|BX571856.1|mhci|seq532
antigen76|Q5HGQ3|BX571856.1|mhci|seq532	antigen76|Q5HGQ3|BA000018.3|mhci|seq532
antigen76|Q5HGQ3|BX571856.1|mhci|seq21	antigen76|Q5HGQ3|BX571856.1|mhci|seq21
antigen76|Q5HGQ3|BX571856.1|mhci|seq21	antigen76|Q5HGQ3|BA000018.3|mhci|seq21
antigen76|Q5HGQ3|BX571856.1|mhci|seq21	antigen76|Q5HGQ3|BX571856.1|mhci|seq22
antigen76|Q5HGQ3|BX571856.1|mhci|seq21	antigen76|Q5HGQ3|BA000018.3|mhci|seq22
antigen76|Q5HGQ3|BX571856.1|mhci|seq53	antigen76|Q5HGQ3|BX571856.1|mhci|seq53
antigen76|Q5HGQ3|BX571856.1|mhci|seq53	antigen76|Q5HGQ3|BA000018.3|mhci|seq53
antigen76|Q5HGQ3|BX571856.1|mhci|seq53	antigen76|Q5HGQ3|BX571856.1|mhci|seq54
antigen76|Q5HGQ3|BX571856.1|mhci|seq53	antigen76|Q5HGQ3|BA000018.3|mhci|seq54
antigen76|Q5HGQ3|BX571856.1|mhci|seq85	antigen76|Q5HGQ3|BX571856.1|mhci|seq85
antigen76|Q5HGQ3|BX571856.1|mhci|seq85	antigen76|Q5HGQ3|BA000018.3|mhci|seq85
antigen76|Q5HGQ3|BX571856.1|mhci|seq117	antigen76|Q5HGQ3|BX571856.1|mhci|seq117
antigen76|Q5HGQ3|BX571856.1|mhci|seq117	antigen76|Q5HGQ3|BA000018.3|mhci|seq117
antigen76|Q5HGQ3|BX571856.1|mhci|seq149	antigen76|Q5HGQ3|BX571856.1|mhci|seq149
antigen76|Q5HGQ3|BX571856.1|mhci|seq149	antigen76|Q5HGQ3|BA000018.3|mhci|seq149
antigen76|Q5HGQ3|BX571856.1|mhci|seq181	antigen76|Q5HGQ3|BX571856.1|mhci|seq181
antigen76|Q5HGQ3|BX571856.1|mhci|seq181	antigen76|Q5HGQ3|BA000018.3|mhci|seq181
antigen76|Q5HGQ3|BX571856.1|mhci|seq213	antigen76|Q5HGQ3|BX571856.1|mhci|seq213
antigen76|Q5HGQ3|BX571856.1|mhci|seq213	antigen76|Q5HGQ3|BA000018.3|mhci|seq213
antigen76|Q5HGQ3|BX571856.1|mhci|seq213	antigen76|Q5HGQ3|BX571856.1|mhci|seq214
antigen76|Q5HGQ3|BX571856.1|mhci|seq213	antigen76|Q5HGQ3|BA000018.3|mhci|seq214
antigen76|Q5HGQ3|BX571856.1|mhci|seq245	antigen76|Q5HGQ3|BX571856.1|mhci|seq245
antigen76|Q5HGQ3|BX571856.1|mhci|seq245	antigen76|Q5HGQ3|BA000018.3|mhci|seq245
antigen76|Q5HGQ3|BX571856.1|mhci|seq245	antigen76|Q5HGQ3|BX571856.1|mhci|seq246
antigen76|Q5HGQ3|BX571856.1|mhci|seq245	antigen76|Q5HGQ3|BA000018.3|mhci|seq246
antigen76|Q5HGQ3|BX571856.1|mhci|seq277	antigen76|Q5HGQ3|BX571856.1|mhci|seq277
antigen76|Q5HGQ3|BX571856.1|mhci|seq277	antigen76|Q5HGQ3|BA000018.3|mhci|seq277
antigen76|Q5HGQ3|BX571856.1|mhci|seq277	antigen76|Q5HGQ3|BX571856.1|mhci|seq278
antigen76|Q5HGQ3|BX571856.1|mhci|seq277	antigen76|Q5HGQ3|BA000018.3|mhci|seq278
antigen76|Q5HGQ3|BX571856.1|mhci|seq309	antigen76|Q5HGQ3|BX571856.1|mhci|seq309
antigen76|Q5HGQ3|BX571856.1|mhci|seq309	antigen76|Q5HGQ3|BA000018.3|mhci|seq309
antigen76|Q5HGQ3|BX571856.1|mhci|seq309	antigen76|Q5HGQ3|BX571856.1|mhci|seq310
antigen76|Q5HGQ3|BX571856.1|mhci|seq309	antigen76|Q5HGQ3|BA000018.3|mhci|seq310
antigen76|Q5HGQ3|BX571856.1|mhci|seq341	antigen76|Q5HGQ3|BX571856.1|mhci|seq341
antigen76|Q5HGQ3|BX571856.1|mhci|seq341	antigen76|Q5HGQ3|BA000018.3|mhci|seq341
antigen76|Q5HGQ3|BX571856.1|mhci|seq341	antigen76|Q5HGQ3|BX571856.1|mhci|seq342
antigen76|Q5HGQ3|BX571856.1|mhci|seq341	antigen76|Q5HGQ3|BA000018.3|mhci|seq342
antigen76|Q5HGQ3|BX571856.1|mhci|seq373	antigen76|Q5HGQ3|BX571856.1|mhci|seq373
antigen76|Q5HGQ3|BX571856.1|mhci|seq373	antigen76|Q5HGQ3|BA000018.3|mhci|seq373
antigen76|Q5HGQ3|BX571856.1|mhci|seq373	antigen76|Q5HGQ3|BX571856.1|mhci|seq374
antigen76|Q5HGQ3|BX571856.1|mhci|seq373	antigen76|Q5HGQ3|BA000018.3|mhci|seq374
antigen76|Q5HGQ3|BX571856.1|mhci|seq405	antigen76|Q5HGQ3|BX571856.1|mhci|seq405
antigen76|Q5HGQ3|BX571856.1|mhci|seq405	antigen76|Q5HGQ3|BA000018.3|mhci|seq405
antigen76|Q5HGQ3|BX571856.1|mhci|seq405	antigen76|Q5HGQ3|BX571856.1|mhci|seq406
antigen76|Q5HGQ3|BX571856.1|mhci|seq405	antigen76|Q5HGQ3|BA000018.3|mhci|seq406
antigen76|Q5HGQ3|BX571856.1|mhci|seq437	antigen76|Q5HGQ3|BX571856.1|mhci|seq437
antigen76|Q5HGQ3|BX571856.1|mhci|seq437	antigen76|Q5HGQ3|BA000018.3|mhci|seq437
antigen76|Q5HGQ3|BX571856.1|mhci|seq437	antigen76|Q5HGQ3|BX571856.1|mhci|seq438
antigen76|Q5HGQ3|BX571856.1|mhci|seq437	antigen76|Q5HGQ3|BA000018.3|mhci|seq438
antigen76|Q5HGQ3|BX571856.1|mhci|seq469	antigen76|Q5HGQ3|BX571856.1|mhci|seq469
antigen76|Q5HGQ3|BX571856.1|mhci|seq469	antigen76|Q5HGQ3|BA000018.3|mhci|seq469
antigen76|Q5HGQ3|BX571856.1|mhci|seq469	antigen76|Q5HGQ3|BX571856.1|mhci|seq470
antigen76|Q5HGQ3|BX571856.1|mhci|seq469	antigen76|Q5HGQ3|BA000018.3|mhci|seq470
antigen76|Q5HGQ3|BX571856.1|mhci|seq533	antigen76|Q5HGQ3|BX571856.1|mhci|seq533
antigen76|Q5HGQ3|BX571856.1|mhci|seq533	antigen76|Q5HGQ3|BA000018.3|mhci|seq533
antigen76|Q5HGQ3|BX571856.1|mhci|seq16	antigen76|Q5HGQ3|BX571856.1|mhci|seq16
antigen76|Q5HGQ3|BX571856.1|mhci|seq16	antigen76|Q5HGQ3|BA000018.3|mhci|seq16
antigen76|Q5HGQ3|BX571856.1|mhci|seq48	antigen76|Q5HGQ3|BX571856.1|mhci|seq48
antigen76|Q5HGQ3|BX571856.1|mhci|seq48	antigen76|Q5HGQ3|BA000018.3|mhci|seq48
antigen76|Q5HGQ3|BX571856.1|mhci|seq80	antigen76|Q5HGQ3|BX571856.1|mhci|seq80
antigen76|Q5HGQ3|BX571856.1|mhci|seq112	antigen76|Q5HGQ3|BX571856.1|mhci|seq112
antigen76|Q5HGQ3|BX571856.1|mhci|seq112	antigen76|Q5HGQ3|BA000018.3|mhci|seq112
antigen76|Q5HGQ3|BX571856.1|mhci|seq144	antigen76|Q5HGQ3|BX571856.1|mhci|seq144
antigen76|Q5HGQ3|BX571856.1|mhci|seq144	antigen76|Q5HGQ3|BA000018.3|mhci|seq144
antigen76|Q5HGQ3|BX571856.1|mhci|seq176	antigen76|Q5HGQ3|BX571856.1|mhci|seq176
antigen76|Q5HGQ3|BX571856.1|mhci|seq176	antigen76|Q5HGQ3|BA000018.3|mhci|seq176
antigen76|Q5HGQ3|BX571856.1|mhci|seq208	antigen76|Q5HGQ3|BX571856.1|mhci|seq208
antigen76|Q5HGQ3|BX571856.1|mhci|seq208	antigen76|Q5HGQ3|BA000018.3|mhci|seq208
antigen76|Q5HGQ3|BX571856.1|mhci|seq240	antigen76|Q5HGQ3|BX571856.1|mhci|seq240
antigen76|Q5HGQ3|BX571856.1|mhci|seq240	antigen76|Q5HGQ3|BA000018.3|mhci|seq240
antigen76|Q5HGQ3|BX571856.1|mhci|seq272	antigen76|Q5HGQ3|BX571856.1|mhci|seq272
antigen76|Q5HGQ3|BX571856.1|mhci|seq272	antigen76|Q5HGQ3|BA000018.3|mhci|seq272
antigen76|Q5HGQ3|BX571856.1|mhci|seq304	antigen76|Q5HGQ3|BX571856.1|mhci|seq304
antigen76|Q5HGQ3|BX571856.1|mhci|seq336	antigen76|Q5HGQ3|BX571856.1|mhci|seq336
antigen76|Q5HGQ3|BX571856.1|mhci|seq336	antigen76|Q5HGQ3|BA000018.3|mhci|seq336
antigen76|Q5HGQ3|BX571856.1|mhci|seq368	antigen76|Q5HGQ3|BX571856.1|mhci|seq368
antigen76|Q5HGQ3|BX571856.1|mhci|seq368	antigen76|Q5HGQ3|BA000018.3|mhci|seq368
antigen76|Q5HGQ3|BX571856.1|mhci|seq400	antigen76|Q5HGQ3|BX571856.1|mhci|seq400
antigen76|Q5HGQ3|BX571856.1|mhci|seq400	antigen76|Q5HGQ3|BA000018.3|mhci|seq400
antigen76|Q5HGQ3|BX571856.1|mhci|seq432	antigen76|Q5HGQ3|BX571856.1|mhci|seq432
antigen76|Q5HGQ3|BX571856.1|mhci|seq432	antigen76|Q5HGQ3|BA000018.3|mhci|seq432
antigen76|Q5HGQ3|BX571856.1|mhci|seq464	antigen76|Q5HGQ3|BX571856.1|mhci|seq464
antigen76|Q5HGQ3|BX571856.1|mhci|seq464	antigen76|Q5HGQ3|BA000018.3|mhci|seq464
antigen76|Q5HGQ3|BX571856.1|mhci|seq496	antigen76|Q5HGQ3|BX571856.1|mhci|seq496
antigen76|Q5HGQ3|BX571856.1|mhci|seq528	antigen76|Q5HGQ3|BX571856.1|mhci|seq528
antigen76|Q5HGQ3|BX571856.1|mhci|seq528	antigen76|Q5HGQ3|BA000018.3|mhci|seq528
antigen76|Q5HGQ3|BX571856.1|mhci|seq17	antigen76|Q5HGQ3|BX571856.1|mhci|seq17
antigen76|Q5HGQ3|BX571856.1|mhci|seq17	antigen76|Q5HGQ3|BA000018.3|mhci|seq17
antigen76|Q5HGQ3|BX571856.1|mhci|seq17	antigen76|Q5HGQ3|BX571856.1|mhci|seq18
antigen76|Q5HGQ3|BX571856.1|mhci|seq17	antigen76|Q5HGQ3|BA000018.3|mhci|seq18
antigen76|Q5HGQ3|BX571856.1|mhci|seq49	antigen76|Q5HGQ3|BX571856.1|mhci|seq49
antigen76|Q5HGQ3|BX571856.1|mhci|seq49	antigen76|Q5HGQ3|BA000018.3|mhci|seq49
antigen76|Q5HGQ3|BX571856.1|mhci|seq49	antigen76|Q5HGQ3|BX571856.1|mhci|seq50
antigen76|Q5HGQ3|BX571856.1|mhci|seq49	antigen76|Q5HGQ3|BA000018.3|mhci|seq50
antigen76|Q5HGQ3|BX571856.1|mhci|seq81	antigen76|Q5HGQ3|BX571856.1|mhci|seq81
antigen76|Q5HGQ3|BX571856.1|mhci|seq113	antigen76|Q5HGQ3|BX571856.1|mhci|seq113
antigen76|Q5HGQ3|BX571856.1|mhci|seq113	antigen76|Q5HGQ3|BA000018.3|mhci|seq113
antigen76|Q5HGQ3|BX571856.1|mhci|seq145	antigen76|Q5HGQ3|BX571856.1|mhci|seq145
antigen76|Q5HGQ3|BX571856.1|mhci|seq145	antigen76|Q5HGQ3|BA000018.3|mhci|seq145
antigen76|Q5HGQ3|BX571856.1|mhci|seq177	antigen76|Q5HGQ3|BX571856.1|mhci|seq177
antigen76|Q5HGQ3|BX571856.1|mhci|seq177	antigen76|Q5HGQ3|BA000018.3|mhci|seq177
antigen76|Q5HGQ3|BX571856.1|mhci|seq209	antigen76|Q5HGQ3|BX571856.1|mhci|seq209
antigen76|Q5HGQ3|BX571856.1|mhci|seq209	antigen76|Q5HGQ3|BA000018.3|mhci|seq209
antigen76|Q5HGQ3|BX571856.1|mhci|seq209	antigen76|Q5HGQ3|BX571856.1|mhci|seq210
antigen76|Q5HGQ3|BX571856.1|mhci|seq209	antigen76|Q5HGQ3|BA000018.3|mhci|seq210
antigen76|Q5HGQ3|BX571856.1|mhci|seq241	antigen76|Q5HGQ3|BX571856.1|mhci|seq241
antigen76|Q5HGQ3|BX571856.1|mhci|seq241	antigen76|Q5HGQ3|BA000018.3|mhci|seq241
antigen76|Q5HGQ3|BX571856.1|mhci|seq241	antigen76|Q5HGQ3|BX571856.1|mhci|seq242
antigen76|Q5HGQ3|BX571856.1|mhci|seq241	antigen76|Q5HGQ3|BA000018.3|mhci|seq242
antigen76|Q5HGQ3|BX571856.1|mhci|seq273	antigen76|Q5HGQ3|BX571856.1|mhci|seq273
antigen76|Q5HGQ3|BX571856.1|mhci|seq273	antigen76|Q5HGQ3|BA000018.3|mhci|seq273
antigen76|Q5HGQ3|BX571856.1|mhci|seq273	antigen76|Q5HGQ3|BX571856.1|mhci|seq274
antigen76|Q5HGQ3|BX571856.1|mhci|seq273	antigen76|Q5HGQ3|BA000018.3|mhci|seq274
antigen76|Q5HGQ3|BX571856.1|mhci|seq305	antigen76|Q5HGQ3|BX571856.1|mhci|seq305
antigen76|Q5HGQ3|BX571856.1|mhci|seq305	antigen76|Q5HGQ3|BA000018.3|mhci|seq305
antigen76|Q5HGQ3|BX571856.1|mhci|seq305	antigen76|Q5HGQ3|BX571856.1|mhci|seq306
antigen76|Q5HGQ3|BX571856.1|mhci|seq305	antigen76|Q5HGQ3|BA000018.3|mhci|seq306
antigen76|Q5HGQ3|BX571856.1|mhci|seq337	antigen76|Q5HGQ3|BX571856.1|mhci|seq337
antigen76|Q5HGQ3|BX571856.1|mhci|seq337	antigen76|Q5HGQ3|BA000018.3|mhci|seq337
antigen76|Q5HGQ3|BX571856.1|mhci|seq337	antigen76|Q5HGQ3|BX571856.1|mhci|seq338
antigen76|Q5HGQ3|BX571856.1|mhci|seq337	antigen76|Q5HGQ3|BA000018.3|mhci|seq338
antigen76|Q5HGQ3|BX571856.1|mhci|seq369	antigen76|Q5HGQ3|BX571856.1|mhci|seq369
antigen76|Q5HGQ3|BX571856.1|mhci|seq369	antigen76|Q5HGQ3|BA000018.3|mhci|seq369
antigen76|Q5HGQ3|BX571856.1|mhci|seq369	antigen76|Q5HGQ3|BX571856.1|mhci|seq370
antigen76|Q5HGQ3|BX571856.1|mhci|seq369	antigen76|Q5HGQ3|BA000018.3|mhci|seq370
antigen76|Q5HGQ3|BX571856.1|mhci|seq401	antigen76|Q5HGQ3|BX571856.1|mhci|seq401
antigen76|Q5HGQ3|BX571856.1|mhci|seq401	antigen76|Q5HGQ3|BA000018.3|mhci|seq401
antigen76|Q5HGQ3|BX571856.1|mhci|seq401	antigen76|Q5HGQ3|BX571856.1|mhci|seq402
antigen76|Q5HGQ3|BX571856.1|mhci|seq401	antigen76|Q5HGQ3|BA000018.3|mhci|seq402
antigen76|Q5HGQ3|BX571856.1|mhci|seq433	antigen76|Q5HGQ3|BX571856.1|mhci|seq433
antigen76|Q5HGQ3|BX571856.1|mhci|seq433	antigen76|Q5HGQ3|BA000018.3|mhci|seq433
antigen76|Q5HGQ3|BX571856.1|mhci|seq433	antigen76|Q5HGQ3|BX571856.1|mhci|seq434
antigen76|Q5HGQ3|BX571856.1|mhci|seq433	antigen76|Q5HGQ3|BA000018.3|mhci|seq434
antigen76|Q5HGQ3|BX571856.1|mhci|seq465	antigen76|Q5HGQ3|BX571856.1|mhci|seq465
antigen76|Q5HGQ3|BX571856.1|mhci|seq465	antigen76|Q5HGQ3|BA000018.3|mhci|seq465
antigen76|Q5HGQ3|BX571856.1|mhci|seq465	antigen76|Q5HGQ3|BX571856.1|mhci|seq466
antigen76|Q5HGQ3|BX571856.1|mhci|seq465	antigen76|Q5HGQ3|BA000018.3|mhci|seq466
antigen76|Q5HGQ3|BX571856.1|mhci|seq497	antigen76|Q5HGQ3|BX571856.1|mhci|seq497
antigen76|Q5HGQ3|BX571856.1|mhci|seq497	antigen76|Q5HGQ3|BA000018.3|mhci|seq497
antigen76|Q5HGQ3|BX571856.1|mhci|seq497	antigen76|Q5HGQ3|BX571856.1|mhci|seq498
antigen76|Q5HGQ3|BX571856.1|mhci|seq497	antigen76|Q5HGQ3|BA000018.3|mhci|seq498
antigen76|Q5HGQ3|BX571856.1|mhci|seq529	antigen76|Q5HGQ3|BX571856.1|mhci|seq529
antigen76|Q5HGQ3|BX571856.1|mhci|seq529	antigen76|Q5HGQ3|BA000018.3|mhci|seq529
antigen76|Q5HGQ3|BX571856.1|mhci|seq529	antigen76|Q5HGQ3|BX571856.1|mhci|seq530
antigen76|Q5HGQ3|BX571856.1|mhci|seq529	antigen76|Q5HGQ3|BA000018.3|mhci|seq530
antigen76|Q5HGQ3|BA000018.3|mhci|seq279	antigen76|Q5HGQ3|BA000018.3|mhci|seq279
antigen76|Q5HGQ3|BA000018.3|mhci|seq407	antigen76|Q5HGQ3|BA000018.3|mhci|seq407
antigen76|Q5HGQ3|BX571856.1|mhci|seq82	antigen76|Q5HGQ3|BX571856.1|mhci|seq82
antigen76|Q5HGQ3|BX571856.1|mhci|seq82	antigen76|Q5HGQ3|BA000018.3|mhci|seq82
antigen76|Q5HGQ3|BX571856.1|mhci|seq82	antigen76|Q5HGQ3|BX571856.1|mhci|seq83
antigen76|Q5HGQ3|BX571856.1|mhci|seq82	antigen76|Q5HGQ3|BA000018.3|mhci|seq83
antigen76|Q5HGQ3|BX571856.1|mhci|seq114	antigen76|Q5HGQ3|BX571856.1|mhci|seq114
antigen76|Q5HGQ3|BX571856.1|mhci|seq114	antigen76|Q5HGQ3|BA000018.3|mhci|seq114
antigen76|Q5HGQ3|BX571856.1|mhci|seq114	antigen76|Q5HGQ3|BX571856.1|mhci|seq115
antigen76|Q5HGQ3|BX571856.1|mhci|seq114	antigen76|Q5HGQ3|BA000018.3|mhci|seq115
antigen76|Q5HGQ3|BX571856.1|mhci|seq146	antigen76|Q5HGQ3|BX571856.1|mhci|seq146
antigen76|Q5HGQ3|BX571856.1|mhci|seq146	antigen76|Q5HGQ3|BA000018.3|mhci|seq146
antigen76|Q5HGQ3|BX571856.1|mhci|seq146	antigen76|Q5HGQ3|BX571856.1|mhci|seq147
antigen76|Q5HGQ3|BX571856.1|mhci|seq146	antigen76|Q5HGQ3|BA000018.3|mhci|seq147
antigen76|Q5HGQ3|BX571856.1|mhci|seq178	antigen76|Q5HGQ3|BX571856.1|mhci|seq178
antigen76|Q5HGQ3|BX571856.1|mhci|seq178	antigen76|Q5HGQ3|BA000018.3|mhci|seq178
antigen76|Q5HGQ3|BX571856.1|mhci|seq178	antigen76|Q5HGQ3|BX571856.1|mhci|seq179
