antigen46|Q2YWH4|BX571856.1|mhci|seq709	antigen46|Q2YWH4|BX571856.1|mhci|seq709
antigen46|Q2YWH4|BX571856.1|mhci|seq511	antigen46|Q2YWH4|CP002114.3|mhci|seq515
antigen46|Q2YWH4|BX571856.1|mhci|seq639	antigen46|Q2YWH4|BX571856.1|mhci|seq639
antigen46|Q2YWH4|BX571856.1|mhci|seq639	antigen46|Q2YWH4|CP000253.1|mhci|seq647
antigen46|Q2YWH4|BX571856.1|mhci|seq639	antigen46|Q2YWH4|CP002114.3|mhci|seq643
antigen46|Q2YWH4|BX571856.1|mhci|seq703	antigen46|Q2YWH4|BX571856.1|mhci|seq703
antigen46|Q2YWH4|BX571856.1|mhci|seq735	antigen46|Q2YWH4|BX571856.1|mhci|seq735
antigen46|Q2YWH4|BX571856.1|mhci|seq767	antigen46|Q2YWH4|BX571856.1|mhci|seq767
antigen46|Q2YWH4|BX571856.1|mhci|seq1023	antigen46|Q2YWH4|BX571856.1|mhci|seq1023
antigen46|Q2YWH4|BX571856.1|mhci|seq1055	antigen46|Q2YWH4|BX571856.1|mhci|seq1055
antigen46|Q2YWH4|BX571856.1|mhci|seq1055	antigen46|Q2YWH4|CP002114.3|mhci|seq1055
antigen46|Q2YWH4|BX571856.1|mhci|seq1055	antigen46|Q2YWH4|CP000253.1|mhci|seq1055
antigen46|Q2YWH4|BX571856.1|mhci|seq1087	antigen46|Q2YWH4|BX571856.1|mhci|seq1087
antigen46|Q2YWH4|BX571856.1|mhci|seq1087	antigen46|Q2YWH4|CP002114.3|mhci|seq1087
antigen46|Q2YWH4|BX571856.1|mhci|seq1087	antigen46|Q2YWH4|CP000253.1|mhci|seq1087
antigen46|Q2YWH4|BX571856.1|mhci|seq1119	antigen46|Q2YWH4|BX571856.1|mhci|seq1119
antigen46|Q2YWH4|BX571856.1|mhci|seq1119	antigen46|Q2YWH4|CP002114.3|mhci|seq1119
antigen46|Q2YWH4|BX571856.1|mhci|seq1119	antigen46|Q2YWH4|CP000253.1|mhci|seq1119
antigen46|Q2YWH4|BX571856.1|mhci|seq1151	antigen46|Q2YWH4|BX571856.1|mhci|seq1151
antigen46|Q2YWH4|BX571856.1|mhci|seq1151	antigen46|Q2YWH4|CP002114.3|mhci|seq1151
antigen46|Q2YWH4|BX571856.1|mhci|seq1151	antigen46|Q2YWH4|CP000253.1|mhci|seq1151
antigen46|Q2YWH4|BX571856.1|mhci|seq1183	antigen46|Q2YWH4|BX571856.1|mhci|seq1183
antigen46|Q2YWH4|BX571856.1|mhci|seq1183	antigen46|Q2YWH4|CP002114.3|mhci|seq1183
antigen46|Q2YWH4|BX571856.1|mhci|seq1183	antigen46|Q2YWH4|CP000253.1|mhci|seq1183
antigen46|Q2YWH4|CP000253.1|mhci|seq68	antigen46|Q2YWH4|CP000253.1|mhci|seq68
antigen46|Q2YWH4|CP000253.1|mhci|seq68	antigen46|Q2YWH4|BX571856.1|mhci|seq68
antigen46|Q2YWH4|CP000253.1|mhci|seq68	antigen46|Q2YWH4|CP002114.3|mhci|seq64
antigen46|Q2YWH4|CP000253.1|mhci|seq100	antigen46|Q2YWH4|CP000253.1|mhci|seq100
antigen46|Q2YWH4|CP000253.1|mhci|seq100	antigen46|Q2YWH4|BX571856.1|mhci|seq100
antigen46|Q2YWH4|CP000253.1|mhci|seq100	antigen46|Q2YWH4|CP002114.3|mhci|seq96
antigen46|Q2YWH4|CP000253.1|mhci|seq132	antigen46|Q2YWH4|CP000253.1|mhci|seq132
antigen46|Q2YWH4|CP000253.1|mhci|seq132	antigen46|Q2YWH4|BX571856.1|mhci|seq132
antigen46|Q2YWH4|CP000253.1|mhci|seq132	antigen46|Q2YWH4|CP002114.3|mhci|seq128
antigen46|Q2YWH4|CP000253.1|mhci|seq420	antigen46|Q2YWH4|CP000253.1|mhci|seq420
antigen46|Q2YWH4|CP000253.1|mhci|seq420	antigen46|Q2YWH4|BX571856.1|mhci|seq416
antigen46|Q2YWH4|CP000253.1|mhci|seq420	antigen46|Q2YWH4|CP002114.3|mhci|seq416
antigen46|Q2YWH4|CP000253.1|mhci|seq484	antigen46|Q2YWH4|CP000253.1|mhci|seq484
antigen46|Q2YWH4|CP000253.1|mhci|seq484	antigen46|Q2YWH4|CP002114.3|mhci|seq480
antigen46|Q2YWH4|CP000253.1|mhci|seq484	antigen46|Q2YWH4|BX571856.1|mhci|seq476
antigen46|Q2YWH4|CP000253.1|mhci|seq612	antigen46|Q2YWH4|CP000253.1|mhci|seq612
antigen46|Q2YWH4|CP000253.1|mhci|seq612	antigen46|Q2YWH4|BX571856.1|mhci|seq608
antigen46|Q2YWH4|CP000253.1|mhci|seq612	antigen46|Q2YWH4|CP002114.3|mhci|seq608
antigen46|Q2YWH4|CP000253.1|mhci|seq644	antigen46|Q2YWH4|CP000253.1|mhci|seq644
antigen46|Q2YWH4|CP000253.1|mhci|seq676	antigen46|Q2YWH4|CP000253.1|mhci|seq676
antigen46|Q2YWH4|CP000253.1|mhci|seq676	antigen46|Q2YWH4|BX571856.1|mhci|seq672
antigen46|Q2YWH4|CP000253.1|mhci|seq676	antigen46|Q2YWH4|CP002114.3|mhci|seq672
antigen46|Q2YWH4|CP000253.1|mhci|seq740	antigen46|Q2YWH4|CP000253.1|mhci|seq740
antigen46|Q2YWH4|CP000253.1|mhci|seq772	antigen46|Q2YWH4|CP000253.1|mhci|seq772
antigen46|Q2YWH4|CP000253.1|mhci|seq804	antigen46|Q2YWH4|CP000253.1|mhci|seq804
antigen46|Q2YWH4|CP000253.1|mhci|seq804	antigen46|Q2YWH4|BX571856.1|mhci|seq800
antigen46|Q2YWH4|CP000253.1|mhci|seq804	antigen46|Q2YWH4|CP002114.3|mhci|seq800
antigen46|Q2YWH4|CP000253.1|mhci|seq836	antigen46|Q2YWH4|CP000253.1|mhci|seq836
antigen46|Q2YWH4|CP000253.1|mhci|seq836	antigen46|Q2YWH4|BX571856.1|mhci|seq832
antigen46|Q2YWH4|CP000253.1|mhci|seq836	antigen46|Q2YWH4|CP002114.3|mhci|seq828
antigen46|Q2YWH4|CP000253.1|mhci|seq868	antigen46|Q2YWH4|CP000253.1|mhci|seq868
antigen46|Q2YWH4|CP000253.1|mhci|seq868	antigen46|Q2YWH4|BX571856.1|mhci|seq864
antigen46|Q2YWH4|CP000253.1|mhci|seq868	antigen46|Q2YWH4|CP002114.3|mhci|seq860
antigen46|Q2YWH4|CP000253.1|mhci|seq900	antigen46|Q2YWH4|CP000253.1|mhci|seq900
antigen46|Q2YWH4|CP000253.1|mhci|seq900	antigen46|Q2YWH4|BX571856.1|mhci|seq896
antigen46|Q2YWH4|CP000253.1|mhci|seq900	antigen46|Q2YWH4|CP002114.3|mhci|seq896
antigen46|Q2YWH4|CP000253.1|mhci|seq932	antigen46|Q2YWH4|CP000253.1|mhci|seq932
antigen46|Q2YWH4|CP000253.1|mhci|seq932	antigen46|Q2YWH4|BX571856.1|mhci|seq928
antigen46|Q2YWH4|CP000253.1|mhci|seq932	antigen46|Q2YWH4|CP002114.3|mhci|seq928
antigen46|Q2YWH4|CP000253.1|mhci|seq964	antigen46|Q2YWH4|CP000253.1|mhci|seq964
antigen46|Q2YWH4|CP000253.1|mhci|seq964	antigen46|Q2YWH4|BX571856.1|mhci|seq960
antigen46|Q2YWH4|CP000253.1|mhci|seq964	antigen46|Q2YWH4|CP002114.3|mhci|seq960
antigen46|Q2YWH4|CP000253.1|mhci|seq996	antigen46|Q2YWH4|CP000253.1|mhci|seq996
antigen46|Q2YWH4|CP000253.1|mhci|seq996	antigen46|Q2YWH4|BX571856.1|mhci|seq992
antigen46|Q2YWH4|CP000253.1|mhci|seq996	antigen46|Q2YWH4|CP002114.3|mhci|seq996
antigen46|Q2YWH4|CP000253.1|mhci|seq1060	antigen46|Q2YWH4|CP000253.1|mhci|seq1060
antigen46|Q2YWH4|CP000253.1|mhci|seq1060	antigen46|Q2YWH4|BX571856.1|mhci|seq1060
antigen46|Q2YWH4|CP000253.1|mhci|seq1060	antigen46|Q2YWH4|CP002114.3|mhci|seq1060
antigen46|Q2YWH4|CP000253.1|mhci|seq1092	antigen46|Q2YWH4|CP000253.1|mhci|seq1092
antigen46|Q2YWH4|CP000253.1|mhci|seq1092	antigen46|Q2YWH4|BX571856.1|mhci|seq1092
antigen46|Q2YWH4|CP000253.1|mhci|seq1092	antigen46|Q2YWH4|CP002114.3|mhci|seq1092
antigen46|Q2YWH4|CP000253.1|mhci|seq1124	antigen46|Q2YWH4|CP000253.1|mhci|seq1124
antigen46|Q2YWH4|CP000253.1|mhci|seq1156	antigen46|Q2YWH4|CP000253.1|mhci|seq1156
antigen46|Q2YWH4|CP000253.1|mhci|seq1156	antigen46|Q2YWH4|BX571856.1|mhci|seq1156
antigen46|Q2YWH4|CP000253.1|mhci|seq1156	antigen46|Q2YWH4|CP002114.3|mhci|seq1156
antigen46|Q2YWH4|CP000253.1|mhci|seq1188	antigen46|Q2YWH4|CP000253.1|mhci|seq1188
antigen46|Q2YWH4|CP000253.1|mhci|seq1188	antigen46|Q2YWH4|BX571856.1|mhci|seq1188
antigen46|Q2YWH4|CP000253.1|mhci|seq1188	antigen46|Q2YWH4|CP002114.3|mhci|seq1188
antigen46|Q2YWH4|CP002114.3|mhci|seq18	antigen46|Q2YWH4|CP002114.3|mhci|seq18
antigen46|Q2YWH4|CP002114.3|mhci|seq18	antigen46|Q2YWH4|CP000253.1|mhci|seq18
antigen46|Q2YWH4|CP002114.3|mhci|seq18	antigen46|Q2YWH4|BX571856.1|mhci|seq18
antigen46|Q2YWH4|CP002114.3|mhci|seq50	antigen46|Q2YWH4|CP002114.3|mhci|seq50
antigen46|Q2YWH4|CP002114.3|mhci|seq50	antigen46|Q2YWH4|CP000253.1|mhci|seq54
antigen46|Q2YWH4|CP002114.3|mhci|seq50	antigen46|Q2YWH4|BX571856.1|mhci|seq54
antigen46|Q2YWH4|CP002114.3|mhci|seq82	antigen46|Q2YWH4|CP002114.3|mhci|seq82
antigen46|Q2YWH4|CP002114.3|mhci|seq82	antigen46|Q2YWH4|CP000253.1|mhci|seq86
antigen46|Q2YWH4|CP002114.3|mhci|seq82	antigen46|Q2YWH4|BX571856.1|mhci|seq86
antigen46|Q2YWH4|CP002114.3|mhci|seq82	antigen46|Q2YWH4|CP002114.3|mhci|seq83
antigen46|Q2YWH4|CP002114.3|mhci|seq82	antigen46|Q2YWH4|CP000253.1|mhci|seq87
antigen46|Q2YWH4|CP002114.3|mhci|seq82	antigen46|Q2YWH4|BX571856.1|mhci|seq87
antigen46|Q2YWH4|CP002114.3|mhci|seq82	antigen46|Q2YWH4|CP000253.1|mhci|seq773
antigen46|Q2YWH4|CP002114.3|mhci|seq82	antigen46|Q2YWH4|BX571856.1|mhci|seq769
antigen46|Q2YWH4|CP002114.3|mhci|seq82	antigen46|Q2YWH4|CP002114.3|mhci|seq769
antigen46|Q2YWH4|CP002114.3|mhci|seq114	antigen46|Q2YWH4|CP002114.3|mhci|seq114
antigen46|Q2YWH4|CP002114.3|mhci|seq114	antigen46|Q2YWH4|CP000253.1|mhci|seq118
antigen46|Q2YWH4|CP002114.3|mhci|seq114	antigen46|Q2YWH4|BX571856.1|mhci|seq118
antigen46|Q2YWH4|CP002114.3|mhci|seq114	antigen46|Q2YWH4|CP002114.3|mhci|seq115
antigen46|Q2YWH4|CP002114.3|mhci|seq114	antigen46|Q2YWH4|CP000253.1|mhci|seq119
antigen46|Q2YWH4|CP002114.3|mhci|seq114	antigen46|Q2YWH4|BX571856.1|mhci|seq119
antigen46|Q2YWH4|CP002114.3|mhci|seq146	antigen46|Q2YWH4|CP002114.3|mhci|seq146
antigen46|Q2YWH4|CP002114.3|mhci|seq146	antigen46|Q2YWH4|CP000253.1|mhci|seq146
antigen46|Q2YWH4|CP002114.3|mhci|seq146	antigen46|Q2YWH4|BX571856.1|mhci|seq146
antigen46|Q2YWH4|CP002114.3|mhci|seq146	antigen46|Q2YWH4|CP002114.3|mhci|seq147
antigen46|Q2YWH4|CP002114.3|mhci|seq146	antigen46|Q2YWH4|CP000253.1|mhci|seq147
antigen46|Q2YWH4|CP002114.3|mhci|seq146	antigen46|Q2YWH4|BX571856.1|mhci|seq147
antigen46|Q2YWH4|CP002114.3|mhci|seq178	antigen46|Q2YWH4|CP002114.3|mhci|seq178
antigen46|Q2YWH4|CP002114.3|mhci|seq210	antigen46|Q2YWH4|CP002114.3|mhci|seq210
antigen46|Q2YWH4|CP002114.3|mhci|seq210	antigen46|Q2YWH4|CP000253.1|mhci|seq214
antigen46|Q2YWH4|CP002114.3|mhci|seq210	antigen46|Q2YWH4|BX571856.1|mhci|seq210
antigen46|Q2YWH4|CP002114.3|mhci|seq242	antigen46|Q2YWH4|CP002114.3|mhci|seq242
antigen46|Q2YWH4|CP002114.3|mhci|seq242	antigen46|Q2YWH4|CP000253.1|mhci|seq246
antigen46|Q2YWH4|CP002114.3|mhci|seq242	antigen46|Q2YWH4|BX571856.1|mhci|seq242
antigen46|Q2YWH4|CP002114.3|mhci|seq274	antigen46|Q2YWH4|CP002114.3|mhci|seq274
antigen46|Q2YWH4|CP002114.3|mhci|seq274	antigen46|Q2YWH4|BX571856.1|mhci|seq270
antigen46|Q2YWH4|CP002114.3|mhci|seq274	antigen46|Q2YWH4|CP000253.1|mhci|seq278
antigen46|Q2YWH4|CP002114.3|mhci|seq306	antigen46|Q2YWH4|CP002114.3|mhci|seq306
antigen46|Q2YWH4|CP002114.3|mhci|seq338	antigen46|Q2YWH4|CP002114.3|mhci|seq338
antigen46|Q2YWH4|CP002114.3|mhci|seq338	antigen46|Q2YWH4|CP000253.1|mhci|seq342
antigen46|Q2YWH4|CP002114.3|mhci|seq338	antigen46|Q2YWH4|BX571856.1|mhci|seq338
antigen46|Q2YWH4|CP002114.3|mhci|seq402	antigen46|Q2YWH4|CP002114.3|mhci|seq402
antigen46|Q2YWH4|CP002114.3|mhci|seq434	antigen46|Q2YWH4|CP002114.3|mhci|seq434
antigen46|Q2YWH4|CP002114.3|mhci|seq434	antigen46|Q2YWH4|CP000253.1|mhci|seq438
antigen46|Q2YWH4|CP002114.3|mhci|seq434	antigen46|Q2YWH4|BX571856.1|mhci|seq434
antigen46|Q2YWH4|CP002114.3|mhci|seq466	antigen46|Q2YWH4|CP002114.3|mhci|seq466
antigen46|Q2YWH4|CP002114.3|mhci|seq466	antigen46|Q2YWH4|BX571856.1|mhci|seq462
antigen46|Q2YWH4|CP002114.3|mhci|seq466	antigen46|Q2YWH4|CP000253.1|mhci|seq470
antigen46|Q2YWH4|CP002114.3|mhci|seq498	antigen46|Q2YWH4|CP002114.3|mhci|seq498
antigen46|Q2YWH4|CP002114.3|mhci|seq530	antigen46|Q2YWH4|CP002114.3|mhci|seq530
antigen46|Q2YWH4|CP002114.3|mhci|seq530	antigen46|Q2YWH4|BX571856.1|mhci|seq526
antigen46|Q2YWH4|CP002114.3|mhci|seq530	antigen46|Q2YWH4|CP000253.1|mhci|seq534
antigen46|Q2YWH4|CP002114.3|mhci|seq562	antigen46|Q2YWH4|CP002114.3|mhci|seq562
antigen46|Q2YWH4|CP002114.3|mhci|seq562	antigen46|Q2YWH4|BX571856.1|mhci|seq558
antigen46|Q2YWH4|CP002114.3|mhci|seq562	antigen46|Q2YWH4|CP000253.1|mhci|seq566
antigen46|Q2YWH4|CP002114.3|mhci|seq594	antigen46|Q2YWH4|CP002114.3|mhci|seq594
antigen46|Q2YWH4|CP002114.3|mhci|seq626	antigen46|Q2YWH4|CP002114.3|mhci|seq626
antigen46|Q2YWH4|CP002114.3|mhci|seq626	antigen46|Q2YWH4|BX571856.1|mhci|seq622
antigen46|Q2YWH4|CP002114.3|mhci|seq626	antigen46|Q2YWH4|CP000253.1|mhci|seq630
antigen46|Q2YWH4|CP002114.3|mhci|seq658	antigen46|Q2YWH4|CP002114.3|mhci|seq658
antigen46|Q2YWH4|CP002114.3|mhci|seq658	antigen46|Q2YWH4|BX571856.1|mhci|seq654
antigen46|Q2YWH4|CP002114.3|mhci|seq658	antigen46|Q2YWH4|CP000253.1|mhci|seq662
antigen46|Q2YWH4|CP002114.3|mhci|seq722	antigen46|Q2YWH4|CP002114.3|mhci|seq722
antigen46|Q2YWH4|CP002114.3|mhci|seq722	antigen46|Q2YWH4|CP000253.1|mhci|seq726
antigen46|Q2YWH4|CP002114.3|mhci|seq722	antigen46|Q2YWH4|BX571856.1|mhci|seq722
antigen46|Q2YWH4|CP002114.3|mhci|seq818	antigen46|Q2YWH4|CP002114.3|mhci|seq818
antigen46|Q2YWH4|CP002114.3|mhci|seq818	antigen46|Q2YWH4|CP000253.1|mhci|seq822
antigen46|Q2YWH4|CP002114.3|mhci|seq818	antigen46|Q2YWH4|BX571856.1|mhci|seq818
antigen46|Q2YWH4|CP002114.3|mhci|seq882	antigen46|Q2YWH4|CP002114.3|mhci|seq882
antigen46|Q2YWH4|CP002114.3|mhci|seq882	antigen46|Q2YWH4|CP000253.1|mhci|seq886
antigen46|Q2YWH4|CP002114.3|mhci|seq882	antigen46|Q2YWH4|BX571856.1|mhci|seq882
antigen46|Q2YWH4|CP002114.3|mhci|seq946	antigen46|Q2YWH4|CP002114.3|mhci|seq946
antigen46|Q2YWH4|CP002114.3|mhci|seq946	antigen46|Q2YWH4|CP000253.1|mhci|seq950
antigen46|Q2YWH4|CP002114.3|mhci|seq946	antigen46|Q2YWH4|BX571856.1|mhci|seq946
antigen46|Q2YWH4|CP002114.3|mhci|seq978	antigen46|Q2YWH4|CP002114.3|mhci|seq978
antigen46|Q2YWH4|CP002114.3|mhci|seq978	antigen46|Q2YWH4|CP000253.1|mhci|seq982
antigen46|Q2YWH4|CP002114.3|mhci|seq978	antigen46|Q2YWH4|BX571856.1|mhci|seq978
antigen46|Q2YWH4|CP002114.3|mhci|seq978	antigen46|Q2YWH4|CP000253.1|mhci|seq78
antigen46|Q2YWH4|CP002114.3|mhci|seq978	antigen46|Q2YWH4|BX571856.1|mhci|seq78
antigen46|Q2YWH4|CP002114.3|mhci|seq978	antigen46|Q2YWH4|CP002114.3|mhci|seq74
antigen46|Q2YWH4|CP002114.3|mhci|seq1042	antigen46|Q2YWH4|CP002114.3|mhci|seq1042
antigen46|Q2YWH4|CP002114.3|mhci|seq1042	antigen46|Q2YWH4|CP000253.1|mhci|seq1042
antigen46|Q2YWH4|CP002114.3|mhci|seq1042	antigen46|Q2YWH4|BX571856.1|mhci|seq1038
antigen46|Q2YWH4|CP002114.3|mhci|seq1074	antigen46|Q2YWH4|CP002114.3|mhci|seq1074
antigen46|Q2YWH4|CP002114.3|mhci|seq1074	antigen46|Q2YWH4|CP000253.1|mhci|seq1074
antigen46|Q2YWH4|CP002114.3|mhci|seq1074	antigen46|Q2YWH4|BX571856.1|mhci|seq1074
antigen46|Q2YWH4|CP002114.3|mhci|seq1074	antigen46|Q2YWH4|CP002114.3|mhci|seq817
antigen46|Q2YWH4|CP002114.3|mhci|seq1074	antigen46|Q2YWH4|CP000253.1|mhci|seq821
antigen46|Q2YWH4|CP002114.3|mhci|seq1074	antigen46|Q2YWH4|BX571856.1|mhci|seq817
antigen46|Q2YWH4|BX571856.1|mhci|seq64	antigen46|Q2YWH4|BX571856.1|mhci|seq64
antigen46|Q2YWH4|BX571856.1|mhci|seq64	antigen46|Q2YWH4|CP002114.3|mhci|seq60
antigen46|Q2YWH4|BX571856.1|mhci|seq64	antigen46|Q2YWH4|CP000253.1|mhci|seq64
antigen46|Q2YWH4|BX571856.1|mhci|seq96	antigen46|Q2YWH4|BX571856.1|mhci|seq96
antigen46|Q2YWH4|BX571856.1|mhci|seq96	antigen46|Q2YWH4|CP002114.3|mhci|seq92
antigen46|Q2YWH4|BX571856.1|mhci|seq96	antigen46|Q2YWH4|CP000253.1|mhci|seq96
antigen46|Q2YWH4|BX571856.1|mhci|seq128	antigen46|Q2YWH4|BX571856.1|mhci|seq128
antigen46|Q2YWH4|BX571856.1|mhci|seq128	antigen46|Q2YWH4|CP002114.3|mhci|seq124
antigen46|Q2YWH4|BX571856.1|mhci|seq128	antigen46|Q2YWH4|CP000253.1|mhci|seq128
antigen46|Q2YWH4|BX571856.1|mhci|seq160	antigen46|Q2YWH4|BX571856.1|mhci|seq160
antigen46|Q2YWH4|BX571856.1|mhci|seq160	antigen46|Q2YWH4|CP002114.3|mhci|seq160
antigen46|Q2YWH4|BX571856.1|mhci|seq160	antigen46|Q2YWH4|CP000253.1|mhci|seq160
antigen46|Q2YWH4|BX571856.1|mhci|seq512	antigen46|Q2YWH4|BX571856.1|mhci|seq512
antigen46|Q2YWH4|BX571856.1|mhci|seq512	antigen46|Q2YWH4|CP000253.1|mhci|seq520
antigen46|Q2YWH4|BX571856.1|mhci|seq512	antigen46|Q2YWH4|CP002114.3|mhci|seq516
antigen46|Q2YWH4|BX571856.1|mhci|seq640	antigen46|Q2YWH4|BX571856.1|mhci|seq640
antigen46|Q2YWH4|BX571856.1|mhci|seq640	antigen46|Q2YWH4|CP000253.1|mhci|seq648
antigen46|Q2YWH4|BX571856.1|mhci|seq640	antigen46|Q2YWH4|CP002114.3|mhci|seq644
antigen46|Q2YWH4|BX571856.1|mhci|seq736	antigen46|Q2YWH4|BX571856.1|mhci|seq736
antigen46|Q2YWH4|BX571856.1|mhci|seq768	antigen46|Q2YWH4|BX571856.1|mhci|seq768
antigen46|Q2YWH4|BX571856.1|mhci|seq1024	antigen46|Q2YWH4|BX571856.1|mhci|seq1024
antigen46|Q2YWH4|BX571856.1|mhci|seq1056	antigen46|Q2YWH4|BX571856.1|mhci|seq1056
antigen46|Q2YWH4|BX571856.1|mhci|seq1056	antigen46|Q2YWH4|CP002114.3|mhci|seq1056
antigen46|Q2YWH4|BX571856.1|mhci|seq1056	antigen46|Q2YWH4|CP000253.1|mhci|seq1056
antigen46|Q2YWH4|BX571856.1|mhci|seq1088	antigen46|Q2YWH4|BX571856.1|mhci|seq1088
antigen46|Q2YWH4|BX571856.1|mhci|seq1088	antigen46|Q2YWH4|CP002114.3|mhci|seq1088
antigen46|Q2YWH4|BX571856.1|mhci|seq1088	antigen46|Q2YWH4|CP000253.1|mhci|seq1088
antigen46|Q2YWH4|BX571856.1|mhci|seq1120	antigen46|Q2YWH4|BX571856.1|mhci|seq1120
antigen46|Q2YWH4|BX571856.1|mhci|seq1120	antigen46|Q2YWH4|CP002114.3|mhci|seq1120
antigen46|Q2YWH4|BX571856.1|mhci|seq1120	antigen46|Q2YWH4|CP000253.1|mhci|seq1120
antigen46|Q2YWH4|BX571856.1|mhci|seq1152	antigen46|Q2YWH4|BX571856.1|mhci|seq1152
antigen46|Q2YWH4|BX571856.1|mhci|seq1152	antigen46|Q2YWH4|CP002114.3|mhci|seq1152
antigen46|Q2YWH4|BX571856.1|mhci|seq1152	antigen46|Q2YWH4|CP000253.1|mhci|seq1152
antigen46|Q2YWH4|BX571856.1|mhci|seq1184	antigen46|Q2YWH4|BX571856.1|mhci|seq1184
antigen46|Q2YWH4|BX571856.1|mhci|seq1184	antigen46|Q2YWH4|CP002114.3|mhci|seq1184
antigen46|Q2YWH4|BX571856.1|mhci|seq1184	antigen46|Q2YWH4|CP000253.1|mhci|seq1184
antigen46|Q2YWH4|CP000253.1|mhci|seq5	antigen46|Q2YWH4|CP000253.1|mhci|seq5
antigen46|Q2YWH4|CP000253.1|mhci|seq5	antigen46|Q2YWH4|BX571856.1|mhci|seq5
antigen46|Q2YWH4|CP000253.1|mhci|seq5	antigen46|Q2YWH4|CP002114.3|mhci|seq5
antigen46|Q2YWH4|CP000253.1|mhci|seq69	antigen46|Q2YWH4|CP000253.1|mhci|seq69
antigen46|Q2YWH4|CP000253.1|mhci|seq69	antigen46|Q2YWH4|BX571856.1|mhci|seq69
antigen46|Q2YWH4|CP000253.1|mhci|seq69	antigen46|Q2YWH4|CP002114.3|mhci|seq65
antigen46|Q2YWH4|CP000253.1|mhci|seq101	antigen46|Q2YWH4|CP000253.1|mhci|seq101
antigen46|Q2YWH4|CP000253.1|mhci|seq101	antigen46|Q2YWH4|BX571856.1|mhci|seq101
antigen46|Q2YWH4|CP000253.1|mhci|seq101	antigen46|Q2YWH4|CP002114.3|mhci|seq97
antigen46|Q2YWH4|CP000253.1|mhci|seq133	antigen46|Q2YWH4|CP000253.1|mhci|seq133
antigen46|Q2YWH4|CP000253.1|mhci|seq133	antigen46|Q2YWH4|BX571856.1|mhci|seq133
antigen46|Q2YWH4|CP000253.1|mhci|seq133	antigen46|Q2YWH4|CP002114.3|mhci|seq129
antigen46|Q2YWH4|CP000253.1|mhci|seq197	antigen46|Q2YWH4|CP000253.1|mhci|seq197
antigen46|Q2YWH4|CP000253.1|mhci|seq197	antigen46|Q2YWH4|BX571856.1|mhci|seq197
antigen46|Q2YWH4|CP000253.1|mhci|seq197	antigen46|Q2YWH4|CP002114.3|mhci|seq193
antigen46|Q2YWH4|CP000253.1|mhci|seq229	antigen46|Q2YWH4|CP000253.1|mhci|seq229
antigen46|Q2YWH4|CP000253.1|mhci|seq229	antigen46|Q2YWH4|BX571856.1|mhci|seq225
antigen46|Q2YWH4|CP000253.1|mhci|seq229	antigen46|Q2YWH4|CP002114.3|mhci|seq225
antigen46|Q2YWH4|CP000253.1|mhci|seq261	antigen46|Q2YWH4|CP000253.1|mhci|seq261
antigen46|Q2YWH4|CP000253.1|mhci|seq293	antigen46|Q2YWH4|CP000253.1|mhci|seq293
antigen46|Q2YWH4|CP000253.1|mhci|seq293	antigen46|Q2YWH4|BX571856.1|mhci|seq289
antigen46|Q2YWH4|CP000253.1|mhci|seq293	antigen46|Q2YWH4|CP002114.3|mhci|seq289
antigen46|Q2YWH4|CP000253.1|mhci|seq325	antigen46|Q2YWH4|CP000253.1|mhci|seq325
antigen46|Q2YWH4|CP000253.1|mhci|seq325	antigen46|Q2YWH4|BX571856.1|mhci|seq321
antigen46|Q2YWH4|CP000253.1|mhci|seq325	antigen46|Q2YWH4|CP002114.3|mhci|seq321
antigen46|Q2YWH4|CP000253.1|mhci|seq357	antigen46|Q2YWH4|CP000253.1|mhci|seq357
antigen46|Q2YWH4|CP000253.1|mhci|seq357	antigen46|Q2YWH4|BX571856.1|mhci|seq353
antigen46|Q2YWH4|CP000253.1|mhci|seq357	antigen46|Q2YWH4|CP002114.3|mhci|seq353
antigen46|Q2YWH4|CP000253.1|mhci|seq389	antigen46|Q2YWH4|CP000253.1|mhci|seq389
antigen46|Q2YWH4|CP000253.1|mhci|seq389	antigen46|Q2YWH4|BX571856.1|mhci|seq385
antigen46|Q2YWH4|CP000253.1|mhci|seq389	antigen46|Q2YWH4|CP002114.3|mhci|seq385
antigen46|Q2YWH4|CP000253.1|mhci|seq421	antigen46|Q2YWH4|CP000253.1|mhci|seq421
antigen46|Q2YWH4|CP000253.1|mhci|seq421	antigen46|Q2YWH4|BX571856.1|mhci|seq417
antigen46|Q2YWH4|CP000253.1|mhci|seq421	antigen46|Q2YWH4|CP002114.3|mhci|seq417
antigen46|Q2YWH4|CP000253.1|mhci|seq581	antigen46|Q2YWH4|CP000253.1|mhci|seq581
antigen46|Q2YWH4|CP000253.1|mhci|seq581	antigen46|Q2YWH4|BX571856.1|mhci|seq577
antigen46|Q2YWH4|CP000253.1|mhci|seq581	antigen46|Q2YWH4|CP002114.3|mhci|seq577
antigen46|Q2YWH4|CP000253.1|mhci|seq613	antigen46|Q2YWH4|CP000253.1|mhci|seq613
antigen46|Q2YWH4|CP000253.1|mhci|seq613	antigen46|Q2YWH4|BX571856.1|mhci|seq609
antigen46|Q2YWH4|CP000253.1|mhci|seq613	antigen46|Q2YWH4|CP002114.3|mhci|seq609
antigen46|Q2YWH4|CP000253.1|mhci|seq677	antigen46|Q2YWH4|CP000253.1|mhci|seq677
