accession,label
Q9HUK1,random
Q9HUW9,random
Q9HUY1,random
Q9HUZ8,positive
Q9HV35,random
Q9HV65,positive
Q9HV67,random
Q9HV68,random
Q9HVA4,positive
Q9HVN8,positive
Q9HW10,positive
Q9HWC8,random
Q9HWF5,random
Q9HWI0,positive
Q9HWM3,positive
Q9HX20,random
Q9HX82,positive
Q9HXI4,random
Q9HXJ1,random
Q9HXX9,positive
Q9HXY9,random
Q9HY62,random
Q9HY69,random
Q9HY90,positive
Q9HYH5,random
Q9HYK5,positive
Q9HYL2,positive
Q9HZ00,positive
Q9HZ04,positive
Q9HZN5,random
Q9HZN8,random
Q9HZP7,random
Q9I0A3,random
Q9I0C6,positive
Q9I0I6,random
Q9I0J1,random
Q9I0K3,positive
Q9I0T2,positive
Q9I0X0,positive
Q9I0X4,random
Q9I0X9,positive
Q9I1F4,positive
Q9I1Q2,positive
Q9I1S2,positive
Q9I1T6,positive
Q9I1W8,random
Q9I1Z2,positive
Q9I2P3,positive
Q9I2P8,random
Q9I2W4,random
Q9I2X2,positive
Q9I3A5,positive
Q9I3D5,positive
Q9I3M9,random
Q9I3N0,random
Q9I3N2,positive
Q9I3N6,random
Q9I3R5,positive
Q9I3V9,positive
Q9I403,positive
Q9I414,positive
Q9I451,positive
Q9I476,random
Q9I4F8,random
Q9I4L6,random
Q9I4N4,random
Q9I4P4,positive
Q9I4S0,positive
Q9I525,random
Q9I589,random
Q9I5J4,positive
Q9I5Q9,random
Q9I5U1,positive
Q9I5U5,random
Q9I5Y4,random
Q9I685,positive
Q9I689,positive
Q9I6B3,random
Q9I6J0,positive
Q9I6V9,positive
Q9I703,random
Q9I732,positive
Q9I778,random
Q9I788,random
Q9I7B1,random
Q9K315,positive
Q9K394,positive
Q9KGY9,positive
Q9KI19,random
Q9KIV2,random
Q9KKL9,positive
Q9KKU0,random
Q9KKU4,positive
Q9KKV2,positive
Q9KKZ9,random
Q9KL34,random
Q9KL39,positive
Q9KL41,random
Q9KL57,positive
Q9KLB4,positive
Q9KLC1,random
Q9KLE4,positive
Q9KLG3,positive
Q9KLJ9,positive
Q9KLL6,positive
Q9KLL9,positive
Q9KLP4,random
Q9KLQ4,positive
Q9KLT2,positive
Q9KLV3,positive
Q9KLW0,positive
Q9KLX6,random
Q9KM09,random
Q9KM20,random
Q9KM30,positive
Q9KM50,random
Q9KM51,positive
Q9KM67,random
Q9KM70,random
Q9KM71,random
Q9KM72,random
Q9KMH5,positive
Q9KMI6,positive
Q9KMJ6,positive
Q9KML5,positive
Q9KMN1,positive
Q9KMS1,positive
Q9KMV8,positive
Q9KMW0,positive
Q9KMX5,random
Q9KMZ0,positive
Q9KMZ9,positive
Q9KN06,positive
Q9KN42,positive
Q9KN74,random
Q9KNB2,random
Q9KNB7,positive
Q9KNC1,positive
Q9KNE5,random
Q9KNE8,random
Q9KNF3,random
Q9KNF8,random
Q9KNG7,random
Q9KNJ2,positive
Q9KNK2,random
Q9KNL9,positive
Q9KNM3,random
Q9KNM9,random
Q9KNQ9,random
Q9KNR1,random
Q9KNR7,random
Q9KNS5,positive
Q9KP19,positive
Q9KP34,random
Q9KP42,random
Q9KPE4,positive
Q9KPF6,random
Q9KPF9,random
Q9KPG0,random
Q9KPG1,positive
Q9KPH9,positive
Q9KPI5,random
Q9KPJ7,positive
Q9KPM0,random
Q9KPN7,random
Q9KPQ4,random
Q9KPQ7,positive
Q9KPS2,positive
Q9KPU4,random
Q9KPW0,positive
Q9KPW3,random
Q9KPX5,positive
Q9KPX9,positive
Q9KQ06,random
Q9KQ23,positive
Q9KQ28,positive
Q9KQ48,random
Q9KQA0,positive
Q9KQA4,random
Q9KQB8,random
Q9KQD8,random
Q9KQG2,random
Q9KQH0,random
Q9KQH9,positive
Q9KQI2,random
Q9KQI9,positive
Q9KQJ0,positive
Q9KQJ2,positive
Q9KQN2,positive
Q9KQQ4,positive
Q9KQW8,positive
Q9KQX2,random
Q9KQZ4,random
Q9KR19,random
Q9KR41,positive
Q9KR70,positive
Q9KR71,positive
Q9KR74,positive
Q9KR83,positive
Q9KR89,positive
Q9KRB9,positive
Q9KRK5,positive
Q9KRL2,positive
Q9KRP1,random
Q9KRQ1,random
Q9KRS6,positive
Q9KRT6,positive
Q9KRU2,positive
Q9KRX5,random
Q9KRZ1,positive
Q9KS01,positive
Q9KS33,random
Q9KS50,positive
Q9KS86,positive
Q9KS97,positive
Q9KSA4,random
Q9KSB0,positive
Q9KSB1,random
Q9KSC6,positive
Q9KSN6,random
Q9KSP8,random
Q9KSQ4,random
Q9KSR6,random
Q9KST5,random
Q9KSU2,positive
Q9KSW7,random
Q9KSX1,random
Q9KT00,random
Q9KT01,positive
Q9KT47,random
Q9KT50,random
Q9KT56,positive
Q9KT74,positive
Q9KT88,positive
Q9KTB0,positive
Q9KTD7,positive
Q9KTH6,positive
Q9KTJ5,random
Q9KTN2,positive
Q9KTR8,positive
Q9KTW2,positive
Q9KTW3,positive
Q9KTW7,positive
Q9KTX5,random
Q9KU42,positive
Q9KU47,positive
Q9KU65,positive
Q9KU94,positive
Q9KUB0,positive
Q9KUD9,random
Q9KUF3,positive
Q9KUG5,positive
Q9KUG7,positive
Q9KUI0,random
Q9KUJ8,positive
Q9KUK6,positive
Q9KUM8,positive
Q9KUP7,random
Q9KUQ9,random
Q9KUR2,random
Q9KUT3,random
Q9KUV6,positive
Q9KUV8,positive
Q9KUW9,random
Q9KUY4,positive
Q9KV01,random
Q9KV18,random
Q9KV38,random
Q9KV52,positive
Q9KV53,positive
Q9KV54,positive
Q9KV71,positive
Q9KV92,positive
Q9KVB5,positive
Q9KVC7,positive
Q9KVC9,random
Q9KVD0,positive
Q9KVD3,positive
Q9KVD4,positive
Q9KVI0,positive
Q9KVI9,random
Q9KVN7,positive
Q9KVT3,random
Q9KVX3,random
Q9KVY0,positive
Q9KVY4,positive
Q9L772,positive
Q9RMT3,random
Q9RN77,random
Q9RPF3,positive
Q9RPT0,random
Q9RPX7,positive
Q9RQ29,positive
Q9RQ30,positive
Q9S369,positive
Q9S4Y6,random
Q9S4Y8,random
Q9S508,random
Q9S529,positive
Q9S6B9,positive
Q9X4L8,positive
Q9X4W3,positive
Q9X6P2,positive
Q9XB01,random
Q9XDB6,positive
Q9Z4N2,positive
Q9Z9H0,positive
Q9ZH99,positive
Q9ZHT1,positive
Q9ZHV9,random
Q9ZJ57,random
Q9ZJ65,random
Q9ZJE4,random
Q9ZJF1,random
Q9ZJI7,random
Q9ZJJ4,random
Q9ZJJ9,random
Q9ZJL5,random
Q9ZJM5,random
Q9ZJR5,random
Q9ZJS2,random
Q9ZJS6,random
Q9ZJU8,random
Q9ZJX2,random
Q9ZJX4,random
Q9ZJX9,random
Q9ZJY9,random
Q9ZJZ7,random
Q9ZK20,random
Q9ZK27,random
Q9ZK75,random
Q9ZK83,random
Q9ZKB3,random
Q9ZKM3,random
Q9ZKM7,random
Q9ZKQ7,random
Q9ZKR8,random
Q9ZKS6,random
Q9ZKY2,random
Q9ZKY8,random
Q9ZL09,random
Q9ZLC8,random
Q9ZLJ7,random
Q9ZLN3,random
Q9ZLY1,random
Q9ZM13,random
Q9ZM39,random
Q9ZM69,random
Q9ZM74,random
Q9ZM81,random
Q9ZM94,random
Q9ZMB9,random
Q9ZME5,random
Q9ZMF0,random
Q9ZMF2,random
Q9ZMG1,random
Q9ZMH1,random
Q9ZMK8,random
Q9ZML2,random
Q9ZMP3,random
Q9ZMQ0,random
Q9ZMR3,random
Q9ZMV7,random
R4IYZ3,positive
R4IZI5,positive
R4J012,positive
U3MYA4,positive
W8VVI5,positive
