antigen41|Q5HEC4|CP000253.1|mhcii|seq1298	antigen41|Q5HEC4|CP000253.1|mhcii|seq1298
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq878
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq431
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq879
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq432
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq880
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq433
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq881
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq434
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq435
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq310
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq311
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq312
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq313
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq314
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq315
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq1629
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq126
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq1630
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq127
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq1631
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq128
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq1120
antigen41|Q5HEC4|CP000253.1|mhcii|seq1634	antigen41|Q5HEC4|CP000253.1|mhcii|seq1632
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq35
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq33
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq34
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq1606
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq1607
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq32
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq5
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq3
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq4
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq197
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq196
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq198
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq202
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq36
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq37
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq38
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq39
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq199
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq8
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq200
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq1608
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq9
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq201
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq1609
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq1610
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq203
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq1611
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq204
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq1612
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq1613
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq19
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq134
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq1267
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq20
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq135
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq1268
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq21
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq136
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq1269
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq22
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq137
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq1270
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq23
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq138
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq1271
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq1304
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq17
antigen41|Q5HEC4|CP000253.1|mhcii|seq35	antigen41|Q5HEC4|CP000253.1|mhcii|seq1299
antigen41|Q5HEC4|CP000253.1|mhcii|seq163	antigen41|Q5HEC4|CP000253.1|mhcii|seq163
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq195
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq193
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq194
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq100
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq101
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1029
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1030
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1031
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1032
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1416
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1033
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1417
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1418
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1419
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq780
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq750
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq751
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq752
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1584
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1585
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1586
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1587
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq1588
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq190
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq191
antigen41|Q5HEC4|CP000253.1|mhcii|seq195	antigen41|Q5HEC4|CP000253.1|mhcii|seq192
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq291
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq65
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq289
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq290
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq995
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq292
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq996
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq293
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq997
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq294
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq393
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq713
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq394
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq714
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq395
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq715
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq396
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq716
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq397
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq398
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq1487
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq1488
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq1489
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq1490
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq275
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq276
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq277
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq278
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq279
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq63
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq64
antigen41|Q5HEC4|CP000253.1|mhcii|seq291	antigen41|Q5HEC4|CP000253.1|mhcii|seq288
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq611
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq609
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq1505
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq610
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq1506
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq612
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq613
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq614
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq615
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq686
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq683
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq684
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq685
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq687
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq688
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq689
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq819
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq816
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq817
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq818
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq820
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq821
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq822
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq833
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq834
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq835
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq836
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq467
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq830
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq831
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq832
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq837
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq473
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq214
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq215
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq216
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq217
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq218
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq1500
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq1501
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq1502
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq1503
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq608
antigen41|Q5HEC4|CP000253.1|mhcii|seq611	antigen41|Q5HEC4|CP000253.1|mhcii|seq1504
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq643
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq641
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq642
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq568
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq569
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq570
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq1212
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq1464
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq640
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq232
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq353
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq354
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq644
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq229
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq645
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq230
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq231
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq233
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq234
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq1100
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq1037
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq1101
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq1038
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq1102
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq1039
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq1103
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq1040
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq917
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq571
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq572
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq351
antigen41|Q5HEC4|CP000253.1|mhcii|seq643	antigen41|Q5HEC4|CP000253.1|mhcii|seq352
antigen41|Q5HEC4|CP000253.1|mhcii|seq1315	antigen41|Q5HEC4|CP000253.1|mhcii|seq1315
antigen41|Q5HEC4|CP000253.1|mhcii|seq1315	antigen41|Q5HEC4|CP000253.1|mhcii|seq1314
antigen41|Q5HEC4|CP000253.1|mhcii|seq1507	antigen41|Q5HEC4|CP000253.1|mhcii|seq1507
antigen41|Q5HEC4|CP000253.1|mhcii|seq1635	antigen41|Q5HEC4|CP000253.1|mhcii|seq1635
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq740
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq705
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq737
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq1601
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq706
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq738
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq1602
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq675
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq707
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq739
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq1603
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq676
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq708
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq932
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq1604
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq677
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq709
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq933
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq678
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq710
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq934
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq679
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq935
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq680
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq936
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq1521
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq146
antigen41|Q5HEC4|CP000253.1|mhcii|seq740	antigen41|Q5HEC4|CP000253.1|mhcii|seq1522
