antigen26|Q5HHQ3|BX571857.1|mhcii|seq2906	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2906
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2024	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1782
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2024	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4118
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2024	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1783
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2024	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4119
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2024	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1784
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2024	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4120
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2024	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1785
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2024	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4121
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2024	antigen26|Q5HHQ3|BX571857.1|mhcii|seq830
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2024	antigen26|Q5HHQ3|BX571857.1|mhcii|seq831
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2024	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2623
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2024	antigen26|Q5HHQ3|BX571857.1|mhcii|seq832
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2024	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2624
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2632	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2632
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2632	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2631
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2632	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2633
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2632	antigen26|Q5HHQ3|BX571857.1|mhcii|seq106
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2632	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1554
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2632	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1552
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2632	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1553
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3432	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3432
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3912	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3912
antigen26|Q5HHQ3|BX571857.1|mhcii|seq361	antigen26|Q5HHQ3|BX571857.1|mhcii|seq361
antigen26|Q5HHQ3|BX571857.1|mhcii|seq361	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq681
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq679
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq680
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1737
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq682
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1738
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1195
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1739
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1740
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2109
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2110
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2111
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2112
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3137
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3138
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3139
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3140
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1189
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq678
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1190
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1734
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1191
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1735
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1192
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1736
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1193
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1194
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq335
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2319
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq336
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2320
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq337
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2321
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq338
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2322
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq339
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2323
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2324
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1470
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq85
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3134
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3135
antigen26|Q5HHQ3|BX571857.1|mhcii|seq681	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3136
antigen26|Q5HHQ3|BX571857.1|mhcii|seq841	antigen26|Q5HHQ3|BX571857.1|mhcii|seq841
antigen26|Q5HHQ3|BX571857.1|mhcii|seq937	antigen26|Q5HHQ3|BX571857.1|mhcii|seq937
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1097	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1097
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2601	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2601
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2721
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2722
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2531
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2529
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2530
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2532
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2533
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2534
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2528
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2723
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2724
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2662
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2663
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2664
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq617
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq618
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq619
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1718
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq663
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3402
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq620
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq662
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq664
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1720
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1721
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1719
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq409
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq665
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq410
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq411
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2665	antigen26|Q5HHQ3|BX571857.1|mhcii|seq412
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3177	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3177
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3177	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3178
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq129
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1410
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1411
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1412
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1413
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3557
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1414
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3558
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1319
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3559
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1320
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3560
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1321
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3274
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3562
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3275
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3276
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3277
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3278
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1171
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq21
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2037
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq22
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2038
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq23
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2039
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3767
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq24
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2040
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3768
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3769
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3770
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3771
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3037
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq126
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3038
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq127
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3039
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3561	antigen26|Q5HHQ3|BX571857.1|mhcii|seq128
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3943
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3946
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1931
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1928
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1929
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1930
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq812
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3344
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq813
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3345
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3343
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3313
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3797
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3944
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3785
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq303
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq304
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq305
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq306
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3794
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3795
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2004
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3796
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4052
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq172
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2005
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4053
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq173
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3798
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4054
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq174
antigen26|Q5HHQ3|BX571857.1|mhcii|seq3945	antigen26|Q5HHQ3|BX571857.1|mhcii|seq4055
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1418	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1418
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1418	antigen26|Q5HHQ3|BX571857.1|mhcii|seq63
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1418	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1419
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1418	antigen26|Q5HHQ3|BX571857.1|mhcii|seq64
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1418	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1417
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1418	antigen26|Q5HHQ3|BX571857.1|mhcii|seq62
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1418	antigen26|Q5HHQ3|BX571857.1|mhcii|seq76
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1220
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq35
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1221
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq36
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1222
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq37
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1223
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq38
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1959
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1224
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq39
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1960
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1225
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1961
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2483
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3465
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2484
antigen26|Q5HHQ3|BX571857.1|mhcii|seq1962	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3466
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1604
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq325
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3577
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1605
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq326
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3578
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1606
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2054
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq327
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3579
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq1607
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2055
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq328
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3580
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2056
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq329
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq3581
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2057
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq330
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2059
antigen26|Q5HHQ3|BX571857.1|mhcii|seq2058	antigen26|Q5HHQ3|BX571857.1|mhcii|seq2060
