antigen33|Q2FWH7|CP002114.3|mhcii|seq556	antigen33|Q2FWH7|CP002114.3|mhcii|seq556
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq565
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq246
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq247
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq248
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq59
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq60
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq61
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq285
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq62
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq286
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq318
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq63
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq64
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq432
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq429
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq433
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq434
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq251
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq566
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq294
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq66
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq290
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq259
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq291
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq260
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq292
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq261
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq293
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq262
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq518
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq263
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq519
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq264
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq520
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq521
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq522
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq171
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq523
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq172
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq173
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq174
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq175
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq80
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq176
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq81
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq307
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq308
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq309
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq437
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq533
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq438
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq534
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq439
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq535
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq567
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq440
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq536
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq568
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq249
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq441
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq537
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq569
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq442
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq538
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq570
antigen33|Q2FWH7|CP002114.3|mhcii|seq287	antigen33|Q2FWH7|CP002114.3|mhcii|seq288
antigen33|Q2FWH7|CP002114.3|mhcii|seq479	antigen33|Q2FWH7|CP002114.3|mhcii|seq479
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq224
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq225
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq226
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq222
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq546
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq356
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq269
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq420
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq266
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq267
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq268
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq444
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq445
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq446
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq223
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq543
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq544
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq377
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq545
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq376
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq378
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq379
antigen33|Q2FWH7|CP002114.3|mhcii|seq224	antigen33|Q2FWH7|CP002114.3|mhcii|seq447
