antigen129|P63980|CP002114.3|mhcii|seq1	antigen129|P63980|CP002114.3|mhcii|seq1
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq5754
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq1155
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq996
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq5755
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq1156
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq1158
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq359
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq1159
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq360
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq361
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq362
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq3562
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq3563
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq3564
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq525
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq3565
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq526
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq3566
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq527
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq528
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq529
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq530
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq2871
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq2872
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq2873
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq2874
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq2875
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq991
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq5750
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq992
antigen129|P63980|CP002114.3|mhcii|seq1157	antigen129|P63980|CP002114.3|mhcii|seq5751
antigen129|P63980|CP002114.3|mhcii|seq1285	antigen129|P63980|CP002114.3|mhcii|seq1285
antigen129|P63980|CP002114.3|mhcii|seq2533	antigen129|P63980|CP002114.3|mhcii|seq2533
antigen129|P63980|CP002114.3|mhcii|seq2533	antigen129|P63980|CP002114.3|mhcii|seq152
antigen129|P63980|CP002114.3|mhcii|seq2533	antigen129|P63980|CP002114.3|mhcii|seq2532
antigen129|P63980|CP002114.3|mhcii|seq2533	antigen129|P63980|CP002114.3|mhcii|seq151
antigen129|P63980|CP002114.3|mhcii|seq2533	antigen129|P63980|CP002114.3|mhcii|seq2534
antigen129|P63980|CP002114.3|mhcii|seq2533	antigen129|P63980|CP002114.3|mhcii|seq153
antigen129|P63980|CP002114.3|mhcii|seq2533	antigen129|P63980|CP002114.3|mhcii|seq4522
antigen129|P63980|CP002114.3|mhcii|seq2533	antigen129|P63980|CP002114.3|mhcii|seq4331
antigen129|P63980|CP002114.3|mhcii|seq2533	antigen129|P63980|CP002114.3|mhcii|seq4523
antigen129|P63980|CP002114.3|mhcii|seq2533	antigen129|P63980|CP002114.3|mhcii|seq4524
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3557
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3553
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3554
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3555
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3268
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3556
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3269
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3270
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3271
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq4711
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq4712
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq4713
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq4714
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq4171
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq4715
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3116
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq4172
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq4716
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3117
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq4173
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq398
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq2862
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3118
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq4174
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq399
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq2863
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3119
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq4175
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq2864
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3120
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq4176
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq2865
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3121
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq2866
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3795
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3796
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3797
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq1686
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq6838
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq1687
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq6839
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq1688
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq6840
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq1689
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq5337
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq6841
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq1690
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq6842
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq1691
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq6843
antigen129|P63980|CP002114.3|mhcii|seq3557	antigen129|P63980|CP002114.3|mhcii|seq3552
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq1227
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq1226
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq1230
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq4931
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq215
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq4929
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq213
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq4930
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq214
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq4932
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq216
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq1228
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq1229
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq2838
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq2839
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq4928
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq212
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq1225
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq3753
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq3754
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq2837
antigen129|P63980|CP002114.3|mhcii|seq1227	antigen129|P63980|CP002114.3|mhcii|seq4346
antigen129|P63980|CP002114.3|mhcii|seq1707	antigen129|P63980|CP002114.3|mhcii|seq1707
antigen129|P63980|CP002114.3|mhcii|seq2987	antigen129|P63980|CP002114.3|mhcii|seq2987
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq3947
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq3944
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq3945
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq778
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq3946
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq779
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq780
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq3948
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq781
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq2643
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq2644
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq4916
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq2645
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq4917
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq2038
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq5415
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq4918
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq2039
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq5416
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq4919
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq2040
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq5417
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq2041
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq5418
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq3933
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq3934
antigen129|P63980|CP002114.3|mhcii|seq3947	antigen129|P63980|CP002114.3|mhcii|seq3935
antigen129|P63980|CP002114.3|mhcii|seq4267	antigen129|P63980|CP002114.3|mhcii|seq4267
antigen129|P63980|CP002114.3|mhcii|seq5107	antigen129|P63980|CP002114.3|mhcii|seq5107
antigen129|P63980|CP002114.3|mhcii|seq5683	antigen129|P63980|CP002114.3|mhcii|seq5683
antigen129|P63980|CP002114.3|mhcii|seq1872	antigen129|P63980|CP002114.3|mhcii|seq1872
antigen129|P63980|CP002114.3|mhcii|seq1872	antigen129|P63980|CP002114.3|mhcii|seq1873
antigen129|P63980|CP002114.3|mhcii|seq1872	antigen129|P63980|CP002114.3|mhcii|seq1874
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq1904
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq1902
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq1903
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq1015
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq1016
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq760
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq761
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq6714
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq5195
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq233
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq5196
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq5197
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq1905
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq4081
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq1906
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq4082
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq1907
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq4083
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq1908
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq4084
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq1909
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq4085
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq4086
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq6711
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq6712
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq1017
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq3321
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq6713
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq1018
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq3322
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq1019
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq3323
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq6715
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq1020
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq3324
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq6716
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq1021
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq3325
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq6717
antigen129|P63980|CP002114.3|mhcii|seq1904	antigen129|P63980|CP002114.3|mhcii|seq3326
antigen129|P63980|CP002114.3|mhcii|seq2352	antigen129|P63980|CP002114.3|mhcii|seq2352
antigen129|P63980|CP002114.3|mhcii|seq2352	antigen129|P63980|CP002114.3|mhcii|seq5909
antigen129|P63980|CP002114.3|mhcii|seq2576	antigen129|P63980|CP002114.3|mhcii|seq2576
antigen129|P63980|CP002114.3|mhcii|seq2576	antigen129|P63980|CP002114.3|mhcii|seq2574
antigen129|P63980|CP002114.3|mhcii|seq2576	antigen129|P63980|CP002114.3|mhcii|seq2575
antigen129|P63980|CP002114.3|mhcii|seq2672	antigen129|P63980|CP002114.3|mhcii|seq2672
antigen129|P63980|CP002114.3|mhcii|seq2672	antigen129|P63980|CP002114.3|mhcii|seq1136
antigen129|P63980|CP002114.3|mhcii|seq2672	antigen129|P63980|CP002114.3|mhcii|seq47
antigen129|P63980|CP002114.3|mhcii|seq2672	antigen129|P63980|CP002114.3|mhcii|seq1135
antigen129|P63980|CP002114.3|mhcii|seq2672	antigen129|P63980|CP002114.3|mhcii|seq46
antigen129|P63980|CP002114.3|mhcii|seq2672	antigen129|P63980|CP002114.3|mhcii|seq1139
antigen129|P63980|CP002114.3|mhcii|seq2672	antigen129|P63980|CP002114.3|mhcii|seq50
antigen129|P63980|CP002114.3|mhcii|seq4048	antigen129|P63980|CP002114.3|mhcii|seq4048
antigen129|P63980|CP002114.3|mhcii|seq135	antigen129|P63980|CP002114.3|mhcii|seq135
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq391
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq5330
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq388
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq5327
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq389
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq5328
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq390
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq5329
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq2855
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq392
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq5331
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq2856
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq393
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq2857
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq3786
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq3787
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq3788
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq3789
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq3790
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq3791
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq917
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq918
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq3611
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq3260
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq6748
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq3261
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq3262
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq3263
antigen129|P63980|CP002114.3|mhcii|seq391	antigen129|P63980|CP002114.3|mhcii|seq3264
antigen129|P63980|CP002114.3|mhcii|seq1767	antigen129|P63980|CP002114.3|mhcii|seq1767
antigen129|P63980|CP002114.3|mhcii|seq2023	antigen129|P63980|CP002114.3|mhcii|seq2023
antigen129|P63980|CP002114.3|mhcii|seq2023	antigen129|P63980|CP002114.3|mhcii|seq5865
antigen129|P63980|CP002114.3|mhcii|seq2023	antigen129|P63980|CP002114.3|mhcii|seq2597
antigen129|P63980|CP002114.3|mhcii|seq2023	antigen129|P63980|CP002114.3|mhcii|seq2022
antigen129|P63980|CP002114.3|mhcii|seq2023	antigen129|P63980|CP002114.3|mhcii|seq5864
antigen129|P63980|CP002114.3|mhcii|seq2023	antigen129|P63980|CP002114.3|mhcii|seq2598
antigen129|P63980|CP002114.3|mhcii|seq2023	antigen129|P63980|CP002114.3|mhcii|seq2024
antigen129|P63980|CP002114.3|mhcii|seq2023	antigen129|P63980|CP002114.3|mhcii|seq5866
antigen129|P63980|CP002114.3|mhcii|seq2023	antigen129|P63980|CP002114.3|mhcii|seq2025
antigen129|P63980|CP002114.3|mhcii|seq2023	antigen129|P63980|CP002114.3|mhcii|seq5867
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq4072
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq1281
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq3009
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq4993
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq1282
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq3010
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq4994
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq1283
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq4995
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq4068
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq4996
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq4069
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq4997
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq6117
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq6113
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq6114
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq6115
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq6116
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq938
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq939
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq4877
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq4878
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq3343
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq4879
antigen129|P63980|CP002114.3|mhcii|seq4072	antigen129|P63980|CP002114.3|mhcii|seq3344
