antigen14|A5IRD0|CP000253.1|mhcii|seq6120	antigen14|A5IRD0|CP000253.1|mhcii|seq6120
antigen14|A5IRD0|CP000253.1|mhcii|seq1570	antigen14|A5IRD0|CP000253.1|mhcii|seq1568
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq1666
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq1665
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq8674
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq1667
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq8675
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq1668
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq8676
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq8677
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq10053
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq5132
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq5133
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq5134
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq5135
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq5136
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq5107
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq5108
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq10900
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq10901
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq10902
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq8922
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq8923
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq8924
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq1663
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq1664
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq8673
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq5131
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq8921
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq1662
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq8670
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq8671
antigen14|A5IRD0|CP000253.1|mhcii|seq1666	antigen14|A5IRD0|CP000253.1|mhcii|seq8672
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq2050
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq641
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq2049
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq642
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq5154
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq643
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq5155
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq5156
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq5157
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq5158
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq71
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq5159
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq72
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq73
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq74
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq6058
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq75
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq6059
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq8944
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq2257
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq8945
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq2258
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq5682
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq8946
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq2259
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq5683
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq8243
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq8947
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq2260
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq5684
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq8244
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq8948
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq8245
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq10069
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq10070
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq10071
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq1720
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq10072
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq10073
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq10074
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq2045
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq2046
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq2047
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq640
antigen14|A5IRD0|CP000253.1|mhcii|seq2050	antigen14|A5IRD0|CP000253.1|mhcii|seq2048
antigen14|A5IRD0|CP000253.1|mhcii|seq2178	antigen14|A5IRD0|CP000253.1|mhcii|seq2178
antigen14|A5IRD0|CP000253.1|mhcii|seq2178	antigen14|A5IRD0|CP000253.1|mhcii|seq2177
antigen14|A5IRD0|CP000253.1|mhcii|seq2178	antigen14|A5IRD0|CP000253.1|mhcii|seq2179
antigen14|A5IRD0|CP000253.1|mhcii|seq2178	antigen14|A5IRD0|CP000253.1|mhcii|seq11397
antigen14|A5IRD0|CP000253.1|mhcii|seq2178	antigen14|A5IRD0|CP000253.1|mhcii|seq11398
antigen14|A5IRD0|CP000253.1|mhcii|seq2178	antigen14|A5IRD0|CP000253.1|mhcii|seq11399
antigen14|A5IRD0|CP000253.1|mhcii|seq2178	antigen14|A5IRD0|CP000253.1|mhcii|seq11400
antigen14|A5IRD0|CP000253.1|mhcii|seq2178	antigen14|A5IRD0|CP000253.1|mhcii|seq5269
antigen14|A5IRD0|CP000253.1|mhcii|seq2178	antigen14|A5IRD0|CP000253.1|mhcii|seq10080
antigen14|A5IRD0|CP000253.1|mhcii|seq2178	antigen14|A5IRD0|CP000253.1|mhcii|seq10588
antigen14|A5IRD0|CP000253.1|mhcii|seq2178	antigen14|A5IRD0|CP000253.1|mhcii|seq10589
antigen14|A5IRD0|CP000253.1|mhcii|seq2178	antigen14|A5IRD0|CP000253.1|mhcii|seq10590
antigen14|A5IRD0|CP000253.1|mhcii|seq2178	antigen14|A5IRD0|CP000253.1|mhcii|seq2175
antigen14|A5IRD0|CP000253.1|mhcii|seq2178	antigen14|A5IRD0|CP000253.1|mhcii|seq10591
antigen14|A5IRD0|CP000253.1|mhcii|seq2178	antigen14|A5IRD0|CP000253.1|mhcii|seq2176
antigen14|A5IRD0|CP000253.1|mhcii|seq2306	antigen14|A5IRD0|CP000253.1|mhcii|seq2306
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq2530
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq2465
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq2529
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq3009
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq10625
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq2466
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq3010
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq10626
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq2467
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq3011
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq10627
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq2468
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq3012
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq2405
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq2469
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq3013
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq2406
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq2470
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq3014
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq11462
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq2407
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq11463
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq2408
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq11464
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq553
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq2409
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq7369
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq11465
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq554
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq2410
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq7370
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq11466
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq555
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq7371
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq11467
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq7372
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq6996
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq6997
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq3579
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq3580
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq4124
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq2525
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq3581
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq2526
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq3582
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq2527
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq3583
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq10623
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq2528
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq3584
antigen14|A5IRD0|CP000253.1|mhcii|seq2530	antigen14|A5IRD0|CP000253.1|mhcii|seq10624
antigen14|A5IRD0|CP000253.1|mhcii|seq2786	antigen14|A5IRD0|CP000253.1|mhcii|seq2786
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq3074
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq161
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq3073
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq3489
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq162
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq3490
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq7234
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq163
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq3491
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq7235
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq164
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq3492
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq7236
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq165
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq805
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq3493
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq7237
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq806
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq3494
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq807
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq4809
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq4810
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq4811
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq7563
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq4812
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq7564
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq7565
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq7566
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq7567
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq1655
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq1656
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq1657
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq1658
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq1659
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq3069
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq3070
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq3071
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq160
antigen14|A5IRD0|CP000253.1|mhcii|seq3074	antigen14|A5IRD0|CP000253.1|mhcii|seq3072
antigen14|A5IRD0|CP000253.1|mhcii|seq3330	antigen14|A5IRD0|CP000253.1|mhcii|seq3330
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq3554
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq3553
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq11585
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq11586
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq7459
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq11587
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq7460
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq7461
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq7462
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq6767
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq1264
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq4048
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq6768
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq10352
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq11312
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq1265
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq4049
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq6769
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq10353
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq11313
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq1266
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq11314
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq1267
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq11315
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq6324
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq11316
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq2165
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq6325
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq2166
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq6326
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq2167
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq2168
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq2169
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq2170
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq3549
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq3550
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq3551
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq11583
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq3552
antigen14|A5IRD0|CP000253.1|mhcii|seq3554	antigen14|A5IRD0|CP000253.1|mhcii|seq11584
antigen14|A5IRD0|CP000253.1|mhcii|seq3810	antigen14|A5IRD0|CP000253.1|mhcii|seq3810
antigen14|A5IRD0|CP000253.1|mhcii|seq3842	antigen14|A5IRD0|CP000253.1|mhcii|seq3842
antigen14|A5IRD0|CP000253.1|mhcii|seq4034	antigen14|A5IRD0|CP000253.1|mhcii|seq4034
antigen14|A5IRD0|CP000253.1|mhcii|seq4034	antigen14|A5IRD0|CP000253.1|mhcii|seq4033
antigen14|A5IRD0|CP000253.1|mhcii|seq4034	antigen14|A5IRD0|CP000253.1|mhcii|seq5921
antigen14|A5IRD0|CP000253.1|mhcii|seq4034	antigen14|A5IRD0|CP000253.1|mhcii|seq5922
antigen14|A5IRD0|CP000253.1|mhcii|seq4034	antigen14|A5IRD0|CP000253.1|mhcii|seq6306
antigen14|A5IRD0|CP000253.1|mhcii|seq4034	antigen14|A5IRD0|CP000253.1|mhcii|seq5923
antigen14|A5IRD0|CP000253.1|mhcii|seq4034	antigen14|A5IRD0|CP000253.1|mhcii|seq6307
antigen14|A5IRD0|CP000253.1|mhcii|seq4034	antigen14|A5IRD0|CP000253.1|mhcii|seq7427
antigen14|A5IRD0|CP000253.1|mhcii|seq4034	antigen14|A5IRD0|CP000253.1|mhcii|seq5924
antigen14|A5IRD0|CP000253.1|mhcii|seq4034	antigen14|A5IRD0|CP000253.1|mhcii|seq6308
antigen14|A5IRD0|CP000253.1|mhcii|seq4034	antigen14|A5IRD0|CP000253.1|mhcii|seq7428
antigen14|A5IRD0|CP000253.1|mhcii|seq4034	antigen14|A5IRD0|CP000253.1|mhcii|seq6309
antigen14|A5IRD0|CP000253.1|mhcii|seq4034	antigen14|A5IRD0|CP000253.1|mhcii|seq7429
