antigen91|Q6GIE0|BX571857.1|mhcii|seq129	antigen91|Q6GIE0|BX571857.1|mhcii|seq129
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq1411
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq1412
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq1413
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq1414
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq520
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq521
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq841
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq522
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq842
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq235
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq523
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq236
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq524
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq1068
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq237
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq525
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq1069
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq1133
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq238
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq1070
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq239
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq1071
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq240
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq1072
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq1073
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq370
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq1874
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq371
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq1875
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq372
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq884
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq1876
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq2036
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq373
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq885
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq2037
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq374
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq886
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq2038
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq375
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq887
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq2039
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq2040
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq702
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq703
antigen91|Q6GIE0|BX571857.1|mhcii|seq707	antigen91|Q6GIE0|BX571857.1|mhcii|seq704
antigen91|Q6GIE0|BX571857.1|mhcii|seq1155	antigen91|Q6GIE0|BX571857.1|mhcii|seq1155
antigen91|Q6GIE0|BX571857.1|mhcii|seq1155	antigen91|Q6GIE0|BX571857.1|mhcii|seq1156
antigen91|Q6GIE0|BX571857.1|mhcii|seq1155	antigen91|Q6GIE0|BX571857.1|mhcii|seq1893
antigen91|Q6GIE0|BX571857.1|mhcii|seq1155	antigen91|Q6GIE0|BX571857.1|mhcii|seq1892
antigen91|Q6GIE0|BX571857.1|mhcii|seq1155	antigen91|Q6GIE0|BX571857.1|mhcii|seq1894
antigen91|Q6GIE0|BX571857.1|mhcii|seq1667	antigen91|Q6GIE0|BX571857.1|mhcii|seq1667
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq1891
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq1889
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq1890
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq355
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq356
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq357
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq1349
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq358
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq1350
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq359
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq1351
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq168
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq360
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq1352
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq169
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq1353
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq170
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq1354
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq171
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq172
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq173
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq1038
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq1039
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq1040
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq1041
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq1042
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq1043
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq55
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq56
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq57
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq58
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq59
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq60
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq1886
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq1887
antigen91|Q6GIE0|BX571857.1|mhcii|seq1891	antigen91|Q6GIE0|BX571857.1|mhcii|seq1888
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq1923
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq1922
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq132
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq130
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq131
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq1924
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq133
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq1925
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq1927
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq1926
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq135
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq136
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq1928
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq137
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq1929
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq1930
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq914
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq563
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq1530
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq564
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq187
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq1498
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq560
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq1527
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq561
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq1528
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq562
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq1529
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq1495
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq1496
antigen91|Q6GIE0|BX571857.1|mhcii|seq1923	antigen91|Q6GIE0|BX571857.1|mhcii|seq1494
antigen91|Q6GIE0|BX571857.1|mhcii|seq1220	antigen91|Q6GIE0|BX571857.1|mhcii|seq1220
antigen91|Q6GIE0|BX571857.1|mhcii|seq1220	antigen91|Q6GIE0|BX571857.1|mhcii|seq1221
antigen91|Q6GIE0|BX571857.1|mhcii|seq1220	antigen91|Q6GIE0|BX571857.1|mhcii|seq1222
antigen91|Q6GIE0|BX571857.1|mhcii|seq1220	antigen91|Q6GIE0|BX571857.1|mhcii|seq332
antigen91|Q6GIE0|BX571857.1|mhcii|seq1220	antigen91|Q6GIE0|BX571857.1|mhcii|seq3
antigen91|Q6GIE0|BX571857.1|mhcii|seq1220	antigen91|Q6GIE0|BX571857.1|mhcii|seq333
antigen91|Q6GIE0|BX571857.1|mhcii|seq1220	antigen91|Q6GIE0|BX571857.1|mhcii|seq4
antigen91|Q6GIE0|BX571857.1|mhcii|seq1252	antigen91|Q6GIE0|BX571857.1|mhcii|seq1252
antigen91|Q6GIE0|BX571857.1|mhcii|seq1252	antigen91|Q6GIE0|BX571857.1|mhcii|seq1250
antigen91|Q6GIE0|BX571857.1|mhcii|seq1252	antigen91|Q6GIE0|BX571857.1|mhcii|seq1251
antigen91|Q6GIE0|BX571857.1|mhcii|seq1252	antigen91|Q6GIE0|BX571857.1|mhcii|seq1253
antigen91|Q6GIE0|BX571857.1|mhcii|seq1252	antigen91|Q6GIE0|BX571857.1|mhcii|seq1254
antigen91|Q6GIE0|BX571857.1|mhcii|seq1252	antigen91|Q6GIE0|BX571857.1|mhcii|seq1255
antigen91|Q6GIE0|BX571857.1|mhcii|seq1252	antigen91|Q6GIE0|BX571857.1|mhcii|seq93
antigen91|Q6GIE0|BX571857.1|mhcii|seq1252	antigen91|Q6GIE0|BX571857.1|mhcii|seq91
antigen91|Q6GIE0|BX571857.1|mhcii|seq1252	antigen91|Q6GIE0|BX571857.1|mhcii|seq92
antigen91|Q6GIE0|BX571857.1|mhcii|seq1252	antigen91|Q6GIE0|BX571857.1|mhcii|seq1310
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq1636
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq385
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq1633
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq386
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq1634
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq387
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq1635
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq388
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq964
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq389
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq965
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq390
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq966
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq967
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq490
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq491
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq492
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq1516
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq493
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq1517
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq494
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq1518
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq495
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq1519
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq1520
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq401
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq1521
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq402
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq403
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq404
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq405
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq90
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq250
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq251
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq283
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq1691
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq252
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq284
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq1692
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq253
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq285
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq509
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq1693
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq254
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq510
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq1694
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq255
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq1631
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq1695
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq1632
antigen91|Q6GIE0|BX571857.1|mhcii|seq1636	antigen91|Q6GIE0|BX571857.1|mhcii|seq1696
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq1956
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq1954
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq1955
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq1957
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq1958
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq1959
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq1960
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq1953
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq788
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq1561
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq785
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq786
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq1559
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq787
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq1560
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq789
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq1562
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq790
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq1563
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq791
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq1557
antigen91|Q6GIE0|BX571857.1|mhcii|seq1956	antigen91|Q6GIE0|BX571857.1|mhcii|seq1558
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq2052
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq2055
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq581
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq837
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq2053
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq582
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq838
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq2054
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq583
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq839
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq584
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq840
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq1128
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq585
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq1129
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq1130
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq1131
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq1132
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq430
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq431
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq432
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq433
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq434
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq435
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq1085
antigen91|Q6GIE0|BX571857.1|mhcii|seq2052	antigen91|Q6GIE0|BX571857.1|mhcii|seq1086
