antigen5|Q7A768|CP000253.1|mhcii|seq4739	antigen5|Q7A768|CP000253.1|mhcii|seq4739
antigen5|Q7A768|CP000253.1|mhcii|seq2200	antigen5|Q7A768|CP000253.1|mhcii|seq234
antigen5|Q7A768|CP000253.1|mhcii|seq2200	antigen5|Q7A768|CP000253.1|mhcii|seq2871
antigen5|Q7A768|CP000253.1|mhcii|seq2200	antigen5|Q7A768|CP000253.1|mhcii|seq235
antigen5|Q7A768|CP000253.1|mhcii|seq2200	antigen5|Q7A768|CP000253.1|mhcii|seq1467
antigen5|Q7A768|CP000253.1|mhcii|seq2200	antigen5|Q7A768|CP000253.1|mhcii|seq1468
antigen5|Q7A768|CP000253.1|mhcii|seq2200	antigen5|Q7A768|CP000253.1|mhcii|seq1469
antigen5|Q7A768|CP000253.1|mhcii|seq2200	antigen5|Q7A768|CP000253.1|mhcii|seq1470
antigen5|Q7A768|CP000253.1|mhcii|seq3704	antigen5|Q7A768|CP000253.1|mhcii|seq3704
antigen5|Q7A768|CP000253.1|mhcii|seq3704	antigen5|Q7A768|CP000253.1|mhcii|seq1416
antigen5|Q7A768|CP000253.1|mhcii|seq3704	antigen5|Q7A768|CP000253.1|mhcii|seq1418
antigen5|Q7A768|CP000253.1|mhcii|seq3704	antigen5|Q7A768|CP000253.1|mhcii|seq140
antigen5|Q7A768|CP000253.1|mhcii|seq3704	antigen5|Q7A768|CP000253.1|mhcii|seq141
antigen5|Q7A768|CP000253.1|mhcii|seq3704	antigen5|Q7A768|CP000253.1|mhcii|seq142
antigen5|Q7A768|CP000253.1|mhcii|seq3704	antigen5|Q7A768|CP000253.1|mhcii|seq143
antigen5|Q7A768|CP000253.1|mhcii|seq3704	antigen5|Q7A768|CP000253.1|mhcii|seq144
antigen5|Q7A768|CP000253.1|mhcii|seq3704	antigen5|Q7A768|CP000253.1|mhcii|seq3701
antigen5|Q7A768|CP000253.1|mhcii|seq3704	antigen5|Q7A768|CP000253.1|mhcii|seq3702
antigen5|Q7A768|CP000253.1|mhcii|seq3704	antigen5|Q7A768|CP000253.1|mhcii|seq5334
antigen5|Q7A768|CP000253.1|mhcii|seq3704	antigen5|Q7A768|CP000253.1|mhcii|seq3703
antigen5|Q7A768|CP000253.1|mhcii|seq3704	antigen5|Q7A768|CP000253.1|mhcii|seq3705
antigen5|Q7A768|CP000253.1|mhcii|seq3704	antigen5|Q7A768|CP000253.1|mhcii|seq4927
antigen5|Q7A768|CP000253.1|mhcii|seq3704	antigen5|Q7A768|CP000253.1|mhcii|seq4928
antigen5|Q7A768|CP000253.1|mhcii|seq3704	antigen5|Q7A768|CP000253.1|mhcii|seq5333
antigen5|Q7A768|CP000253.1|mhcii|seq3704	antigen5|Q7A768|CP000253.1|mhcii|seq4946
antigen5|Q7A768|CP000253.1|mhcii|seq3832	antigen5|Q7A768|CP000253.1|mhcii|seq3832
antigen5|Q7A768|CP000253.1|mhcii|seq3832	antigen5|Q7A768|CP000253.1|mhcii|seq4635
antigen5|Q7A768|CP000253.1|mhcii|seq3832	antigen5|Q7A768|CP000253.1|mhcii|seq3833
antigen5|Q7A768|CP000253.1|mhcii|seq3832	antigen5|Q7A768|CP000253.1|mhcii|seq4636
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq4152
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq4670
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq3343
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq3344
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq3345
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq3346
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq3540
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq4149
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq4667
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq4150
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq4668
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq4151
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq4669
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq4153
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq4671
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq3834
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq4637
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq4154
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq4672
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq3835
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq4638
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq4155
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq4673
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq3836
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq4639
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq3837
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq4640
antigen5|Q7A768|CP000253.1|mhcii|seq4152	antigen5|Q7A768|CP000253.1|mhcii|seq3294
antigen5|Q7A768|CP000253.1|mhcii|seq4312	antigen5|Q7A768|CP000253.1|mhcii|seq4312
antigen5|Q7A768|CP000253.1|mhcii|seq4312	antigen5|Q7A768|CP000253.1|mhcii|seq4313
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq4376
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq4905
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq2753
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq2755
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq2754
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq3
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq62
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq511
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq4902
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq5492
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq4373
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq5493
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq4374
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq4903
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq5494
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq4375
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq4904
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq5495
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq4377
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq4906
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq5177
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq5178
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq3355
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq5179
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq3356
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq3357
antigen5|Q7A768|CP000253.1|mhcii|seq4376	antigen5|Q7A768|CP000253.1|mhcii|seq3358
antigen5|Q7A768|CP000253.1|mhcii|seq4664	antigen5|Q7A768|CP000253.1|mhcii|seq4664
antigen5|Q7A768|CP000253.1|mhcii|seq5176	antigen5|Q7A768|CP000253.1|mhcii|seq5176
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq5240
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq5477
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq5478
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq4359
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq349
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq4360
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq350
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq4361
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq351
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq5481
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq5479
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq5480
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq5482
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq5483
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq5484
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq4362
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq352
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq4363
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq353
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq4364
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq354
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq4365
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq355
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq4366
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq356
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq4367
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq357
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq3188
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq3189
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq5237
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq3190
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq5238
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq5239
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq3193
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq3191
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq3192
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq3194
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq3195
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq5241
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq5242
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq5243
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq5244
antigen5|Q7A768|CP000253.1|mhcii|seq5240	antigen5|Q7A768|CP000253.1|mhcii|seq5245
antigen5|Q7A768|CP000253.1|mhcii|seq5432	antigen5|Q7A768|CP000253.1|mhcii|seq5432
antigen5|Q7A768|CP000253.1|mhcii|seq5432	antigen5|Q7A768|CP000253.1|mhcii|seq4955
antigen5|Q7A768|CP000253.1|mhcii|seq5432	antigen5|Q7A768|CP000253.1|mhcii|seq5431
antigen5|Q7A768|CP000253.1|mhcii|seq5432	antigen5|Q7A768|CP000253.1|mhcii|seq5433
antigen5|Q7A768|CP000253.1|mhcii|seq5432	antigen5|Q7A768|CP000253.1|mhcii|seq4956
antigen5|Q7A768|CP000253.1|mhcii|seq5432	antigen5|Q7A768|CP000253.1|mhcii|seq5434
antigen5|Q7A768|CP000253.1|mhcii|seq5432	antigen5|Q7A768|CP000253.1|mhcii|seq4957
antigen5|Q7A768|CP000253.1|mhcii|seq5432	antigen5|Q7A768|CP000253.1|mhcii|seq4754
antigen5|Q7A768|CP000253.1|mhcii|seq5432	antigen5|Q7A768|CP000253.1|mhcii|seq4755
antigen5|Q7A768|CP000253.1|mhcii|seq5432	antigen5|Q7A768|CP000253.1|mhcii|seq4756
antigen5|Q7A768|CP000253.1|mhcii|seq5432	antigen5|Q7A768|CP000253.1|mhcii|seq4954
antigen5|Q7A768|CP000253.1|mhcii|seq921	antigen5|Q7A768|CP000253.1|mhcii|seq921
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq1017
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq1015
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq1016
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq1018
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq1019
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq3462
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq3459
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq3460
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq3461
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq3463
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq3464
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq3465
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq5094
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq5092
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq5093
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq5095
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq5096
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq2989
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq2986
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq2987
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq2988
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq2990
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq2991
antigen5|Q7A768|CP000253.1|mhcii|seq1017	antigen5|Q7A768|CP000253.1|mhcii|seq1014
antigen5|Q7A768|CP000253.1|mhcii|seq1337	antigen5|Q7A768|CP000253.1|mhcii|seq1337
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq1657
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq154
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq1655
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq152
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq1656
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq153
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq1658
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq155
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq3202
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq1832
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq1836
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq3203
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq3204
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq3205
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq3206
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq1833
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq1834
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq1835
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq1837
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq3533
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq1087
antigen5|Q7A768|CP000253.1|mhcii|seq1657	antigen5|Q7A768|CP000253.1|mhcii|seq2770
antigen5|Q7A768|CP000253.1|mhcii|seq1785	antigen5|Q7A768|CP000253.1|mhcii|seq1785
antigen5|Q7A768|CP000253.1|mhcii|seq1785	antigen5|Q7A768|CP000253.1|mhcii|seq3021
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq1945
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq1946
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq644
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq4758
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq169
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq1849
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq4759
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq170
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq1850
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq4760
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq171
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq1851
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq5435
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq4958
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq5439
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq5442
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq5436
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq4959
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq5437
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq4960
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq5438
antigen5|Q7A768|CP000253.1|mhcii|seq1945	antigen5|Q7A768|CP000253.1|mhcii|seq4961
antigen5|Q7A768|CP000253.1|mhcii|seq2073	antigen5|Q7A768|CP000253.1|mhcii|seq2073
antigen5|Q7A768|CP000253.1|mhcii|seq3577	antigen5|Q7A768|CP000253.1|mhcii|seq3577
antigen5|Q7A768|CP000253.1|mhcii|seq3577	antigen5|Q7A768|CP000253.1|mhcii|seq3578
antigen5|Q7A768|CP000253.1|mhcii|seq3609	antigen5|Q7A768|CP000253.1|mhcii|seq3609
antigen5|Q7A768|CP000253.1|mhcii|seq3609	antigen5|Q7A768|CP000253.1|mhcii|seq3608
antigen5|Q7A768|CP000253.1|mhcii|seq3609	antigen5|Q7A768|CP000253.1|mhcii|seq3610
antigen5|Q7A768|CP000253.1|mhcii|seq3609	antigen5|Q7A768|CP000253.1|mhcii|seq3611
antigen5|Q7A768|CP000253.1|mhcii|seq4057	antigen5|Q7A768|CP000253.1|mhcii|seq4057
antigen5|Q7A768|CP000253.1|mhcii|seq4057	antigen5|Q7A768|CP000253.1|mhcii|seq4058
antigen5|Q7A768|CP000253.1|mhcii|seq4057	antigen5|Q7A768|CP000253.1|mhcii|seq4059
antigen5|Q7A768|CP000253.1|mhcii|seq4057	antigen5|Q7A768|CP000253.1|mhcii|seq4652
antigen5|Q7A768|CP000253.1|mhcii|seq4537	antigen5|Q7A768|CP000253.1|mhcii|seq4537
antigen5|Q7A768|CP000253.1|mhcii|seq4857	antigen5|Q7A768|CP000253.1|mhcii|seq4857
antigen5|Q7A768|CP000253.1|mhcii|seq4857	antigen5|Q7A768|CP000253.1|mhcii|seq394
antigen5|Q7A768|CP000253.1|mhcii|seq4857	antigen5|Q7A768|CP000253.1|mhcii|seq2894
antigen5|Q7A768|CP000253.1|mhcii|seq4857	antigen5|Q7A768|CP000253.1|mhcii|seq4855
antigen5|Q7A768|CP000253.1|mhcii|seq4857	antigen5|Q7A768|CP000253.1|mhcii|seq392
antigen5|Q7A768|CP000253.1|mhcii|seq4857	antigen5|Q7A768|CP000253.1|mhcii|seq4856
antigen5|Q7A768|CP000253.1|mhcii|seq4857	antigen5|Q7A768|CP000253.1|mhcii|seq393
antigen5|Q7A768|CP000253.1|mhcii|seq4857	antigen5|Q7A768|CP000253.1|mhcii|seq4858
antigen5|Q7A768|CP000253.1|mhcii|seq4857	antigen5|Q7A768|CP000253.1|mhcii|seq395
antigen5|Q7A768|CP000253.1|mhcii|seq4857	antigen5|Q7A768|CP000253.1|mhcii|seq2893
antigen5|Q7A768|CP000253.1|mhcii|seq4857	antigen5|Q7A768|CP000253.1|mhcii|seq2895
antigen5|Q7A768|CP000253.1|mhcii|seq4857	antigen5|Q7A768|CP000253.1|mhcii|seq2163
antigen5|Q7A768|CP000253.1|mhcii|seq4857	antigen5|Q7A768|CP000253.1|mhcii|seq2164
antigen5|Q7A768|CP000253.1|mhcii|seq4953	antigen5|Q7A768|CP000253.1|mhcii|seq4953
antigen5|Q7A768|CP000253.1|mhcii|seq346	antigen5|Q7A768|CP000253.1|mhcii|seq346
antigen5|Q7A768|CP000253.1|mhcii|seq1146	antigen5|Q7A768|CP000253.1|mhcii|seq1146
antigen5|Q7A768|CP000253.1|mhcii|seq2362	antigen5|Q7A768|CP000253.1|mhcii|seq2362
antigen5|Q7A768|CP000253.1|mhcii|seq2362	antigen5|Q7A768|CP000253.1|mhcii|seq1748
antigen5|Q7A768|CP000253.1|mhcii|seq2362	antigen5|Q7A768|CP000253.1|mhcii|seq2363
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq2426
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq5507
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq5509
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq4841
antigen5|Q7A768|CP000253.1|mhcii|seq2426	antigen5|Q7A768|CP000253.1|mhcii|seq5462
