antigen100|Q5HGP6|BX571856.1|mhcii|seq1	antigen100|Q5HGP6|BX571856.1|mhcii|seq1
antigen100|Q5HGP6|BX571856.1|mhcii|seq1640	antigen100|Q5HGP6|BX571856.1|mhcii|seq5543
antigen100|Q5HGP6|BX571856.1|mhcii|seq1640	antigen100|Q5HGP6|BX571856.1|mhcii|seq47
antigen100|Q5HGP6|BX571856.1|mhcii|seq1640	antigen100|Q5HGP6|BX571856.1|mhcii|seq1396
antigen100|Q5HGP6|BX571856.1|mhcii|seq1640	antigen100|Q5HGP6|BX571856.1|mhcii|seq5541
antigen100|Q5HGP6|BX571856.1|mhcii|seq1640	antigen100|Q5HGP6|BX571856.1|mhcii|seq1641
antigen100|Q5HGP6|BX571856.1|mhcii|seq1640	antigen100|Q5HGP6|BX571856.1|mhcii|seq1642
antigen100|Q5HGP6|BX571856.1|mhcii|seq1640	antigen100|Q5HGP6|BX571856.1|mhcii|seq46
antigen100|Q5HGP6|BX571856.1|mhcii|seq1640	antigen100|Q5HGP6|BX571856.1|mhcii|seq5542
antigen100|Q5HGP6|BX571856.1|mhcii|seq2344	antigen100|Q5HGP6|BX571856.1|mhcii|seq2344
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq2632
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq4003
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq5364
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq4004
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq5365
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq2629
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq2630
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq2631
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq2633
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq4944
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq217
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq4945
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq218
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq4946
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq219
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq4947
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq5363
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq3766
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq4005
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq5366
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq4006
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq5367
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq4007
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq5368
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq6023
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq4008
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq5369
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq6024
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq4009
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq6025
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq2634
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq6026
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq2635
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq6027
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq6028
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq3763
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq3764
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq3765
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq3767
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq3768
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq3769
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq123
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq1053
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq1054
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq1055
antigen100|Q5HGP6|BX571856.1|mhcii|seq2632	antigen100|Q5HGP6|BX571856.1|mhcii|seq1056
antigen100|Q5HGP6|BX571856.1|mhcii|seq2728	antigen100|Q5HGP6|BX571856.1|mhcii|seq2728
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3144
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3140
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3141
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3142
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3143
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3145
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq4233
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3146
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq4234
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3147
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3979
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq4235
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3020
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3980
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq4236
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3021
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3981
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq4237
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3022
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3982
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq4238
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3023
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3983
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3024
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3984
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3985
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3380
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3381
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3382
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq3383
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq4472
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq4473
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq4474
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq4475
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq4476
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq4477
antigen100|Q5HGP6|BX571856.1|mhcii|seq3144	antigen100|Q5HGP6|BX571856.1|mhcii|seq4478
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq4968
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq4963
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq4964
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq4965
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq4966
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq4967
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq5805
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq5806
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq5807
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq2992
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq4624
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq5808
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq2993
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq4625
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq5809
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq2994
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq4626
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq5810
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq6386
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq2995
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq4627
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq6387
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq2996
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq4628
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq6388
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq6420
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq2997
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq4629
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq6389
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq6390
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq5207
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq3832
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq5208
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq5400
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq3833
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq5401
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq3834
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq5402
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq2651
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq3835
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq5403
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq2652
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq5404
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq2653
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq5405
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq1438
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq2654
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq1439
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq2655
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq1440
antigen100|Q5HGP6|BX571856.1|mhcii|seq4968	antigen100|Q5HGP6|BX571856.1|mhcii|seq2656
antigen100|Q5HGP6|BX571856.1|mhcii|seq6376	antigen100|Q5HGP6|BX571856.1|mhcii|seq6376
antigen100|Q5HGP6|BX571856.1|mhcii|seq6376	antigen100|Q5HGP6|BX571856.1|mhcii|seq6378
antigen100|Q5HGP6|BX571856.1|mhcii|seq361	antigen100|Q5HGP6|BX571856.1|mhcii|seq361
antigen100|Q5HGP6|BX571856.1|mhcii|seq361	antigen100|Q5HGP6|BX571856.1|mhcii|seq17
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq393
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq5077
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq392
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq5076
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq6500
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq993
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq6497
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq994
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq6498
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq6499
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq6679
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq6680
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq992
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq391
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq5075
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq6647
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq318
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq6646
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq317
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq6648
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq319
antigen100|Q5HGP6|BX571856.1|mhcii|seq393	antigen100|Q5HGP6|BX571856.1|mhcii|seq316
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq1161
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq1281
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq1282
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq1283
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq1284
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq1285
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq1158
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq1159
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq1160
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq4200
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq4201
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq1162
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq4202
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq1163
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq4203
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq1164
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq4204
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq1165
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq1279
antigen100|Q5HGP6|BX571856.1|mhcii|seq1161	antigen100|Q5HGP6|BX571856.1|mhcii|seq1280
antigen100|Q5HGP6|BX571856.1|mhcii|seq1321	antigen100|Q5HGP6|BX571856.1|mhcii|seq1321
antigen100|Q5HGP6|BX571856.1|mhcii|seq1321	antigen100|Q5HGP6|BX571856.1|mhcii|seq5602
antigen100|Q5HGP6|BX571856.1|mhcii|seq1321	antigen100|Q5HGP6|BX571856.1|mhcii|seq1322
antigen100|Q5HGP6|BX571856.1|mhcii|seq1321	antigen100|Q5HGP6|BX571856.1|mhcii|seq5603
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq1993
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq1994
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq1995
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq5411
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq169
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq5033
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq5412
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq3271
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq170
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq5034
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq1989
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq5413
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq3272
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq171
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq5035
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq1990
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq1991
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq1992
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq1225
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq5417
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq3276
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq175
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq5039
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq5505
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq5744
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq3260
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq5506
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq5745
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq3261
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq5414
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq3273
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq172
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq5036
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq5415
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq3274
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq173
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq5037
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq5416
antigen100|Q5HGP6|BX571856.1|mhcii|seq1993	antigen100|Q5HGP6|BX571856.1|mhcii|seq3275
