antigen128|Q7A0H9|CP002114.3|mhcii|seq1	antigen128|Q7A0H9|CP002114.3|mhcii|seq1
antigen128|Q7A0H9|CP002114.3|mhcii|seq589	antigen128|Q7A0H9|CP002114.3|mhcii|seq1306
antigen128|Q7A0H9|CP002114.3|mhcii|seq589	antigen128|Q7A0H9|CP002114.3|mhcii|seq1307
antigen128|Q7A0H9|CP002114.3|mhcii|seq589	antigen128|Q7A0H9|CP002114.3|mhcii|seq1308
antigen128|Q7A0H9|CP002114.3|mhcii|seq589	antigen128|Q7A0H9|CP002114.3|mhcii|seq1309
antigen128|Q7A0H9|CP002114.3|mhcii|seq589	antigen128|Q7A0H9|CP002114.3|mhcii|seq1125
antigen128|Q7A0H9|CP002114.3|mhcii|seq589	antigen128|Q7A0H9|CP002114.3|mhcii|seq1126
antigen128|Q7A0H9|CP002114.3|mhcii|seq589	antigen128|Q7A0H9|CP002114.3|mhcii|seq1128
antigen128|Q7A0H9|CP002114.3|mhcii|seq238	antigen128|Q7A0H9|CP002114.3|mhcii|seq238
antigen128|Q7A0H9|CP002114.3|mhcii|seq238	antigen128|Q7A0H9|CP002114.3|mhcii|seq236
antigen128|Q7A0H9|CP002114.3|mhcii|seq238	antigen128|Q7A0H9|CP002114.3|mhcii|seq237
antigen128|Q7A0H9|CP002114.3|mhcii|seq238	antigen128|Q7A0H9|CP002114.3|mhcii|seq239
antigen128|Q7A0H9|CP002114.3|mhcii|seq238	antigen128|Q7A0H9|CP002114.3|mhcii|seq240
antigen128|Q7A0H9|CP002114.3|mhcii|seq238	antigen128|Q7A0H9|CP002114.3|mhcii|seq241
antigen128|Q7A0H9|CP002114.3|mhcii|seq238	antigen128|Q7A0H9|CP002114.3|mhcii|seq913
antigen128|Q7A0H9|CP002114.3|mhcii|seq238	antigen128|Q7A0H9|CP002114.3|mhcii|seq919
antigen128|Q7A0H9|CP002114.3|mhcii|seq238	antigen128|Q7A0H9|CP002114.3|mhcii|seq647
antigen128|Q7A0H9|CP002114.3|mhcii|seq238	antigen128|Q7A0H9|CP002114.3|mhcii|seq242
antigen128|Q7A0H9|CP002114.3|mhcii|seq238	antigen128|Q7A0H9|CP002114.3|mhcii|seq914
antigen128|Q7A0H9|CP002114.3|mhcii|seq238	antigen128|Q7A0H9|CP002114.3|mhcii|seq915
antigen128|Q7A0H9|CP002114.3|mhcii|seq238	antigen128|Q7A0H9|CP002114.3|mhcii|seq916
antigen128|Q7A0H9|CP002114.3|mhcii|seq238	antigen128|Q7A0H9|CP002114.3|mhcii|seq917
antigen128|Q7A0H9|CP002114.3|mhcii|seq238	antigen128|Q7A0H9|CP002114.3|mhcii|seq918
antigen128|Q7A0H9|CP002114.3|mhcii|seq1742	antigen128|Q7A0H9|CP002114.3|mhcii|seq1742
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1199
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq929
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1473
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq930
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1474
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1475
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq324
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq325
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq326
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq327
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1195
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1196
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1197
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1198
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1200
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1201
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq2513
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq162
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1202
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq2514
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq163
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq2515
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq164
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq2516
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq165
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1429
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq2517
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq166
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1430
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq2518
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq167
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1431
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq2519
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq168
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1432
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1433
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq925
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1469
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq926
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1470
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq927
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1471
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq928
antigen128|Q7A0H9|CP002114.3|mhcii|seq1199	antigen128|Q7A0H9|CP002114.3|mhcii|seq1472
antigen128|Q7A0H9|CP002114.3|mhcii|seq1871	antigen128|Q7A0H9|CP002114.3|mhcii|seq1871
antigen128|Q7A0H9|CP002114.3|mhcii|seq1871	antigen128|Q7A0H9|CP002114.3|mhcii|seq1870
antigen128|Q7A0H9|CP002114.3|mhcii|seq1871	antigen128|Q7A0H9|CP002114.3|mhcii|seq1872
antigen128|Q7A0H9|CP002114.3|mhcii|seq1871	antigen128|Q7A0H9|CP002114.3|mhcii|seq1873
antigen128|Q7A0H9|CP002114.3|mhcii|seq1871	antigen128|Q7A0H9|CP002114.3|mhcii|seq1869
antigen128|Q7A0H9|CP002114.3|mhcii|seq1871	antigen128|Q7A0H9|CP002114.3|mhcii|seq2099
antigen128|Q7A0H9|CP002114.3|mhcii|seq1967	antigen128|Q7A0H9|CP002114.3|mhcii|seq1967
antigen128|Q7A0H9|CP002114.3|mhcii|seq1967	antigen128|Q7A0H9|CP002114.3|mhcii|seq92
antigen128|Q7A0H9|CP002114.3|mhcii|seq1967	antigen128|Q7A0H9|CP002114.3|mhcii|seq1968
antigen128|Q7A0H9|CP002114.3|mhcii|seq1967	antigen128|Q7A0H9|CP002114.3|mhcii|seq93
antigen128|Q7A0H9|CP002114.3|mhcii|seq2159	antigen128|Q7A0H9|CP002114.3|mhcii|seq2159
antigen128|Q7A0H9|CP002114.3|mhcii|seq2159	antigen128|Q7A0H9|CP002114.3|mhcii|seq122
antigen128|Q7A0H9|CP002114.3|mhcii|seq16	antigen128|Q7A0H9|CP002114.3|mhcii|seq16
antigen128|Q7A0H9|CP002114.3|mhcii|seq304	antigen128|Q7A0H9|CP002114.3|mhcii|seq304
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq656
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq2121
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq578
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq579
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq580
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq581
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq582
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq2408
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq2409
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq2410
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq2411
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq172
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq173
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq653
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq2118
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq941
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq174
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq654
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq2119
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq942
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq175
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq655
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq2120
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq943
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq176
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq177
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq657
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq2122
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq178
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq658
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq2123
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq339
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq659
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq2124
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq340
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq660
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq2125
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq341
antigen128|Q7A0H9|CP002114.3|mhcii|seq656	antigen128|Q7A0H9|CP002114.3|mhcii|seq342
antigen128|Q7A0H9|CP002114.3|mhcii|seq688	antigen128|Q7A0H9|CP002114.3|mhcii|seq688
antigen128|Q7A0H9|CP002114.3|mhcii|seq816	antigen128|Q7A0H9|CP002114.3|mhcii|seq816
antigen128|Q7A0H9|CP002114.3|mhcii|seq816	antigen128|Q7A0H9|CP002114.3|mhcii|seq1774
antigen128|Q7A0H9|CP002114.3|mhcii|seq816	antigen128|Q7A0H9|CP002114.3|mhcii|seq1775
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1104
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq66
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1101
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq63
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1102
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq64
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1103
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq65
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1105
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq67
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1106
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq68
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1842
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1843
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1844
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1859
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1857
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1858
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1860
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1861
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1862
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1856
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1840
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1839
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1841
antigen128|Q7A0H9|CP002114.3|mhcii|seq1104	antigen128|Q7A0H9|CP002114.3|mhcii|seq1855
antigen128|Q7A0H9|CP002114.3|mhcii|seq1584	antigen128|Q7A0H9|CP002114.3|mhcii|seq1584
antigen128|Q7A0H9|CP002114.3|mhcii|seq1712	antigen128|Q7A0H9|CP002114.3|mhcii|seq1712
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq2384
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq129
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq1346
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq2166
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq801
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq130
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq1347
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq2167
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq131
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq1348
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq2168
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq132
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq1349
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq2169
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq133
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq1350
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq2170
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq134
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq1351
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq2171
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq135
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq1352
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq2172
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq715
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq716
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq2380
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq717
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq2381
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq718
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq2382
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq719
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq2383
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq2385
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq2386
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq1210
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq1211
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq1499
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq796
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq1212
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq1500
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq797
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq1213
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq1501
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq798
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq1502
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq799
antigen128|Q7A0H9|CP002114.3|mhcii|seq2384	antigen128|Q7A0H9|CP002114.3|mhcii|seq800
antigen128|Q7A0H9|CP002114.3|mhcii|seq145	antigen128|Q7A0H9|CP002114.3|mhcii|seq145
antigen128|Q7A0H9|CP002114.3|mhcii|seq145	antigen128|Q7A0H9|CP002114.3|mhcii|seq2212
antigen128|Q7A0H9|CP002114.3|mhcii|seq145	antigen128|Q7A0H9|CP002114.3|mhcii|seq1629
antigen128|Q7A0H9|CP002114.3|mhcii|seq145	antigen128|Q7A0H9|CP002114.3|mhcii|seq144
antigen128|Q7A0H9|CP002114.3|mhcii|seq145	antigen128|Q7A0H9|CP002114.3|mhcii|seq2211
antigen128|Q7A0H9|CP002114.3|mhcii|seq145	antigen128|Q7A0H9|CP002114.3|mhcii|seq1628
antigen128|Q7A0H9|CP002114.3|mhcii|seq145	antigen128|Q7A0H9|CP002114.3|mhcii|seq146
antigen128|Q7A0H9|CP002114.3|mhcii|seq145	antigen128|Q7A0H9|CP002114.3|mhcii|seq2213
antigen128|Q7A0H9|CP002114.3|mhcii|seq145	antigen128|Q7A0H9|CP002114.3|mhcii|seq1630
antigen128|Q7A0H9|CP002114.3|mhcii|seq2129	antigen128|Q7A0H9|CP002114.3|mhcii|seq2129
antigen128|Q7A0H9|CP002114.3|mhcii|seq370	antigen128|Q7A0H9|CP002114.3|mhcii|seq370
antigen128|Q7A0H9|CP002114.3|mhcii|seq370	antigen128|Q7A0H9|CP002114.3|mhcii|seq367
antigen128|Q7A0H9|CP002114.3|mhcii|seq370	antigen128|Q7A0H9|CP002114.3|mhcii|seq368
antigen128|Q7A0H9|CP002114.3|mhcii|seq370	antigen128|Q7A0H9|CP002114.3|mhcii|seq369
antigen128|Q7A0H9|CP002114.3|mhcii|seq370	antigen128|Q7A0H9|CP002114.3|mhcii|seq371
antigen128|Q7A0H9|CP002114.3|mhcii|seq370	antigen128|Q7A0H9|CP002114.3|mhcii|seq372
antigen128|Q7A0H9|CP002114.3|mhcii|seq370	antigen128|Q7A0H9|CP002114.3|mhcii|seq373
antigen128|Q7A0H9|CP002114.3|mhcii|seq370	antigen128|Q7A0H9|CP002114.3|mhcii|seq374
antigen128|Q7A0H9|CP002114.3|mhcii|seq562	antigen128|Q7A0H9|CP002114.3|mhcii|seq562
antigen128|Q7A0H9|CP002114.3|mhcii|seq562	antigen128|Q7A0H9|CP002114.3|mhcii|seq563
antigen128|Q7A0H9|CP002114.3|mhcii|seq562	antigen128|Q7A0H9|CP002114.3|mhcii|seq564
antigen128|Q7A0H9|CP002114.3|mhcii|seq562	antigen128|Q7A0H9|CP002114.3|mhcii|seq2189
antigen128|Q7A0H9|CP002114.3|mhcii|seq562	antigen128|Q7A0H9|CP002114.3|mhcii|seq560
antigen128|Q7A0H9|CP002114.3|mhcii|seq562	antigen128|Q7A0H9|CP002114.3|mhcii|seq561
antigen128|Q7A0H9|CP002114.3|mhcii|seq562	antigen128|Q7A0H9|CP002114.3|mhcii|seq1593
antigen128|Q7A0H9|CP002114.3|mhcii|seq562	antigen128|Q7A0H9|CP002114.3|mhcii|seq2191
antigen128|Q7A0H9|CP002114.3|mhcii|seq562	antigen128|Q7A0H9|CP002114.3|mhcii|seq1592
antigen128|Q7A0H9|CP002114.3|mhcii|seq562	antigen128|Q7A0H9|CP002114.3|mhcii|seq2190
antigen128|Q7A0H9|CP002114.3|mhcii|seq562	antigen128|Q7A0H9|CP002114.3|mhcii|seq1594
antigen128|Q7A0H9|CP002114.3|mhcii|seq562	antigen128|Q7A0H9|CP002114.3|mhcii|seq2192
antigen128|Q7A0H9|CP002114.3|mhcii|seq562	antigen128|Q7A0H9|CP002114.3|mhcii|seq2013
antigen128|Q7A0H9|CP002114.3|mhcii|seq562	antigen128|Q7A0H9|CP002114.3|mhcii|seq2265
antigen128|Q7A0H9|CP002114.3|mhcii|seq562	antigen128|Q7A0H9|CP002114.3|mhcii|seq2014
antigen128|Q7A0H9|CP002114.3|mhcii|seq562	antigen128|Q7A0H9|CP002114.3|mhcii|seq2266
antigen128|Q7A0H9|CP002114.3|mhcii|seq562	antigen128|Q7A0H9|CP002114.3|mhcii|seq2015
antigen128|Q7A0H9|CP002114.3|mhcii|seq562	antigen128|Q7A0H9|CP002114.3|mhcii|seq2267
