antigen184|A7X1D2|CP000253.1|mhcii|seq1	antigen184|A7X1D2|CP000253.1|mhcii|seq1
antigen184|A7X1D2|CP000253.1|mhcii|seq2344	antigen184|A7X1D2|CP000253.1|mhcii|seq2343
antigen184|A7X1D2|CP000253.1|mhcii|seq2344	antigen184|A7X1D2|CP000253.1|mhcii|seq2345
antigen184|A7X1D2|CP000253.1|mhcii|seq201	antigen184|A7X1D2|CP000253.1|mhcii|seq201
antigen184|A7X1D2|CP000253.1|mhcii|seq201	antigen184|A7X1D2|CP000253.1|mhcii|seq202
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq233
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq4
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq231
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq2
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq232
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq3
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq1129
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq234
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq5
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq1130
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq753
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq754
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq755
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq756
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq438
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq439
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq440
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq441
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq442
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq443
antigen184|A7X1D2|CP000253.1|mhcii|seq233	antigen184|A7X1D2|CP000253.1|mhcii|seq444
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq297
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq1665
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq298
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq874
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq875
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq876
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq1843
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq1844
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq1663
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq1664
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq691
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq833
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq30
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq834
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq294
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq295
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq296
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq873
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq688
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq689
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq2513
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq658
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq690
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq2514
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq659
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq2515
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq660
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq692
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq661
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq693
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq662
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq694
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq663
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq830
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq27
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq831
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq28
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq832
antigen184|A7X1D2|CP000253.1|mhcii|seq297	antigen184|A7X1D2|CP000253.1|mhcii|seq29
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq489
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq417
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1345
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq418
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1346
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1922
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1923
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1924
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1925
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq486
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1926
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq487
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq488
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq490
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq491
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq492
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq2227
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq2228
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1784
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1785
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1786
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1787
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1372
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1788
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq413
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1373
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1789
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq414
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1342
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1374
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq415
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1343
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1375
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq416
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1344
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq412
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq484
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq485
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1783
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq409
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq410
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq411
antigen184|A7X1D2|CP000253.1|mhcii|seq489	antigen184|A7X1D2|CP000253.1|mhcii|seq1340
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq553
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq551
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq552
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq554
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq453
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq456
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq1827
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq1828
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq1829
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq454
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq455
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq457
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq458
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq1527
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq1528
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq1529
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq1526
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq1086
antigen184|A7X1D2|CP000253.1|mhcii|seq553	antigen184|A7X1D2|CP000253.1|mhcii|seq1087
antigen184|A7X1D2|CP000253.1|mhcii|seq1737	antigen184|A7X1D2|CP000253.1|mhcii|seq1737
antigen184|A7X1D2|CP000253.1|mhcii|seq1737	antigen184|A7X1D2|CP000253.1|mhcii|seq1736
antigen184|A7X1D2|CP000253.1|mhcii|seq1737	antigen184|A7X1D2|CP000253.1|mhcii|seq796
antigen184|A7X1D2|CP000253.1|mhcii|seq2025	antigen184|A7X1D2|CP000253.1|mhcii|seq2025
antigen184|A7X1D2|CP000253.1|mhcii|seq2025	antigen184|A7X1D2|CP000253.1|mhcii|seq113
antigen184|A7X1D2|CP000253.1|mhcii|seq394	antigen184|A7X1D2|CP000253.1|mhcii|seq394
antigen184|A7X1D2|CP000253.1|mhcii|seq394	antigen184|A7X1D2|CP000253.1|mhcii|seq393
antigen184|A7X1D2|CP000253.1|mhcii|seq394	antigen184|A7X1D2|CP000253.1|mhcii|seq395
antigen184|A7X1D2|CP000253.1|mhcii|seq394	antigen184|A7X1D2|CP000253.1|mhcii|seq396
antigen184|A7X1D2|CP000253.1|mhcii|seq522	antigen184|A7X1D2|CP000253.1|mhcii|seq522
antigen184|A7X1D2|CP000253.1|mhcii|seq522	antigen184|A7X1D2|CP000253.1|mhcii|seq2311
antigen184|A7X1D2|CP000253.1|mhcii|seq522	antigen184|A7X1D2|CP000253.1|mhcii|seq2313
antigen184|A7X1D2|CP000253.1|mhcii|seq522	antigen184|A7X1D2|CP000253.1|mhcii|seq2401
antigen184|A7X1D2|CP000253.1|mhcii|seq522	antigen184|A7X1D2|CP000253.1|mhcii|seq2402
antigen184|A7X1D2|CP000253.1|mhcii|seq522	antigen184|A7X1D2|CP000253.1|mhcii|seq2312
antigen184|A7X1D2|CP000253.1|mhcii|seq522	antigen184|A7X1D2|CP000253.1|mhcii|seq2314
antigen184|A7X1D2|CP000253.1|mhcii|seq522	antigen184|A7X1D2|CP000253.1|mhcii|seq537
antigen184|A7X1D2|CP000253.1|mhcii|seq522	antigen184|A7X1D2|CP000253.1|mhcii|seq538
antigen184|A7X1D2|CP000253.1|mhcii|seq522	antigen184|A7X1D2|CP000253.1|mhcii|seq424
antigen184|A7X1D2|CP000253.1|mhcii|seq522	antigen184|A7X1D2|CP000253.1|mhcii|seq423
antigen184|A7X1D2|CP000253.1|mhcii|seq522	antigen184|A7X1D2|CP000253.1|mhcii|seq425
antigen184|A7X1D2|CP000253.1|mhcii|seq522	antigen184|A7X1D2|CP000253.1|mhcii|seq521
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq586
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq583
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq584
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq585
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq587
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq588
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq589
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq814
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq1071
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq816
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq1072
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq1073
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq818
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq1074
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq1075
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq1076
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq189
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq190
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq191
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq819
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq193
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq194
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq195
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq817
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq1077
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq283
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq2124
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq284
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq2125
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq285
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq2126
antigen184|A7X1D2|CP000253.1|mhcii|seq586	antigen184|A7X1D2|CP000253.1|mhcii|seq192
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq2090
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq922
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq1984
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq1191
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq2087
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq919
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq1981
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq1192
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq2088
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq920
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq1982
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq2089
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq921
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq1983
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq2091
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq1985
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq923
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq504
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq505
antigen184|A7X1D2|CP000253.1|mhcii|seq2090	antigen184|A7X1D2|CP000253.1|mhcii|seq506
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq2410
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq545
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq546
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq1474
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq547
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq1475
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq1476
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq1477
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq1478
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq1606
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq2406
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq1607
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq2407
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq1608
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq2408
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq1609
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq2409
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq2411
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq2318
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq2319
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq2320
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq529
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq2321
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq530
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq2322
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq531
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq2323
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq532
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq533
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq534
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq312
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq984
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq313
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq985
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq314
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq986
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq315
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq987
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq542
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq543
antigen184|A7X1D2|CP000253.1|mhcii|seq2410	antigen184|A7X1D2|CP000253.1|mhcii|seq544
antigen184|A7X1D2|CP000253.1|mhcii|seq1163	antigen184|A7X1D2|CP000253.1|mhcii|seq1163
antigen184|A7X1D2|CP000253.1|mhcii|seq1163	antigen184|A7X1D2|CP000253.1|mhcii|seq1160
antigen184|A7X1D2|CP000253.1|mhcii|seq1163	antigen184|A7X1D2|CP000253.1|mhcii|seq1161
antigen184|A7X1D2|CP000253.1|mhcii|seq1163	antigen184|A7X1D2|CP000253.1|mhcii|seq1162
