antigen37|Q2YY04|BX571856.1|mhcii|seq339	antigen37|Q2YY04|BX571856.1|mhcii|seq339
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq170
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq362
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq815
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq784
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq816
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq785
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq817
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq786
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq818
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq787
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq819
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq820
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq732
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq733
antigen37|Q2YY04|BX571856.1|mhcii|seq359	antigen37|Q2YY04|BX571856.1|mhcii|seq734
antigen37|Q2YY04|BX571856.1|mhcii|seq776	antigen37|Q2YY04|BX571856.1|mhcii|seq776
antigen37|Q2YY04|BX571856.1|mhcii|seq776	antigen37|Q2YY04|BX571856.1|mhcii|seq777
antigen37|Q2YY04|BX571856.1|mhcii|seq776	antigen37|Q2YY04|BX571856.1|mhcii|seq770
antigen37|Q2YY04|BX571856.1|mhcii|seq776	antigen37|Q2YY04|BX571856.1|mhcii|seq769
antigen37|Q2YY04|BX571856.1|mhcii|seq776	antigen37|Q2YY04|BX571856.1|mhcii|seq569
antigen37|Q2YY04|BX571856.1|mhcii|seq776	antigen37|Q2YY04|BX571856.1|mhcii|seq570
antigen37|Q2YY04|BX571856.1|mhcii|seq776	antigen37|Q2YY04|BX571856.1|mhcii|seq768
antigen37|Q2YY04|BX571856.1|mhcii|seq872	antigen37|Q2YY04|BX571856.1|mhcii|seq872
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq713
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq1126
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq711
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq1127
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq712
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq1130
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq1128
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq1129
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq1131
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq1132
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq1133
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq716
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq714
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq715
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq717
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq718
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq719
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq150
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq844
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq149
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq843
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq151
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq845
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq152
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq846
antigen37|Q2YY04|BX571856.1|mhcii|seq713	antigen37|Q2YY04|BX571856.1|mhcii|seq696
antigen37|Q2YY04|BX571856.1|mhcii|seq202	antigen37|Q2YY04|BX571856.1|mhcii|seq202
antigen37|Q2YY04|BX571856.1|mhcii|seq202	antigen37|Q2YY04|BX571856.1|mhcii|seq171
antigen37|Q2YY04|BX571856.1|mhcii|seq234	antigen37|Q2YY04|BX571856.1|mhcii|seq234
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq266
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq264
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq265
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq267
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq623
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq621
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq622
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq624
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq625
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq1111
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq284
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq281
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq282
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq283
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq285
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq286
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq287
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq606
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq607
antigen37|Q2YY04|BX571856.1|mhcii|seq266	antigen37|Q2YY04|BX571856.1|mhcii|seq608
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq426
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq932
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq1063
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq1061
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq1062
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq1064
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq1065
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq1066
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq424
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq425
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq427
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq429
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq428
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq432
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq433
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq980
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq933
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq981
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq934
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq700
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq697
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq698
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq699
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq701
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq702
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq62
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq61
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq63
antigen37|Q2YY04|BX571856.1|mhcii|seq426	antigen37|Q2YY04|BX571856.1|mhcii|seq64
antigen37|Q2YY04|BX571856.1|mhcii|seq682	antigen37|Q2YY04|BX571856.1|mhcii|seq682
antigen37|Q2YY04|BX571856.1|mhcii|seq682	antigen37|Q2YY04|BX571856.1|mhcii|seq681
antigen37|Q2YY04|BX571856.1|mhcii|seq682	antigen37|Q2YY04|BX571856.1|mhcii|seq683
antigen37|Q2YY04|BX571856.1|mhcii|seq842	antigen37|Q2YY04|BX571856.1|mhcii|seq842
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq938
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq138
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq985
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq935
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq135
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq982
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq936
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq136
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq983
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq940
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq140
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq987
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq68
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq65
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq66
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq67
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq69
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq937
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq137
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq984
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq939
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq139
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq986
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq1067
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq1068
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq1069
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq430
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq1134
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq431
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq703
antigen37|Q2YY04|BX571856.1|mhcii|seq938	antigen37|Q2YY04|BX571856.1|mhcii|seq704
antigen37|Q2YY04|BX571856.1|mhcii|seq651	antigen37|Q2YY04|BX571856.1|mhcii|seq651
antigen37|Q2YY04|BX571856.1|mhcii|seq651	antigen37|Q2YY04|BX571856.1|mhcii|seq888
antigen37|Q2YY04|BX571856.1|mhcii|seq76	antigen37|Q2YY04|BX571856.1|mhcii|seq76
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq492
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq417
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq641
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq642
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq643
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq645
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq488
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq878
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq489
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq879
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq490
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq880
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq459
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq491
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq460
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq461
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq493
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq462
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq494
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq463
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq495
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq464
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq81
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq465
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq82
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq83
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq84
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq85
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq86
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq731
antigen37|Q2YY04|BX571856.1|mhcii|seq492	antigen37|Q2YY04|BX571856.1|mhcii|seq416
antigen37|Q2YY04|BX571856.1|mhcii|seq524	antigen37|Q2YY04|BX571856.1|mhcii|seq524
antigen37|Q2YY04|BX571856.1|mhcii|seq524	antigen37|Q2YY04|BX571856.1|mhcii|seq525
antigen37|Q2YY04|BX571856.1|mhcii|seq46	antigen37|Q2YY04|BX571856.1|mhcii|seq46
antigen37|Q2YY04|BX571856.1|mhcii|seq782	antigen37|Q2YY04|BX571856.1|mhcii|seq782
antigen37|Q2YY04|BX571856.1|mhcii|seq782	antigen37|Q2YY04|BX571856.1|mhcii|seq783
antigen37|Q2YY04|BX571856.1|mhcii|seq239	antigen37|Q2YY04|BX571856.1|mhcii|seq239
antigen37|Q2YY04|BX571856.1|mhcii|seq239	antigen37|Q2YY04|BX571856.1|mhcii|seq240
antigen37|Q2YY04|BX571856.1|mhcii|seq591	antigen37|Q2YY04|BX571856.1|mhcii|seq591
antigen37|Q2YY04|BX571856.1|mhcii|seq400	antigen37|Q2YY04|BX571856.1|mhcii|seq400
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq656
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq893
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq583
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq584
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq585
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq557
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq20
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq653
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq890
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq558
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq21
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq654
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq891
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq655
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq892
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq657
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq894
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq500
antigen37|Q2YY04|BX571856.1|mhcii|seq656	antigen37|Q2YY04|BX571856.1|mhcii|seq501
antigen37|Q2YY04|BX571856.1|mhcii|seq17	antigen37|Q2YY04|BX571856.1|mhcii|seq17
antigen37|Q2YY04|BX571856.1|mhcii|seq17	antigen37|Q2YY04|BX571856.1|mhcii|seq18
antigen37|Q2YY04|BX571856.1|mhcii|seq17	antigen37|Q2YY04|BX571856.1|mhcii|seq580
antigen37|Q2YY04|BX571856.1|mhcii|seq17	antigen37|Q2YY04|BX571856.1|mhcii|seq577
antigen37|Q2YY04|BX571856.1|mhcii|seq17	antigen37|Q2YY04|BX571856.1|mhcii|seq578
antigen37|Q2YY04|BX571856.1|mhcii|seq17	antigen37|Q2YY04|BX571856.1|mhcii|seq579
antigen37|Q2YY04|BX571856.1|mhcii|seq17	antigen37|Q2YY04|BX571856.1|mhcii|seq581
antigen37|Q2YY04|BX571856.1|mhcii|seq17	antigen37|Q2YY04|BX571856.1|mhcii|seq582
antigen37|Q2YY04|BX571856.1|mhcii|seq17	antigen37|Q2YY04|BX571856.1|mhcii|seq554
antigen37|Q2YY04|BX571856.1|mhcii|seq17	antigen37|Q2YY04|BX571856.1|mhcii|seq555
antigen37|Q2YY04|BX571856.1|mhcii|seq17	antigen37|Q2YY04|BX571856.1|mhcii|seq556
antigen37|Q2YY04|BX571856.1|mhcii|seq17	antigen37|Q2YY04|BX571856.1|mhcii|seq19
antigen37|Q2YY04|BX571856.1|mhcii|seq17	antigen37|Q2YY04|BX571856.1|mhcii|seq652
antigen37|Q2YY04|BX571856.1|mhcii|seq17	antigen37|Q2YY04|BX571856.1|mhcii|seq889
antigen37|Q2YY04|BX571856.1|mhcii|seq17	antigen37|Q2YY04|BX571856.1|mhcii|seq16
antigen37|Q2YY04|BX571856.1|mhcii|seq209	antigen37|Q2YY04|BX571856.1|mhcii|seq209
antigen37|Q2YY04|BX571856.1|mhcii|seq209	antigen37|Q2YY04|BX571856.1|mhcii|seq210
antigen37|Q2YY04|BX571856.1|mhcii|seq209	antigen37|Q2YY04|BX571856.1|mhcii|seq226
antigen37|Q2YY04|BX571856.1|mhcii|seq209	antigen37|Q2YY04|BX571856.1|mhcii|seq225
antigen37|Q2YY04|BX571856.1|mhcii|seq209	antigen37|Q2YY04|BX571856.1|mhcii|seq227
antigen37|Q2YY04|BX571856.1|mhcii|seq209	antigen37|Q2YY04|BX571856.1|mhcii|seq228
antigen37|Q2YY04|BX571856.1|mhcii|seq209	antigen37|Q2YY04|BX571856.1|mhcii|seq224
antigen37|Q2YY04|BX571856.1|mhcii|seq369	antigen37|Q2YY04|BX571856.1|mhcii|seq369
antigen37|Q2YY04|BX571856.1|mhcii|seq1012	antigen37|Q2YY04|BX571856.1|mhcii|seq1012
antigen37|Q2YY04|BX571856.1|mhcii|seq1076	antigen37|Q2YY04|BX571856.1|mhcii|seq1076
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq1108
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq947
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq1028
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq1107
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq1027
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq1106
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq574
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq771
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq772
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq773
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq1029
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq995
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq948
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq774
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq1030
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq996
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq949
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq775
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq778
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq779
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq780
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq781
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq244
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq241
antigen37|Q2YY04|BX571856.1|mhcii|seq1108	antigen37|Q2YY04|BX571856.1|mhcii|seq242
