antigen36|Q6GAB5|BX571857.1|mhcii|seq1	antigen36|Q6GAB5|BX571857.1|mhcii|seq1
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2157
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2153
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq1418
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2154
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq3242
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq3243
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq1419
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2155
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq1422
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq1420
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq1644
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq3244
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq1421
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2158
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2159
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2160
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq628
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq625
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq626
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq627
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq1524
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2948
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq1522
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2946
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq1523
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2947
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq1525
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2949
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq1526
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2950
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2682
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq3444
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq3445
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq1527
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2951
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2679
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq1528
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2952
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2680
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq1529
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2953
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2681
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq1530
antigen36|Q6GAB5|BX571857.1|mhcii|seq2156	antigen36|Q6GAB5|BX571857.1|mhcii|seq2683
antigen36|Q6GAB5|BX571857.1|mhcii|seq2988	antigen36|Q6GAB5|BX571857.1|mhcii|seq2988
antigen36|Q6GAB5|BX571857.1|mhcii|seq3436	antigen36|Q6GAB5|BX571857.1|mhcii|seq3436
antigen36|Q6GAB5|BX571857.1|mhcii|seq1133	antigen36|Q6GAB5|BX571857.1|mhcii|seq1133
antigen36|Q6GAB5|BX571857.1|mhcii|seq1133	antigen36|Q6GAB5|BX571857.1|mhcii|seq1132
antigen36|Q6GAB5|BX571857.1|mhcii|seq1133	antigen36|Q6GAB5|BX571857.1|mhcii|seq242
antigen36|Q6GAB5|BX571857.1|mhcii|seq1133	antigen36|Q6GAB5|BX571857.1|mhcii|seq241
antigen36|Q6GAB5|BX571857.1|mhcii|seq1357	antigen36|Q6GAB5|BX571857.1|mhcii|seq1357
antigen36|Q6GAB5|BX571857.1|mhcii|seq1357	antigen36|Q6GAB5|BX571857.1|mhcii|seq1358
antigen36|Q6GAB5|BX571857.1|mhcii|seq1357	antigen36|Q6GAB5|BX571857.1|mhcii|seq2932
antigen36|Q6GAB5|BX571857.1|mhcii|seq1837	antigen36|Q6GAB5|BX571857.1|mhcii|seq1837
antigen36|Q6GAB5|BX571857.1|mhcii|seq1837	antigen36|Q6GAB5|BX571857.1|mhcii|seq1838
antigen36|Q6GAB5|BX571857.1|mhcii|seq1837	antigen36|Q6GAB5|BX571857.1|mhcii|seq1839
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq2349
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq1026
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq1027
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq2085
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq2348
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq2350
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq1200
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq729
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq730
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq698
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq1028
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq1029
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq1030
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq1031
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq2351
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq2352
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq1201
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq2004
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq2005
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq2006
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq695
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq2007
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq696
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq697
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq2169
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq2170
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq699
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq731
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq2171
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq700
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq1884
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq2172
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq701
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq1885
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq2173
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq1886
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq2174
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq1887
antigen36|Q6GAB5|BX571857.1|mhcii|seq2349	antigen36|Q6GAB5|BX571857.1|mhcii|seq1888
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq2765
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq3004
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq2287
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq139
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq2285
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq137
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq2286
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq138
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq2288
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq140
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq2289
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq141
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq2290
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq142
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq3005
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq2766
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq783
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq3003
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq3006
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq2767
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq784
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq3007
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq2768
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq785
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq3008
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq2769
antigen36|Q6GAB5|BX571857.1|mhcii|seq2765	antigen36|Q6GAB5|BX571857.1|mhcii|seq786
antigen36|Q6GAB5|BX571857.1|mhcii|seq654	antigen36|Q6GAB5|BX571857.1|mhcii|seq654
antigen36|Q6GAB5|BX571857.1|mhcii|seq1166	antigen36|Q6GAB5|BX571857.1|mhcii|seq1166
antigen36|Q6GAB5|BX571857.1|mhcii|seq1166	antigen36|Q6GAB5|BX571857.1|mhcii|seq1163
antigen36|Q6GAB5|BX571857.1|mhcii|seq1166	antigen36|Q6GAB5|BX571857.1|mhcii|seq1164
antigen36|Q6GAB5|BX571857.1|mhcii|seq1166	antigen36|Q6GAB5|BX571857.1|mhcii|seq1165
antigen36|Q6GAB5|BX571857.1|mhcii|seq1166	antigen36|Q6GAB5|BX571857.1|mhcii|seq1167
antigen36|Q6GAB5|BX571857.1|mhcii|seq1166	antigen36|Q6GAB5|BX571857.1|mhcii|seq1168
antigen36|Q6GAB5|BX571857.1|mhcii|seq1166	antigen36|Q6GAB5|BX571857.1|mhcii|seq3153
antigen36|Q6GAB5|BX571857.1|mhcii|seq1166	antigen36|Q6GAB5|BX571857.1|mhcii|seq3154
antigen36|Q6GAB5|BX571857.1|mhcii|seq1166	antigen36|Q6GAB5|BX571857.1|mhcii|seq1779
antigen36|Q6GAB5|BX571857.1|mhcii|seq1166	antigen36|Q6GAB5|BX571857.1|mhcii|seq3155
antigen36|Q6GAB5|BX571857.1|mhcii|seq1166	antigen36|Q6GAB5|BX571857.1|mhcii|seq468
antigen36|Q6GAB5|BX571857.1|mhcii|seq1166	antigen36|Q6GAB5|BX571857.1|mhcii|seq3156
antigen36|Q6GAB5|BX571857.1|mhcii|seq1166	antigen36|Q6GAB5|BX571857.1|mhcii|seq469
antigen36|Q6GAB5|BX571857.1|mhcii|seq1166	antigen36|Q6GAB5|BX571857.1|mhcii|seq3157
antigen36|Q6GAB5|BX571857.1|mhcii|seq1166	antigen36|Q6GAB5|BX571857.1|mhcii|seq470
antigen36|Q6GAB5|BX571857.1|mhcii|seq1166	antigen36|Q6GAB5|BX571857.1|mhcii|seq3158
antigen36|Q6GAB5|BX571857.1|mhcii|seq1166	antigen36|Q6GAB5|BX571857.1|mhcii|seq1780
antigen36|Q6GAB5|BX571857.1|mhcii|seq1166	antigen36|Q6GAB5|BX571857.1|mhcii|seq1778
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1870
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1868
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1869
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1808
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1853
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1857
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq354
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1860
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1858
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1859
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1479
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1480
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1482
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1481
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1483
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1485
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1871
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1872
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1809
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1873
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1810
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1874
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1875
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1299
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1811
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1300
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1301
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1302
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1854
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1855
antigen36|Q6GAB5|BX571857.1|mhcii|seq1870	antigen36|Q6GAB5|BX571857.1|mhcii|seq1856
antigen36|Q6GAB5|BX571857.1|mhcii|seq1934	antigen36|Q6GAB5|BX571857.1|mhcii|seq1934
antigen36|Q6GAB5|BX571857.1|mhcii|seq1934	antigen36|Q6GAB5|BX571857.1|mhcii|seq2499
antigen36|Q6GAB5|BX571857.1|mhcii|seq1934	antigen36|Q6GAB5|BX571857.1|mhcii|seq2500
antigen36|Q6GAB5|BX571857.1|mhcii|seq1934	antigen36|Q6GAB5|BX571857.1|mhcii|seq2501
antigen36|Q6GAB5|BX571857.1|mhcii|seq1934	antigen36|Q6GAB5|BX571857.1|mhcii|seq2502
antigen36|Q6GAB5|BX571857.1|mhcii|seq1934	antigen36|Q6GAB5|BX571857.1|mhcii|seq1287
antigen36|Q6GAB5|BX571857.1|mhcii|seq1934	antigen36|Q6GAB5|BX571857.1|mhcii|seq2816
antigen36|Q6GAB5|BX571857.1|mhcii|seq1934	antigen36|Q6GAB5|BX571857.1|mhcii|seq1288
antigen36|Q6GAB5|BX571857.1|mhcii|seq1934	antigen36|Q6GAB5|BX571857.1|mhcii|seq2817
antigen36|Q6GAB5|BX571857.1|mhcii|seq1934	antigen36|Q6GAB5|BX571857.1|mhcii|seq1289
antigen36|Q6GAB5|BX571857.1|mhcii|seq1934	antigen36|Q6GAB5|BX571857.1|mhcii|seq2818
antigen36|Q6GAB5|BX571857.1|mhcii|seq1934	antigen36|Q6GAB5|BX571857.1|mhcii|seq1290
antigen36|Q6GAB5|BX571857.1|mhcii|seq1934	antigen36|Q6GAB5|BX571857.1|mhcii|seq1931
antigen36|Q6GAB5|BX571857.1|mhcii|seq1934	antigen36|Q6GAB5|BX571857.1|mhcii|seq2187
antigen36|Q6GAB5|BX571857.1|mhcii|seq1934	antigen36|Q6GAB5|BX571857.1|mhcii|seq1932
antigen36|Q6GAB5|BX571857.1|mhcii|seq1934	antigen36|Q6GAB5|BX571857.1|mhcii|seq1933
antigen36|Q6GAB5|BX571857.1|mhcii|seq1934	antigen36|Q6GAB5|BX571857.1|mhcii|seq1935
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq2094
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq124
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq2093
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq123
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq2095
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq125
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq2096
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq126
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq2092
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq122
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq378
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq376
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq377
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq379
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq2300
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq2301
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq2302
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq1632
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq82
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq1633
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq83
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq1634
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq84
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq1635
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq1629
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq79
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq1630
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq80
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq1631
antigen36|Q6GAB5|BX571857.1|mhcii|seq2094	antigen36|Q6GAB5|BX571857.1|mhcii|seq81
antigen36|Q6GAB5|BX571857.1|mhcii|seq2894	antigen36|Q6GAB5|BX571857.1|mhcii|seq2894
antigen36|Q6GAB5|BX571857.1|mhcii|seq2894	antigen36|Q6GAB5|BX571857.1|mhcii|seq2969
antigen36|Q6GAB5|BX571857.1|mhcii|seq2894	antigen36|Q6GAB5|BX571857.1|mhcii|seq1754
antigen36|Q6GAB5|BX571857.1|mhcii|seq2894	antigen36|Q6GAB5|BX571857.1|mhcii|seq1317
antigen36|Q6GAB5|BX571857.1|mhcii|seq2894	antigen36|Q6GAB5|BX571857.1|mhcii|seq1318
antigen36|Q6GAB5|BX571857.1|mhcii|seq2894	antigen36|Q6GAB5|BX571857.1|mhcii|seq1319
antigen36|Q6GAB5|BX571857.1|mhcii|seq2894	antigen36|Q6GAB5|BX571857.1|mhcii|seq1320
antigen36|Q6GAB5|BX571857.1|mhcii|seq2894	antigen36|Q6GAB5|BX571857.1|mhcii|seq2890
antigen36|Q6GAB5|BX571857.1|mhcii|seq2894	antigen36|Q6GAB5|BX571857.1|mhcii|seq2965
antigen36|Q6GAB5|BX571857.1|mhcii|seq2894	antigen36|Q6GAB5|BX571857.1|mhcii|seq1750
antigen36|Q6GAB5|BX571857.1|mhcii|seq2894	antigen36|Q6GAB5|BX571857.1|mhcii|seq2891
antigen36|Q6GAB5|BX571857.1|mhcii|seq2894	antigen36|Q6GAB5|BX571857.1|mhcii|seq2966
antigen36|Q6GAB5|BX571857.1|mhcii|seq2894	antigen36|Q6GAB5|BX571857.1|mhcii|seq1751
antigen36|Q6GAB5|BX571857.1|mhcii|seq2894	antigen36|Q6GAB5|BX571857.1|mhcii|seq2892
