antigen115|Q7A7G0|BX571856.1|mhcii|seq196	antigen115|Q7A7G0|BX571856.1|mhcii|seq196
antigen115|Q7A7G0|BX571856.1|mhcii|seq931	antigen115|Q7A7G0|BX571856.1|mhcii|seq418
antigen115|Q7A7G0|BX571856.1|mhcii|seq931	antigen115|Q7A7G0|BX571856.1|mhcii|seq930
antigen115|Q7A7G0|BX571856.1|mhcii|seq931	antigen115|Q7A7G0|BX571856.1|mhcii|seq419
antigen115|Q7A7G0|BX571856.1|mhcii|seq1603	antigen115|Q7A7G0|BX571856.1|mhcii|seq1603
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq2115
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq2114
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq1322
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq2256
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq695
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq696
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq2205
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq2206
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq2207
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq3305
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq3050
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq2113
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq3302
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq3047
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq1319
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq3303
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq3048
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq1320
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq3304
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq3049
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq1321
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq2250
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq3306
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq3051
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq2251
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq3307
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq3052
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq2252
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq3308
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq3053
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq2253
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq2255
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq3440
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq3441
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq3442
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq3443
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq1366
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq1367
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq1368
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq1369
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq1370
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq2112
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq698
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq697
antigen115|Q7A7G0|BX571856.1|mhcii|seq2115	antigen115|Q7A7G0|BX571856.1|mhcii|seq2208
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2308
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2305
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq3297
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2306
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq3298
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq163
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2307
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq3299
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq164
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq3300
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq165
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq134
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq135
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1930
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq459
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq460
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq461
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq462
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq367
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq368
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1970
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1971
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2483
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1972
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2484
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2485
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2486
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1015
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2135
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1016
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2136
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1017
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2137
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1018
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2138
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq1019
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2139
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2303
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq3295
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq2304
antigen115|Q7A7G0|BX571856.1|mhcii|seq2308	antigen115|Q7A7G0|BX571856.1|mhcii|seq3296
antigen115|Q7A7G0|BX571856.1|mhcii|seq2660	antigen115|Q7A7G0|BX571856.1|mhcii|seq2660
antigen115|Q7A7G0|BX571856.1|mhcii|seq2660	antigen115|Q7A7G0|BX571856.1|mhcii|seq2969
antigen115|Q7A7G0|BX571856.1|mhcii|seq2660	antigen115|Q7A7G0|BX571856.1|mhcii|seq2661
antigen115|Q7A7G0|BX571856.1|mhcii|seq2660	antigen115|Q7A7G0|BX571856.1|mhcii|seq2970
antigen115|Q7A7G0|BX571856.1|mhcii|seq2788	antigen115|Q7A7G0|BX571856.1|mhcii|seq2788
antigen115|Q7A7G0|BX571856.1|mhcii|seq2788	antigen115|Q7A7G0|BX571856.1|mhcii|seq2789
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq3396
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq1441
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq3393
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq1442
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq3394
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq2179
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq3395
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq2180
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq2181
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq3397
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq2182
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq3398
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq270
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq271
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq335
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq272
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq336
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq273
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq480
antigen115|Q7A7G0|BX571856.1|mhcii|seq3396	antigen115|Q7A7G0|BX571856.1|mhcii|seq1440
antigen115|Q7A7G0|BX571856.1|mhcii|seq3556	antigen115|Q7A7G0|BX571856.1|mhcii|seq3556
antigen115|Q7A7G0|BX571856.1|mhcii|seq1125	antigen115|Q7A7G0|BX571856.1|mhcii|seq1125
antigen115|Q7A7G0|BX571856.1|mhcii|seq1125	antigen115|Q7A7G0|BX571856.1|mhcii|seq1126
antigen115|Q7A7G0|BX571856.1|mhcii|seq1125	antigen115|Q7A7G0|BX571856.1|mhcii|seq1127
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq1413
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2433
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2943
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq1410
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2434
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2944
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq1411
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2435
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2945
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq1412
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2436
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2946
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2437
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2947
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq1414
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2438
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2948
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq1415
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq1416
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq1417
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2284
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq621
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2285
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq622
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2286
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq623
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2287
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq624
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2288
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq625
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq183
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq184
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq185
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq186
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq187
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq188
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2432
antigen115|Q7A7G0|BX571856.1|mhcii|seq1413	antigen115|Q7A7G0|BX571856.1|mhcii|seq2942
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq1477
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq2918
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq1473
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq2914
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq1474
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq2915
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq1475
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq2916
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq1476
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq2917
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq2695
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq3186
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq2696
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq3187
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq2697
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq3188
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq2698
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq1263
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq1264
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq1073
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq1265
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq1074
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq1266
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq1075
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq1076
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq472
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq473
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq1433
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq3161
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq474
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq1434
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq3162
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq475
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq1435
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq3163
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq1436
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq3164
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq669
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq670
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq671
antigen115|Q7A7G0|BX571856.1|mhcii|seq1477	antigen115|Q7A7G0|BX571856.1|mhcii|seq672
antigen115|Q7A7G0|BX571856.1|mhcii|seq2220	antigen115|Q7A7G0|BX571856.1|mhcii|seq2220
antigen115|Q7A7G0|BX571856.1|mhcii|seq2220	antigen115|Q7A7G0|BX571856.1|mhcii|seq2219
antigen115|Q7A7G0|BX571856.1|mhcii|seq2220	antigen115|Q7A7G0|BX571856.1|mhcii|seq2221
antigen115|Q7A7G0|BX571856.1|mhcii|seq2220	antigen115|Q7A7G0|BX571856.1|mhcii|seq1095
antigen115|Q7A7G0|BX571856.1|mhcii|seq2444	antigen115|Q7A7G0|BX571856.1|mhcii|seq2444
antigen115|Q7A7G0|BX571856.1|mhcii|seq493	antigen115|Q7A7G0|BX571856.1|mhcii|seq493
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq557
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq1921
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq1922
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq554
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq555
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq556
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq558
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq2638
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq559
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq2639
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq951
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq952
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq153
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq953
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq154
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq155
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq124
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq156
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq125
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq126
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq1918
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq1919
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq1920
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq1781
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq2465
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq2960
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq2466
antigen115|Q7A7G0|BX571856.1|mhcii|seq557	antigen115|Q7A7G0|BX571856.1|mhcii|seq2961
