antigen14|A5IRD0|HE681097.1|mhcii|seq1	antigen14|A5IRD0|HE681097.1|mhcii|seq1
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq307
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq3595
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq308
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq3148
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq3596
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq309
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq3149
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq3150
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq1583
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq4407
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq3151
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq3152
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq1688
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq4220
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq4221
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq3710
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq4222
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq3711
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq4223
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq3712
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq4224
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq1687
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq1582
antigen14|A5IRD0|HE681097.1|mhcii|seq3593	antigen14|A5IRD0|HE681097.1|mhcii|seq4406
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq3817
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq3816
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq5539
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq5537
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq5538
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq5540
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq3493
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq3494
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq3495
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq3496
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq3818
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq5162
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq5163
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq5164
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq5165
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq3450
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq3451
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq3815
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq3448
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq3449
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq1052
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq1050
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq1051
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq1053
antigen14|A5IRD0|HE681097.1|mhcii|seq3817	antigen14|A5IRD0|HE681097.1|mhcii|seq1054
antigen14|A5IRD0|HE681097.1|mhcii|seq4009	antigen14|A5IRD0|HE681097.1|mhcii|seq4009
antigen14|A5IRD0|HE681097.1|mhcii|seq4009	antigen14|A5IRD0|HE681097.1|mhcii|seq4010
antigen14|A5IRD0|HE681097.1|mhcii|seq4489	antigen14|A5IRD0|HE681097.1|mhcii|seq4489
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4521
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4522
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq706
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq707
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq710
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq2791
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4689
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq2788
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4686
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq2789
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4687
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq2790
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4688
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq1383
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq1384
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4520
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq1385
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4085
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4086
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4519
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4936
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq1386
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4940
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4524
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq708
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq709
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4937
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4938
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4939
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4523
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4087
antigen14|A5IRD0|HE681097.1|mhcii|seq4521	antigen14|A5IRD0|HE681097.1|mhcii|seq4088
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4873
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4632
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq1946
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq3617
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4803
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4869
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4628
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq1942
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4870
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4629
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq1943
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4871
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4630
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq1944
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4872
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4631
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq1945
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4874
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4633
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq1947
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq2283
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4646
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq2284
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4647
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq2285
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4648
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq2286
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4649
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq2287
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4650
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq2192
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq2288
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4651
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq2193
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq2194
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq2195
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq3612
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4798
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq3613
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4799
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq3614
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4800
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq3615
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4801
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq3616
antigen14|A5IRD0|HE681097.1|mhcii|seq4873	antigen14|A5IRD0|HE681097.1|mhcii|seq4802
antigen14|A5IRD0|HE681097.1|mhcii|seq5161	antigen14|A5IRD0|HE681097.1|mhcii|seq5161
antigen14|A5IRD0|HE681097.1|mhcii|seq5417	antigen14|A5IRD0|HE681097.1|mhcii|seq5417
antigen14|A5IRD0|HE681097.1|mhcii|seq5417	antigen14|A5IRD0|HE681097.1|mhcii|seq5418
antigen14|A5IRD0|HE681097.1|mhcii|seq5417	antigen14|A5IRD0|HE681097.1|mhcii|seq5419
antigen14|A5IRD0|HE681097.1|mhcii|seq5417	antigen14|A5IRD0|HE681097.1|mhcii|seq3105
antigen14|A5IRD0|HE681097.1|mhcii|seq5417	antigen14|A5IRD0|HE681097.1|mhcii|seq1785
antigen14|A5IRD0|HE681097.1|mhcii|seq5417	antigen14|A5IRD0|HE681097.1|mhcii|seq1371
antigen14|A5IRD0|HE681097.1|mhcii|seq5417	antigen14|A5IRD0|HE681097.1|mhcii|seq3419
antigen14|A5IRD0|HE681097.1|mhcii|seq5417	antigen14|A5IRD0|HE681097.1|mhcii|seq3420
antigen14|A5IRD0|HE681097.1|mhcii|seq5417	antigen14|A5IRD0|HE681097.1|mhcii|seq3103
antigen14|A5IRD0|HE681097.1|mhcii|seq5417	antigen14|A5IRD0|HE681097.1|mhcii|seq3104
antigen14|A5IRD0|HE681097.1|mhcii|seq5417	antigen14|A5IRD0|HE681097.1|mhcii|seq5416
antigen14|A5IRD0|HE681097.1|mhcii|seq5417	antigen14|A5IRD0|HE681097.1|mhcii|seq2488
antigen14|A5IRD0|HE681097.1|mhcii|seq5417	antigen14|A5IRD0|HE681097.1|mhcii|seq2487
antigen14|A5IRD0|HE681097.1|mhcii|seq5417	antigen14|A5IRD0|HE681097.1|mhcii|seq2489
antigen14|A5IRD0|HE681097.1|mhcii|seq5417	antigen14|A5IRD0|HE681097.1|mhcii|seq2490
antigen14|A5IRD0|HE681097.1|mhcii|seq5417	antigen14|A5IRD0|HE681097.1|mhcii|seq3418
antigen14|A5IRD0|HE681097.1|mhcii|seq5417	antigen14|A5IRD0|HE681097.1|mhcii|seq3417
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq394
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq393
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq2371
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq2369
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq2370
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq2372
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq2373
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq3954
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq3951
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq3952
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq3953
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq3955
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq3956
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq3957
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq2368
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq392
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq3208
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq3209
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq3210
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq5147
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq5148
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq5149
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq395
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq5150
antigen14|A5IRD0|HE681097.1|mhcii|seq394	antigen14|A5IRD0|HE681097.1|mhcii|seq396
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq490
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq2882
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq247
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq3362
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq2883
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq248
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq2884
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq249
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq2885
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq250
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq486
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq2598
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq487
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq2599
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq488
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq2600
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq489
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq2601
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq938
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq2602
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq491
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq939
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq2603
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq492
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq940
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq2604
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq493
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq941
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq2605
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq494
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq942
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq2606
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq495
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq943
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq944
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq2034
antigen14|A5IRD0|HE681097.1|mhcii|seq490	antigen14|A5IRD0|HE681097.1|mhcii|seq2035
antigen14|A5IRD0|HE681097.1|mhcii|seq1066	antigen14|A5IRD0|HE681097.1|mhcii|seq1066
antigen14|A5IRD0|HE681097.1|mhcii|seq1066	antigen14|A5IRD0|HE681097.1|mhcii|seq104
antigen14|A5IRD0|HE681097.1|mhcii|seq1066	antigen14|A5IRD0|HE681097.1|mhcii|seq1067
antigen14|A5IRD0|HE681097.1|mhcii|seq1066	antigen14|A5IRD0|HE681097.1|mhcii|seq105
antigen14|A5IRD0|HE681097.1|mhcii|seq1066	antigen14|A5IRD0|HE681097.1|mhcii|seq1068
antigen14|A5IRD0|HE681097.1|mhcii|seq1066	antigen14|A5IRD0|HE681097.1|mhcii|seq106
antigen14|A5IRD0|HE681097.1|mhcii|seq1066	antigen14|A5IRD0|HE681097.1|mhcii|seq1069
antigen14|A5IRD0|HE681097.1|mhcii|seq1066	antigen14|A5IRD0|HE681097.1|mhcii|seq107
antigen14|A5IRD0|HE681097.1|mhcii|seq1066	antigen14|A5IRD0|HE681097.1|mhcii|seq103
antigen14|A5IRD0|HE681097.1|mhcii|seq1066	antigen14|A5IRD0|HE681097.1|mhcii|seq4295
antigen14|A5IRD0|HE681097.1|mhcii|seq1066	antigen14|A5IRD0|HE681097.1|mhcii|seq4294
antigen14|A5IRD0|HE681097.1|mhcii|seq1066	antigen14|A5IRD0|HE681097.1|mhcii|seq4296
antigen14|A5IRD0|HE681097.1|mhcii|seq1066	antigen14|A5IRD0|HE681097.1|mhcii|seq2337
antigen14|A5IRD0|HE681097.1|mhcii|seq1066	antigen14|A5IRD0|HE681097.1|mhcii|seq197
antigen14|A5IRD0|HE681097.1|mhcii|seq1066	antigen14|A5IRD0|HE681097.1|mhcii|seq1065
antigen14|A5IRD0|HE681097.1|mhcii|seq1546	antigen14|A5IRD0|HE681097.1|mhcii|seq1546
antigen14|A5IRD0|HE681097.1|mhcii|seq1546	antigen14|A5IRD0|HE681097.1|mhcii|seq1547
antigen14|A5IRD0|HE681097.1|mhcii|seq2442	antigen14|A5IRD0|HE681097.1|mhcii|seq2442
antigen14|A5IRD0|HE681097.1|mhcii|seq2474	antigen14|A5IRD0|HE681097.1|mhcii|seq2474
antigen14|A5IRD0|HE681097.1|mhcii|seq2474	antigen14|A5IRD0|HE681097.1|mhcii|seq2472
antigen14|A5IRD0|HE681097.1|mhcii|seq2474	antigen14|A5IRD0|HE681097.1|mhcii|seq2473
antigen14|A5IRD0|HE681097.1|mhcii|seq2474	antigen14|A5IRD0|HE681097.1|mhcii|seq5238
antigen14|A5IRD0|HE681097.1|mhcii|seq2474	antigen14|A5IRD0|HE681097.1|mhcii|seq5089
antigen14|A5IRD0|HE681097.1|mhcii|seq2474	antigen14|A5IRD0|HE681097.1|mhcii|seq3683
antigen14|A5IRD0|HE681097.1|mhcii|seq2474	antigen14|A5IRD0|HE681097.1|mhcii|seq3681
antigen14|A5IRD0|HE681097.1|mhcii|seq2474	antigen14|A5IRD0|HE681097.1|mhcii|seq3682
antigen14|A5IRD0|HE681097.1|mhcii|seq2474	antigen14|A5IRD0|HE681097.1|mhcii|seq3684
antigen14|A5IRD0|HE681097.1|mhcii|seq2474	antigen14|A5IRD0|HE681097.1|mhcii|seq3685
antigen14|A5IRD0|HE681097.1|mhcii|seq2474	antigen14|A5IRD0|HE681097.1|mhcii|seq3680
antigen14|A5IRD0|HE681097.1|mhcii|seq2474	antigen14|A5IRD0|HE681097.1|mhcii|seq5237
antigen14|A5IRD0|HE681097.1|mhcii|seq2474	antigen14|A5IRD0|HE681097.1|mhcii|seq2294
antigen14|A5IRD0|HE681097.1|mhcii|seq2474	antigen14|A5IRD0|HE681097.1|mhcii|seq2295
