antigen98|A5IVY0|BA000018.3|mhcii|seq1	antigen98|A5IVY0|BA000018.3|mhcii|seq1
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq384
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq4233
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq4235
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq4236
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq4237
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq4238
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq4239
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq1106
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq1107
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq1108
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq1109
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq854
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq1110
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq1111
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq1623
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq5328
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq1112
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq1624
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq5329
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq1113
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq1625
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq5330
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq1626
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq5331
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq1627
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq5332
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq1628
antigen98|A5IVY0|BA000018.3|mhcii|seq4234	antigen98|A5IVY0|BA000018.3|mhcii|seq5333
antigen98|A5IVY0|BA000018.3|mhcii|seq5802	antigen98|A5IVY0|BA000018.3|mhcii|seq5802
antigen98|A5IVY0|BA000018.3|mhcii|seq5802	antigen98|A5IVY0|BA000018.3|mhcii|seq1410
antigen98|A5IVY0|BA000018.3|mhcii|seq5802	antigen98|A5IVY0|BA000018.3|mhcii|seq1409
antigen98|A5IVY0|BA000018.3|mhcii|seq5802	antigen98|A5IVY0|BA000018.3|mhcii|seq1408
antigen98|A5IVY0|BA000018.3|mhcii|seq6634	antigen98|A5IVY0|BA000018.3|mhcii|seq6634
antigen98|A5IVY0|BA000018.3|mhcii|seq651	antigen98|A5IVY0|BA000018.3|mhcii|seq651
antigen98|A5IVY0|BA000018.3|mhcii|seq1131	antigen98|A5IVY0|BA000018.3|mhcii|seq1131
antigen98|A5IVY0|BA000018.3|mhcii|seq1771	antigen98|A5IVY0|BA000018.3|mhcii|seq1771
antigen98|A5IVY0|BA000018.3|mhcii|seq1771	antigen98|A5IVY0|BA000018.3|mhcii|seq1773
antigen98|A5IVY0|BA000018.3|mhcii|seq2155	antigen98|A5IVY0|BA000018.3|mhcii|seq2155
antigen98|A5IVY0|BA000018.3|mhcii|seq2155	antigen98|A5IVY0|BA000018.3|mhcii|seq2154
antigen98|A5IVY0|BA000018.3|mhcii|seq2155	antigen98|A5IVY0|BA000018.3|mhcii|seq3610
antigen98|A5IVY0|BA000018.3|mhcii|seq2155	antigen98|A5IVY0|BA000018.3|mhcii|seq3611
antigen98|A5IVY0|BA000018.3|mhcii|seq2155	antigen98|A5IVY0|BA000018.3|mhcii|seq6590
antigen98|A5IVY0|BA000018.3|mhcii|seq2155	antigen98|A5IVY0|BA000018.3|mhcii|seq6593
antigen98|A5IVY0|BA000018.3|mhcii|seq2155	antigen98|A5IVY0|BA000018.3|mhcii|seq6589
antigen98|A5IVY0|BA000018.3|mhcii|seq2155	antigen98|A5IVY0|BA000018.3|mhcii|seq6591
antigen98|A5IVY0|BA000018.3|mhcii|seq2155	antigen98|A5IVY0|BA000018.3|mhcii|seq6592
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq2667
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq421
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq422
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq4520
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq2665
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq2666
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq2669
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq4521
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq423
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq4522
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq424
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq4523
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq425
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq2668
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq2670
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq212
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq3386
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq3385
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq3387
antigen98|A5IVY0|BA000018.3|mhcii|seq2667	antigen98|A5IVY0|BA000018.3|mhcii|seq3388
antigen98|A5IVY0|BA000018.3|mhcii|seq2923	antigen98|A5IVY0|BA000018.3|mhcii|seq2923
antigen98|A5IVY0|BA000018.3|mhcii|seq2923	antigen98|A5IVY0|BA000018.3|mhcii|seq4865
antigen98|A5IVY0|BA000018.3|mhcii|seq2923	antigen98|A5IVY0|BA000018.3|mhcii|seq475
antigen98|A5IVY0|BA000018.3|mhcii|seq2923	antigen98|A5IVY0|BA000018.3|mhcii|seq4866
antigen98|A5IVY0|BA000018.3|mhcii|seq2923	antigen98|A5IVY0|BA000018.3|mhcii|seq476
antigen98|A5IVY0|BA000018.3|mhcii|seq2923	antigen98|A5IVY0|BA000018.3|mhcii|seq2921
antigen98|A5IVY0|BA000018.3|mhcii|seq2923	antigen98|A5IVY0|BA000018.3|mhcii|seq2922
antigen98|A5IVY0|BA000018.3|mhcii|seq2923	antigen98|A5IVY0|BA000018.3|mhcii|seq2924
antigen98|A5IVY0|BA000018.3|mhcii|seq2923	antigen98|A5IVY0|BA000018.3|mhcii|seq3596
antigen98|A5IVY0|BA000018.3|mhcii|seq2923	antigen98|A5IVY0|BA000018.3|mhcii|seq3597
antigen98|A5IVY0|BA000018.3|mhcii|seq2923	antigen98|A5IVY0|BA000018.3|mhcii|seq4864
antigen98|A5IVY0|BA000018.3|mhcii|seq2923	antigen98|A5IVY0|BA000018.3|mhcii|seq474
antigen98|A5IVY0|BA000018.3|mhcii|seq3115	antigen98|A5IVY0|BA000018.3|mhcii|seq3115
antigen98|A5IVY0|BA000018.3|mhcii|seq3115	antigen98|A5IVY0|BA000018.3|mhcii|seq3116
antigen98|A5IVY0|BA000018.3|mhcii|seq3115	antigen98|A5IVY0|BA000018.3|mhcii|seq5773
antigen98|A5IVY0|BA000018.3|mhcii|seq3595	antigen98|A5IVY0|BA000018.3|mhcii|seq3595
antigen98|A5IVY0|BA000018.3|mhcii|seq3627	antigen98|A5IVY0|BA000018.3|mhcii|seq3627
antigen98|A5IVY0|BA000018.3|mhcii|seq3627	antigen98|A5IVY0|BA000018.3|mhcii|seq3628
antigen98|A5IVY0|BA000018.3|mhcii|seq3627	antigen98|A5IVY0|BA000018.3|mhcii|seq2534
antigen98|A5IVY0|BA000018.3|mhcii|seq3627	antigen98|A5IVY0|BA000018.3|mhcii|seq456
antigen98|A5IVY0|BA000018.3|mhcii|seq3627	antigen98|A5IVY0|BA000018.3|mhcii|seq3625
antigen98|A5IVY0|BA000018.3|mhcii|seq3627	antigen98|A5IVY0|BA000018.3|mhcii|seq3626
antigen98|A5IVY0|BA000018.3|mhcii|seq3627	antigen98|A5IVY0|BA000018.3|mhcii|seq4817
antigen98|A5IVY0|BA000018.3|mhcii|seq3627	antigen98|A5IVY0|BA000018.3|mhcii|seq457
antigen98|A5IVY0|BA000018.3|mhcii|seq3627	antigen98|A5IVY0|BA000018.3|mhcii|seq4818
antigen98|A5IVY0|BA000018.3|mhcii|seq3627	antigen98|A5IVY0|BA000018.3|mhcii|seq458
antigen98|A5IVY0|BA000018.3|mhcii|seq3627	antigen98|A5IVY0|BA000018.3|mhcii|seq3446
antigen98|A5IVY0|BA000018.3|mhcii|seq3627	antigen98|A5IVY0|BA000018.3|mhcii|seq3445
antigen98|A5IVY0|BA000018.3|mhcii|seq3627	antigen98|A5IVY0|BA000018.3|mhcii|seq3447
antigen98|A5IVY0|BA000018.3|mhcii|seq3627	antigen98|A5IVY0|BA000018.3|mhcii|seq3448
antigen98|A5IVY0|BA000018.3|mhcii|seq3627	antigen98|A5IVY0|BA000018.3|mhcii|seq3449
antigen98|A5IVY0|BA000018.3|mhcii|seq4075	antigen98|A5IVY0|BA000018.3|mhcii|seq4075
antigen98|A5IVY0|BA000018.3|mhcii|seq4907	antigen98|A5IVY0|BA000018.3|mhcii|seq4907
antigen98|A5IVY0|BA000018.3|mhcii|seq4907	antigen98|A5IVY0|BA000018.3|mhcii|seq4908
antigen98|A5IVY0|BA000018.3|mhcii|seq5067	antigen98|A5IVY0|BA000018.3|mhcii|seq5067
antigen98|A5IVY0|BA000018.3|mhcii|seq876	antigen98|A5IVY0|BA000018.3|mhcii|seq876
antigen98|A5IVY0|BA000018.3|mhcii|seq876	antigen98|A5IVY0|BA000018.3|mhcii|seq877
antigen98|A5IVY0|BA000018.3|mhcii|seq2380	antigen98|A5IVY0|BA000018.3|mhcii|seq2380
antigen98|A5IVY0|BA000018.3|mhcii|seq2380	antigen98|A5IVY0|BA000018.3|mhcii|seq2379
antigen98|A5IVY0|BA000018.3|mhcii|seq2380	antigen98|A5IVY0|BA000018.3|mhcii|seq2381
antigen98|A5IVY0|BA000018.3|mhcii|seq2380	antigen98|A5IVY0|BA000018.3|mhcii|seq6469
antigen98|A5IVY0|BA000018.3|mhcii|seq2380	antigen98|A5IVY0|BA000018.3|mhcii|seq6470
antigen98|A5IVY0|BA000018.3|mhcii|seq2380	antigen98|A5IVY0|BA000018.3|mhcii|seq6471
antigen98|A5IVY0|BA000018.3|mhcii|seq2380	antigen98|A5IVY0|BA000018.3|mhcii|seq2861
antigen98|A5IVY0|BA000018.3|mhcii|seq2380	antigen98|A5IVY0|BA000018.3|mhcii|seq2860
antigen98|A5IVY0|BA000018.3|mhcii|seq2380	antigen98|A5IVY0|BA000018.3|mhcii|seq2862
antigen98|A5IVY0|BA000018.3|mhcii|seq2636	antigen98|A5IVY0|BA000018.3|mhcii|seq2636
antigen98|A5IVY0|BA000018.3|mhcii|seq2636	antigen98|A5IVY0|BA000018.3|mhcii|seq2637
antigen98|A5IVY0|BA000018.3|mhcii|seq2636	antigen98|A5IVY0|BA000018.3|mhcii|seq361
antigen98|A5IVY0|BA000018.3|mhcii|seq2636	antigen98|A5IVY0|BA000018.3|mhcii|seq2635
antigen98|A5IVY0|BA000018.3|mhcii|seq2988	antigen98|A5IVY0|BA000018.3|mhcii|seq2988
antigen98|A5IVY0|BA000018.3|mhcii|seq2988	antigen98|A5IVY0|BA000018.3|mhcii|seq4262
antigen98|A5IVY0|BA000018.3|mhcii|seq2988	antigen98|A5IVY0|BA000018.3|mhcii|seq4263
antigen98|A5IVY0|BA000018.3|mhcii|seq2988	antigen98|A5IVY0|BA000018.3|mhcii|seq4264
antigen98|A5IVY0|BA000018.3|mhcii|seq2988	antigen98|A5IVY0|BA000018.3|mhcii|seq2985
antigen98|A5IVY0|BA000018.3|mhcii|seq2988	antigen98|A5IVY0|BA000018.3|mhcii|seq4265
antigen98|A5IVY0|BA000018.3|mhcii|seq2988	antigen98|A5IVY0|BA000018.3|mhcii|seq2986
antigen98|A5IVY0|BA000018.3|mhcii|seq2988	antigen98|A5IVY0|BA000018.3|mhcii|seq4266
antigen98|A5IVY0|BA000018.3|mhcii|seq2988	antigen98|A5IVY0|BA000018.3|mhcii|seq2987
antigen98|A5IVY0|BA000018.3|mhcii|seq2988	antigen98|A5IVY0|BA000018.3|mhcii|seq2192
antigen98|A5IVY0|BA000018.3|mhcii|seq2988	antigen98|A5IVY0|BA000018.3|mhcii|seq1762
antigen98|A5IVY0|BA000018.3|mhcii|seq2988	antigen98|A5IVY0|BA000018.3|mhcii|seq1763
antigen98|A5IVY0|BA000018.3|mhcii|seq2988	antigen98|A5IVY0|BA000018.3|mhcii|seq1764
antigen98|A5IVY0|BA000018.3|mhcii|seq2988	antigen98|A5IVY0|BA000018.3|mhcii|seq3752
antigen98|A5IVY0|BA000018.3|mhcii|seq2988	antigen98|A5IVY0|BA000018.3|mhcii|seq3753
antigen98|A5IVY0|BA000018.3|mhcii|seq3980	antigen98|A5IVY0|BA000018.3|mhcii|seq3980
antigen98|A5IVY0|BA000018.3|mhcii|seq3980	antigen98|A5IVY0|BA000018.3|mhcii|seq5843
antigen98|A5IVY0|BA000018.3|mhcii|seq3980	antigen98|A5IVY0|BA000018.3|mhcii|seq3091
antigen98|A5IVY0|BA000018.3|mhcii|seq3980	antigen98|A5IVY0|BA000018.3|mhcii|seq3092
antigen98|A5IVY0|BA000018.3|mhcii|seq3980	antigen98|A5IVY0|BA000018.3|mhcii|seq3093
antigen98|A5IVY0|BA000018.3|mhcii|seq3980	antigen98|A5IVY0|BA000018.3|mhcii|seq2522
antigen98|A5IVY0|BA000018.3|mhcii|seq3980	antigen98|A5IVY0|BA000018.3|mhcii|seq2523
antigen98|A5IVY0|BA000018.3|mhcii|seq3980	antigen98|A5IVY0|BA000018.3|mhcii|seq5376
antigen98|A5IVY0|BA000018.3|mhcii|seq3980	antigen98|A5IVY0|BA000018.3|mhcii|seq5375
antigen98|A5IVY0|BA000018.3|mhcii|seq4300	antigen98|A5IVY0|BA000018.3|mhcii|seq4300
antigen98|A5IVY0|BA000018.3|mhcii|seq4300	antigen98|A5IVY0|BA000018.3|mhcii|seq4301
antigen98|A5IVY0|BA000018.3|mhcii|seq4300	antigen98|A5IVY0|BA000018.3|mhcii|seq4302
antigen98|A5IVY0|BA000018.3|mhcii|seq4332	antigen98|A5IVY0|BA000018.3|mhcii|seq4332
antigen98|A5IVY0|BA000018.3|mhcii|seq4332	antigen98|A5IVY0|BA000018.3|mhcii|seq4331
antigen98|A5IVY0|BA000018.3|mhcii|seq4332	antigen98|A5IVY0|BA000018.3|mhcii|seq4330
antigen98|A5IVY0|BA000018.3|mhcii|seq4332	antigen98|A5IVY0|BA000018.3|mhcii|seq272
antigen98|A5IVY0|BA000018.3|mhcii|seq4332	antigen98|A5IVY0|BA000018.3|mhcii|seq271
antigen98|A5IVY0|BA000018.3|mhcii|seq4332	antigen98|A5IVY0|BA000018.3|mhcii|seq2621
antigen98|A5IVY0|BA000018.3|mhcii|seq4332	antigen98|A5IVY0|BA000018.3|mhcii|seq2620
antigen98|A5IVY0|BA000018.3|mhcii|seq4492	antigen98|A5IVY0|BA000018.3|mhcii|seq4492
antigen98|A5IVY0|BA000018.3|mhcii|seq4492	antigen98|A5IVY0|BA000018.3|mhcii|seq4491
antigen98|A5IVY0|BA000018.3|mhcii|seq4492	antigen98|A5IVY0|BA000018.3|mhcii|seq5997
antigen98|A5IVY0|BA000018.3|mhcii|seq4492	antigen98|A5IVY0|BA000018.3|mhcii|seq5998
antigen98|A5IVY0|BA000018.3|mhcii|seq4492	antigen98|A5IVY0|BA000018.3|mhcii|seq4495
antigen98|A5IVY0|BA000018.3|mhcii|seq4492	antigen98|A5IVY0|BA000018.3|mhcii|seq2996
antigen98|A5IVY0|BA000018.3|mhcii|seq4492	antigen98|A5IVY0|BA000018.3|mhcii|seq2995
antigen98|A5IVY0|BA000018.3|mhcii|seq5292	antigen98|A5IVY0|BA000018.3|mhcii|seq5292
antigen98|A5IVY0|BA000018.3|mhcii|seq5772	antigen98|A5IVY0|BA000018.3|mhcii|seq5772
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq5932
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq353
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq354
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq3107
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq3108
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq3109
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq3110
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq3111
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq5928
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq5929
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq5930
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq5931
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq3886
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq4398
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq3887
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq4399
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq3888
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq4336
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq4400
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq4976
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq4337
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq4401
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq4977
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq5073
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq4338
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq4402
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq4978
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq5074
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq4979
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq5075
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq4980
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq5076
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq5467
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq5468
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq5469
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq5470
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq5471
antigen98|A5IVY0|BA000018.3|mhcii|seq5932	antigen98|A5IVY0|BA000018.3|mhcii|seq352
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq6060
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq6531
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq684
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq6532
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq685
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq6533
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq686
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq6534
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq687
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq6535
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq688
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq6057
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq6058
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq6059
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq6061
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq6062
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq6063
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq1904
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq1905
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq4242
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq4243
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq4244
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq4245
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq6457
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq655
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq6459
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq657
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq6460
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq658
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq6461
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq659
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq6462
antigen98|A5IVY0|BA000018.3|mhcii|seq6060	antigen98|A5IVY0|BA000018.3|mhcii|seq660
antigen98|A5IVY0|BA000018.3|mhcii|seq6348	antigen98|A5IVY0|BA000018.3|mhcii|seq6348
antigen98|A5IVY0|BA000018.3|mhcii|seq6348	antigen98|A5IVY0|BA000018.3|mhcii|seq2402
antigen98|A5IVY0|BA000018.3|mhcii|seq6348	antigen98|A5IVY0|BA000018.3|mhcii|seq6345
antigen98|A5IVY0|BA000018.3|mhcii|seq6348	antigen98|A5IVY0|BA000018.3|mhcii|seq6491
antigen98|A5IVY0|BA000018.3|mhcii|seq6348	antigen98|A5IVY0|BA000018.3|mhcii|seq6492
antigen98|A5IVY0|BA000018.3|mhcii|seq6348	antigen98|A5IVY0|BA000018.3|mhcii|seq4382
antigen98|A5IVY0|BA000018.3|mhcii|seq6348	antigen98|A5IVY0|BA000018.3|mhcii|seq3348
antigen98|A5IVY0|BA000018.3|mhcii|seq6348	antigen98|A5IVY0|BA000018.3|mhcii|seq4383
antigen98|A5IVY0|BA000018.3|mhcii|seq6508	antigen98|A5IVY0|BA000018.3|mhcii|seq6508
antigen98|A5IVY0|BA000018.3|mhcii|seq6508	antigen98|A5IVY0|BA000018.3|mhcii|seq6507
antigen98|A5IVY0|BA000018.3|mhcii|seq6508	antigen98|A5IVY0|BA000018.3|mhcii|seq4499
