antigen165|P65407|CP002114.3|mhcii|seq1	antigen165|P65407|CP002114.3|mhcii|seq1
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq143
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq144
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq145
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq147
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq371
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq660
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq148
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq372
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq373
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq86
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq374
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq87
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq375
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq88
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq312
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq376
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq89
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq313
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq377
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq314
antigen165|P65407|CP002114.3|mhcii|seq146	antigen165|P65407|CP002114.3|mhcii|seq315
antigen165|P65407|CP002114.3|mhcii|seq499	antigen165|P65407|CP002114.3|mhcii|seq499
antigen165|P65407|CP002114.3|mhcii|seq212	antigen165|P65407|CP002114.3|mhcii|seq212
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq22
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq20
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq21
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq23
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq24
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq263
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq264
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq684
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq685
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq686
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq529
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq533
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq268
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq269
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq530
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq531
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq532
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq534
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq25
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq26
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq576
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq574
antigen165|P65407|CP002114.3|mhcii|seq22	antigen165|P65407|CP002114.3|mhcii|seq575
antigen165|P65407|CP002114.3|mhcii|seq183	antigen165|P65407|CP002114.3|mhcii|seq183
antigen165|P65407|CP002114.3|mhcii|seq183	antigen165|P65407|CP002114.3|mhcii|seq182
antigen165|P65407|CP002114.3|mhcii|seq183	antigen165|P65407|CP002114.3|mhcii|seq184
antigen165|P65407|CP002114.3|mhcii|seq439	antigen165|P65407|CP002114.3|mhcii|seq439
antigen165|P65407|CP002114.3|mhcii|seq760	antigen165|P65407|CP002114.3|mhcii|seq760
antigen165|P65407|CP002114.3|mhcii|seq760	antigen165|P65407|CP002114.3|mhcii|seq759
antigen165|P65407|CP002114.3|mhcii|seq760	antigen165|P65407|CP002114.3|mhcii|seq604
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq153
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq154
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq294
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq295
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq52
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq514
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq515
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq337
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq50
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq51
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq53
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq155
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq731
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq292
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq293
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq70
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq67
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq68
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq69
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq549
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq550
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq71
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq551
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq72
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq552
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq73
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq74
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq748
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq749
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq398
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq750
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq399
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq751
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq400
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq752
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq401
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq402
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq403
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq234
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq232
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq233
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq235
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq236
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq152
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq729
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq730
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq380
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq732
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq381
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq733
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq382
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq384
antigen165|P65407|CP002114.3|mhcii|seq153	antigen165|P65407|CP002114.3|mhcii|seq383
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq281
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq324
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq4
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq325
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq5
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq326
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq6
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq327
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq7
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq328
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq8
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq329
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq9
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq715
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq37
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq716
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq38
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq717
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq39
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq718
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq40
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq719
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq41
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq213
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq214
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq278
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq215
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq279
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq216
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq280
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq282
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq251
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq642
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq283
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq252
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq643
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq253
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq644
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq254
antigen165|P65407|CP002114.3|mhcii|seq281	antigen165|P65407|CP002114.3|mhcii|seq645
antigen165|P65407|CP002114.3|mhcii|seq379	antigen165|P65407|CP002114.3|mhcii|seq379
antigen165|P65407|CP002114.3|mhcii|seq411	antigen165|P65407|CP002114.3|mhcii|seq411
antigen165|P65407|CP002114.3|mhcii|seq411	antigen165|P65407|CP002114.3|mhcii|seq18
antigen165|P65407|CP002114.3|mhcii|seq411	antigen165|P65407|CP002114.3|mhcii|seq412
antigen165|P65407|CP002114.3|mhcii|seq411	antigen165|P65407|CP002114.3|mhcii|seq19
antigen165|P65407|CP002114.3|mhcii|seq411	antigen165|P65407|CP002114.3|mhcii|seq410
antigen165|P65407|CP002114.3|mhcii|seq411	antigen165|P65407|CP002114.3|mhcii|seq17
antigen165|P65407|CP002114.3|mhcii|seq411	antigen165|P65407|CP002114.3|mhcii|seq96
antigen165|P65407|CP002114.3|mhcii|seq411	antigen165|P65407|CP002114.3|mhcii|seq95
antigen165|P65407|CP002114.3|mhcii|seq411	antigen165|P65407|CP002114.3|mhcii|seq608
antigen165|P65407|CP002114.3|mhcii|seq411	antigen165|P65407|CP002114.3|mhcii|seq609
antigen165|P65407|CP002114.3|mhcii|seq411	antigen165|P65407|CP002114.3|mhcii|seq230
antigen165|P65407|CP002114.3|mhcii|seq411	antigen165|P65407|CP002114.3|mhcii|seq231
antigen165|P65407|CP002114.3|mhcii|seq411	antigen165|P65407|CP002114.3|mhcii|seq605
antigen165|P65407|CP002114.3|mhcii|seq411	antigen165|P65407|CP002114.3|mhcii|seq606
antigen165|P65407|CP002114.3|mhcii|seq411	antigen165|P65407|CP002114.3|mhcii|seq607
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq539
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq31
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq193
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq194
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq195
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq196
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq583
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq584
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq585
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq586
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq587
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq173
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq174
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq270
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq175
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq271
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq272
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq273
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq274
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq690
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq565
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq566
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq535
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq567
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq536
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq505
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq691
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq537
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq29
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq506
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq692
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq538
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq30
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq27
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq507
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq693
antigen165|P65407|CP002114.3|mhcii|seq539	antigen165|P65407|CP002114.3|mhcii|seq28
antigen165|P65407|CP002114.3|mhcii|seq639	antigen165|P65407|CP002114.3|mhcii|seq639
antigen165|P65407|CP002114.3|mhcii|seq639	antigen165|P65407|CP002114.3|mhcii|seq2
antigen165|P65407|CP002114.3|mhcii|seq639	antigen165|P65407|CP002114.3|mhcii|seq247
antigen165|P65407|CP002114.3|mhcii|seq639	antigen165|P65407|CP002114.3|mhcii|seq248
antigen165|P65407|CP002114.3|mhcii|seq639	antigen165|P65407|CP002114.3|mhcii|seq249
antigen165|P65407|CP002114.3|mhcii|seq639	antigen165|P65407|CP002114.3|mhcii|seq640
antigen165|P65407|CP002114.3|mhcii|seq639	antigen165|P65407|CP002114.3|mhcii|seq637
antigen165|P65407|CP002114.3|mhcii|seq639	antigen165|P65407|CP002114.3|mhcii|seq638
