antigen95|Q7A7B2|BX571857.1|mhcii|seq2851	antigen95|Q7A7B2|BX571857.1|mhcii|seq2851
antigen95|Q7A7B2|BX571857.1|mhcii|seq1783	antigen95|Q7A7B2|BX571857.1|mhcii|seq2731
antigen95|Q7A7B2|BX571857.1|mhcii|seq1783	antigen95|Q7A7B2|BX571857.1|mhcii|seq979
antigen95|Q7A7B2|BX571857.1|mhcii|seq1783	antigen95|Q7A7B2|BX571857.1|mhcii|seq2660
antigen95|Q7A7B2|BX571857.1|mhcii|seq1783	antigen95|Q7A7B2|BX571857.1|mhcii|seq980
antigen95|Q7A7B2|BX571857.1|mhcii|seq1783	antigen95|Q7A7B2|BX571857.1|mhcii|seq2661
antigen95|Q7A7B2|BX571857.1|mhcii|seq1783	antigen95|Q7A7B2|BX571857.1|mhcii|seq981
antigen95|Q7A7B2|BX571857.1|mhcii|seq1783	antigen95|Q7A7B2|BX571857.1|mhcii|seq2662
antigen95|Q7A7B2|BX571857.1|mhcii|seq1783	antigen95|Q7A7B2|BX571857.1|mhcii|seq1781
antigen95|Q7A7B2|BX571857.1|mhcii|seq1783	antigen95|Q7A7B2|BX571857.1|mhcii|seq1782
antigen95|Q7A7B2|BX571857.1|mhcii|seq1783	antigen95|Q7A7B2|BX571857.1|mhcii|seq1784
antigen95|Q7A7B2|BX571857.1|mhcii|seq1783	antigen95|Q7A7B2|BX571857.1|mhcii|seq1785
antigen95|Q7A7B2|BX571857.1|mhcii|seq1783	antigen95|Q7A7B2|BX571857.1|mhcii|seq978
antigen95|Q7A7B2|BX571857.1|mhcii|seq1783	antigen95|Q7A7B2|BX571857.1|mhcii|seq2659
antigen95|Q7A7B2|BX571857.1|mhcii|seq1783	antigen95|Q7A7B2|BX571857.1|mhcii|seq977
antigen95|Q7A7B2|BX571857.1|mhcii|seq1783	antigen95|Q7A7B2|BX571857.1|mhcii|seq2658
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq2359
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq132
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq2360
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq133
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq1
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq2357
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq130
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq2358
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq131
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq602
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq2
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq3231
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq2842
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq3233
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq2844
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq3234
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq714
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq715
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq1563
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq3228
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq2839
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq3229
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq2840
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq3230
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq2841
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq3232
antigen95|Q7A7B2|BX571857.1|mhcii|seq2359	antigen95|Q7A7B2|BX571857.1|mhcii|seq2843
antigen95|Q7A7B2|BX571857.1|mhcii|seq2233	antigen95|Q7A7B2|BX571857.1|mhcii|seq2233
antigen95|Q7A7B2|BX571857.1|mhcii|seq2233	antigen95|Q7A7B2|BX571857.1|mhcii|seq2231
antigen95|Q7A7B2|BX571857.1|mhcii|seq2233	antigen95|Q7A7B2|BX571857.1|mhcii|seq2232
antigen95|Q7A7B2|BX571857.1|mhcii|seq2233	antigen95|Q7A7B2|BX571857.1|mhcii|seq1329
antigen95|Q7A7B2|BX571857.1|mhcii|seq2233	antigen95|Q7A7B2|BX571857.1|mhcii|seq1330
antigen95|Q7A7B2|BX571857.1|mhcii|seq2233	antigen95|Q7A7B2|BX571857.1|mhcii|seq1432
antigen95|Q7A7B2|BX571857.1|mhcii|seq2233	antigen95|Q7A7B2|BX571857.1|mhcii|seq1433
antigen95|Q7A7B2|BX571857.1|mhcii|seq2457	antigen95|Q7A7B2|BX571857.1|mhcii|seq2457
antigen95|Q7A7B2|BX571857.1|mhcii|seq2457	antigen95|Q7A7B2|BX571857.1|mhcii|seq2458
antigen95|Q7A7B2|BX571857.1|mhcii|seq2457	antigen95|Q7A7B2|BX571857.1|mhcii|seq2459
antigen95|Q7A7B2|BX571857.1|mhcii|seq3033	antigen95|Q7A7B2|BX571857.1|mhcii|seq3033
antigen95|Q7A7B2|BX571857.1|mhcii|seq3033	antigen95|Q7A7B2|BX571857.1|mhcii|seq3034
antigen95|Q7A7B2|BX571857.1|mhcii|seq3033	antigen95|Q7A7B2|BX571857.1|mhcii|seq1585
antigen95|Q7A7B2|BX571857.1|mhcii|seq3033	antigen95|Q7A7B2|BX571857.1|mhcii|seq3031
antigen95|Q7A7B2|BX571857.1|mhcii|seq3033	antigen95|Q7A7B2|BX571857.1|mhcii|seq3032
antigen95|Q7A7B2|BX571857.1|mhcii|seq3033	antigen95|Q7A7B2|BX571857.1|mhcii|seq1307
antigen95|Q7A7B2|BX571857.1|mhcii|seq3033	antigen95|Q7A7B2|BX571857.1|mhcii|seq1308
antigen95|Q7A7B2|BX571857.1|mhcii|seq3033	antigen95|Q7A7B2|BX571857.1|mhcii|seq1309
antigen95|Q7A7B2|BX571857.1|mhcii|seq3033	antigen95|Q7A7B2|BX571857.1|mhcii|seq2112
antigen95|Q7A7B2|BX571857.1|mhcii|seq3033	antigen95|Q7A7B2|BX571857.1|mhcii|seq2113
antigen95|Q7A7B2|BX571857.1|mhcii|seq3033	antigen95|Q7A7B2|BX571857.1|mhcii|seq2111
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq1498
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq417
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq418
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq485
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq486
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq487
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq488
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq489
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq3338
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq3339
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq2798
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq3336
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq2962
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq2159
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq2799
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq3337
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq2963
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq2160
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq2161
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq2162
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq2163
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq2164
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq2964
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq1495
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq1496
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq1497
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq1499
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq1500
antigen95|Q7A7B2|BX571857.1|mhcii|seq1498	antigen95|Q7A7B2|BX571857.1|mhcii|seq416
antigen95|Q7A7B2|BX571857.1|mhcii|seq1248	antigen95|Q7A7B2|BX571857.1|mhcii|seq1248
antigen95|Q7A7B2|BX571857.1|mhcii|seq1248	antigen95|Q7A7B2|BX571857.1|mhcii|seq2913
antigen95|Q7A7B2|BX571857.1|mhcii|seq1248	antigen95|Q7A7B2|BX571857.1|mhcii|seq1250
antigen95|Q7A7B2|BX571857.1|mhcii|seq1248	antigen95|Q7A7B2|BX571857.1|mhcii|seq2915
antigen95|Q7A7B2|BX571857.1|mhcii|seq1248	antigen95|Q7A7B2|BX571857.1|mhcii|seq1249
antigen95|Q7A7B2|BX571857.1|mhcii|seq1248	antigen95|Q7A7B2|BX571857.1|mhcii|seq2914
antigen95|Q7A7B2|BX571857.1|mhcii|seq1248	antigen95|Q7A7B2|BX571857.1|mhcii|seq1251
antigen95|Q7A7B2|BX571857.1|mhcii|seq1248	antigen95|Q7A7B2|BX571857.1|mhcii|seq2916
antigen95|Q7A7B2|BX571857.1|mhcii|seq1248	antigen95|Q7A7B2|BX571857.1|mhcii|seq467
antigen95|Q7A7B2|BX571857.1|mhcii|seq1248	antigen95|Q7A7B2|BX571857.1|mhcii|seq468
antigen95|Q7A7B2|BX571857.1|mhcii|seq1248	antigen95|Q7A7B2|BX571857.1|mhcii|seq469
antigen95|Q7A7B2|BX571857.1|mhcii|seq1248	antigen95|Q7A7B2|BX571857.1|mhcii|seq470
antigen95|Q7A7B2|BX571857.1|mhcii|seq1248	antigen95|Q7A7B2|BX571857.1|mhcii|seq1247
antigen95|Q7A7B2|BX571857.1|mhcii|seq1248	antigen95|Q7A7B2|BX571857.1|mhcii|seq2912
antigen95|Q7A7B2|BX571857.1|mhcii|seq1946	antigen95|Q7A7B2|BX571857.1|mhcii|seq1946
antigen95|Q7A7B2|BX571857.1|mhcii|seq1946	antigen95|Q7A7B2|BX571857.1|mhcii|seq1947
antigen95|Q7A7B2|BX571857.1|mhcii|seq2746	antigen95|Q7A7B2|BX571857.1|mhcii|seq2746
antigen95|Q7A7B2|BX571857.1|mhcii|seq2746	antigen95|Q7A7B2|BX571857.1|mhcii|seq3122
antigen95|Q7A7B2|BX571857.1|mhcii|seq2746	antigen95|Q7A7B2|BX571857.1|mhcii|seq3121
antigen95|Q7A7B2|BX571857.1|mhcii|seq2746	antigen95|Q7A7B2|BX571857.1|mhcii|seq3123
antigen95|Q7A7B2|BX571857.1|mhcii|seq3226	antigen95|Q7A7B2|BX571857.1|mhcii|seq3226
antigen95|Q7A7B2|BX571857.1|mhcii|seq3226	antigen95|Q7A7B2|BX571857.1|mhcii|seq2837
antigen95|Q7A7B2|BX571857.1|mhcii|seq3226	antigen95|Q7A7B2|BX571857.1|mhcii|seq3227
antigen95|Q7A7B2|BX571857.1|mhcii|seq3226	antigen95|Q7A7B2|BX571857.1|mhcii|seq2838
antigen95|Q7A7B2|BX571857.1|mhcii|seq219	antigen95|Q7A7B2|BX571857.1|mhcii|seq219
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq283
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1221
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1222
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq280
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq282
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq284
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1282
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1281
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1633
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1634
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1219
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1283
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1635
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1220
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1284
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1636
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1637
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1638
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq968
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq969
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1577
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq970
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1578
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1264
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1265
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1266
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1267
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1268
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1269
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq281
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1279
antigen95|Q7A7B2|BX571857.1|mhcii|seq283	antigen95|Q7A7B2|BX571857.1|mhcii|seq1280
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq315
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq1442
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq2376
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq2377
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq2378
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq2379
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq2380
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq1010
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq1011
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq1012
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq1013
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq1014
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq1015
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq1334
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq1331
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq1332
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq1333
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq1335
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq1336
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq1337
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq1338
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq312
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq2392
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq2389
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq2390
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq2391
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq2393
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq2394
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq2395
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq313
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq314
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq316
antigen95|Q7A7B2|BX571857.1|mhcii|seq315	antigen95|Q7A7B2|BX571857.1|mhcii|seq317
antigen95|Q7A7B2|BX571857.1|mhcii|seq699	antigen95|Q7A7B2|BX571857.1|mhcii|seq699
antigen95|Q7A7B2|BX571857.1|mhcii|seq699	antigen95|Q7A7B2|BX571857.1|mhcii|seq1121
antigen95|Q7A7B2|BX571857.1|mhcii|seq699	antigen95|Q7A7B2|BX571857.1|mhcii|seq2795
antigen95|Q7A7B2|BX571857.1|mhcii|seq699	antigen95|Q7A7B2|BX571857.1|mhcii|seq3333
antigen95|Q7A7B2|BX571857.1|mhcii|seq699	antigen95|Q7A7B2|BX571857.1|mhcii|seq2959
antigen95|Q7A7B2|BX571857.1|mhcii|seq699	antigen95|Q7A7B2|BX571857.1|mhcii|seq2796
antigen95|Q7A7B2|BX571857.1|mhcii|seq699	antigen95|Q7A7B2|BX571857.1|mhcii|seq3334
antigen95|Q7A7B2|BX571857.1|mhcii|seq699	antigen95|Q7A7B2|BX571857.1|mhcii|seq2960
antigen95|Q7A7B2|BX571857.1|mhcii|seq699	antigen95|Q7A7B2|BX571857.1|mhcii|seq2797
antigen95|Q7A7B2|BX571857.1|mhcii|seq699	antigen95|Q7A7B2|BX571857.1|mhcii|seq3335
antigen95|Q7A7B2|BX571857.1|mhcii|seq699	antigen95|Q7A7B2|BX571857.1|mhcii|seq2961
antigen95|Q7A7B2|BX571857.1|mhcii|seq699	antigen95|Q7A7B2|BX571857.1|mhcii|seq696
antigen95|Q7A7B2|BX571857.1|mhcii|seq699	antigen95|Q7A7B2|BX571857.1|mhcii|seq697
antigen95|Q7A7B2|BX571857.1|mhcii|seq699	antigen95|Q7A7B2|BX571857.1|mhcii|seq698
antigen95|Q7A7B2|BX571857.1|mhcii|seq699	antigen95|Q7A7B2|BX571857.1|mhcii|seq508
antigen95|Q7A7B2|BX571857.1|mhcii|seq699	antigen95|Q7A7B2|BX571857.1|mhcii|seq700
antigen95|Q7A7B2|BX571857.1|mhcii|seq699	antigen95|Q7A7B2|BX571857.1|mhcii|seq1120
antigen95|Q7A7B2|BX571857.1|mhcii|seq827	antigen95|Q7A7B2|BX571857.1|mhcii|seq827
antigen95|Q7A7B2|BX571857.1|mhcii|seq827	antigen95|Q7A7B2|BX571857.1|mhcii|seq828
antigen95|Q7A7B2|BX571857.1|mhcii|seq1083	antigen95|Q7A7B2|BX571857.1|mhcii|seq1083
antigen95|Q7A7B2|BX571857.1|mhcii|seq1083	antigen95|Q7A7B2|BX571857.1|mhcii|seq3275
antigen95|Q7A7B2|BX571857.1|mhcii|seq1083	antigen95|Q7A7B2|BX571857.1|mhcii|seq3272
antigen95|Q7A7B2|BX571857.1|mhcii|seq1083	antigen95|Q7A7B2|BX571857.1|mhcii|seq3273
antigen95|Q7A7B2|BX571857.1|mhcii|seq1083	antigen95|Q7A7B2|BX571857.1|mhcii|seq3274
antigen95|Q7A7B2|BX571857.1|mhcii|seq1083	antigen95|Q7A7B2|BX571857.1|mhcii|seq1084
antigen95|Q7A7B2|BX571857.1|mhcii|seq1083	antigen95|Q7A7B2|BX571857.1|mhcii|seq2428
antigen95|Q7A7B2|BX571857.1|mhcii|seq1083	antigen95|Q7A7B2|BX571857.1|mhcii|seq146
antigen95|Q7A7B2|BX571857.1|mhcii|seq1083	antigen95|Q7A7B2|BX571857.1|mhcii|seq1085
antigen95|Q7A7B2|BX571857.1|mhcii|seq1083	antigen95|Q7A7B2|BX571857.1|mhcii|seq144
antigen95|Q7A7B2|BX571857.1|mhcii|seq1083	antigen95|Q7A7B2|BX571857.1|mhcii|seq2100
antigen95|Q7A7B2|BX571857.1|mhcii|seq1083	antigen95|Q7A7B2|BX571857.1|mhcii|seq419
antigen95|Q7A7B2|BX571857.1|mhcii|seq1083	antigen95|Q7A7B2|BX571857.1|mhcii|seq2585
antigen95|Q7A7B2|BX571857.1|mhcii|seq1083	antigen95|Q7A7B2|BX571857.1|mhcii|seq1082
antigen95|Q7A7B2|BX571857.1|mhcii|seq1083	antigen95|Q7A7B2|BX571857.1|mhcii|seq2586
antigen95|Q7A7B2|BX571857.1|mhcii|seq1916	antigen95|Q7A7B2|BX571857.1|mhcii|seq1916
antigen95|Q7A7B2|BX571857.1|mhcii|seq1916	antigen95|Q7A7B2|BX571857.1|mhcii|seq1917
antigen95|Q7A7B2|BX571857.1|mhcii|seq2044	antigen95|Q7A7B2|BX571857.1|mhcii|seq2044
antigen95|Q7A7B2|BX571857.1|mhcii|seq2492	antigen95|Q7A7B2|BX571857.1|mhcii|seq2492
antigen95|Q7A7B2|BX571857.1|mhcii|seq3196	antigen95|Q7A7B2|BX571857.1|mhcii|seq3196
antigen95|Q7A7B2|BX571857.1|mhcii|seq3196	antigen95|Q7A7B2|BX571857.1|mhcii|seq3197
antigen95|Q7A7B2|BX571857.1|mhcii|seq3196	antigen95|Q7A7B2|BX571857.1|mhcii|seq3198
antigen95|Q7A7B2|BX571857.1|mhcii|seq189	antigen95|Q7A7B2|BX571857.1|mhcii|seq189
antigen95|Q7A7B2|BX571857.1|mhcii|seq189	antigen95|Q7A7B2|BX571857.1|mhcii|seq2598
antigen95|Q7A7B2|BX571857.1|mhcii|seq797	antigen95|Q7A7B2|BX571857.1|mhcii|seq797
antigen95|Q7A7B2|BX571857.1|mhcii|seq1662	antigen95|Q7A7B2|BX571857.1|mhcii|seq1662
antigen95|Q7A7B2|BX571857.1|mhcii|seq1662	antigen95|Q7A7B2|BX571857.1|mhcii|seq1660
antigen95|Q7A7B2|BX571857.1|mhcii|seq1662	antigen95|Q7A7B2|BX571857.1|mhcii|seq1661
antigen95|Q7A7B2|BX571857.1|mhcii|seq1662	antigen95|Q7A7B2|BX571857.1|mhcii|seq1766
antigen95|Q7A7B2|BX571857.1|mhcii|seq1662	antigen95|Q7A7B2|BX571857.1|mhcii|seq1767
antigen95|Q7A7B2|BX571857.1|mhcii|seq1662	antigen95|Q7A7B2|BX571857.1|mhcii|seq1161
antigen95|Q7A7B2|BX571857.1|mhcii|seq1662	antigen95|Q7A7B2|BX571857.1|mhcii|seq1158
antigen95|Q7A7B2|BX571857.1|mhcii|seq1662	antigen95|Q7A7B2|BX571857.1|mhcii|seq1159
