antigen121|Q99U50|CP000253.1|mhcii|seq1	antigen121|Q99U50|CP000253.1|mhcii|seq1
antigen121|Q99U50|CP000253.1|mhcii|seq1928	antigen121|Q99U50|CP000253.1|mhcii|seq3917
antigen121|Q99U50|CP000253.1|mhcii|seq1928	antigen121|Q99U50|CP000253.1|mhcii|seq3918
antigen121|Q99U50|CP000253.1|mhcii|seq1928	antigen121|Q99U50|CP000253.1|mhcii|seq3919
antigen121|Q99U50|CP000253.1|mhcii|seq1928	antigen121|Q99U50|CP000253.1|mhcii|seq3920
antigen121|Q99U50|CP000253.1|mhcii|seq2056	antigen121|Q99U50|CP000253.1|mhcii|seq2056
antigen121|Q99U50|CP000253.1|mhcii|seq2056	antigen121|Q99U50|CP000253.1|mhcii|seq2691
antigen121|Q99U50|CP000253.1|mhcii|seq2056	antigen121|Q99U50|CP000253.1|mhcii|seq3368
antigen121|Q99U50|CP000253.1|mhcii|seq2056	antigen121|Q99U50|CP000253.1|mhcii|seq2052
antigen121|Q99U50|CP000253.1|mhcii|seq2056	antigen121|Q99U50|CP000253.1|mhcii|seq2692
antigen121|Q99U50|CP000253.1|mhcii|seq2056	antigen121|Q99U50|CP000253.1|mhcii|seq3369
antigen121|Q99U50|CP000253.1|mhcii|seq2056	antigen121|Q99U50|CP000253.1|mhcii|seq2053
antigen121|Q99U50|CP000253.1|mhcii|seq2056	antigen121|Q99U50|CP000253.1|mhcii|seq2693
antigen121|Q99U50|CP000253.1|mhcii|seq2056	antigen121|Q99U50|CP000253.1|mhcii|seq3370
antigen121|Q99U50|CP000253.1|mhcii|seq2056	antigen121|Q99U50|CP000253.1|mhcii|seq2054
antigen121|Q99U50|CP000253.1|mhcii|seq2056	antigen121|Q99U50|CP000253.1|mhcii|seq2055
antigen121|Q99U50|CP000253.1|mhcii|seq2056	antigen121|Q99U50|CP000253.1|mhcii|seq968
antigen121|Q99U50|CP000253.1|mhcii|seq2056	antigen121|Q99U50|CP000253.1|mhcii|seq969
antigen121|Q99U50|CP000253.1|mhcii|seq2056	antigen121|Q99U50|CP000253.1|mhcii|seq2057
antigen121|Q99U50|CP000253.1|mhcii|seq2056	antigen121|Q99U50|CP000253.1|mhcii|seq970
antigen121|Q99U50|CP000253.1|mhcii|seq2056	antigen121|Q99U50|CP000253.1|mhcii|seq2058
antigen121|Q99U50|CP000253.1|mhcii|seq2152	antigen121|Q99U50|CP000253.1|mhcii|seq2152
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq2280
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq3777
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq3778
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq2276
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq2277
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq2278
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq2534
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq2529
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq2530
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq2531
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq2532
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq2533
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq4045
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq4046
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq4047
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq4048
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq625
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq4049
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq626
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq627
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq628
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq629
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq2359
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq2360
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq1242
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq1243
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq1627
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq1244
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq1628
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq1629
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq1630
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq2279
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq2281
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq2282
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq4043
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq4044
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq3981
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq3982
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq3983
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq3984
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq3985
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq3986
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq725
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq726
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq727
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq728
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq729
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq1145
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq1146
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq1147
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq1148
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq3772
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq3773
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq3774
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq3775
antigen121|Q99U50|CP000253.1|mhcii|seq2280	antigen121|Q99U50|CP000253.1|mhcii|seq3776
antigen121|Q99U50|CP000253.1|mhcii|seq2760	antigen121|Q99U50|CP000253.1|mhcii|seq2760
antigen121|Q99U50|CP000253.1|mhcii|seq2824	antigen121|Q99U50|CP000253.1|mhcii|seq2824
antigen121|Q99U50|CP000253.1|mhcii|seq2824	antigen121|Q99U50|CP000253.1|mhcii|seq2823
antigen121|Q99U50|CP000253.1|mhcii|seq2824	antigen121|Q99U50|CP000253.1|mhcii|seq2825
antigen121|Q99U50|CP000253.1|mhcii|seq3048	antigen121|Q99U50|CP000253.1|mhcii|seq3048
antigen121|Q99U50|CP000253.1|mhcii|seq3144	antigen121|Q99U50|CP000253.1|mhcii|seq3144
antigen121|Q99U50|CP000253.1|mhcii|seq3144	antigen121|Q99U50|CP000253.1|mhcii|seq286
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3240
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3235
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3236
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3237
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3238
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3239
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq40
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3656
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq41
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3657
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq10
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq42
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3658
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq11
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq43
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq459
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3435
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3659
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq12
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq44
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq460
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3660
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq13
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq45
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq461
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq14
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq462
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq15
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq463
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq2831
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq464
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq2832
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq1425
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq2833
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq1426
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq2834
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq1427
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3539
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3220
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3540
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq309
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3221
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq310
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3222
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq311
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3223
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq312
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3224
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq313
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq3225
antigen121|Q99U50|CP000253.1|mhcii|seq3240	antigen121|Q99U50|CP000253.1|mhcii|seq314
antigen121|Q99U50|CP000253.1|mhcii|seq3624	antigen121|Q99U50|CP000253.1|mhcii|seq3624
antigen121|Q99U50|CP000253.1|mhcii|seq3624	antigen121|Q99U50|CP000253.1|mhcii|seq2647
antigen121|Q99U50|CP000253.1|mhcii|seq3624	antigen121|Q99U50|CP000253.1|mhcii|seq2648
antigen121|Q99U50|CP000253.1|mhcii|seq3976	antigen121|Q99U50|CP000253.1|mhcii|seq3976
antigen121|Q99U50|CP000253.1|mhcii|seq105	antigen121|Q99U50|CP000253.1|mhcii|seq105
antigen121|Q99U50|CP000253.1|mhcii|seq361	antigen121|Q99U50|CP000253.1|mhcii|seq361
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq1033
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq3143
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq579
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq3139
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq580
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq3140
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq581
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq3141
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq582
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq2310
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq3078
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq3142
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq583
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq2311
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq3079
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq584
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq2312
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq3080
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq2313
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq3081
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq1034
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq2314
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq3082
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq2315
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq3083
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq883
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq884
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq1909
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq1910
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq1911
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq699
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq1179
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq3867
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq700
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq1180
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq3868
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq701
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq1181
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq3869
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq702
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq1182
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq3870
antigen121|Q99U50|CP000253.1|mhcii|seq1033	antigen121|Q99U50|CP000253.1|mhcii|seq1183
antigen121|Q99U50|CP000253.1|mhcii|seq1065	antigen121|Q99U50|CP000253.1|mhcii|seq1065
antigen121|Q99U50|CP000253.1|mhcii|seq1065	antigen121|Q99U50|CP000253.1|mhcii|seq1066
antigen121|Q99U50|CP000253.1|mhcii|seq1353	antigen121|Q99U50|CP000253.1|mhcii|seq1353
antigen121|Q99U50|CP000253.1|mhcii|seq3017	antigen121|Q99U50|CP000253.1|mhcii|seq3017
antigen121|Q99U50|CP000253.1|mhcii|seq3017	antigen121|Q99U50|CP000253.1|mhcii|seq3018
antigen121|Q99U50|CP000253.1|mhcii|seq3017	antigen121|Q99U50|CP000253.1|mhcii|seq3393
antigen121|Q99U50|CP000253.1|mhcii|seq3721	antigen121|Q99U50|CP000253.1|mhcii|seq3721
antigen121|Q99U50|CP000253.1|mhcii|seq330	antigen121|Q99U50|CP000253.1|mhcii|seq330
antigen121|Q99U50|CP000253.1|mhcii|seq362	antigen121|Q99U50|CP000253.1|mhcii|seq362
antigen121|Q99U50|CP000253.1|mhcii|seq586	antigen121|Q99U50|CP000253.1|mhcii|seq586
antigen121|Q99U50|CP000253.1|mhcii|seq586	antigen121|Q99U50|CP000253.1|mhcii|seq587
antigen121|Q99U50|CP000253.1|mhcii|seq586	antigen121|Q99U50|CP000253.1|mhcii|seq588
antigen121|Q99U50|CP000253.1|mhcii|seq586	antigen121|Q99U50|CP000253.1|mhcii|seq585
antigen121|Q99U50|CP000253.1|mhcii|seq586	antigen121|Q99U50|CP000253.1|mhcii|seq2866
antigen121|Q99U50|CP000253.1|mhcii|seq586	antigen121|Q99U50|CP000253.1|mhcii|seq272
antigen121|Q99U50|CP000253.1|mhcii|seq586	antigen121|Q99U50|CP000253.1|mhcii|seq2865
antigen121|Q99U50|CP000253.1|mhcii|seq586	antigen121|Q99U50|CP000253.1|mhcii|seq271
antigen121|Q99U50|CP000253.1|mhcii|seq618	antigen121|Q99U50|CP000253.1|mhcii|seq618
antigen121|Q99U50|CP000253.1|mhcii|seq618	antigen121|Q99U50|CP000253.1|mhcii|seq4039
antigen121|Q99U50|CP000253.1|mhcii|seq618	antigen121|Q99U50|CP000253.1|mhcii|seq4037
antigen121|Q99U50|CP000253.1|mhcii|seq618	antigen121|Q99U50|CP000253.1|mhcii|seq4038
antigen121|Q99U50|CP000253.1|mhcii|seq618	antigen121|Q99U50|CP000253.1|mhcii|seq3767
antigen121|Q99U50|CP000253.1|mhcii|seq618	antigen121|Q99U50|CP000253.1|mhcii|seq1233
antigen121|Q99U50|CP000253.1|mhcii|seq618	antigen121|Q99U50|CP000253.1|mhcii|seq616
antigen121|Q99U50|CP000253.1|mhcii|seq618	antigen121|Q99U50|CP000253.1|mhcii|seq617
antigen121|Q99U50|CP000253.1|mhcii|seq618	antigen121|Q99U50|CP000253.1|mhcii|seq1231
antigen121|Q99U50|CP000253.1|mhcii|seq618	antigen121|Q99U50|CP000253.1|mhcii|seq1232
antigen121|Q99U50|CP000253.1|mhcii|seq618	antigen121|Q99U50|CP000253.1|mhcii|seq1617
antigen121|Q99U50|CP000253.1|mhcii|seq618	antigen121|Q99U50|CP000253.1|mhcii|seq1234
antigen121|Q99U50|CP000253.1|mhcii|seq618	antigen121|Q99U50|CP000253.1|mhcii|seq1618
antigen121|Q99U50|CP000253.1|mhcii|seq618	antigen121|Q99U50|CP000253.1|mhcii|seq1619
antigen121|Q99U50|CP000253.1|mhcii|seq618	antigen121|Q99U50|CP000253.1|mhcii|seq2521
antigen121|Q99U50|CP000253.1|mhcii|seq618	antigen121|Q99U50|CP000253.1|mhcii|seq2520
antigen121|Q99U50|CP000253.1|mhcii|seq618	antigen121|Q99U50|CP000253.1|mhcii|seq2522
antigen121|Q99U50|CP000253.1|mhcii|seq618	antigen121|Q99U50|CP000253.1|mhcii|seq2523
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq714
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq2465
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq2466
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq710
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq711
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq712
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq713
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq1770
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq715
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq716
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq717
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq718
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq3089
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq3090
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq2323
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq3091
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq2324
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq3092
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq3093
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq3094
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq4026
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq471
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq4027
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq472
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq4028
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq473
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq4029
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq474
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq2462
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq4030
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq475
antigen121|Q99U50|CP000253.1|mhcii|seq714	antigen121|Q99U50|CP000253.1|mhcii|seq2463
