antigen111|A5ISH9|CP000253.1|mhcii|seq1	antigen111|A5ISH9|CP000253.1|mhcii|seq1
antigen111|A5ISH9|CP000253.1|mhcii|seq5117	antigen111|A5ISH9|CP000253.1|mhcii|seq1994
antigen111|A5ISH9|CP000253.1|mhcii|seq5117	antigen111|A5ISH9|CP000253.1|mhcii|seq1995
antigen111|A5ISH9|CP000253.1|mhcii|seq5117	antigen111|A5ISH9|CP000253.1|mhcii|seq5114
antigen111|A5ISH9|CP000253.1|mhcii|seq5117	antigen111|A5ISH9|CP000253.1|mhcii|seq5115
antigen111|A5ISH9|CP000253.1|mhcii|seq5117	antigen111|A5ISH9|CP000253.1|mhcii|seq5116
antigen111|A5ISH9|CP000253.1|mhcii|seq5117	antigen111|A5ISH9|CP000253.1|mhcii|seq637
antigen111|A5ISH9|CP000253.1|mhcii|seq5117	antigen111|A5ISH9|CP000253.1|mhcii|seq5118
antigen111|A5ISH9|CP000253.1|mhcii|seq5117	antigen111|A5ISH9|CP000253.1|mhcii|seq6052
antigen111|A5ISH9|CP000253.1|mhcii|seq5117	antigen111|A5ISH9|CP000253.1|mhcii|seq5119
antigen111|A5ISH9|CP000253.1|mhcii|seq5117	antigen111|A5ISH9|CP000253.1|mhcii|seq6053
antigen111|A5ISH9|CP000253.1|mhcii|seq5117	antigen111|A5ISH9|CP000253.1|mhcii|seq5120
antigen111|A5ISH9|CP000253.1|mhcii|seq5117	antigen111|A5ISH9|CP000253.1|mhcii|seq6054
antigen111|A5ISH9|CP000253.1|mhcii|seq5309	antigen111|A5ISH9|CP000253.1|mhcii|seq5309
antigen111|A5ISH9|CP000253.1|mhcii|seq5309	antigen111|A5ISH9|CP000253.1|mhcii|seq6511
antigen111|A5ISH9|CP000253.1|mhcii|seq5309	antigen111|A5ISH9|CP000253.1|mhcii|seq6512
antigen111|A5ISH9|CP000253.1|mhcii|seq5309	antigen111|A5ISH9|CP000253.1|mhcii|seq5308
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq5373
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq1637
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq1638
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq1639
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq1640
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq1641
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq3155
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq3156
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq3157
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq3158
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq3159
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq3160
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq3161
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq5370
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq603
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq5371
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq604
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq5372
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq605
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq606
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq5374
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq607
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq5375
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq608
antigen111|A5ISH9|CP000253.1|mhcii|seq5373	antigen111|A5ISH9|CP000253.1|mhcii|seq5376
antigen111|A5ISH9|CP000253.1|mhcii|seq4374	antigen111|A5ISH9|CP000253.1|mhcii|seq4374
antigen111|A5ISH9|CP000253.1|mhcii|seq4374	antigen111|A5ISH9|CP000253.1|mhcii|seq1366
antigen111|A5ISH9|CP000253.1|mhcii|seq4374	antigen111|A5ISH9|CP000253.1|mhcii|seq6241
antigen111|A5ISH9|CP000253.1|mhcii|seq4374	antigen111|A5ISH9|CP000253.1|mhcii|seq1365
antigen111|A5ISH9|CP000253.1|mhcii|seq4374	antigen111|A5ISH9|CP000253.1|mhcii|seq1367
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq4470
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq4471
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq4472
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq3393
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq3394
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq5191
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq5189
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq5190
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq5192
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq5449
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq2643
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq2644
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq5597
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq5598
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq4468
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq4469
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq855
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq856
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq857
antigen111|A5ISH9|CP000253.1|mhcii|seq4470	antigen111|A5ISH9|CP000253.1|mhcii|seq3392
antigen111|A5ISH9|CP000253.1|mhcii|seq5174	antigen111|A5ISH9|CP000253.1|mhcii|seq5174
antigen111|A5ISH9|CP000253.1|mhcii|seq5174	antigen111|A5ISH9|CP000253.1|mhcii|seq5173
antigen111|A5ISH9|CP000253.1|mhcii|seq5174	antigen111|A5ISH9|CP000253.1|mhcii|seq5176
antigen111|A5ISH9|CP000253.1|mhcii|seq5174	antigen111|A5ISH9|CP000253.1|mhcii|seq4193
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5302
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq1313
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq1314
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq1315
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq1316
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq2340
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5841
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq2341
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5842
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq6309
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq2342
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5843
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq2343
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5844
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5287
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq2344
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5845
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5288
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq2345
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5846
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5289
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5290
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5291
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5292
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5298
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5299
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5300
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5301
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5303
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq3928
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5947
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq3929
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5948
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq3930
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5949
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq3931
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq5950
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq6141
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq6305
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq1698
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq6142
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq6306
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq1699
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq1311
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq6143
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq6307
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq1700
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq1312
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq6144
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq6308
antigen111|A5ISH9|CP000253.1|mhcii|seq5302	antigen111|A5ISH9|CP000253.1|mhcii|seq1701
antigen111|A5ISH9|CP000253.1|mhcii|seq5398	antigen111|A5ISH9|CP000253.1|mhcii|seq5398
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq5942
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq5294
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq5293
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq5295
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq5296
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq3924
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq5943
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq3923
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq3926
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq5945
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq3925
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq5944
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq3927
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq5946
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq6136
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq6137
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq6139
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq6303
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq1696
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq6140
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq1697
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq6304
antigen111|A5ISH9|CP000253.1|mhcii|seq5942	antigen111|A5ISH9|CP000253.1|mhcii|seq5941
antigen111|A5ISH9|CP000253.1|mhcii|seq6166	antigen111|A5ISH9|CP000253.1|mhcii|seq6166
antigen111|A5ISH9|CP000253.1|mhcii|seq6166	antigen111|A5ISH9|CP000253.1|mhcii|seq347
antigen111|A5ISH9|CP000253.1|mhcii|seq7126	antigen111|A5ISH9|CP000253.1|mhcii|seq7126
antigen111|A5ISH9|CP000253.1|mhcii|seq7126	antigen111|A5ISH9|CP000253.1|mhcii|seq7127
antigen111|A5ISH9|CP000253.1|mhcii|seq7222	antigen111|A5ISH9|CP000253.1|mhcii|seq7222
antigen111|A5ISH9|CP000253.1|mhcii|seq7222	antigen111|A5ISH9|CP000253.1|mhcii|seq7219
antigen111|A5ISH9|CP000253.1|mhcii|seq7222	antigen111|A5ISH9|CP000253.1|mhcii|seq7220
antigen111|A5ISH9|CP000253.1|mhcii|seq7222	antigen111|A5ISH9|CP000253.1|mhcii|seq7221
antigen111|A5ISH9|CP000253.1|mhcii|seq7222	antigen111|A5ISH9|CP000253.1|mhcii|seq2807
antigen111|A5ISH9|CP000253.1|mhcii|seq7222	antigen111|A5ISH9|CP000253.1|mhcii|seq173
antigen111|A5ISH9|CP000253.1|mhcii|seq7222	antigen111|A5ISH9|CP000253.1|mhcii|seq7223
antigen111|A5ISH9|CP000253.1|mhcii|seq7222	antigen111|A5ISH9|CP000253.1|mhcii|seq2808
antigen111|A5ISH9|CP000253.1|mhcii|seq7222	antigen111|A5ISH9|CP000253.1|mhcii|seq174
antigen111|A5ISH9|CP000253.1|mhcii|seq7222	antigen111|A5ISH9|CP000253.1|mhcii|seq7160
antigen111|A5ISH9|CP000253.1|mhcii|seq7222	antigen111|A5ISH9|CP000253.1|mhcii|seq6621
antigen111|A5ISH9|CP000253.1|mhcii|seq7222	antigen111|A5ISH9|CP000253.1|mhcii|seq7224
antigen111|A5ISH9|CP000253.1|mhcii|seq7222	antigen111|A5ISH9|CP000253.1|mhcii|seq2809
antigen111|A5ISH9|CP000253.1|mhcii|seq7222	antigen111|A5ISH9|CP000253.1|mhcii|seq474
antigen111|A5ISH9|CP000253.1|mhcii|seq7222	antigen111|A5ISH9|CP000253.1|mhcii|seq5536
antigen111|A5ISH9|CP000253.1|mhcii|seq7286	antigen111|A5ISH9|CP000253.1|mhcii|seq7286
antigen111|A5ISH9|CP000253.1|mhcii|seq7286	antigen111|A5ISH9|CP000253.1|mhcii|seq1588
antigen111|A5ISH9|CP000253.1|mhcii|seq7286	antigen111|A5ISH9|CP000253.1|mhcii|seq4719
antigen111|A5ISH9|CP000253.1|mhcii|seq7286	antigen111|A5ISH9|CP000253.1|mhcii|seq3134
antigen111|A5ISH9|CP000253.1|mhcii|seq3287	antigen111|A5ISH9|CP000253.1|mhcii|seq3287
antigen111|A5ISH9|CP000253.1|mhcii|seq3287	antigen111|A5ISH9|CP000253.1|mhcii|seq5906
antigen111|A5ISH9|CP000253.1|mhcii|seq3287	antigen111|A5ISH9|CP000253.1|mhcii|seq3288
antigen111|A5ISH9|CP000253.1|mhcii|seq3287	antigen111|A5ISH9|CP000253.1|mhcii|seq5907
antigen111|A5ISH9|CP000253.1|mhcii|seq3767	antigen111|A5ISH9|CP000253.1|mhcii|seq3767
antigen111|A5ISH9|CP000253.1|mhcii|seq3767	antigen111|A5ISH9|CP000253.1|mhcii|seq4693
antigen111|A5ISH9|CP000253.1|mhcii|seq3767	antigen111|A5ISH9|CP000253.1|mhcii|seq3766
antigen111|A5ISH9|CP000253.1|mhcii|seq3767	antigen111|A5ISH9|CP000253.1|mhcii|seq4694
antigen111|A5ISH9|CP000253.1|mhcii|seq3767	antigen111|A5ISH9|CP000253.1|mhcii|seq4695
antigen111|A5ISH9|CP000253.1|mhcii|seq3767	antigen111|A5ISH9|CP000253.1|mhcii|seq3768
antigen111|A5ISH9|CP000253.1|mhcii|seq3767	antigen111|A5ISH9|CP000253.1|mhcii|seq7007
antigen111|A5ISH9|CP000253.1|mhcii|seq3767	antigen111|A5ISH9|CP000253.1|mhcii|seq7008
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq3895
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq3297
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq5916
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq3879
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq1896
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq5795
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq7176
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq1897
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq5796
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq7177
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq1898
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq7178
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq7179
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq7180
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq3891
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq3892
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq3893
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq3894
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq3896
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq5688
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq1548
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq125
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq3897
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq5689
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq1549
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq126
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq3898
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq5690
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq1550
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq127
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq5691
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq1551
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq128
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq3292
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq5911
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq3293
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq5912
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq3294
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq5913
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq3295
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq5914
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq3296
antigen111|A5ISH9|CP000253.1|mhcii|seq3895	antigen111|A5ISH9|CP000253.1|mhcii|seq5915
antigen111|A5ISH9|CP000253.1|mhcii|seq5879	antigen111|A5ISH9|CP000253.1|mhcii|seq5879
antigen111|A5ISH9|CP000253.1|mhcii|seq5879	antigen111|A5ISH9|CP000253.1|mhcii|seq3026
antigen111|A5ISH9|CP000253.1|mhcii|seq5879	antigen111|A5ISH9|CP000253.1|mhcii|seq5878
antigen111|A5ISH9|CP000253.1|mhcii|seq5879	antigen111|A5ISH9|CP000253.1|mhcii|seq5627
antigen111|A5ISH9|CP000253.1|mhcii|seq5879	antigen111|A5ISH9|CP000253.1|mhcii|seq3027
antigen111|A5ISH9|CP000253.1|mhcii|seq5879	antigen111|A5ISH9|CP000253.1|mhcii|seq3028
antigen111|A5ISH9|CP000253.1|mhcii|seq5879	antigen111|A5ISH9|CP000253.1|mhcii|seq5881
antigen111|A5ISH9|CP000253.1|mhcii|seq5879	antigen111|A5ISH9|CP000253.1|mhcii|seq2712
antigen111|A5ISH9|CP000253.1|mhcii|seq5879	antigen111|A5ISH9|CP000253.1|mhcii|seq5624
antigen111|A5ISH9|CP000253.1|mhcii|seq5879	antigen111|A5ISH9|CP000253.1|mhcii|seq5880
antigen111|A5ISH9|CP000253.1|mhcii|seq5879	antigen111|A5ISH9|CP000253.1|mhcii|seq2713
antigen111|A5ISH9|CP000253.1|mhcii|seq5879	antigen111|A5ISH9|CP000253.1|mhcii|seq5628
antigen111|A5ISH9|CP000253.1|mhcii|seq4334	antigen111|A5ISH9|CP000253.1|mhcii|seq4334
antigen111|A5ISH9|CP000253.1|mhcii|seq4334	antigen111|A5ISH9|CP000253.1|mhcii|seq4331
antigen111|A5ISH9|CP000253.1|mhcii|seq4334	antigen111|A5ISH9|CP000253.1|mhcii|seq4332
antigen111|A5ISH9|CP000253.1|mhcii|seq4334	antigen111|A5ISH9|CP000253.1|mhcii|seq4333
antigen111|A5ISH9|CP000253.1|mhcii|seq4334	antigen111|A5ISH9|CP000253.1|mhcii|seq4335
