antigen150|O50581|HE681097.1|mhcii|seq1	antigen150|O50581|HE681097.1|mhcii|seq1
antigen150|O50581|HE681097.1|mhcii|seq1764	antigen150|O50581|HE681097.1|mhcii|seq1376
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq869
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1723
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq865
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1719
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq866
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1720
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq867
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1721
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq868
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1722
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1797
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1104
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1751
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq870
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1724
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1798
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1105
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1752
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq871
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1725
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1799
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1106
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1753
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1800
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1107
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1754
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq880
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq881
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq882
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq883
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq884
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1108
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1755
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq885
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1109
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1207
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1208
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq217
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1603
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1209
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1210
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq2010
antigen150|O50581|HE681097.1|mhcii|seq869	antigen150|O50581|HE681097.1|mhcii|seq1211
antigen150|O50581|HE681097.1|mhcii|seq1477	antigen150|O50581|HE681097.1|mhcii|seq1477
antigen150|O50581|HE681097.1|mhcii|seq1861	antigen150|O50581|HE681097.1|mhcii|seq1861
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq70
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq129
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1089
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq66
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq130
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1090
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq67
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq131
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq579
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq68
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq132
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq580
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq69
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq581
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq582
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq71
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq583
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1031
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq72
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq584
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1032
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq73
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq585
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1033
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq74
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq586
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1034
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq75
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq587
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1035
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1036
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1037
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq336
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1691
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq337
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1692
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1393
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq338
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1693
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1394
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq339
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1694
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1395
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq340
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1695
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1268
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1396
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq341
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1269
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1397
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1270
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1398
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1271
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1399
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1272
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1400
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1273
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1274
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq125
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1085
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq126
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1086
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq127
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1087
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq128
antigen150|O50581|HE681097.1|mhcii|seq70	antigen150|O50581|HE681097.1|mhcii|seq1088
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq710
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq708
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq1892
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq1891
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq1893
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq1894
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq709
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq933
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq934
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq711
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq936
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq935
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq48
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq49
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq46
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq47
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq1144
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq1649
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq1141
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq1646
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq1142
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq1647
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq1143
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq1648
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq1145
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq1650
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq2013
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq2011
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq2012
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq2014
antigen150|O50581|HE681097.1|mhcii|seq710	antigen150|O50581|HE681097.1|mhcii|seq2015
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq1286
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq1283
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq1284
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq1285
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq1287
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq1288
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq1289
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq1939
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq980
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq1940
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq981
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq1941
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq982
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq1942
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq983
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq1943
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq984
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq1944
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq2073
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq2074
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq2075
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq2076
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq2077
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq2078
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq545
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq546
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq547
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq543
antigen150|O50581|HE681097.1|mhcii|seq1286	antigen150|O50581|HE681097.1|mhcii|seq544
antigen150|O50581|HE681097.1|mhcii|seq455	antigen150|O50581|HE681097.1|mhcii|seq455
antigen150|O50581|HE681097.1|mhcii|seq455	antigen150|O50581|HE681097.1|mhcii|seq453
antigen150|O50581|HE681097.1|mhcii|seq455	antigen150|O50581|HE681097.1|mhcii|seq454
antigen150|O50581|HE681097.1|mhcii|seq455	antigen150|O50581|HE681097.1|mhcii|seq458
antigen150|O50581|HE681097.1|mhcii|seq455	antigen150|O50581|HE681097.1|mhcii|seq76
antigen150|O50581|HE681097.1|mhcii|seq455	antigen150|O50581|HE681097.1|mhcii|seq588
antigen150|O50581|HE681097.1|mhcii|seq455	antigen150|O50581|HE681097.1|mhcii|seq589
antigen150|O50581|HE681097.1|mhcii|seq455	antigen150|O50581|HE681097.1|mhcii|seq238
antigen150|O50581|HE681097.1|mhcii|seq455	antigen150|O50581|HE681097.1|mhcii|seq1449
antigen150|O50581|HE681097.1|mhcii|seq455	antigen150|O50581|HE681097.1|mhcii|seq237
antigen150|O50581|HE681097.1|mhcii|seq455	antigen150|O50581|HE681097.1|mhcii|seq239
antigen150|O50581|HE681097.1|mhcii|seq455	antigen150|O50581|HE681097.1|mhcii|seq590
antigen150|O50581|HE681097.1|mhcii|seq455	antigen150|O50581|HE681097.1|mhcii|seq77
antigen150|O50581|HE681097.1|mhcii|seq455	antigen150|O50581|HE681097.1|mhcii|seq591
antigen150|O50581|HE681097.1|mhcii|seq455	antigen150|O50581|HE681097.1|mhcii|seq592
antigen150|O50581|HE681097.1|mhcii|seq1831	antigen150|O50581|HE681097.1|mhcii|seq1831
antigen150|O50581|HE681097.1|mhcii|seq1831	antigen150|O50581|HE681097.1|mhcii|seq1802
antigen150|O50581|HE681097.1|mhcii|seq424	antigen150|O50581|HE681097.1|mhcii|seq424
antigen150|O50581|HE681097.1|mhcii|seq424	antigen150|O50581|HE681097.1|mhcii|seq421
antigen150|O50581|HE681097.1|mhcii|seq424	antigen150|O50581|HE681097.1|mhcii|seq422
antigen150|O50581|HE681097.1|mhcii|seq424	antigen150|O50581|HE681097.1|mhcii|seq423
antigen150|O50581|HE681097.1|mhcii|seq424	antigen150|O50581|HE681097.1|mhcii|seq425
antigen150|O50581|HE681097.1|mhcii|seq424	antigen150|O50581|HE681097.1|mhcii|seq1987
antigen150|O50581|HE681097.1|mhcii|seq424	antigen150|O50581|HE681097.1|mhcii|seq1985
antigen150|O50581|HE681097.1|mhcii|seq424	antigen150|O50581|HE681097.1|mhcii|seq1986
antigen150|O50581|HE681097.1|mhcii|seq424	antigen150|O50581|HE681097.1|mhcii|seq1988
antigen150|O50581|HE681097.1|mhcii|seq424	antigen150|O50581|HE681097.1|mhcii|seq1989
antigen150|O50581|HE681097.1|mhcii|seq424	antigen150|O50581|HE681097.1|mhcii|seq1984
antigen150|O50581|HE681097.1|mhcii|seq648	antigen150|O50581|HE681097.1|mhcii|seq648
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq1224
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq897
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq1409
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq898
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq899
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq1220
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq1221
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq1222
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq1223
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq1225
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq112
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq1674
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq113
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq347
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq1851
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq348
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq668
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq1852
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq349
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq669
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq1853
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq350
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq670
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq894
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq1406
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq1854
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq671
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq895
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq1407
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq1855
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq896
antigen150|O50581|HE681097.1|mhcii|seq1224	antigen150|O50581|HE681097.1|mhcii|seq1408
antigen150|O50581|HE681097.1|mhcii|seq1416	antigen150|O50581|HE681097.1|mhcii|seq1416
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq1448
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq1043
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq1013
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq1249
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq1250
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq1251
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq1252
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq1246
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq1247
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq1248
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq1447
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq488
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq485
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq486
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq487
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq489
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq490
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq491
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq492
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq1041
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq1042
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq1011
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq1012
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq1014
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq727
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq724
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq725
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq726
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq728
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq729
antigen150|O50581|HE681097.1|mhcii|seq1448	antigen150|O50581|HE681097.1|mhcii|seq730
antigen150|O50581|HE681097.1|mhcii|seq2056	antigen150|O50581|HE681097.1|mhcii|seq2056
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq617
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq612
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq261
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq613
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq262
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq614
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq263
antigen150|O50581|HE681097.1|mhcii|seq617	antigen150|O50581|HE681097.1|mhcii|seq615
