antigen198|Q9ZEH3|CP002114.3|mhcii|seq1	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7530	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7531
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7530	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7532
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6861
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1273
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7624
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6859
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1271
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7625
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6860
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1272
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7627
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6862
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1274
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7628
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6863
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1275
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2406
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2404
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2405
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2407
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6864
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6202
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6201
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6203
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6204
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1276
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7626	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1277
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7786	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7786
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3970
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq188
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3971
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq189
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3972
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4580
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7025
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4581
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7026
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4582
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7027
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4583
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7028
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8103
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8104
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8105
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8107
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8108
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8109
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5110
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5111
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5367
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5368
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5369
antigen198|Q9ZEH3|CP002114.3|mhcii|seq8106	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5370
antigen198|Q9ZEH3|CP002114.3|mhcii|seq747	antigen198|Q9ZEH3|CP002114.3|mhcii|seq747
antigen198|Q9ZEH3|CP002114.3|mhcii|seq747	antigen198|Q9ZEH3|CP002114.3|mhcii|seq748
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1707	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1707
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2123	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2123
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2123	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2121
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2219
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2218
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7351
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2443	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2443
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2795	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2795
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4012
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8326
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3400
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8329
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8327
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8328
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3401
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3402
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2706
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6485
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8523
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4009
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8521
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4010
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8522
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6482
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5459
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4011	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6483
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4427	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4427
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4427	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4428
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8390
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8391
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4520
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8392
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4521
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4522
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4524
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8396
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4525
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq855
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3223
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3224
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3225
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3226
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4955
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4956
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4957
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4958
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4959
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4961
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4962
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq389
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8397
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8398
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4528
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq381
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1843
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4523	antigen198|Q9ZEH3|CP002114.3|mhcii|seq382
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4907	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4907
antigen198|Q9ZEH3|CP002114.3|mhcii|seq4907	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4908
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5163	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5163
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5163	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5162
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5163	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5164
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5163	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4533
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5163	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4532
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5163	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4534
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5547	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5547
antigen198|Q9ZEH3|CP002114.3|mhcii|seq5547	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5548
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6091	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6091
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1581
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1697
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1698
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1699
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1700
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1701
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1577
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1578
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1579
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1580
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6220
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5901
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6221
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1582
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5902
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6222
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6606
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5903
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6223
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6607
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7823
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5904
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6608
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7824
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6609
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7825
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7826
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2931
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7827
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2932
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2933
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2970
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2971
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2972
antigen198|Q9ZEH3|CP002114.3|mhcii|seq6219	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2973
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7051	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7051
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7051	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3845
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7051	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3844
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7051	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7052
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4805
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2982
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4806
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6534
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2983
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4807
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2984
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4808
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7848
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2985
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4809
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7849
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4810
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7850
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7852
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1869
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7853
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1166
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1870
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7854
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1167
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1871
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1168
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1872
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1169
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1873
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1170
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1874
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7674
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6533
antigen198|Q9ZEH3|CP002114.3|mhcii|seq7851	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7583
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6912
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1608
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6908
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1609
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6909
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1610
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6910
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1611
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6911
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1613
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6913
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6704
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2197
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2198
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3511
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3512
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3513
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2652
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6924
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2653
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6925
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4737
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4738
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4739
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4740
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1612	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4741
