antigen76|Q5HGQ3|BA000018.3|mhcii|seq1346	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1346
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1756
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq221
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq669
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1757
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq222
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq670
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1758
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq223
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq671
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1759
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq672
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1761	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1760
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1858
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1859
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq167
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq168
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq169
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq170
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq171
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq172
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq845
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1575
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq846
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1576
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq847
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1577
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1199
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1200
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq473
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq474
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1530
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq475
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1531
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1532
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1021
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1533
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1022
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1534
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1854
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1023
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1855
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1024
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1857	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1856
antigen76|Q5HGQ3|BA000018.3|mhcii|seq194	antigen76|Q5HGQ3|BA000018.3|mhcii|seq194
antigen76|Q5HGQ3|BA000018.3|mhcii|seq226	antigen76|Q5HGQ3|BA000018.3|mhcii|seq226
antigen76|Q5HGQ3|BA000018.3|mhcii|seq226	antigen76|Q5HGQ3|BA000018.3|mhcii|seq227
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq738
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq737
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq739
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq676
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq740
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq677
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq741
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq678
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq679
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq680
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq840
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1570
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1128
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq681
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1129
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1130
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1131
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1517
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1519
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1303
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1304
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1305
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1306
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1307
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1308
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq735
antigen76|Q5HGQ3|BA000018.3|mhcii|seq738	antigen76|Q5HGQ3|BA000018.3|mhcii|seq736
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq129
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq385
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq449
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1121
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq130
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq386
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq450
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq131
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq387
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq451
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq132
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq388
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq622
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq623
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq624
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1104
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq625
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1105
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq626
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1106
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1107
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq532
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq533
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1845
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq534
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1846
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq535
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1847
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq536
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1848
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq537
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1849
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1850
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1117
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1118
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq127
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq383
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq447
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1119
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq128
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq384
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq448
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1122	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1120
antigen76|Q5HGQ3|BA000018.3|mhcii|seq134	antigen76|Q5HGQ3|BA000018.3|mhcii|seq134
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1057
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1058
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1250
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1059
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1251
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1060
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1252
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1061
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1253
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1254
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1830
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1255
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1831
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1832
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq937
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1225
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1833
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq10
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq938
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1834
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq11
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq939
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1835
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq12
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq940
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq13
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq941
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq14
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq942
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq15
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1298
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1490
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1299
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1491
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1236
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1300
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1492
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1237
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1493
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1238
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1494
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1239
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1495
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1240
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq731
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq732
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1372
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1373
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1374
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1062	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1375
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1511	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1511
antigen76|Q5HGQ3|BA000018.3|mhcii|seq488	antigen76|Q5HGQ3|BA000018.3|mhcii|seq488
antigen76|Q5HGQ3|BA000018.3|mhcii|seq488	antigen76|Q5HGQ3|BA000018.3|mhcii|seq490
antigen76|Q5HGQ3|BA000018.3|mhcii|seq488	antigen76|Q5HGQ3|BA000018.3|mhcii|seq489
antigen76|Q5HGQ3|BA000018.3|mhcii|seq488	antigen76|Q5HGQ3|BA000018.3|mhcii|seq400
antigen76|Q5HGQ3|BA000018.3|mhcii|seq488	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1083
antigen76|Q5HGQ3|BA000018.3|mhcii|seq488	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1080
antigen76|Q5HGQ3|BA000018.3|mhcii|seq488	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1081
antigen76|Q5HGQ3|BA000018.3|mhcii|seq488	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1082
antigen76|Q5HGQ3|BA000018.3|mhcii|seq488	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1084
antigen76|Q5HGQ3|BA000018.3|mhcii|seq488	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1085
antigen76|Q5HGQ3|BA000018.3|mhcii|seq488	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1086
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq552
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq547
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq548
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq549
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq550
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq551
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq967
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq968
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq969
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq970
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq971
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq972
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq143
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq144
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq145
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq146
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq147
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq787
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1683
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq148
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq436
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq788
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1012
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1684
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq789
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1013
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1685
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq790
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1014
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1686
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq55
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq791
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1015
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1431
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq56
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq760
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq792
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1016
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1432
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq57
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq761
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1017
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1433
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq58
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq762
antigen76|Q5HGQ3|BA000018.3|mhcii|seq552	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1434
