antigen95|Q7A7B2|CP000253.1|mhcii|seq4639	antigen95|Q7A7B2|CP000253.1|mhcii|seq4639
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq8677
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq5702
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq8678
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq5703
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq8679
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq8680
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq2602
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq2603
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq6091
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq972
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq2604
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq6092
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq7052
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq973
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq2605
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq6093
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq7053
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq974
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq2606
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq6094
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq7054
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq975
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq2607
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq7055
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq976
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq6224
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq7056
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq977
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq6225
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq7057
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq6226
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq6227
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq6228
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq6229
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq1591
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq11735
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq1592
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq11736
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq11737
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq3582
antigen95|Q7A7B2|CP000253.1|mhcii|seq1157	antigen95|Q7A7B2|CP000253.1|mhcii|seq1152
antigen95|Q7A7B2|CP000253.1|mhcii|seq1189	antigen95|Q7A7B2|CP000253.1|mhcii|seq1189
antigen95|Q7A7B2|CP000253.1|mhcii|seq1189	antigen95|Q7A7B2|CP000253.1|mhcii|seq1188
antigen95|Q7A7B2|CP000253.1|mhcii|seq1189	antigen95|Q7A7B2|CP000253.1|mhcii|seq11591
antigen95|Q7A7B2|CP000253.1|mhcii|seq1189	antigen95|Q7A7B2|CP000253.1|mhcii|seq11589
antigen95|Q7A7B2|CP000253.1|mhcii|seq1189	antigen95|Q7A7B2|CP000253.1|mhcii|seq1190
antigen95|Q7A7B2|CP000253.1|mhcii|seq1189	antigen95|Q7A7B2|CP000253.1|mhcii|seq11590
antigen95|Q7A7B2|CP000253.1|mhcii|seq1189	antigen95|Q7A7B2|CP000253.1|mhcii|seq1191
antigen95|Q7A7B2|CP000253.1|mhcii|seq1189	antigen95|Q7A7B2|CP000253.1|mhcii|seq1192
antigen95|Q7A7B2|CP000253.1|mhcii|seq1189	antigen95|Q7A7B2|CP000253.1|mhcii|seq11592
antigen95|Q7A7B2|CP000253.1|mhcii|seq1189	antigen95|Q7A7B2|CP000253.1|mhcii|seq11593
antigen95|Q7A7B2|CP000253.1|mhcii|seq1189	antigen95|Q7A7B2|CP000253.1|mhcii|seq6516
antigen95|Q7A7B2|CP000253.1|mhcii|seq1189	antigen95|Q7A7B2|CP000253.1|mhcii|seq6517
antigen95|Q7A7B2|CP000253.1|mhcii|seq1189	antigen95|Q7A7B2|CP000253.1|mhcii|seq6518
antigen95|Q7A7B2|CP000253.1|mhcii|seq1189	antigen95|Q7A7B2|CP000253.1|mhcii|seq16251
antigen95|Q7A7B2|CP000253.1|mhcii|seq1189	antigen95|Q7A7B2|CP000253.1|mhcii|seq16252
antigen95|Q7A7B2|CP000253.1|mhcii|seq1189	antigen95|Q7A7B2|CP000253.1|mhcii|seq6515
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq4773
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq4769
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq11553
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq4770
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq9698
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq11554
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq4771
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq11555
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq4772
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq11556
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq11557
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq490
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq491
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq492
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq493
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq494
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq10862
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq495
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq10863
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq10864
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq10865
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq3698
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq10866
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq3699
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq10867
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq3700
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq3701
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq3702
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq14904
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq14905
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq14906
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq14907
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq14908
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq14909
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq4768
antigen95|Q7A7B2|CP000253.1|mhcii|seq4773	antigen95|Q7A7B2|CP000253.1|mhcii|seq11552
antigen95|Q7A7B2|CP000253.1|mhcii|seq5029	antigen95|Q7A7B2|CP000253.1|mhcii|seq5029
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq5733
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq5729
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq7233
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq5538
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq5730
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq7234
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq5731
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq7235
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq5732
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq7236
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq7237
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq9738
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq75
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq9739
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq9740
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq9741
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq9742
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq9743
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq16975
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq2096
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq16976
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq2097
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq16977
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq16978
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq16979
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq2932
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq16980
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq2933
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq2934
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq8662
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq2935
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq8663
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq2936
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq8664
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq2937
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq8665
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq1467
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq1468
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq1469
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq1470
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq2590
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq1471
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq2591
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq1472
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq2592
antigen95|Q7A7B2|CP000253.1|mhcii|seq5733	antigen95|Q7A7B2|CP000253.1|mhcii|seq7232
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq5989
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq5985
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq5986
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq5987
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq5988
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq5958
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq1127
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq5959
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq4363
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq4364
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq2797
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq4365
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq2798
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq4366
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq2799
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq4367
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq11087
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq2800
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq4368
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq11088
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq2801
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq8721
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq11089
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq2802
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq8722
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq11090
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq8723
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq11091
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq6644
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq8724
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq11092
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq4021
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq6645
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq8725
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq4022
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq6646
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq4023
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq6647
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq6648
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq6649
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq12825
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq12826
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq12827
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq11164
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq12828
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq11165
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq12829
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq11166
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq12830
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq11167
antigen95|Q7A7B2|CP000253.1|mhcii|seq5989	antigen95|Q7A7B2|CP000253.1|mhcii|seq5984
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq6085
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq6082
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq6083
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq6084
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq6217
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq6218
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq1582
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq11726
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq1583
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq11727
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq1584
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq11728
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq1585
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq11729
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq3573
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq14451
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq3574
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq14452
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq3575
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq14453
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq3576
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq14454
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq1145
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq1146
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq1147
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq5691
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq5692
antigen95|Q7A7B2|CP000253.1|mhcii|seq6085	antigen95|Q7A7B2|CP000253.1|mhcii|seq5693
antigen95|Q7A7B2|CP000253.1|mhcii|seq6245	antigen95|Q7A7B2|CP000253.1|mhcii|seq6245
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq6309
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq6307
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq6308
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq3137
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq3136
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq6306
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq10830
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq4001
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq4002
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq2211
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq4003
antigen95|Q7A7B2|CP000253.1|mhcii|seq6309	antigen95|Q7A7B2|CP000253.1|mhcii|seq4004
