antigen174|Q2FHM8|BA000018.3|mhcii|seq1	antigen174|Q2FHM8|BA000018.3|mhcii|seq1
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq182
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq664
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq438
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq183
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq665
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq439
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq184
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq666
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq440
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq185
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq667
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq441
antigen174|Q2FHM8|BA000018.3|mhcii|seq395	antigen174|Q2FHM8|BA000018.3|mhcii|seq442
antigen174|Q2FHM8|BA000018.3|mhcii|seq300	antigen174|Q2FHM8|BA000018.3|mhcii|seq300
antigen174|Q2FHM8|BA000018.3|mhcii|seq364	antigen174|Q2FHM8|BA000018.3|mhcii|seq364
antigen174|Q2FHM8|BA000018.3|mhcii|seq364	antigen174|Q2FHM8|BA000018.3|mhcii|seq39
antigen174|Q2FHM8|BA000018.3|mhcii|seq364	antigen174|Q2FHM8|BA000018.3|mhcii|seq365
antigen174|Q2FHM8|BA000018.3|mhcii|seq364	antigen174|Q2FHM8|BA000018.3|mhcii|seq40
antigen174|Q2FHM8|BA000018.3|mhcii|seq364	antigen174|Q2FHM8|BA000018.3|mhcii|seq366
antigen174|Q2FHM8|BA000018.3|mhcii|seq364	antigen174|Q2FHM8|BA000018.3|mhcii|seq41
antigen174|Q2FHM8|BA000018.3|mhcii|seq525	antigen174|Q2FHM8|BA000018.3|mhcii|seq525
antigen174|Q2FHM8|BA000018.3|mhcii|seq525	antigen174|Q2FHM8|BA000018.3|mhcii|seq526
antigen174|Q2FHM8|BA000018.3|mhcii|seq781	antigen174|Q2FHM8|BA000018.3|mhcii|seq781
antigen174|Q2FHM8|BA000018.3|mhcii|seq781	antigen174|Q2FHM8|BA000018.3|mhcii|seq782
antigen174|Q2FHM8|BA000018.3|mhcii|seq781	antigen174|Q2FHM8|BA000018.3|mhcii|seq783
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq590
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq452
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq453
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq589
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq753
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq707
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq571
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq454
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq754
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq708
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq572
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq424
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq545
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq546
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq547
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq548
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq542
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq543
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq544
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq451
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq421
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq422
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq423
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq425
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq426
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq587
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq588
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq527
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq496
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq528
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq497
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq529
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq498
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq530
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq499
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq531
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq500
antigen174|Q2FHM8|BA000018.3|mhcii|seq590	antigen174|Q2FHM8|BA000018.3|mhcii|seq532
antigen174|Q2FHM8|BA000018.3|mhcii|seq495	antigen174|Q2FHM8|BA000018.3|mhcii|seq495
antigen174|Q2FHM8|BA000018.3|mhcii|seq751	antigen174|Q2FHM8|BA000018.3|mhcii|seq751
antigen174|Q2FHM8|BA000018.3|mhcii|seq80	antigen174|Q2FHM8|BA000018.3|mhcii|seq80
antigen174|Q2FHM8|BA000018.3|mhcii|seq113	antigen174|Q2FHM8|BA000018.3|mhcii|seq113
antigen174|Q2FHM8|BA000018.3|mhcii|seq113	antigen174|Q2FHM8|BA000018.3|mhcii|seq102
antigen174|Q2FHM8|BA000018.3|mhcii|seq113	antigen174|Q2FHM8|BA000018.3|mhcii|seq101
antigen174|Q2FHM8|BA000018.3|mhcii|seq113	antigen174|Q2FHM8|BA000018.3|mhcii|seq103
antigen174|Q2FHM8|BA000018.3|mhcii|seq113	antigen174|Q2FHM8|BA000018.3|mhcii|seq104
antigen174|Q2FHM8|BA000018.3|mhcii|seq113	antigen174|Q2FHM8|BA000018.3|mhcii|seq105
antigen174|Q2FHM8|BA000018.3|mhcii|seq113	antigen174|Q2FHM8|BA000018.3|mhcii|seq111
antigen174|Q2FHM8|BA000018.3|mhcii|seq113	antigen174|Q2FHM8|BA000018.3|mhcii|seq16
antigen174|Q2FHM8|BA000018.3|mhcii|seq113	antigen174|Q2FHM8|BA000018.3|mhcii|seq112
antigen174|Q2FHM8|BA000018.3|mhcii|seq113	antigen174|Q2FHM8|BA000018.3|mhcii|seq114
antigen174|Q2FHM8|BA000018.3|mhcii|seq113	antigen174|Q2FHM8|BA000018.3|mhcii|seq115
antigen174|Q2FHM8|BA000018.3|mhcii|seq113	antigen174|Q2FHM8|BA000018.3|mhcii|seq244
antigen174|Q2FHM8|BA000018.3|mhcii|seq113	antigen174|Q2FHM8|BA000018.3|mhcii|seq245
antigen174|Q2FHM8|BA000018.3|mhcii|seq113	antigen174|Q2FHM8|BA000018.3|mhcii|seq246
antigen174|Q2FHM8|BA000018.3|mhcii|seq113	antigen174|Q2FHM8|BA000018.3|mhcii|seq247
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq209
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq225
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq226
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq227
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq228
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq207
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq208
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq625
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq626
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq627
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq628
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq565
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq566
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq790
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq567
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq791
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq568
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq792
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq569
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq793
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq794
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq315
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq795
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq316
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq317
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq318
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq224
antigen174|Q2FHM8|BA000018.3|mhcii|seq209	antigen174|Q2FHM8|BA000018.3|mhcii|seq206
antigen174|Q2FHM8|BA000018.3|mhcii|seq721	antigen174|Q2FHM8|BA000018.3|mhcii|seq721
antigen174|Q2FHM8|BA000018.3|mhcii|seq50	antigen174|Q2FHM8|BA000018.3|mhcii|seq50
antigen174|Q2FHM8|BA000018.3|mhcii|seq210	antigen174|Q2FHM8|BA000018.3|mhcii|seq210
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq370
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq45
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq106
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq107
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq108
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq109
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq110
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq367
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq42
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq368
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq43
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq624
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq369
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq44
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq371
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq46
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq372
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq47
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq373
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq48
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq374
antigen174|Q2FHM8|BA000018.3|mhcii|seq370	antigen174|Q2FHM8|BA000018.3|mhcii|seq49
antigen174|Q2FHM8|BA000018.3|mhcii|seq466	antigen174|Q2FHM8|BA000018.3|mhcii|seq466
antigen174|Q2FHM8|BA000018.3|mhcii|seq466	antigen174|Q2FHM8|BA000018.3|mhcii|seq465
antigen174|Q2FHM8|BA000018.3|mhcii|seq466	antigen174|Q2FHM8|BA000018.3|mhcii|seq406
antigen174|Q2FHM8|BA000018.3|mhcii|seq466	antigen174|Q2FHM8|BA000018.3|mhcii|seq481
antigen174|Q2FHM8|BA000018.3|mhcii|seq466	antigen174|Q2FHM8|BA000018.3|mhcii|seq467
antigen174|Q2FHM8|BA000018.3|mhcii|seq466	antigen174|Q2FHM8|BA000018.3|mhcii|seq405
antigen174|Q2FHM8|BA000018.3|mhcii|seq466	antigen174|Q2FHM8|BA000018.3|mhcii|seq480
antigen174|Q2FHM8|BA000018.3|mhcii|seq83	antigen174|Q2FHM8|BA000018.3|mhcii|seq83
antigen174|Q2FHM8|BA000018.3|mhcii|seq83	antigen174|Q2FHM8|BA000018.3|mhcii|seq270
antigen174|Q2FHM8|BA000018.3|mhcii|seq83	antigen174|Q2FHM8|BA000018.3|mhcii|seq271
antigen174|Q2FHM8|BA000018.3|mhcii|seq83	antigen174|Q2FHM8|BA000018.3|mhcii|seq81
antigen174|Q2FHM8|BA000018.3|mhcii|seq83	antigen174|Q2FHM8|BA000018.3|mhcii|seq82
antigen174|Q2FHM8|BA000018.3|mhcii|seq83	antigen174|Q2FHM8|BA000018.3|mhcii|seq151
antigen174|Q2FHM8|BA000018.3|mhcii|seq83	antigen174|Q2FHM8|BA000018.3|mhcii|seq152
antigen174|Q2FHM8|BA000018.3|mhcii|seq83	antigen174|Q2FHM8|BA000018.3|mhcii|seq153
antigen174|Q2FHM8|BA000018.3|mhcii|seq83	antigen174|Q2FHM8|BA000018.3|mhcii|seq154
antigen174|Q2FHM8|BA000018.3|mhcii|seq83	antigen174|Q2FHM8|BA000018.3|mhcii|seq602
antigen174|Q2FHM8|BA000018.3|mhcii|seq83	antigen174|Q2FHM8|BA000018.3|mhcii|seq603
antigen174|Q2FHM8|BA000018.3|mhcii|seq83	antigen174|Q2FHM8|BA000018.3|mhcii|seq124
antigen174|Q2FHM8|BA000018.3|mhcii|seq83	antigen174|Q2FHM8|BA000018.3|mhcii|seq604
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq595
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq455
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq456
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq457
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq458
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq427
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq459
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq428
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq460
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq461
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq462
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq591
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq592
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq593
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq594
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq596
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq756
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq710
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq574
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq501
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq533
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq597
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq757
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq711
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq575
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq502
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq598
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq758
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq712
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq576
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq503
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq599
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq759
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq577
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq713
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq600
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq760
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq578
antigen174|Q2FHM8|BA000018.3|mhcii|seq595	antigen174|Q2FHM8|BA000018.3|mhcii|seq714
antigen174|Q2FHM8|BA000018.3|mhcii|seq659	antigen174|Q2FHM8|BA000018.3|mhcii|seq659
antigen174|Q2FHM8|BA000018.3|mhcii|seq659	antigen174|Q2FHM8|BA000018.3|mhcii|seq660
antigen174|Q2FHM8|BA000018.3|mhcii|seq691	antigen174|Q2FHM8|BA000018.3|mhcii|seq691
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq787
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq202
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq684
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq203
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq204
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq205
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq560
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq784
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq561
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq785
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq562
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq786
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq563
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq564
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq788
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq789
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq310
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq311
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq312
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq313
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq218
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq314
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq219
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq220
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq221
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq222
antigen174|Q2FHM8|BA000018.3|mhcii|seq787	antigen174|Q2FHM8|BA000018.3|mhcii|seq223
antigen174|Q2FHM8|BA000018.3|mhcii|seq180	antigen174|Q2FHM8|BA000018.3|mhcii|seq180
antigen174|Q2FHM8|BA000018.3|mhcii|seq180	antigen174|Q2FHM8|BA000018.3|mhcii|seq662
antigen174|Q2FHM8|BA000018.3|mhcii|seq180	antigen174|Q2FHM8|BA000018.3|mhcii|seq181
antigen174|Q2FHM8|BA000018.3|mhcii|seq180	antigen174|Q2FHM8|BA000018.3|mhcii|seq663
antigen174|Q2FHM8|BA000018.3|mhcii|seq436	antigen174|Q2FHM8|BA000018.3|mhcii|seq436
antigen174|Q2FHM8|BA000018.3|mhcii|seq436	antigen174|Q2FHM8|BA000018.3|mhcii|seq435
antigen174|Q2FHM8|BA000018.3|mhcii|seq436	antigen174|Q2FHM8|BA000018.3|mhcii|seq661
antigen174|Q2FHM8|BA000018.3|mhcii|seq629	antigen174|Q2FHM8|BA000018.3|mhcii|seq629
antigen174|Q2FHM8|BA000018.3|mhcii|seq150	antigen174|Q2FHM8|BA000018.3|mhcii|seq150
antigen174|Q2FHM8|BA000018.3|mhcii|seq23	antigen174|Q2FHM8|BA000018.3|mhcii|seq23
antigen174|Q2FHM8|BA000018.3|mhcii|seq23	antigen174|Q2FHM8|BA000018.3|mhcii|seq24
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq87
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq609
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq514
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq515
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq272
antigen174|Q2FHM8|BA000018.3|mhcii|seq87	antigen174|Q2FHM8|BA000018.3|mhcii|seq273
