antigen42|A5IPD1|CP002114.3|mhcii|seq262	antigen42|A5IPD1|CP002114.3|mhcii|seq262
antigen42|A5IPD1|CP002114.3|mhcii|seq1858	antigen42|A5IPD1|CP002114.3|mhcii|seq1856
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq195
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq167
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq163
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq164
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq196
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq165
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq197
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq166
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq198
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq199
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq168
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq200
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq169
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq201
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq1642
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq1643
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq1644
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq1645
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq1646
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq1647
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq1625
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq1068
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq1567
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq1657
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq1626
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq1069
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq1568
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq1658
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq411
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq1627
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq1569
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq1070
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq1659
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq412
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq413
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq829
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq830
antigen42|A5IPD1|CP002114.3|mhcii|seq195	antigen42|A5IPD1|CP002114.3|mhcii|seq831
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq771
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq257
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq769
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq1409
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq258
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq578
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq770
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq1410
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq259
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq579
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq1411
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq260
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq580
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq1412
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq261
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq581
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq518
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq582
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq519
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq583
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq1383
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq520
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq1384
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq1768
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq521
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq1385
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq522
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq1386
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq523
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq1387
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq1388
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq304
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq912
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq1840
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq305
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq913
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq1841
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq306
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq1842
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq1843
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq181
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq182
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq183
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq184
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq185
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq186
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq766
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq767
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq256
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq768
antigen42|A5IPD1|CP002114.3|mhcii|seq771	antigen42|A5IPD1|CP002114.3|mhcii|seq1408
antigen42|A5IPD1|CP002114.3|mhcii|seq963	antigen42|A5IPD1|CP002114.3|mhcii|seq963
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1123
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1121
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1889
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq610
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1122
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1890
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq611
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq612
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1316
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq613
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1317
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1605
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1318
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1606
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq654
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq655
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq656
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1616
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq657
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq849
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1617
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq658
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq850
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1618
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq851
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq852
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq853
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1877
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1467
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1468
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1373
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1118
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1119
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1887
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1120
antigen42|A5IPD1|CP002114.3|mhcii|seq1123	antigen42|A5IPD1|CP002114.3|mhcii|seq1888
antigen42|A5IPD1|CP002114.3|mhcii|seq420	antigen42|A5IPD1|CP002114.3|mhcii|seq420
antigen42|A5IPD1|CP002114.3|mhcii|seq420	antigen42|A5IPD1|CP002114.3|mhcii|seq419
antigen42|A5IPD1|CP002114.3|mhcii|seq420	antigen42|A5IPD1|CP002114.3|mhcii|seq1694
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq676
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq674
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq1443
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq1444
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq679
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq677
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq678
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq680
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq681
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq682
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq933
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq1433
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq1697
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq930
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq1430
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq675
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq931
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq1431
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq932
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq1432
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq421
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq422
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq934
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq1434
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq423
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq935
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq1435
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq936
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq1436
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq937
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq425
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq424
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq426
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq427
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq1695
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq1696
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq1290
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq1445
antigen42|A5IPD1|CP002114.3|mhcii|seq676	antigen42|A5IPD1|CP002114.3|mhcii|seq1289
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq804
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq801
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq226
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq802
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq227
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq803
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq228
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq229
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq230
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq231
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq1223
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq72
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq1224
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq73
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq1225
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq74
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq458
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq1226
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq75
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq459
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq747
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq1227
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq460
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq748
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq1228
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq461
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq462
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq463
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq1423
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq1424
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq1425
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq1426
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq211
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq1427
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq148
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq212
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq149
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq213
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq1333
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq150
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq214
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq215
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq216
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq25
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq26
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq27
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq28
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq29
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq30
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq799
antigen42|A5IPD1|CP002114.3|mhcii|seq804	antigen42|A5IPD1|CP002114.3|mhcii|seq800
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq1348
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq1345
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq1346
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq1347
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq70
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq71
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq743
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq744
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq745
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq746
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq1422
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq815
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq816
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq1328
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq145
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq817
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq1329
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq146
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq818
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq1330
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq147
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq819
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq1331
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq1332
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq1750
antigen42|A5IPD1|CP002114.3|mhcii|seq1348	antigen42|A5IPD1|CP002114.3|mhcii|seq1751
