antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1741	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1741
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq450	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1564
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq450	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq445
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq450	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1565
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq450	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq446
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq450	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1118
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq450	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq447
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq450	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1119
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq450	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq448
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq450	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1120
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq450	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1344
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq513
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq932
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq933
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq934
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq935
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq430
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq431
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq432
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq433
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq434
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq435
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1207
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1208
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1177
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1209
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1178
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1210
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1530
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1179
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1211
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1531
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1180
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1212
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1532
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq509
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1181
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq510
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq511
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq514	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq512
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq834	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq834
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq834	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq833
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq834	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq773
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq834	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq774
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1506	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1506
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1506	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1095
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1506	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1507
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1506	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1508
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1506	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1093
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1506	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1094
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq451	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq451
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq803	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq803
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq803	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1155
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq803	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq803	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1153
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq803	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1154
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq803	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq805
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq803	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq804
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq803	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq806
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq897
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq898
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq900
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq901
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1509
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1510
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1511
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1096
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1512
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1097
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1513
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1098
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1099
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1100
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1101
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1102
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq666
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq667
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq156
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1399
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq668
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq157
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1400
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq669
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq158
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1401
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq670
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq159
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq899	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq896
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1123	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1123
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1123	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1522
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1123	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1124
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1123	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1523
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1268
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq97
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1265
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq98
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1266
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq99
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1267
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq101
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1269
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1190
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1191
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1192
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1704
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1193
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1705
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1194
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1706
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1195
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1707
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1708
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1709
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq623
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1309
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq624
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1310
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq625
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1311
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq913
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq626
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq914
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq595
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq915
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq596
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq916
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq597
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq917
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq598
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq96
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq100	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1264
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq356	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq356
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq417
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq418
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq419
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1222
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1223
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq936
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1224
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq937
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1225
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1226
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1227
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq492
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq493
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1357
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq494
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1134
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1358
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq495
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1135
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1359
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq496
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1136
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1360
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1137
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1361
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1362
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq947
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq948
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq949
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq310
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq950
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq311
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq951
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq312
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq952
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1720
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq313
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1721
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq314
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1722
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq315
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1723
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1724
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1533
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1725
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1182
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1534
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq415
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1535
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq420	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq416
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq769
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq770
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq771
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1605
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1606
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq295
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1607
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq296
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1608
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq297
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1609
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq298
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1610
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq299
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq300
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq400
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq401
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq402
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq115
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq403
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq116
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq404
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq772	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq117
