query_accession,uniparc_upi,Uniprot_ID,organism
WP_001081343.1,UPI00000D9D5B,A0A641ABA7,Staphylococcus aureus
WP_001081351.1,UPI00000522D4,W8URT6,Staphylococcus aureus
WP_001088791.1,UPI00003B157B,A0AAJ4YXI6,Staphylococcus aureus
WP_001089094.1,UPI00000CAB69,A0A2Y1RIG2,Staphylococcus aureus
WP_001089097.1,UPI00000D9D62,A0A641A9A1,Staphylococcus aureus
WP_001092780.1,UPI00000CAB1A,A0A389VJ67,Staphylococcus aureus
WP_001093552.1,UPI00003B14DF,A0A166EAB0,Staphylococcus aureus
WP_001093556.1,UPI000207C5FC,A0A9Q3MR89,Staphylococcus aureus
WP_001093557.1,UPI00005FE322,A0A227LZW5,Staphylococcus aureus
WP_001093562.1,UPI00000D77BD,A0A2L2E2K2,Staphylococcus aureus
WP_001093929.1,UPI0000054241,Q53643,Staphylococcus aureus
WP_001094921.1,UPI00000D4724,O33586,Staphylococcus aureus
WP_001106646.1,UPI00020F2E53,A0AAE8P9T6,Staphylococcus aureus
WP_001106649.1,UPI0001C0BA68,A0A8G2HYY2,Staphylococcus aureus
WP_001106654.1,UPI00000D7840,A0A0D6WBT7,Staphylococcus aureus
WP_001106663.1,UPI00003B1519,A0AAJ4YVY6,Staphylococcus aureus
WP_001108540.1,UPI0001DD96AF,A0AB74Q154,Staphylococcus aureus
WP_001108545.1,UPI00003B1491,X5DWN8,Staphylococcus aureus
WP_001108547.1,UPI00000D7879,A0A2W2JKA3,Staphylococcus aureus
WP_001109390.1,UPI00003B2558,Q6GGX3,Staphylococcus aureus (strain MRSA252)
WP_001125619.1,UPI00000DA03D,A0A641A7H5,Staphylococcus aureus
WP_001125628.1,UPI00000CACD9,A0A389U7S2,Staphylococcus aureus
WP_001125630.1,UPI00020F1BEC,A0AAE8PDZ2,Staphylococcus aureus
WP_001125631.1,UPI00003B19D8,A0A0Y9RFD4,Staphylococcus aureus
WP_001151881.1,UPI00000DA03E,A0A641A9X6,Staphylococcus aureus
WP_001151890.1,UPI00000CAD27,A0A390ZHS0,Staphylococcus aureus
WP_001151896.1,UPI00020F1BED,A0AAE8PC44,Staphylococcus aureus
WP_001151908.1,UPI00003B19D9,A0AAJ4YYS6,Staphylococcus aureus
WP_001160682.1,UPI000005426C,W8UX71,Staphylococcus aureus
WP_001170264.1,UPI0000052267,P0C1U7,Staphylococcus aureus
WP_001170267.1,UPI0001DA230E,A0A0D1JUU6,Staphylococcus aureus
WP_001170272.1,UPI0002598DA1,A0AAE8PBT4,Staphylococcus aureus
WP_001170274.1,UPI00003B141C,Q6GJK9,Staphylococcus aureus (strain MRSA252)
WP_001205664.1,UPI0002CBC118,A0AAE8PDC6,Staphylococcus aureus
WP_001208892.1,UPI00000D9C7E,A0A641A901,Staphylococcus aureus
WP_001208900.1,UPI00003B1405,A0AAJ4YY62,Staphylococcus aureus
WP_001208914.1,UPI0002598D99,A0AAX2MJJ6,Staphylococcus aureus
WP_001208917.1,UPI00000CAB20,A0A3A3AEZ5,Staphylococcus aureus
WP_001214649.1,UPI00020F2183,A0AAE8TIW8,Staphylococcus aureus
WP_001214655.1,UPI00003B1887,A0AAJ4YYM9,Staphylococcus aureus
WP_001214661.1,UPI00000CAB53,W8U414,Staphylococcus aureus
WP_001214662.1,UPI00000D9F49,A0A641A761,Staphylococcus aureus
WP_001220197.1,UPI00020F2789,A0AAE8PAM7,Staphylococcus aureus
WP_001220199.1,UPI00000D7746,W8U4R2,Staphylococcus aureus
WP_001220201.1,UPI00000BC1F8,Q6GHV3,Staphylococcus aureus (strain MRSA252)
WP_001221402.1,UPI00000DA00A,A0A641A9A7,Staphylococcus aureus
WP_001221404.1,UPI00000CAA05,A0A0D1HLP4,Staphylococcus aureus
WP_001221406.1,UPI00020F27D2,A0AAE3D5F7,Staphylococcus aureus
WP_001224174.1,UPI00003B15C4,A0A166J4L2,Staphylococcus aureus
WP_001225022.1,UPI00000CAD40,A8QKC8,Staphylococcus aureus
WP_001225025.1,UPI00000D7891,Q9RL71,Staphylococcus aureus
WP_001225027.1,UPI00015E3694,A8QKD5,Staphylococcus aureus
WP_001225040.1,UPI0000126664,P81177,Staphylococcus aureus
WP_001225042.1,UPI00015E36A9,A8QKE0,Staphylococcus aureus
WP_001227709.1,UPI00000CA960,A0A3A3ACW7,Staphylococcus aureus
WP_001227718.1,UPI00003B1352,A0A162FEP7,Staphylococcus aureus
WP_001227724.1,UPI00000D9BDC,A0A1M3SHT7,Staphylococcus aureus
WP_001227728.1,UPI0002598D26,A0AAX2MJ33,Staphylococcus aureus
WP_001228158.1,UPI00003B1988,A0AAJ5CS60,Staphylococcus aureus
WP_001228167.1,UPI00000CA959,A0A3A3AIJ1,Staphylococcus aureus
WP_001228168.1,UPI00020F2C4C,A0AAE8TK32,Staphylococcus aureus
WP_001228169.1,UPI00000D9FFC,A0A659I881,Staphylococcus aureus
WP_001229076.1,UPI00003B195E,A0AAJ5CS40,Staphylococcus aureus
WP_001229084.1,UPI00000D9FD2,A0A641A8N9,Staphylococcus aureus
WP_001229087.1,UPI00000CACA5,A0A389UFR6,Staphylococcus aureus
WP_001229093.1,UPI00020F2C58,A0AAE2ZWA6,Staphylococcus aureus
WP_001233387.1,UPI0001DD99D6,A0A5S9I2G1,Staphylococcus aureus
WP_001235656.1,UPI00001D8A07,Q6YCN3,Staphylococcus aureus
WP_001236362.1,UPI00006E3DDD,W8UWT4,Staphylococcus aureus
WP_001236371.1,UPI00000D77C1,A0A0D1H9A1,Staphylococcus aureus
WP_001237503.1,UPI00000D9F46,A0A641A7M4,Staphylococcus aureus
WP_001237506.1,UPI0000054BD8,X5EK28,Staphylococcus aureus
WP_001237522.1,UPI00020F217E,A0AAE8PAG5,Staphylococcus aureus
WP_001237527.1,UPI00003B1881,A0AAJ5CTS1,Staphylococcus aureus
WP_001242414.1,UPI00003B15AC,A0AAJ4YYG6,Staphylococcus aureus
WP_001242418.1,UPI00020F278B,A0AAE3D4V2,Staphylococcus aureus
WP_001242420.1,UPI00000D9D7E,A0A641AA18,Staphylococcus aureus
WP_001242427.1,UPI00000CA9B1,A0A3A5LQS0,Staphylococcus aureus
WP_001246685.1,UPI00000CADBC,A0A3A5LSJ0,Staphylococcus aureus
WP_001246693.1,UPI00000B2B62,Q8KQR2,Staphylococcus aureus
WP_001246701.1,UPI00000D9D7C,A0A641AAJ6,Staphylococcus aureus
WP_001246704.1,UPI00020F2788,A0AAE2ZWU2,Staphylococcus aureus
WP_001253185.1,UPI00000D9BE0,A0A641A8T8,Staphylococcus aureus
WP_001253190.1,UPI00000CAA6E,A0A391JVV4,Staphylococcus aureus
WP_001253432.1,UPI00000CAC1D,A0A389NBE8,Staphylococcus aureus
WP_001255379.1,UPI0000696C52,B6V384,Staphylococcus aureus
WP_001255381.1,UPI00003B1619,A0AAJ4YX42,Staphylococcus aureus
WP_001276571.1,UPI00000542DF,A0A0D1J8D5,Staphylococcus aureus
WP_001287492.1,UPI00003B1410,A0A166N941,Staphylococcus aureus
WP_001549802.1,UPI00000D9FFB,A0A084NXQ2,Staphylococcus aureus
WP_001557355.1,UPI00006E621E,A0A390ZCI1,Staphylococcus aureus
WP_001557458.1,UPI00000CA965,A0A389U9K2,Staphylococcus aureus
WP_001557462.1,UPI0001B3A8CF,A0A0C6ERT7,Staphylococcus aureus
WP_001557593.1,UPI0000F5374C,A0A3A3ALI8,Staphylococcus aureus
WP_001557594.1,UPI00000C7F59,A0A389QCM1,Staphylococcus aureus
WP_001557596.1,UPI00000CAD23,A0A391F9N7,Staphylococcus aureus
WP_001557597.1,UPI00000CAAF7,A0A9N8IH31,Staphylococcus aureus
WP_001570807.1,UPI0002423D52,A0A6B3IQP6,Staphylococcus aureus
WP_001573692.1,UPI00003B196B,A0AAJ4YV91,Staphylococcus aureus
WP_001574560.1,UPI00003B1511,A0AAJ4YVZ0,Staphylococcus aureus
WP_001643461.1,UPI00003B1517,A0AAJ5CSI3,Staphylococcus aureus
WP_001643535.1,UPI00019CD60C,A0AAJ5CTN4,Staphylococcus aureus
WP_001670268.1,UPI0002598D9B,A0AAX2K1M1,Staphylococcus aureus
WP_001670297.1,UPI00020F2E52,A0AAE8TJ59,Staphylococcus aureus
WP_001670353.1,UPI0002598D41,A0AAE3D601,Staphylococcus aureus
WP_001788617.1,UPI000069AA98,A0A266CZX0,Staphylococcus aureus
WP_001788970.1,UPI0000054C18,A0A266CVG1,Staphylococcus aureus
WP_001789457.1,UPI00004B5AB1,X5DX94,Staphylococcus aureus
WP_001789987.1,UPI00003E31F7,A0A2C9TZA1,Staphylococcus aureus
WP_001790533.1,UPI00003E3217,A0A2C9TVS3,Staphylococcus aureus
WP_001790628.1,UPI000069AA30,A0A133QBS3,Staphylococcus aureus
WP_001791283.1,UPI0001B70097,A0A2I7YAT0,Staphylococcus aureus
WP_001791613.1,UPI00000D774C,Q8VVS0,Staphylococcus aureus
WP_001791812.1,UPI000069AA5B,A0A2C9TIQ6,Staphylococcus aureus
WP_001791878.1,UPI000069AAF8,A0A2C9TXI7,Staphylococcus aureus
WP_001791990.1,UPI0001B3AAC5,A0A5N5IPI7,Staphylococcus aureus
WP_001792132.1,UPI0001B3A91C,A0A659I612,Staphylococcus aureus
WP_001793247.1,UPI00003B1A2C,A0A641A7W2,Staphylococcus aureus
WP_001793363.1,UPI00000D9F53,A0A6B2IT51,Staphylococcus aureus
WP_001793444.1,UPI0001AB17E3,A0A641A5G3,Staphylococcus aureus
WP_001793476.1,UPI00000D9E3B,A0A641ABQ3,Staphylococcus aureus
WP_001793574.1,UPI00000D9D1F,A0A641A7L2,Staphylococcus aureus
WP_001794016.1,UPI00019CD6BE,A0A0E1X437,Staphylococcus aureus subsp. aureus MN8
WP_001795210.1,UPI00006E3DE4,A0A2U0IFN2,Staphylococcus aureus
WP_001795496.1,UPI00004B5CFE,A0A2Y9TTN6,Staphylococcus aureus
WP_001796738.1,UPI0001B3B1D6,A0A0U1MU12,Staphylococcus aureus
WP_001797239.1,UPI00000D78A8,A0A641ACA7,Staphylococcus aureus
WP_001797248.1,UPI00000CAAC7,A0A2U0IK15,Staphylococcus aureus
WP_001797872.1,UPI00000CABBF,A0A8A7XIF5,Staphylococcus aureus
WP_001801861.1,UPI0001D0CA73,A0A4U2KHW9,Staphylococcus aureus
WP_001801873.1,UPI0001D0CA8C,E2D9B8,Staphylococcus aureus
WP_001802013.1,UPI00006E4C6C,A0A2U0IF80,Staphylococcus aureus
WP_001802015.1,UPI00006E4C6E,A0A6B5E444,Staphylococcus aureus
WP_001802298.1,UPI000069AB2D,A0A2I7Y9L9,Staphylococcus aureus
WP_001802312.1,UPI000069AB09,A0A0D1IYZ2,Staphylococcus aureus
WP_001805565.1,UPI00020F2184,A0AAE2ZSY0,Staphylococcus aureus
WP_001805730.1,UPI00020F280E,A0AAE2ZTW7,Staphylococcus aureus
WP_001805732.1,UPI00020F280F,A0AAE2ZZC2,Staphylococcus aureus
WP_001805835.1,UPI0001BAF7B9,A0A2U0ITS3,Staphylococcus aureus
WP_001814080.1,UPI0000F53750,Q6GJN3,Staphylococcus aureus (strain MRSA252)
WP_001826822.1,UPI0000F5374A,A0A641ABA5,Staphylococcus aureus
WP_001826866.1,UPI00000D9FDD,A0A641A7Q8,Staphylococcus aureus
WP_001827022.1,UPI0000696C35,A0A0D1JPY7,Staphylococcus aureus
WP_001838109.1,UPI0002C5FC35,A0A641A839,Staphylococcus aureus
WP_010922839.1,UPI00000CAC87,A0A5N5IJZ3,Staphylococcus aureus
WP_010956599.1,UPI00003B15AD,A0AAE3D5M3,Staphylococcus aureus
WP_012840523.1,UPI0001BAF781,A0A2U0IFR6,Staphylococcus aureus
WP_014373780.1,UPI00015FD703,H9BRQ6,Staphylococcus aureus
WP_014373781.1,UPI00015FD704,H9BRQ5,Staphylococcus aureus
WP_014532405.1,UPI0001BE9DA0,D5MS78,Staphylococcus aureus
WP_014667744.1,UPI0002598D82,A0AAX2MJ47,Staphylococcus aureus
WP_014936986.1,UPI0000F5374E,A0A2L2F4N6,Staphylococcus aureus
WP_015445861.1,UPI00028B2582,A0A641A666,Staphylococcus aureus
WP_024937002.1,UPI0003EBAA2E,A0A1S5YLW8,Staphylococcus aureus
WP_025174571.1,UPI00045F0C29,A0AAE2ZU05,Staphylococcus aureus
WP_029644402.1,UPI0004A4DF52,A0A6B2IY43,Staphylococcus aureus
WP_031761401.1,UPI0004F3E3EB,A0A2U0IM51,Staphylococcus aureus
WP_031762187.1,UPI0004F35657,A0A506TLD8,Staphylococcus aureus
WP_031774836.1,UPI0004F2BADA,A0A2I7Y3F7,Staphylococcus aureus
WP_031774998.1,UPI000452C41E,A0A641ABP3,Staphylococcus aureus
WP_031785418.1,UPI0004F284D3,A0A482R483,Staphylococcus aureus
WP_031787975.1,UPI000319E230,A0A7U7PWI6,Staphylococcus argenteus
WP_031788448.1,UPI00031CF567,A0A317YLV2,Staphylococcus pseudintermedius
WP_031789438.1,UPI0004F2FD1A,A0AAE2ZUV9,Staphylococcus aureus
WP_031790901.1,UPI0004F2F2E0,A0A2U0IPJ7,Staphylococcus aureus
WP_050964244.1,UPI000680332A,A0AAE2ZSL6,Staphylococcus aureus
WP_063852655.1,UPI0002198A20,F8WKG6,Staphylococcus aureus
WP_072362001.1,UPI0009309C9B,A0A659ID04,Staphylococcus aureus
WP_072386988.1,UPI00030049A0,A0A2I7YBQ7,Staphylococcus aureus
WP_072419835.1,UPI00090B7B04,A0A641A5U9,Staphylococcus aureus
WP_075583711.1,UPI00094EAC03,A0AAE2ZV88,Staphylococcus aureus
WP_075583722.1,UPI0003A9A30A,A0AAE2ZX81,Staphylococcus aureus
WP_078064694.1,UPI000405529A,A0AAE2ZXD1,Staphylococcus aureus
WP_106873653.1,UPI00078D8DF6,A0A658BFW1,Staphylococcus aureus
WP_169274603.1,UPI00145E8FA4,A0AAE3D5Q0,Staphylococcus aureus
WP_228764722.1,UPI001E28F095,A0AAW4YAL5,Staphylococcus aureus
YP_498631.1,UPI000005230E,A0A1S6DAJ0,Staphylococcus aureus
YP_498634.1,UPI000069AA30,A0A133QBS3,Staphylococcus aureus
YP_498656.1,UPI0000054A8B,A0A0D6GL09,Staphylococcus aureus
YP_498657.1,UPI0000054A8A,A0A2Y9TLP4,Staphylococcus aureus
YP_498658.1,UPI00004B5A85,A0A1S6DSG8,Staphylococcus aureus
YP_498659.1,UPI0000054A88,A0A2C6MZ76,Staphylococcus aureus
YP_498660.1,UPI0000054A87,A0A266CN08,Staphylococcus aureus
YP_498668.1,UPI00004B5A8F,A0A0D6GLP7,Staphylococcus aureus
YP_498670.1,UPI000069AA31,P02976,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_498674.1,UPI00000522E5,O87491,Staphylococcus aureus
YP_498695.1,UPI0000054700,Q2G260,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_498705.1,UPI00000546F6,X5DU72,Staphylococcus aureus
YP_498706.1,UPI00000546F5,A0A2C9TSC4,Staphylococcus aureus
YP_498737.1,UPI00003DAF88,A0A2C9TVL9,Staphylococcus aureus
YP_498767.1,UPI00000D9BE7,A0A0D6GGQ7,Staphylococcus aureus
YP_498769.1,UPI000069AA3E,Q2G1F3,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_498773.1,UPI00000522B0,W8UTZ7,Staphylococcus aureus
YP_498783.1,UPI00000546A5,X5DVD1,Staphylococcus aureus
YP_498789.1,UPI0000052295,B2NJ60,Staphylococcus aureus
YP_498790.1,UPI00003E3217,A0A2C9TVS3,Staphylococcus aureus
YP_498800.1,UPI0000054696,W8U713,Staphylococcus aureus
YP_498805.1,UPI00000D9BFA,X5EIX3,Staphylococcus aureus
YP_498843.1,UPI000052A499,A0A2C9TV59,Staphylococcus aureus
YP_498847.1,UPI0000696B9B,A0A0D3Q462,Staphylococcus aureus
YP_498850.1,UPI0000052311,A0A1J0J3G8,Staphylococcus aureus
YP_498852.1,UPI0000054662,A0A0D3Q467,Staphylococcus aureus
YP_498853.1,UPI0000054661,X5DZ18,Staphylococcus aureus
YP_498863.1,UPI000005483E,Q2G177,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_498871.1,UPI00000D786E,A0A2C9TL89,Staphylococcus aureus
YP_498875.1,UPI00000545A3,Q99WS0,Staphylococcus aureus
YP_498890.1,UPI0000054594,P10335,Staphylococcus aureus
YP_498914.1,UPI000005457A,A0A0B4N958,Staphylococcus aureus
YP_498915.1,UPI00004B5AFC,A0A0D6GBZ3,Staphylococcus aureus
YP_498916.1,UPI0000696BA6,A0A2G4VM73,Staphylococcus aureus
YP_498943.1,UPI000005455C,A0A0D6GCF3,Staphylococcus aureus
YP_498944.1,UPI00004B5B05,A0A0D3Q4R4,Staphylococcus aureus
YP_498945.1,UPI00000522B3,A0A0D6GCD0,Staphylococcus aureus
YP_498947.1,UPI0000054558,A0A0D6WE86,Staphylococcus aureus
YP_498951.1,UPI0000054555,X5E2Q9,Staphylococcus aureus
YP_498971.1,UPI00004B5B0B,A0A0D6GBL1,Staphylococcus aureus
YP_498972.1,UPI00000522B4,A0A0D6GBK0,Staphylococcus aureus
YP_498973.1,UPI0000046F0A,Q2G0X7,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_498975.1,UPI000069AA55,Q2G1S8,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_498976.1,UPI0000696BAA,A0A0D6GAM0,Staphylococcus aureus
YP_498978.1,UPI0000054539,A0A0D6GBP6,Staphylococcus aureus
YP_498979.1,UPI00000B2912,Q9RN32,Staphylococcus aureus
YP_498980.1,UPI0000696BAB,A0A0D3Q4F9,Staphylococcus aureus
YP_498981.1,UPI00004B5B0C,A0A0D6G9V6,Staphylococcus aureus
YP_498982.1,UPI00000CAB82,A0A0D6W7J6,Staphylococcus aureus
YP_498986.1,UPI0000054530,A0A0D6GBH7,Staphylococcus aureus
YP_498987.1,UPI000005452F,A0A0D6GBG7,Staphylococcus aureus
YP_498988.1,UPI00000C7F58,A0A0D1H8K9,Staphylococcus aureus
YP_498990.1,UPI000005452C,A0A2C9TYK2,Staphylococcus aureus
YP_499010.1,UPI00003DAF82,A0A0D3Q4X2,Staphylococcus aureus
YP_499011.1,UPI0000052267,P0C1U7,Staphylococcus aureus
YP_499028.1,UPI000069AA5B,A0A2C9TIQ6,Staphylococcus aureus
YP_499117.1,UPI0000054827,Q2G0L5,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_499118.1,UPI0000054826,Q2G0L4,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_499137.1,UPI0000054811,W8USZ3,Staphylococcus aureus
YP_499180.1,UPI00000D76AE,W8TRN2,Staphylococcus aureus
YP_499195.1,UPI00000547D2,Q8VQS9,Staphylococcus aureus
YP_499199.1,UPI00003B1491,X5DWN8,Staphylococcus aureus
YP_499206.1,UPI00004B5B49,A0A1S6D4V8,Staphylococcus aureus
YP_499213.1,UPI00000549B4,Q9X662,Staphylococcus aureus
YP_499230.1,UPI000005226B,W8USR6,Staphylococcus aureus
YP_499244.1,UPI0000054916,X5EG17,Staphylococcus aureus
YP_499263.1,UPI00004B5B55,A0A0D1IUM4,Staphylococcus aureus
YP_499276.1,UPI00000547B4,Q83TG5,Staphylococcus aureus
YP_499309.1,UPI0000054792,W8U5S1,Staphylococcus aureus
YP_499313.1,UPI00000D77E2,W8U0W4,Staphylococcus aureus
YP_499330.1,UPI000005477F,X5E526,Staphylococcus aureus
YP_499357.2,UPI00000D77CD,A0A0D1FS96,Staphylococcus aureus
YP_499364.1,UPI000005475B,A0A1D4H1Q1,Staphylococcus aureus
YP_499368.1,UPI0000054758,Q2G015,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_499371.1,UPI00000B9920,A0A0D6HYB8,Staphylococcus aureus
YP_499372.1,UPI0000054754,A0A0D6I082,Staphylococcus aureus
YP_499373.1,UPI00004B5B68,A0A0D6I075,Staphylococcus aureus
YP_499377.1,UPI00000D7840,A0A0D6WBT7,Staphylococcus aureus
YP_499391.1,UPI0000054742,A0A0D6HYP4,Staphylococcus aureus
YP_499398.1,UPI00000D9D29,X5E0C0,Staphylococcus aureus
YP_499407.1,UPI0000054731,A0A0D6W4S3,Staphylococcus aureus
YP_499408.1,UPI00000D9D2D,A0A0D3Q629,Staphylococcus aureus
YP_499425.1,UPI000005471C,Q9S674,Staphylococcus aureus
YP_499450.1,UPI00000542A2,W8U0B2,Staphylococcus aureus
YP_499472.1,UPI0000054B18,W8U531,Staphylococcus aureus
YP_499480.1,UPI0000054B10,A0A0D3Q5Z8,Staphylococcus aureus
YP_499481.1,UPI000069AA87,Q2FZR2,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_499484.1,UPI0000054B0B,X5ELF6,Staphylococcus aureus
YP_499519.1,UPI00000D9D54,A0A299MG40,Staphylococcus aureus
YP_499522.1,UPI00000543D0,A0A7I0YLT7,Staphylococcus aureus
YP_499540.1,UPI0000054A35,A0A2C9TXC9,Staphylococcus aureus
YP_499541.1,UPI0000054A40,P0C1U8,Staphylococcus aureus
YP_499546.1,UPI0000126288,Q2FZK7,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_499554.1,UPI00000D7857,W8TMQ6,Staphylococcus aureus
YP_499556.1,UPI0000054B71,Q7DI43,Staphylococcus aureus
YP_499588.1,UPI00000D9D73,X5DRS2,Staphylococcus aureus
YP_499598.1,UPI0000054B47,X5E203,Staphylococcus aureus
YP_499626.1,UPI0000052308,A0A0D6HSN6,Staphylococcus aureus
YP_499627.1,UPI0000054409,A0A0D6WE06,Staphylococcus aureus
YP_499628.1,UPI00000D76CB,W8TMJ4,Staphylococcus aureus
YP_499629.1,UPI0000054407,X5EGV6,Staphylococcus aureus
YP_499633.1,UPI0000054404,A0A0D6HUN3,Staphylococcus aureus
YP_499635.1,UPI000069AA98,A0A266CZX0,Staphylococcus aureus
YP_499648.1,UPI00000543F4,W8UBK2,Staphylococcus aureus
YP_499654.1,UPI00004B5BAC,A0A0D3Q6F6,Staphylococcus aureus
YP_499656.1,UPI00000543EB,A0A0D3Q6D3,Staphylococcus aureus
YP_499658.1,UPI00000543E9,A0A0D3Q6S2,Staphylococcus aureus
YP_499659.1,UPI00000543E8,A0A0D6WG27,Staphylococcus aureus
YP_499665.1,UPI00004B5BAF,A0A0D3Q6S7,Staphylococcus aureus
YP_499666.1,UPI00000543E3,W8UBJ3,Staphylococcus aureus
YP_499668.1,UPI00004B5BB2,X5DYK9,Staphylococcus aureus
YP_499669.1,UPI00000543E0,X5DSM8,Staphylococcus aureus
YP_499670.1,UPI00000543DF,A0A0D6HSA5,Staphylococcus aureus
YP_499673.1,UPI000069AA9D,A0A2I7YBL5,Staphylococcus aureus
YP_499719.1,UPI00000543AA,W8U6M5,Staphylococcus aureus
YP_499755.1,UPI0000054ADE,A0A0D6HQY2,Staphylococcus aureus
YP_499796.1,UPI00000D765A,W8TWS4,Staphylococcus aureus
YP_499804.1,UPI0000054AA6,W8UB74,Staphylococcus aureus
YP_499846.1,UPI00000D77A5,W8UY38,Staphylococcus aureus
YP_499847.1,UPI00000D9DCA,X5EHQ5,Staphylococcus aureus
YP_499864.1,UPI00000D9DCE,A0A2Y9TQ37,Staphylococcus aureus
YP_499916.1,UPI00000549C9,W8U629,Staphylococcus aureus
YP_499969.1,UPI000069ACE6,Q2FYJ6,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_499978.1,UPI0000054A43,A0A068DWK6,Staphylococcus aureus
YP_499995.1,UPI0000696C35,A0A0D1JPY7,Staphylococcus aureus
YP_500002.1,UPI0000054C68,W8U5U4,Staphylococcus aureus
YP_500025.1,UPI00000541E1,A0A2C9TY49,Staphylococcus aureus
YP_500028.1,UPI00000541E4,A0A0D6HLH7,Staphylococcus aureus
YP_500033.1,UPI000009B334,A0A4U2KP01,Staphylococcus aureus
YP_500064.1,UPI00003B16C2,A0A4T9Y7X1,Staphylococcus aureus
YP_500141.1,UPI00000542E2,W8UXH5,Staphylococcus aureus
YP_500144.1,UPI00000542DF,A0A0D1J8D5,Staphylococcus aureus
YP_500153.1,UPI00000542D4,W8TW02,Staphylococcus aureus
YP_500185.1,UPI00000542B4,X5DST2,Staphylococcus aureus
YP_500252.2,UPI00000D7784,W8UA89,Staphylococcus aureus
YP_500253.1,UPI000005426C,W8UX71,Staphylococcus aureus
YP_500264.1,UPI00000D78B1,W8TVQ4,Staphylococcus aureus
YP_500275.1,UPI0000054C18,A0A266CVG1,Staphylococcus aureus
YP_500303.1,UPI0000696C64,A0A2I7YBL3,Staphylococcus aureus
YP_500347.1,UPI00003E31F7,A0A2C9TZA1,Staphylococcus aureus
YP_500348.1,UPI0000054392,A0AAW4Y9C9,Staphylococcus aureus
YP_500376.1,UPI0000054375,Q2FXH4,Staphylococcus aureus (strain NCTC 8325 / PS 47)
YP_500418.1,UPI0000696C73,A0A2I7YBH6,Staphylococcus aureus
YP_500419.1,UPI0000054346,A0A133Q1H1,Staphylococcus aureus
YP_500421.1,UPI0000054344,A0A0D6HDR3,Staphylococcus aureus
YP_500431.1,UPI000069AAEF,A0A2I7YBH8,Staphylococcus aureus
YP_500436.1,UPI0000046F04,A0A0D6HF55,Staphylococcus aureus
YP_500437.1,UPI0000054336,A0A0D6HF50,Staphylococcus aureus
YP_500439.1,UPI00000CAA66,A0A0D6HDR6,Staphylococcus aureus
YP_500440.1,UPI00000B4E0D,A0A0E7RZY7,Staphylococcus aureus
YP_500441.1,UPI00000B64E2,A0A0D6HFN1,Staphylococcus aureus
YP_500442.1,UPI0000054332,A0A0E8IUH3,Staphylococcus aureus
YP_500444.1,UPI0000054331,A0A0D6HDD7,Staphylococcus aureus
YP_500448.1,UPI000005432D,A0A0D6HEZ2,Staphylococcus aureus
YP_500452.1,UPI0000054328,A0A0D3Q8P9,Staphylococcus aureus
YP_500453.1,UPI00000522A5,Q93UU8,Staphylococcus aureus
YP_500467.1,UPI000005431B,W8U9Q7,Staphylococcus aureus
YP_500469.1,UPI000005229F,W8TV96,Staphylococcus aureus
YP_500475.1,UPI00004B5C51,A0A0D6HEH5,Staphylococcus aureus
YP_500488.1,UPI00000D9ED6,X5E0B5,Staphylococcus aureus
YP_500499.1,UPI000069AAF8,A0A2C9TXI7,Staphylococcus aureus
YP_500503.1,UPI00000544F6,W8U4T8,Staphylococcus aureus
YP_500514.1,UPI00000544EC,A0A4P7P380,Staphylococcus aureus
YP_500545.1,UPI00000544CA,A0A123DH54,Staphylococcus aureus
YP_500587.1,UPI000005449E,W8UWJ4,Staphylococcus aureus
YP_500612.1,UPI00004B5C5D,A0A0D6HBZ8,Staphylococcus aureus
YP_500618.1,UPI000005447C,A0A0E8JWI2,Staphylococcus aureus
YP_500626.1,UPI000069AB09,A0A0D1IYZ2,Staphylococcus aureus
YP_500635.1,UPI000005446B,A0A0D1HE14,Staphylococcus aureus
YP_500646.1,UPI00000D76B9,W8TV10,Staphylococcus aureus
YP_500650.1,UPI000005445B,A0A2C9TU38,Staphylococcus aureus
YP_500655.1,UPI0000054457,A0A4T9YI84,Staphylococcus aureus
YP_500656.1,UPI0000054456,A0A6B5S7D5,Staphylococcus aureus
YP_500658.1,UPI0000054454,A0A224B3G8,Staphylococcus aureus
YP_500660.1,UPI0000054452,W8TV02,Staphylococcus aureus
YP_500687.1,UPI00000D77EE,A0A0H2JNT4,Staphylococcus aureus
YP_500716.1,UPI000009B9CB,Q8SDN0,Staphylococcus phage phi13
YP_500725.1,UPI0000696CA1,A0A0D6HCK9,Staphylococcus aureus
YP_500726.1,UPI0000052260,A0A0D6HC73,Staphylococcus aureus
YP_500729.1,UPI0000054230,Q93PN3,Staphylococcus aureus
